Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
,Span. Broccoli,0.99,1.79,1 kg = 1.98,-44%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_11.jpg
,PRINGLES,1.49,2.49,1 kg = 9.03 - 9.32,-40%,je 160 - 165-g-Dose,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_12.jpg
CRAZY WOLF,Energy Drink oder Strong Cola,1.17,1.95,1 l = 0.73,-40%,"je 0,33-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_13.jpg
MEGGLE,Schnitt- oder Hartkäse,1.49,2.49,1 kg = 9.94 - 11.92,-40%,je 125 - 150-g-Packg.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_14.jpg
ZABLER,Hochzeit Nudeln,1.99,3.29,1 kg = 3.98,-39%,je 500-g-Beutel,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_15.jpg
,Marokk. Miniromatomaten,0.79,1.29,1 kg = 3.16,-38%,je 250-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_16.jpg
ALMDUDLER,Kräuterlimonade,0.99,1.59,,-37%,je 1-l-PET-Fl.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_17.jpg
IGLO,Rahm-Spinat,1.49,2.39,1 kg = 2.98,-37%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_18.jpg
NORDSEE,Fischspezialitäten,2.22,3.49,1 kg = 8.99 - 12.07,-36%,je 184 - 247-g-Packg.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_19.jpg
7 DAYS,Croissants,1.79,2.79,1 kg = 7.46,-35%,je 4 St. = 240-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_20.jpg
FERDI FUCHS,Mini-Würstchen,1.11,,1 kg = 8.54 - 23.13 / 1 kg = 7.62 - 20.63**,"nur; 0.99€, mit Kaufland Card",je 48 - 130-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_21.jpg
WEIHENSTEPHAN,Butter oder Die Streichzarte,1.59,,1 kg = 6.36 / 1 kg = 5.96**,"nur; 1.49€, mit Kaufland Card",je 250-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_22.jpg
ROUGETTE,Ofenkäse,3.99,5.99,1 kg = 12.47 / 1 kg = 10.91**,"-33%; 3.49€, mit Kaufland Card",je 320-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_23.jpg
COPPENRATH & WIESE,Unsere Goldstücke,1.49,2.29,1 kg = 2.76 - 4.97 / 1 kg = 2.39 - 4.30**,"-34%; 1.29€, mit Kaufland Card",je 9 St. = 300 - 540-g-Beutel,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_24.jpg
IGLO,Schlemmer-Filet,2.69,,1 kg = 7.08 / 1 kg = 6.56**,"nur; 2.49€, mit Kaufland Card",je 380-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_25.jpg
KNACK & BACK,Frischteig-Produkt,2.29,,1 kg = 3.82 - 8.81 / 1 kg = 3.32 - 7.66**,"nur; 1.99€, mit Kaufland Card",je 260 - 600-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_26.jpg
KÄFER,Caffè Crema Lungo oder Espresso Forte,11.99,,,"nur; 10.99€, mit Kaufland Card",je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_28.jpg
NESQUIK,Getränkepulver,1.99,,1 kg = 5.69 / 1 kg = 5.12**,"nur; 1.79€, mit Kaufland Card",je 350-g-Beutel,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_29.jpg
KINDER,Joy,1.11,,1 kg = 55.50 / 1 kg = 49.50**,"nur; 0.99€, mit Kaufland Card",je 20-g-Stück,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_31.jpg
LINDT,Weihnachtsmischung,4.99,7.49,1 kg = 38.99 / 1 kg = 29.61**,"-33%; 3.79€, mit Kaufland Card",je 128-g-Beutel,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_32.jpg
HARIBO,Christmas Minis,1.79,2.99,1 kg = 7.16 / 1 kg = 6.36**,"-40%; 1.59€, mit Kaufland Card",je 250-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_33.jpg
RAUCH,Happy Day,1.99,,,"nur; 1.79€, mit Kaufland Card",je 1-l-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_34.jpg
OUZO OF PLOMARI,Griech. Anisspirituose,8.99,,1 l = 12.85 / 1 l = 11.42**,"nur; 7.99€, mit Kaufland Card","je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_35.jpg
DOPPIO PASSO,Primitivo Rosato IGT,4.99,,1 l = 6.66 / 1 l = 5.99**,"nur; 4.49€, mit Kaufland Card","je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_36.jpg
PHILIPS,Sonicare elektr. Zahnbürste 4100,"45.00
*",,,"nur; 39.99
*€, mit Kaufland Card",je Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_37.jpg
ARIEL,Voll- oder Colorwaschmittel,"16.49
*",,pro Anwendung = 0.17 - 0.22 / pro Anwendung = 0.16 - 0.21**,"nur; 15.99
*€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_38.jpg
BRAUN,Reinigungskartuschen für Reinigungsstationen,24.99,UVP29.99,1 l = 18.38 / 1 l = 13.23**,"-16%; 17.99€, mit Kaufland Card",je 8-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_39.jpg
DENVER,Smartwatch »SWC-387«,19.99,UVP69.95,,"-71%; 17.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_40.jpg
ANAF,Feuerlöscher »PS1-X ABC«,9.99,,,"nur; 7.99€, mit Kaufland Card",je 1-kg-Flasche,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_41.jpg
CARROMCO,Multigame-Tisch 15 in 1 »Multifun-XT«,139.00,UVP279.95,,"-50%; 122.00€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_42.jpg
OSANN,Kindersitz »Four360 S«,129.00,UVP229.95,,"-43%; 111.00€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_43.jpg
LENOR,Wäscheparfüm,4.99,,1 kg = 18.15 / 1 kg = 16.15**,"nur; 4.44€, mit Kaufland Card",je 275-g-Fl.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_44.jpg
LILLET,Weinaperitif,10.99,16.49,1 l = 14.66 / 1 l = 13.32**,"-33%; 9.99€, mit Kaufland Card","je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_45.jpg
WEIHENSTEPHAN,Haltbarer od. frischer Kakao,1.59,2.19,,"-27%; 1.39€, mit Kaufland Card",je 1-l-Packg.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_46.jpg
LANGNESE,Flotte Biene Honig,2.49,,1 kg = 9.96 / 1 kg = 7.96**,"nur; 1.99€, mit Kaufland Card",je 250-g-Fl.,Nein,Dieses Angebot findest du vom 24.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-24,2025-11-26,images_kaufland/kaufland_offer_47.jpg
,Span. Clementinen XXL,3.99,5.99,1 kg = 1.74,-33%,"je 2,3-kg-Kiste",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_48.jpg
,Span. Orangen,2.49,3.49,1 kg = 1.66,-28%,"je 1,5-kg-Netz",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_50.jpg
,Span. Zitronen XXL,1.49,2.29,1 kg = 1.99,-34%,je 750-g-Netz,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_51.jpg
,Span./ital. Bio-Clementinen,2.49,2.99,1 kg = 3.32,-16%,je 750-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_52.jpg
,Span./ital. Bio-Orangen,2.29,3.29,,-30%,je 1-kg-Netz,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_53.jpg
,"Span. Grapefruit rot oder Grapefruit »Sweetie«, lose",0.79,0.99,,-20%,je Stück,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_54.jpg
,"Ital. Kiwi, lose",0.39,0.59,,-33%,je Stück,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_55.jpg
,"Demeter dominik./ecuador. Bananen, lose",1.99,2.49,,-20%,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_56.jpg
,Peruan./ südafrik. Avocados,1.99,2.79,1 kg = 3.98,-28%,je 500-g-Netz,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_57.jpg
,"Ital. Endiviensalat, lose",1.29,1.79,,-27%,je Stück,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_58.jpg
,Niederl./belg. Cocktailrispentomaten,1.99,2.79,1 kg = 3.98,-28%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_59.jpg
,Demeter dtsch. Pastinaken oder Petersilienwurzeln,1.79,2.49,1 kg = 5.97,-28%,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_60.jpg
,"Chin. Ingwer, lose",0.39,0.59,,-33%,je 100 g,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_61.jpg
,"Dtsch./niederl. Zwiebeln, rot",0.99,1.29,,-23%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_62.jpg
,Rosen-Chrysanthemenstrauß,"12.99
*",,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_63.jpg
,Weihnachtsstern oder Zauberstern in Keramik,"6.99
*",,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_64.jpg
,Weihnachtsstern oder Zauberstern,"3.99
*",,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_66.jpg
,Weihnachtsstern dekoriert,"4.44
*",,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_67.jpg
,Weihnachtsstern Busch,"8.88
*",,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_68.jpg
,Adventsgestecke,"24.99
*",,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_69.jpg
,Span. Clementinen,2.49,3.29,1 kg = 3.32,-24%,je 750-g-Netz,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_72.jpg
,Franz. Gourmet-Kartoffeln,1.99,2.99,1 kg = 1.33,-33%,"je 1,5-kg-Packg.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_73.jpg
,Port. Tafelbirnen Rocha,1.99,2.99,,-33%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_75.jpg
,Peruan./südafrik. Kulturheidelbeeren XXL,3.79,,1 kg = 7.58,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_76.jpg
,"Tunes. Datteln, getrocknet",0.99,1.49,1 kg = 4.95,-33%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_77.jpg
K-PURLAND,Schweinehackfleisch,2.22,,1 kg = 4.44,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_78.jpg
K-PURLAND Schnelle Küche,Geschnetzeltes Ungar. Art,"3.33
*",,1 kg = 6.66,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_79.jpg
K-PURLAND,Schlemmerbraten aus dem Schweinenacken,"6.99
*",,,nur,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_80.jpg
MARCHER,Schweinefilet im Speckmantel,11.65,14.99,entspr. z. B. für ein 600-g-Stück 6.99,-22%,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_81.jpg
K-PURLAND,Schweinefilet,"8.88
*",,,nur,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_82.jpg
K-PURLAND,Schinkenkrustenbraten vom Schwein,5.79,,,nur,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_83.jpg
K-PURLAND,"Kasseler Nacken/Kamm ohne Knochen, geräuchert",6.79,8.29,,-18%,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_84.jpg
K-PURLAND,Dicke Rippe/Brustrippe vom Schwein,5.29,5.99,,-11%,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_85.jpg
K-PURLAND,Schinkenschnitzel,3.99,,1 kg = 6.65,nur,je 600-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_86.jpg
K-PURLAND,Rinderfilet am Stück,"29.98
*",,entspr. z. B. für ein 800-g-Stück 23.99,nur,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_87.jpg
K-PURLAND,Rindergulasch,6.49,7.89,1 kg = 12.98,-17%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_88.jpg
K-PURLAND,Tafelspitz vom Jungbullen,"14.99
*",,,nur,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_89.jpg
K-PURLAND,Merguez Rindsbratwurst,3.29,3.75,1 kg = 10.97,-12%,je 5 St. = 300-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_90.jpg
K-PURLAND,Hähnchen-Ministeaks XXL,6.99,,1 kg = 8.74,nur,je 800-g-Großpackg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_91.jpg
K-PURLAND,Hähnchen-Schenkel XXL,6.79,,1 kg = 3.40,nur,je 2-kg-Großpackg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_92.jpg
,Chicken Nuggets XXL,"5.99
*",,,nur,je 1-kg-Großpackg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_93.jpg
K-BIO,Bioland Hackfleisch gemischt,5.49,6.19,1 kg = 13.73,-11%,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_94.jpg
K-CLASSIC,Nürnberger Rostbratwürste,2.59,3.29,1 kg = 8.64 - 10.36,-21%,je 12 - 14 St. = 250 - 300-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_95.jpg
WIESENHOF,Geflügelwurst,1.19,1.49,1 kg = 11.90 - 14.88,-20%,je 80 - 100-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_96.jpg
K-CLASSIC,Wurst-Aufschnitt,0.99,1.29,1 kg = 4.95,-23%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_97.jpg
LANGEWIESCHE,Krustenschinken,2.22,2.99,1 kg = 12.34,-25%,je 180-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_98.jpg
WIESENHOF,Geflügel-Bacon,1.29,1.79,1 kg = 16.13,-27%,je 80-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_99.jpg
K-CLASSIC,Gourmet Edel-Salami,1.29,1.69,1 kg = 16.13,-23%,je 80-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_100.jpg
K-CLASSIC,Salami-Sticks,1.59,1.99,1 kg = 15.90,-20%,je 10 St. = 100-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_101.jpg
K-WERTSCHÄTZE,Schweinenackensteak mariniert,8.90,12.90,,-31%,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_103.jpg
K-WERTSCHÄTZE,Rinderhüfte,20.90,,,nur,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_104.jpg
K-WERTSCHÄTZE,Rinderbraten Hals/Hohe Rippe vom Jungbullen,13.90,17.50,,-20%,je kg,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_105.jpg
Aus eigener Herstellung,Fleischwurst,0.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_106.jpg
Aus eigener Herstellung,Wiener oder Käsewürstchen,1.19,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_107.jpg
NEUBURGER,Neuburger,1.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_108.jpg
REINERT,Würzica,"1.99
*",,,nur,je 100 g,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_109.jpg
GUTSMEISTER,Salami,1.11,2.29,,-51%,je 100 g,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_110.jpg
