Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Ritter Sport Bunte Vielfalt,Keine Marke,"€ 1,11","€ 1,99",11.10 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_013.png,"cat_knabbern_naschen,diet_gluten_free,diet_vegetarian,tag_ultra_processed"
Glücksblatt Toilettenpapier,Keine Marke,"€ 5,99","€ 7,29",Kein Mengenpreis,3-lagig,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_014.png,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Auslese Harmonie oder Barista,Melitta,"€ 6,49","€ 9,29",12.98 / kg,"Kaffee gemahlen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_015.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Schmutzfangmatte,Keine Marke,"€ 3,99",,Kein Mengenpreis,"robuste Kunstfasern für lange Lebensdauer, geeignet für den Innen- und überdachten Außenbereich, optimale Schmutzaufnahme und rutschfest versch. Größen: ca. 38 x 58 cm, ca. 59 x 89 cm, ca. 90 x 150 cm",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_016.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Suppengemüse,Keine Marke,"€ 1,0","€ 1,29",2.- / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_017.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_gemuese,tag_whole_food"
Mini-Romana Salat,Keine Marke,"€ 1,0","€ 1,29",Kein Mengenpreis,"Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_018.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food"
Buchenpilze,Keine Marke,"€ 1,0","€ 1,49",6.67 / kg,"China, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_019.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Speisekartoffeln,Keine Marke,"€ 1,0","€ 1,49",0.67 / kg,Deutschland,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_020.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food"
Zwiebeln,Keine Marke,"€ 1,0",,1.33 / kg,Deutschland,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_021.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Apfel Kanzi,Keine Marke,"€ 1,0","€ 1,49",1.92 / kg,"Deutschland/Italien, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_022.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Zitronen,Keine Marke,"€ 1,0","€ 1,39",2.- / kg,"Italien/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_023.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Möhren,Keine Marke,"€ 1,0","€ 1,59",0.50 / kg,"Deutschland, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_024.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Chiquita Mango,Keine Marke,"€ 1,19","€ 1,69",Kein Mengenpreis,"Brasilien/Peru, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_025.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Chiquita Passionsfrüchte,Keine Marke,"€ 1,69","€ 1,99",Kein Mengenpreis,Kolumbien,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_026.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Chiquita Trockenfrüchte,Keine Marke,"€ 1,99","€ 2,49",19.90 / kg,"getrocknet, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_027.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Salami-Sortiment,Keine Marke,"€ 2,22","€ 4,58",13.88 / kg,versch. Sorten Einzelpreis: 2.29 (28.63 / kg),Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_028.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food"
Pfälzer Leberwurst,Keine Marke,"€ 1,49","€ 1,69",7.45 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_029.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food"
Snack It Kabanossi to go,Keine Marke,"€ 0,88","€ 0,99",17.60 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_030.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food"
Käsekrainer oder Debrecziner,Keine Marke,"€ 3,49","€ 4,49",8.73 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_031.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed"
Frikadellen,Keine Marke,"€ 2,49","€ 2,99",4.98 / kg,versch. Sorten Regionale Verpackungsabweichungen möglich,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_032.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Chicken Nuggets,Keine Marke,"€ 4,49","€ 5,99",5.99 / kg,paniert und gebraten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_033.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food"
Tulip Frühstücksfleisch,Keine Marke,"€ 2,4","€ 2,49",5.88 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_034.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Bockwurst,Keine Marke,"€ 4,99","€ 6,99",5.87 / kg,goldgelb geräuchert,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_035.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,sub_wurst,tag_ultra_processed,tag_whole_food"
Rinder Hackfleisch,Keine Marke,"€ 5,49","€ 6,19",10.98 / kg,zum Braten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_036.png,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food"
Mais-Hähnchenschenkel,Keine Marke,"€ 3,99","€ 4,99",3.63 / kg,"natur, Hkl. A",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_037.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_whole_food"
Bayerisches Puten-Geschnetzeltes,Keine Marke,"€ 3,79","€ 4,59",9.48 / kg,aus der mageren Brust geschnitten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_038.png,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food"
Schweine-Rouladen,Keine Marke,"€ 5,99","€ 7,99",7.49 / kg,zart und mager,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_039.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_proteinreich,tag_whole_food"
Wade vom Jungbullen,Keine Marke,"€ 1,29","€ 1,79",12.90 / kg,"vakuumverpackt, ca. 1 kg",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_040.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food"
Hähnchen-Minutenschnitzel,Keine Marke,"€ 4,99",,6.24 / kg,paniert,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_041.png,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_ultra_processed,tag_whole_food"
Prager Schinken,Keine Marke,"€ 5,99","€ 9,99",Kein Mengenpreis,"vom Schwein, gepökelt und geräuchert, vakuumverpackt, ca. 1,6 kg",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_042.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food"
Milchreis,Müller,"€ 0,44","€ 0,99",2.20 – 2.44 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_043.png,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_reis,tag_ultra_processed"
Bresso Frischkäse,Keine Marke,"€ 2,50","€ 4,78",8.33 / kg,"gekühlt, versch. Sorten Einzelpreis: 2.39 (15.93 / kg)",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_044.png,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Almighurt Mousse,Keine Marke,"€ 1,0","€ 1,49",5.- / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_045.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Lätta,Keine Marke,"€ 1,29","€ 2,29",2.87 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_046.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Coppenrath Wiese Meistertorte,Keine Marke,"€ 5,49","€ 8,49",4.58 - 8.85 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_047.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Gemüse,Keine Marke,"€ 1,99","€ 2,39",Kein Mengenpreis,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_048.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_tk_fertiggerichte,sub_tk_gemuese,tag_ultra_processed,tag_whole_food"
Robby Monsterbacke Fruchtquark,Keine Marke,"€ 1,29","€ 1,59",4.30 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_049.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Henglein frische Teigwaren,Keine Marke,"€ 2,99","€ 4,49",Kein Mengenpreis,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_050.png,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kartoffeln,sub_nudeln,tag_whole_food"
Knack Back Pizza-Kit,Keine Marke,"€ 2,29","€ 2,99",3.82 / kg,"gekühlt, mit Tomatensauce",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_051.png,"cat_tiefkuehl,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Schokoladenmilch,Milka,"€ 1,99","€ 2,49",2.65 / l,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_052.png,"cat_knabbern_naschen,diet_vegetarian,sub_milchprodukte,tag_ultra_processed"
Frische Milch,Weihenstephan,"€ 1,0",,Kein Mengenpreis,"gekühlt, 1,5% oder 3,5% Fett",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_053.png,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_milchprodukte"
Kalinka Kefir oder Ayran,Müller,"€ 0,89","€ 1,29",1.78 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_054.png,"cat_getraenke,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed"
Gewürzquark,Milram,"€ 1,99","€ 2,95",5.25 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_055.png,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte"
Quäse Minis,Loose,"€ 1,69","€ 2,99",14.70 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_056.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Olympus Feta oder Schafskäse,Keine Marke,"€ 1,99","€ 2,59",13.27 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_057.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Ferdi Fuchs Käse,Keine Marke,"€ 1,49","€ 1,79",18.63 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_058.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Weichkäse,Le Rustique,"€ 2,79","€ 3,99",11.16 - 13.95 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_059.png,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Fischstäbchen oder Backfischstäbchen,Iglo,"€ 2,99","€ 4,49",6.64 - 8.21 / kg,tiefgekühlt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_060.png,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed"
Rügenwalder veganer Aufschnitt,Keine Marke,"€ 1,39","€ 1,59",17.38 – 19.86 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_061.png,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_wurst,tag_ultra_processed"
Italpizza Numero Uno,Keine Marke,"€ 2,22","€ 3,69",5.05 - 5.41 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_062.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,sub_tk_pizza,tag_ultra_processed,tag_whole_food"
Agromonte Tomatensoße,Keine Marke,"€ 1,49","€ 2,49",4.52 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_063.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Lavazza,Lavazza,"€ 13,99","€ 20,99",Kein Mengenpreis,"ganze Kaffeebohnen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_064.png,"cat_tiefkuehl,tag_ultra_processed"
Casa Zarrella Bruschetta Tomate,Keine Marke,"€ 2,49","€ 2,99",13.83 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_065.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Casa Zarrella Taggiasca Oliven,Keine Marke,"€ 4,99","€ 5,99",31.19 / kg,in Olivenöl eingelegt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_066.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Ciabatta,Keine Marke,"€ 1,5","€ 1,58",1.67 / kg,nach traditioneller italienischer ArtEinzelpreis: 0.79 (2.63 / kg) Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_067.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Pizza Margherita,Keine Marke,"€ 0,50","€ 0,95",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_068.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_tk_pizza,tag_ultra_processed,tag_whole_food"
Pinsa Cesare,Keine Marke,"€ 1,49","€ 1,99",6.48 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_069.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Casa Zarrella Artischocken,Keine Marke,"€ 2,99","€ 3,99",10.68 / kg,schonend gegrillt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_070.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Prosciutto Cotto,Keine Marke,"€ 2,29","€ 2,99",25.44 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_071.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food"
Prosciutto Crudo,Keine Marke,"€ 1,99","€ 2,29",24.88 / kg,"luftgetrocknet, 11 Monate gereift",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_072.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food"
