Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Bio Rucola,Keine Marke,"€ 0,88",Kein vorheriger Preis,"1 kg = 11,00","Kl. II, je 80-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_004.jpg,immenstaad
Mini Cherry Rispentomaten,Keine Marke,"€ 2,79",Kein vorheriger Preis,"1 kg = 13,95","»Süße Versuchung«, Kl. Extra, je 200-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_006.jpg,immenstaad
Himbeeren,Keine Marke,"€ 3,33",Kein vorheriger Preis,"1 kg = 13,32","Kl. I, je 250-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_008.jpg,immenstaad
Mini Rispentomaten,Keine Marke,"€ 3,33",Kein vorheriger Preis,"1 kg = 9,51","Kl. I, je 350-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_007.jpg,immenstaad
Lammlachse,Keine Marke,"€ 3,99",Kein vorheriger Preis,Kein Mengenpreis,"natur oder mariniert, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_055.jpg,immenstaad
Heidiland würzig,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,"Schweizer Schnittkäse, mind. 49% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_056.jpg,immenstaad
Bierkugel,Keine Marke,"€ 0,99",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_057.jpg,immenstaad
Schopflocher Kleeblatt,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_058.jpg,immenstaad
Alma Vorarlberger Bergkäse g U,Keine Marke,"€ 2,39",Kein vorheriger Preis,Kein Mengenpreis,"österr. Hartkäse, mind. 45% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_059.jpg,immenstaad
Tinajeros Cabra,Keine Marke,"€ 3,99",Kein vorheriger Preis,Kein Mengenpreis,"span. Schnittkäse aus Ziegenmilch, mind. 50% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_060.jpg,immenstaad
Landbauern Rind Tafelspitz oder Bürgermeisterstück,Keine Marke,"€ 1,59",Kein vorheriger Preis,Kein Mengenpreis,"Haltungsform 3, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_054.jpg,immenstaad
Metzgerei Schneider Paprika Bauch,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_061.jpg,immenstaad
Kalbs-Hüfte,Keine Marke,"€ 2,99",Kein vorheriger Preis,Kein Mengenpreis,"Haltungsform 2, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_053.jpg,immenstaad
Landbauern Rind Steakhüfte,Keine Marke,"€ 2,99",Kein vorheriger Preis,Kein Mengenpreis,"am Stück oder in Scheiben, Haltungsform 3, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_051.jpg,immenstaad
Rinder-Pfanne Stroganoff,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,"Rindergeschnetzeltes mit Zwiebeln und Gurken in Würzsauce, mit Sahne verfeinert, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_052.jpg,immenstaad
Frische Hähnchen-Innenbrustfilets,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 12,69",je 350-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_039.jpg,immenstaad
Pollofino Frische Hähnchen-Oberschenkel,Keine Marke,"€ 0,88",Kein vorheriger Preis,Kein Mengenpreis,"mit Haut, ohne Knochen, Haltungsform 2, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_040.jpg,immenstaad
Kasseler Lachs,Keine Marke,"€ 7,70",Kein vorheriger Preis,"1 kg = 9,63","am Stück, je 800-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_043.jpg,immenstaad
Bio Geifertshofener Schwarzkümmelkäse,Keine Marke,"€ 2,59",Kein vorheriger Preis,Kein Mengenpreis,"halbfester Schnittkäse, mind. 45% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_041.jpg,immenstaad
Butcher s Angus Irish Beef,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 19,30",je 230-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_045.jpg,immenstaad
Schweine-Braten oder Rollbraten,Keine Marke,"€ 0,77",Kein vorheriger Preis,Kein Mengenpreis,"aus der Schulter, ohne Knochen, Haltungsform 2, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_050.jpg,immenstaad
Frische Hähnchen-Oberschenkel,Keine Marke,"€ 5,99",Kein vorheriger Preis,Kein Mengenpreis,"Hkl. A, SB-verpackt, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_047.jpg,immenstaad
Frisches Puten-Geschnetzeltes,Keine Marke,"€ 6,99",Kein vorheriger Preis,"1 kg = 17,48",je 400-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_048.jpg,immenstaad
Schärdinger Bergfex,Keine Marke,"€ 1,89",Kein vorheriger Preis,Kein Mengenpreis,"österr. Hartkäse, 50% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_044.jpg,immenstaad
Butcher s Angus XXL Irish Beef Burger Patties,Keine Marke,"€ 11,11",Kein vorheriger Preis,"1 kg = 13,89","feinstes irisches Rindfleisch, je 800-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_049.jpg,immenstaad
REWE Bio Hafer Cookies,Keine Marke,"€ 1,29",Kein vorheriger Preis,"1 kg = 4,30",je 300-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_159.jpg,neubrandenburg
REWE Bio Cashewkerne,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 kg = 11,96",je 250-g-Btl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_158.jpg,neubrandenburg
Heimatgut Popcorn salzig,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 24,83",je 60-g-Btl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_157.jpg,neubrandenburg
Hella ACE oder Aktiv,Keine Marke,"€ 0,59",Kein vorheriger Preis,"1 l = 0,79","je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_172.jpg,neubrandenburg
Glashäger Mineralwasser,Keine Marke,"€ 4,49",Kein vorheriger Preis,"1 l = 0,75","versch. Sorten, je 6 x 1-l-Fl.-Kasten, zzgl. 2,40 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_166.jpg,neubrandenburg
Rotbäckchen,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 l = 4,27","versch. Sorten, je 0,7-l-Fl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_168.jpg,neubrandenburg
Aleo Aloe Vera,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 l = 2,38","versch. Sorten, je 0,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_169.jpg,neubrandenburg
Highspeed Sport Iso,Keine Marke,"€ 0,79",Kein vorheriger Preis,"1 l = 1,05","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_171.jpg,neubrandenburg
REWE Bio Linseneintopf,Keine Marke,"€ 2,29",Kein vorheriger Preis,"1 kg = 2,86",je 800-g-Dose,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_148.jpg,neubrandenburg
REWE Bio Dinkel gepufft,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 7,45","mit Honig gesüßt, je 200-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_124.jpg,neubrandenburg
Ottos Auslese Bio Rotkohl,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 3,55","je 370-ml-Glas, 335-g-Abtropfgew.",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_146.jpg,neubrandenburg
Bio-Steinofen-Landbrot,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 4,48","Bio-Weizenbrot mit dicker Kruste und rustikaler Optik, je 400-g-St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_120.jpg,neubrandenburg
Blätterteigtasche,Keine Marke,"€ 0,79",Kein vorheriger Preis,Kein Mengenpreis,"mit Kakaocreme, je St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_121.jpg,neubrandenburg
Bio-Roggenmischlaib,Keine Marke,"€ 2,79",Kein vorheriger Preis,"1 kg = 3,72","aromatisches Weizenbrot mit wattiger Krume und knackig krosser Kruste, je 750-g-St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_122.jpg,neubrandenburg
Bio-Dinkelkrüstchen,Keine Marke,"€ 0,79",Kein vorheriger Preis,Kein Mengenpreis,"Bio-Dinkelweizenbrötchen, je St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_123.jpg,neubrandenburg
Hasseröder Premium Pils,Keine Marke,"€ 8,99",Kein vorheriger Preis,"1 l = 0,90","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_175.jpg,neubrandenburg
REWE Bio 5-Korn-Müsli,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 1,99",je 750-g-Btl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_125.jpg,neubrandenburg
REWE Bio Haferflocken,Keine Marke,"€ 0,79",Kein vorheriger Preis,"1 kg = 1,58","kernig oder zart, je 500-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_126.jpg,neubrandenburg
REWE Bio Basmatireis,Keine Marke,"€ 2,89",Kein vorheriger Preis,Kein Mengenpreis,"weiß, je 1-kg-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_147.jpg,neubrandenburg
Koro Bio Erdnussmus,Keine Marke,"€ 4,79",Kein vorheriger Preis,"1 kg = 9,58",je 500-g-Glas,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_136.jpg,neubrandenburg
Davert Veggie Butter Chicken,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 kg = 9,34",je 320-g-Glas,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_139.jpg,neubrandenburg
Ottos Auslese Bio Sauerkraut,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 3,55","je 350-g-Glas, 335-g-Abtropfgew.",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_143.jpg,neubrandenburg
Störtebeker Bio Kellerbier 1402 Bio Baltik Lager oder Bio Übersee,Keine Marke,"€ 16,99",Kein vorheriger Preis,"1 l = 1,70","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_178.jpg,neubrandenburg
More Zerup Peach Iced Tea,Keine Marke,"€ 4,29",Kein vorheriger Preis,"1 l = 66,00",je 65-ml-Fl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_223.jpg,neubrandenburg
More Satisbites Dark Cookie Crumble,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 39,80",je 50-g-Riegel,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_224.jpg,neubrandenburg
More Chunky Flavour Vanilla,Keine Marke,"€ 7,49",Kein vorheriger Preis,"1 kg = 83,22",je 90-g-Dose,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_225.jpg,neubrandenburg
Frühlingskörbchen,Keine Marke,"€ 5,99",Kein vorheriger Preis,Kein Mengenpreis,"mit blühendem Farbmix, je Topf",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_232.jpg,neubrandenburg
Dinkel Roggenbrot,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 3,98",je 500-g-St,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_119.jpg,neubrandenburg
Carlsberg 0 0,Keine Marke,"€ 12,99",Kein vorheriger Preis,"1 l = 1,30","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_177.jpg,neubrandenburg
Holsten Alkoholfrei 0 0,Keine Marke,"€ 9,99",Kein vorheriger Preis,"1 l = 1,00","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_179.jpg,neubrandenburg
Paulaner Weißbier oder Münchner Hell,Keine Marke,"€ 14,99",Kein vorheriger Preis,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_180.jpg,neubrandenburg
Köstritzer Schwarzbier,Keine Marke,"€ 12,99",Kein vorheriger Preis,"1 l = 1,30","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_181.jpg,neubrandenburg
Branik Helles,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 l = 0,99","je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_183.jpg,neubrandenburg
Peroni Nastro Azzurro 0 0,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 l = 2,52","je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_184.jpg,neubrandenburg
Aperitivo Glitter Spritz,Keine Marke,"€ 11,99",Kein vorheriger Preis,"1 l = 17,13","alkoholfrei, je 0,7-l-Fl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_188.jpg,neubrandenburg
Katlenburger Erdbeer-Bowle,Keine Marke,"€ 2,49",Kein vorheriger Preis,Kein Mengenpreis,"alkoholfrei, je 1-l-Fl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_194.jpg,neubrandenburg
Pio Schorle,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 l = 3,99","alkoholfrei, versch. Sorten, je 0,75-l-Fl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_195.jpg,neubrandenburg
VIVESS Shaker,Keine Marke,"€ 2,99",Kein vorheriger Preis,Kein Mengenpreis,"ca. 500 ml versch. Farben Deckel mit verschließbarer Trinköffnung mit herausnehmbarem Sieb, je St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_203.jpg,neubrandenburg
Michael Schneider Cabernet Sauvignon oder Chardonnay,Keine Marke,"€ 3,99",Kein vorheriger Preis,"1 l = 5,32","alkoholfrei, je 0,75-l-Fl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_192.jpg,neubrandenburg
Petrella,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 11,92","versch. Sorten, je 125-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_038.jpg,neubrandenburg
Rücker Alter Schwede,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 15,90","Schnittkäse, 50% Fett i.Tr., je 100-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_040.jpg,neubrandenburg
Thüringer Land Landmilch,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,"3,8% Fett, je 1-l-Fl, zzgl. 0,15 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_041.jpg,neubrandenburg
Loose Quäse mild,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 11,32","Sauermilchkäse, je 220-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_046.jpg,neubrandenburg
Gläserne Molkerei Weidemilch Joghurt,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 2,38","3,8% Fett, je 500-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_049.jpg,neubrandenburg
Vogtlandweide Kräuterquark im Portionsbecher,Keine Marke,"€ 1,29",Kein vorheriger Preis,"1 kg = 5,38",je 6 x 40-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_050.jpg,neubrandenburg
Sachsenmilch Unser Buttermilch-Dessert,Keine Marke,"€ 0,49",Kein vorheriger Preis,"1 kg = 2,45","Erdbeere, je 200-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_052.jpg,neubrandenburg
Frische Hähnchen-Innenbrustfilets,Keine Marke,"€ 3,99",Kein vorheriger Preis,"1 kg = 11,40",je 350-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_053.jpg,neubrandenburg
Landstolz Thüringer Rostbratwurst,Keine Marke,"€ 5,99",Kein vorheriger Preis,"1 kg = 9,98","roh, grob oder fein, je 600-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_055.jpg,neubrandenburg
Bio Mini Cherry Rispentomaten,Keine Marke,"€ 1,69",Kein vorheriger Preis,"1 kg = 6,76","Kl. II, je 250-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_002.jpg,neubrandenburg
Orangen,Keine Marke,"€ 2,22",Kein vorheriger Preis,"1 kg = 1,48","Sorte: siehe Etikett, Kl. I, je 1,5-kg-Netz",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_011.jpg,neubrandenburg
Thüringer Landstolz Paprikapastete,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,"mit Joghurt, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_056.jpg,neubrandenburg
REWE Bio Bergkäse,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 11,93","aus Rohmilch hergestellt, in Scheiben, 50% Fett i.Tr., je 150-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_057.jpg,neubrandenburg
Kasseler Lachs,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 8,88","am Stück, je 500-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_058.jpg,neubrandenburg
Florette Winter Genuss oder Zart Feurig,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 17,90",je 100-g-Btl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_091.jpg,neubrandenburg
REWE Bio vegan Hummus Tahini,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 10,60",je 150-g-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_092.jpg,neubrandenburg
REWE Bio Bierschinken,Keine Marke,"€ 1,29",Kein vorheriger Preis,"1 kg = 18,43","geschnitten, je 70-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_060.jpg,neubrandenburg
Schweine-Bauch,Keine Marke,"€ 7,90",Kein vorheriger Preis,Kein Mengenpreis,"ohne Knochen, in Scheiben, SB-verpackt, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_061.jpg,neubrandenburg
REWE Bio Hähnchen-Lyoner,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 17,00","versch. Sorten, je 70-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_062.jpg,neubrandenburg
REWE Bio Schwarzwälder Schinken,Keine Marke,"€ 2,79",Kein vorheriger Preis,"1 kg = 34,88",je 80-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_063.jpg,neubrandenburg
Deutsche See Pangasiusfilet,Keine Marke,"€ 4,49",Kein vorheriger Preis,"1 kg = 14,03","ohne Haut, aufgetaut, je 320-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_064.jpg,neubrandenburg
Frisches Puten-Hackfleisch,Keine Marke,"€ 3,99",Kein vorheriger Preis,"1 kg = 9,98",je 400-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_065.jpg,neubrandenburg
Butcher s Angus XXL Irish Beef Burger Patties,Keine Marke,"€ 11,10",Kein vorheriger Preis,"1 kg = 13,88","feinstes irisches Rindfleisch, je 800-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_066.jpg,neubrandenburg
Gulasch gemischt,Keine Marke,"€ 5,99",Kein vorheriger Preis,"1 kg = 11,98","vom Rind und Schwein, je 500-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_068.jpg,neubrandenburg
Frische Hähnchen-Oberschenkel,Keine Marke,"€ 4,99",Kein vorheriger Preis,Kein Mengenpreis,"Hkl. A, SB-verpackt, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_070.jpg,neubrandenburg
REWE Bio vegan Hafer Drink,Keine Marke,"€ 0,79",Kein vorheriger Preis,Kein Mengenpreis,je 1-l-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_071.jpg,neubrandenburg
REWE Bio Räucherlachs,Keine Marke,"€ 4,19",Kein vorheriger Preis,"1 kg = 41,90","in Scheiben, je 100-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_072.jpg,neubrandenburg
REWE Bio Hähnchen-Schnitte,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 kg = 19,96",je 250-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_074.jpg,neubrandenburg
REWE Bio Rinder-Hackfleisch,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 kg = 19,96",je 250-g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_075.jpg,neubrandenburg
Frische Hähnchen-Ministeaks oder -Minutenschnitzel,Keine Marke,"€ 5,55",Kein vorheriger Preis,"1 kg = 13,88",je 400-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_076.jpg,neubrandenburg
REWE Bio Wiener Würstchen,Keine Marke,"€ 2,79",Kein vorheriger Preis,"1 kg = 13,95","Spitzenqualität, je 200-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/neubrandenburg_offer_073.jpg,neubrandenburg
