Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Weichspüler,Kuschelweich,"€ 10,99","€ 15,92",1.37 / l,versch. Sorten Einzelpreis: 1.99 Wäschekorb Maße: ca. 56 x 38 x 21 cm Volumen: ca. 30 Liter Einzelpreis: 1.99 GRATIS!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_001.png,cat_drogerie
Gurken,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Spanien/Niederlande, Kl. I",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_002.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Piccolinis,Wagner,"€ 7,77","€ 11,95",6.66 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_003.png,"cat_tiefkuehl,sub_tk_fertiggerichte,sub_tk_pizza,tag_ultra_processed"
Hackfleisch gemischt,Keine Marke,"€ 5,79","€ 6,99",7.24 / kg,aus 50% Schwein und 50% Rind,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_004.png,"cat_fleisch_wurst,diet_lactose_free,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed"
Käfer Caff oder Barista,Keine Marke,"€ 9,99",,Kein Mengenpreis,"ganze Kaffeebohnen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_005.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Nutella,Nutella,"€ 2,99","€ 3,79",5.98 - 6.64 / kg,Nuss-Nougat-Creme 50 g GRATIS!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_006.png,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Persil Waschmittel,Keine Marke,"€ 16,99","€ 27,99",0.17 - 0.22 / WL,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_007.png,"cat_drogerie,tag_whole_food"
Butter oder Streichzart,Weihenstephan,"€ 1,29","€ 2,59",5.16 - 5.49 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_008.png,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte"
Franziskaner Premium Hefe Weißbier,Keine Marke,"€ 22,98","€ 42,89",1.15 / l,Einzelpreis: 21.49 (2.15 / l),Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_009.png,"cat_getraenke,diet_vegetarian"
Laugenbreze,Keine Marke,"€ 1,5","€ 1,56",Kein Mengenpreis,Einzelpreis: 0.39 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_010.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Gouda oder Butterkäse,Keine Marke,"€ 4,99","€ 5,99",Kein Mengenpreis,gekühlt,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_011.png,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Joghurt mit der Ecke,Müller,"€ 0,39","€ 0,89",2.60 - 2.89 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_012.png,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed"
Aperol Aperitivo,Keine Marke,"€ 9,49","€ 13,49",13.56 / l,11% Vol.,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_013.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_whole_food"
Mövenpick,Mövenpick,"€ 6,99","€ 10,69",13.98 / kg,"Kaffee gemahlen oder ganze Bohnen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_014.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_ultra_processed"
Yogurette oder Kinder Schokolade,Keine Marke,"€ 1,29","€ 1,69",10.32 - 12.90 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_015.png,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Booster Energy Drink,Keine Marke,"€ 1,2","€ 1,78",1.52 / l,"taurin- und koffeinhaltig, versch. Sorten Einzelpreis: 0.89, zzgl. Pfand 0.25 (2.70 / l)",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_016.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,tag_ultra_processed"
Hähnchen-Geschnetzeltes,Keine Marke,"€ 8,9","€ 9,98",10.- / kg,natur Einzelpreis: 4.99 (12.48 / kg),Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_017.png,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food"
Puten-Schnitte Cordon Bleu Art,Keine Marke,"€ 5,29",,10.58 / kg,"aus zusammengesetzten Putenfleisch, mit Putenschinken und Käse, paniert",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_018.png,"cat_fleisch_wurst,sub_gefluegel,tag_ultra_processed"
Gulasch vom Rind,Keine Marke,"€ 6,99","€ 7,99",13.98 / kg,zart und saftig,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_019.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,tag_ultra_processed,tag_whole_food"
Schweine-Minutensteaks,Keine Marke,"€ 5,49","€ 6,58",6.86 / kg,zart und mager Einzelpreis: 3.29 (8.23 / kg),Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_020.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food"
Beinscheiben vom Rind,Keine Marke,"€ 6,99","€ 8,99",9.99 / kg,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_021.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_proteinreich,tag_whole_food"
Schweine-Schälrippen,Keine Marke,"€ 4,79","€ 6,49",Kein Mengenpreis,"vakuumverpackt, ca. 1 kg",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_022.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food"
Schweine-Schinkenbraten,Keine Marke,"€ 5,99","€ 7,99",Kein Mengenpreis,"aus der Nuss, vakuumverpackt, ca. 1,2 kg",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_023.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food"
Bratwürste,Keine Marke,"€ 2,19","€ 2,79",5.48 / kg,"vom Schwein, grob",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_024.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_wurst,tag_ultra_processed,tag_whole_food"
Hähnchenbrust,Keine Marke,"€ 1,39","€ 1,59",13.90 / kg,Regionale Verpackungsabweichungen möglich,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_025.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food"
Mini-Wiener,Keine Marke,"€ 1,99","€ 2,49",6.22 / kg,geräuchert Regionale Verpackungsabweichungen möglich,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_026.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Leberwurst,Keine Marke,"€ 1,19","€ 1,39",4.76 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_027.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_wurst,tag_ultra_processed,tag_whole_food"
Hofmaier Salami,Keine Marke,"€ 1,49","€ 1,69",7.45 / kg,versch. Sorten regionale Verpackungsabweichungen möglich,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_028.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food"
Original österreichische Wurstspezialitäten,Keine Marke,"€ 3,3","€ 3,38",18.75 / kg,versch. Sorten Einzelpreis: 1.69 (21.13 / kg),Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_029.png,"cat_fisch_meeresfruechte,tag_ultra_processed"
Bifi,Keine Marke,"€ 1,79","€ 2,99",13.26 - 14.92 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_030.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Rinder-Burger Chicken-Burger oder Hot Dog,Keine Marke,"€ 4,44","€ 5,58",9.30 - 13.95 / kg,Einzelpreis: 2.79 (11.10 – 14.80 / kg),Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_031.png,"cat_getraenke,tag_proteinreich,tag_ultra_processed"
Schwarzwälder Schinken,Keine Marke,"€ 2,19","€ 2,49",10.95 / kg,über Tannenreisig geräuchert,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_032.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food"
Äpfel rot,Keine Marke,"€ 1,50",,0.75 / kg,"Deutschland, Kl. II",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_033.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Speisekartoffeln,Keine Marke,"€ 2,50",,0.50 – 0.63 / kg,"Deutschland, versch. Kocheigenschaften",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_034.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food"
Bananen,Keine Marke,"€ 1,0",,Kein Mengenpreis,Costa Rica/Ecuador,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_035.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Heidelbeeren,Keine Marke,"€ 1,50",,12.- / kg,"Marokko/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_036.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Minirispentomaten,Keine Marke,"€ 1,50","€ 2,49",3.75 / kg,"Italien/Niederlande, Kl. I",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_037.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Viola Festival Ampel,Keine Marke,"€ 5,99",,Kein Mengenpreis,"Veilchen, ca. 30 – 35 cm hoch, versch. Farben, Ø = 23 cm",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_038.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Viola,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Veilchen, ca. 10 cm hoch, versch. Farben",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_039.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Erdbeer-Pflanzen,Keine Marke,"€ 4,99",,Kein Mengenpreis,"ca. 15 cm hoch, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_040.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Obstbaum,Keine Marke,"€ 4,99",,Kein Mengenpreis,"ca. 60 cm hoch, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_041.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Hortensien,Keine Marke,"€ 3,99",,Kein Mengenpreis,"ca. 25 cm hoch, versch. Farben Ø = 10,5 cm",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_042.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Blumenzwiebeln,Keine Marke,"€ 1,11",,Kein Mengenpreis,"ca. 15 cm hoch, versch. Sorten Ø = 9 cm z.B. Narzissen, Hyazinthen, Muscari",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_043.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Primel,Keine Marke,"€ 0,89",,Kein Mengenpreis,"ca. 15 cm hoch, versch. Farben Ø = 9 cm",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_044.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Salakis,Salakis,"€ 1,99","€ 3,99",11.06 - 13.27 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_045.png,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_wurst,tag_ultra_processed"
Eier aus Bodenhaltung,Keine Marke,"€ 2,29","€ 2,59",Kein Mengenpreis,,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_046.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Gouda Pizzakäse oder Mozzarella gerieben,Keine Marke,"€ 1,79",,7.16 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_047.png,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Der Grüne Altenburger Ziegenkäse,Keine Marke,"€ 2,22","€ 2,99",14.80 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_048.png,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Milkana Schmelzkäse,Keine Marke,"€ 1,79","€ 2,69",9.42 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_049.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Kärntnermilch Käsescheiben,Keine Marke,"€ 1,79","€ 1,99",17.90 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_050.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Giovanni Rana Pfannengnocchi,Keine Marke,"€ 2,19","€ 2,99",7.82 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_051.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kartoffeln,sub_nudeln,tag_ultra_processed,tag_whole_food"
Weideglück Landjoghurt,Keine Marke,"€ 1,99","€ 2,99",Kein Mengenpreis,"gekühlt, 0,1%, 1,5% oder 3,5% Fett",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_052.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_joghurt_skyr_quark,sub_milchprodukte,tag_whole_food"
Cremig Quarkig,Weihenstephan,"€ 0,59",,3.93 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_053.png,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte"
Grand Dessert XXL,Ehrmann,"€ 1,0","€ 1,69",3.64 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_054.png,"cat_molkerei_kaese,sub_milchprodukte"
Doppeldecker,Müller,"€ 1,0","€ 1,59",2.- / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_055.png,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
Zott Monte XXL,Keine Marke,"€ 2,99","€ 3,69",4.53 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_056.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_sahne_creme,tag_whole_food"
Starbucks Frappuccino,Keine Marke,"€ 1,49","€ 2,59",5.96 / l,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_057.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Lotus Bio Röllchen,Keine Marke,"€ 2,49","€ 3,49",13.11 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_058.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Puddingdessert,Kidsworld,"€ 1,49","€ 1,99",21.29 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_059.png,"cat_molkerei_kaese,sub_milchprodukte,tag_ultra_processed"
Knusper Dinos,Keine Marke,"€ 2,89","€ 3,29",6.98 / kg,"tiefgekühlt, paniert",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_060.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Schlemmerfilet,Keine Marke,"€ 2,22","€ 2,49",5.55 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_061.png,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food"
Ristorante Pizza,Dr Oetker,"€ 3,99","€ 6,78",5.12 - 7.53 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_062.png,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed"
Coppenrath Wiese Brötchen,Keine Marke,"€ 3,5","€ 4,58",2.78 – 3.33 / kg,"tiefgekühlt, versch. Sorten Einzelpreis: 2.29 (4.24 – 5.09 / kg)",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_063.png,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Ingwer,Keine Marke,"€ 0,49",,4.90 / kg,China,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_064.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Zitronen,Keine Marke,"€ 1,0",,2.- / kg,"Italien/Spanien, Kl. II",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_065.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Snackradieschen,Keine Marke,"€ 1,5","€ 1,50",2.50 / kg,"Italien/Niederlande, Kl. I Einzelpreis: 0.75 (3.75 / kg)",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_066.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Lauch,Keine Marke,"€ 1,0",,Kein Mengenpreis,"Deutschland/Niederlande, Kl. I Einzepreis: 0.69",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_067.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Grapefruit rose,Keine Marke,"€ 1,3","€ 1,38",Kein Mengenpreis,"Spanien, Kl. I Einzelpreis 0.69",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_068.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Salat mit Wurzelballen,Keine Marke,"€ 1,0",,Kein Mengenpreis,Deutschland,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_069.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food"
Brokkoli,Keine Marke,"€ 1,0",,2.- / kg,"Italien/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_070.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Knoblauch,Keine Marke,"€ 1,4","€ 1,49",6.67 / kg,"Argentinien/Spanien, Kl. II",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_071.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Minipflaumentomaten,Keine Marke,"€ 1,0",,5.- / kg,"Marokko, Kl. l",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_072.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Snackmöhren Tabaluga,Keine Marke,"€ 1,0",,4.- / kg,"Deutschland, Kl. I",Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_073.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Tomaten Ketchup,Keine Marke,"€ 2,49",,2.08 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 02.03.26 - Samstag, 07.03.26",02.03.26,07.03.26,images_netto/netto_offer_074.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
