Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Keine Marke,Dtsch Möhren,"€ 1,49","€ 1,89","1 kg = 0,75","1 kg = 0,75",Kl. I,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_066.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000124,obs_0000010979|obs_0000013598|obs_0000010556|obs_0000015718|obs_0000012647|obs_0000012710|obs_0000014427|obs_0000011396|obs_0000013162|obs_0000017480|obs_0000005706|obs_0000027745|obs_0000008865|obs_0000026853|obs_0000026344|obs_0000010486|obs_0000008450|obs_0000006415|obs_0000025364|obs_0000028058,obs_0000010979|obs_0000013598|obs_0000010556|obs_0000015718|obs_0000012647|obs_0000012710,,
Keine Marke,Dtsch Rispentomaten,"€ 2,99",,"1 kg = 4,60","1 kg = 4,60",Kl. I,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_069.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000125,obs_0000011399|obs_0000013027|obs_0000010557|obs_0000012189|obs_0000027139|obs_0000008287|obs_0000013997|obs_0000027413|obs_0000027927|obs_0000031578|obs_0000000876|obs_0000029590|obs_0000026075,obs_0000011399|obs_0000013027|obs_0000010557|obs_0000012189,,
Keine Marke,Dtsch Spargel,"€ 3,99","€ 7,99","1 kg = 7,98","1 kg = 7,98","weiß/violett, Kl. II",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_062.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000126,,,,
Keine Marke,Dtsch Zuckermais,"€ 1,49","€ 2,29","pro Einheit = 2,00","pro Einheit = 2,00","vorgegart, ideal zum Grillen",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_092.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-G570100,ref_000127,obs_0000010140,,,
Keine Marke,Dtsch franz Speisekartoffeln,"€ 2,49",,"1 kg = 0,50","1 kg = 0,50","vorwiegend festkochend, Sorte laut Auszeichnung, Qualität I",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_063.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",,,ref_000128,obs_0000011822|obs_0000014425|obs_0000010963|obs_0000012236|obs_0000015337|obs_0000011394|obs_0000013599|obs_0000015683|obs_0000010564|obs_0000010571|obs_0000015727|obs_0000015239|obs_0000014809|obs_0000012259|obs_0000000006|obs_0000034312|obs_0000026668|obs_0000033875|obs_0000031321|obs_0000030837|obs_0000034910|obs_0000017026|obs_0000003716|obs_0000028399|obs_0000034088|obs_0000027986|obs_0000008539|obs_0000027510|obs_0000030615|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000009188,,,
WC-FRISCH,Duftspüler,"€ 1,79","€ 2,25","1 kg = 35,80 - 42,62","1 kg = 35,80 - 42,62",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_348.jpg,cat_drogerie,,,ref_000129,obs_0000009744|obs_0000009280|obs_0000014670|obs_0000013164|obs_0000026993|obs_0000034873|obs_0000002724|obs_0000006056,obs_0000009744|obs_0000009280|obs_0000014670|obs_0000013164|obs_0000026993,,
Keine Marke,Duschabzieher,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49",Zur Reinigung von Fliesen und Glasflächen Mit weicher Gummilippe und praktischem Drehkopf,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_431.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,,ref_000130,obs_0000013514|obs_0000012099,,,
AXE,Duschgel,"€ 2,22","€ 2,55","1 l = 8,88 - 9,87","1 l = 8,88 - 9,87",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_355.jpg,cat_drogerie,,,ref_000131,obs_0000017459|obs_0000009054|obs_0000011788|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174|obs_0000032769|obs_0000009734|obs_0000032774|obs_0000032275|obs_0000032279|obs_0000009268|obs_0000033843|obs_0000033845|obs_0000033348|obs_0000006243|obs_0000012904|obs_0000005290|obs_0000012473|obs_0000029373|obs_0000005856|obs_0000007920|obs_0000015116|obs_0000006943|obs_0000032036|obs_0000028459|obs_0000007503|obs_0000014679|obs_0000030078|obs_0000032141|obs_0000034246|obs_0000007114|obs_0000010779|obs_0000005670|obs_0000010285|obs_0000034863|obs_0000032819,obs_0000011788|obs_0000032797|obs_0000017459|obs_0000033371|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026834|obs_0000005856|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000006943|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174,,
Keine Marke,Ecuador kolumb Bananen lose,"€ 1,49","€ 1,79","pro Einheit = 1,49","pro Einheit = 1,49",,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_093.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000132,obs_0000010969|obs_0000011386|obs_0000014883|obs_0000011819|obs_0000023689|obs_0000022914|obs_0000027736|obs_0000028769|obs_0000031875|obs_0000026329|obs_0000031472|obs_0000032060|obs_0000009078|obs_0000026492|obs_0000027051|obs_0000032185|obs_0000029136|obs_0000031729,obs_0000010969,,
ALLGÄUER BÜBLE BIER,Edelbräu,"€ 13,99","€ 19,49","1 l = 1,40","1 l = 1,40",in der Bügelflasche (+ 4.50 Pfand),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_331.jpg,"cat_getraenke,sub_kaese",,,ref_000133,obs_0000013604|obs_0000031823|obs_0000028725|obs_0000029761|obs_0000030753|obs_0000007890,obs_0000029761|obs_0000030753|obs_0000013604|obs_0000007890,,
ELO,Edelstahl-Bratpfanne 20 cm Silicano,"€ 14,99","€ 34,90","pro Einheit = 14,99","pro Einheit = 14,99",Aus Edelstahl Energiesparender Kapselboden Mit hochwertiger Antihaftversiegelung Griff silikonummantelt Für alle Herdarten und Backofen geeignet Spülmaschinengeeignet Größe ca. Ø 20 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_420.jpg,cat_non_food,,,ref_000134,obs_0000033120|obs_0000015580|obs_0000026060,,,
ELO,Edelstahl-Bratpfanne 24 cm Silicano,"€ 17,99","€ 44,90","pro Einheit = 17,99","pro Einheit = 17,99",Aus Edelstahl Energiesparender Kapselboden Mit hochwertiger Antihaftversiegelung Griff silikonummantelt Für alle Herdarten und Backofen geeignet Spülmaschinengeeignet Größe ca. Ø 24 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_425.jpg,cat_non_food,,,ref_000135,obs_0000010259|obs_0000016633|obs_0000015581|obs_0000012556|obs_0000013120|obs_0000022346,,,
ELO,Edelstahl-Bratpfanne 28 cm Silicano,"€ 22,99","€ 54,90","pro Einheit = 22,99","pro Einheit = 22,99",Aus Edelstahl Energiesparender Kapselboden Mit hochwertiger Antihaftversiegelung Griff silikonummantelt Für alle Herdarten und Backofen geeignet Spülmaschinengeeignet Größe ca. Ø 28 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_424.jpg,cat_non_food,,,ref_000136,obs_0000015582|obs_0000012534,,,
ELO,Edelstahl-Topf 24 cm Silicano,"€ 19,99","€ 49,90","pro Einheit = 19,99","pro Einheit = 19,99",Aus Edelstahl Mit Innenskala Energiesparender Kapselboden Griffe silikonummantelt Mit stoßfestem Glasdeckel Für alle Herdarten und Backofen geeignet Spülmaschinengeeignet Größe ca. Ø 24 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_422.jpg,cat_non_food,,,ref_000137,obs_0000020499|obs_0000021318|obs_0000022346|obs_0000011708|obs_0000025578,,,
ELO,Edelstahl-Topf 28 cm Silicano,"€ 24,99","€ 69,90","pro Einheit = 24,99","pro Einheit = 24,99",Aus Edelstahl Mit Innenskala Energiesparender Kapselboden Griffe silikonummantelt Mit stoßfestem Glasdeckel Für alle Herdarten und Backofen geeignet Spülmaschinengeeignet Größe ca. Ø 28 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_421.jpg,cat_non_food,,,ref_000138,obs_0000012972|obs_0000011703,,,
ELO,Edelstahl-Wokpfanne 28 cm Silicano,"€ 22,99","€ 59,90","pro Einheit = 22,99","pro Einheit = 22,99",Aus Edelstahl Energiesparender Kapselboden Mit hochwertiger Antihaftversiegelung Griffe silikonummantelt Für alle Herdarten und Backofen geeignet Spülmaschinengeeignet Größe ca. Ø 28 cm,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_423.jpg,"cat_non_food,diet_vegan",,,ref_000139,obs_0000022710|obs_0000015584|obs_0000001298|obs_0000001412,,,
NUII,Eis am Stiel,"€ 1,99","€ 3,99","1 l = 7,37","1 l = 7,37","mit knackiger Schokolade und besonderen Zutaten, versch. Sorten",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_007.jpg,"cat_tiefkuehl,sub_tk_eis,tag_ultra_processed",,,ref_000140,obs_0000012333|obs_0000019529|obs_0000034392|obs_0000025743|obs_0000011490|obs_0000025829|obs_0000018692|obs_0000017710|obs_0000013168,obs_0000012333,,
K-CLASSIC,Eiskaffee oder Eisschoko,"€ 1,11","€ 1,39","pro Einheit = 1,00","pro Einheit = 1,00",kalt genießen,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_165.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000141,,,,
K-CLASSIC,Eistee,"€ 0,65","€ 0,79","1 l = 0,44","1 l = 0,44","klassisch oder Zero, mit Pfirsich- oder Zitronengeschmack (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_338.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-W291200,ref_000142,obs_0000012452|obs_0000026836|obs_0000002343|obs_0000027236|obs_0000015096|obs_0000023317|obs_0000009061|obs_0000011155|obs_0000019389|obs_0000003163|obs_0000013610|obs_0000027985|obs_0000017891|obs_0000022016|obs_0000024081|obs_0000017982|obs_0000014050|obs_0000008086|obs_0000024502|obs_0000008902|obs_0000023251|obs_0000000733|obs_0000030317|obs_0000032713|obs_0000007679|obs_0000006024|obs_0000030940|obs_0000031392|obs_0000007673,obs_0000012452|obs_0000026836|obs_0000002343|obs_0000027236|obs_0000015096|obs_0000023317|obs_0000009061|obs_0000011155|obs_0000019389|obs_0000003163|obs_0000013610|obs_0000027985|obs_0000017891|obs_0000022016|obs_0000024081|obs_0000017982|obs_0000014050|obs_0000008086|obs_0000024502,,
CRAZY WOLF,Energy Drink oder Strong Cola,"€ 0,33","€ 0,39","1 l = 1,00","1 l = 1,00","koffeinhaltig, versch. Sorten, auch ohne Zucker (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_337.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000143,obs_0000014843|obs_0000012873|obs_0000015296|obs_0000016089|obs_0000012000|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000002158|obs_0000026742|obs_0000002214|obs_0000000193|obs_0000026886|obs_0000004389|obs_0000024876|obs_0000000304|obs_0000014658|obs_0000022864|obs_0000018775|obs_0000016807|obs_0000002490|obs_0000022971|obs_0000018931|obs_0000010758|obs_0000021058|obs_0000017046|obs_0000025242|obs_0000027310|obs_0000004816|obs_0000033497|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000021331|obs_0000013175|obs_0000027531|obs_0000017338|obs_0000011333|obs_0000011355|obs_0000031887|obs_0000023733|obs_0000027877|obs_0000013614|obs_0000034110|obs_0000021846|obs_0000009616|obs_0000026042|obs_0000022027|obs_0000028180,obs_0000014843|obs_0000012873,,
HOLY,Energy oder Hydration Drink,"€ 3,99",,"1 kg = 190,00","1 kg = 190,00","zum Mischen mit 0,5 l Wasser, versch. Sorten, z. T. koffeinhaltig",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_335.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000144,obs_0000010757|obs_0000012000|obs_0000015296|obs_0000016089|obs_0000016414|obs_0000000193|obs_0000024876|obs_0000000304|obs_0000016807|obs_0000017046|obs_0000025242|obs_0000033497|obs_0000008960|obs_0000025348|obs_0000017338|obs_0000034110|obs_0000009616|obs_0000026042|obs_0000018063|obs_0000026353|obs_0000018194|obs_0000010050|obs_0000001917|obs_0000026684|obs_0000002158|obs_0000026742|obs_0000002214|obs_0000026886|obs_0000018775|obs_0000002490|obs_0000018931|obs_0000010758|obs_0000027310|obs_0000019186|obs_0000027531|obs_0000011333|obs_0000011355|obs_0000027877|obs_0000028180|obs_0000020239|obs_0000028455|obs_0000028526|obs_0000003962|obs_0000012204|obs_0000028643|obs_0000020512|obs_0000004389|obs_0000021058|obs_0000012873|obs_0000004816,,,
HOLY,Energy oder Hydration Drink Starter Set,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99","Shaker und 4 x 7 g Getränkepulver in versch. Sorten, zum Mischen mit 0,5 l Wasser, z. T. koffeinhaltig",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_336.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000145,obs_0000010757|obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000013428|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000022523|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000015588|obs_0000027877|obs_0000008431|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000012113|obs_0000021331|obs_0000021846|obs_0000018775,obs_0000010757,,
PHILIPS,Entkalker CA6700 10,"€ 4,99","€ 8,99","1 l = 19,96","1 l = 19,96",Für alle Kaffeemaschinen,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_390.jpg,"cat_non_food,tag_ultra_processed",,,ref_000146,,,,
K-CLASSIC,Erdnüsse,"€ 0,79",,"1 kg = 5,27","1 kg = 5,27","geröstet, versch. Sorten",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_263.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_high_protein,tag_proteinreich,tag_ultra_processed",,BLS-Q210000,ref_000147,obs_0000010727|obs_0000000013|obs_0000026796|obs_0000008481|obs_0000031681|obs_0000019397|obs_0000019492|obs_0000027867|obs_0000011550|obs_0000001319|obs_0000013618|obs_0000027959|obs_0000032179|obs_0000003728|obs_0000026308|obs_0000010439|obs_0000006234|obs_0000004220|obs_0000018565|obs_0000022799|obs_0000006602|obs_0000000481|obs_0000027115|obs_0000004647|obs_0000005074|obs_0000015325|obs_0000009228|obs_0000007489|obs_0000003465|obs_0000009709|obs_0000022065|obs_0000030315|obs_0000018136|obs_0000018211|obs_0000008092|obs_0000030669|obs_0000012244|obs_0000026588|obs_0000008186|obs_0000008876|obs_0000028666|obs_0000007188|obs_0000001449|obs_0000028549|obs_0000031609|obs_0000001722,obs_0000000013|obs_0000026796|obs_0000010439|obs_0000008481|obs_0000010727|obs_0000031681|obs_0000019397|obs_0000019492|obs_0000027867|obs_0000011550|obs_0000001319|obs_0000013618|obs_0000027959|obs_0000032179|obs_0000003728|obs_0000026308,,
AFRI COLA,Erfrischungsgetränk,"€ 0,79","€ 1,39","pro Einheit = 1,00","pro Einheit = 1,00","versch. Sorten, koffeinhaltig (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_294.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000148,obs_0000015479|obs_0000011154|obs_0000017948|obs_0000010013|obs_0000014624|obs_0000015906|obs_0000009895|obs_0000009513|obs_0000022058|obs_0000022185|obs_0000023728|obs_0000013619|obs_0000008378|obs_0000011968|obs_0000023744|obs_0000015052|obs_0000023247|obs_0000009431|obs_0000024155|obs_0000012664|obs_0000024168|obs_0000010736|obs_0000018552|obs_0000013177|obs_0000012413|obs_0000012451|obs_0000011560|obs_0000013620|obs_0000014659|obs_0000010759|obs_0000026061|obs_0000014298|obs_0000006024|obs_0000005272|obs_0000015296|obs_0000016089|obs_0000012000|obs_0000007679|obs_0000006900,obs_0000011154|obs_0000017948|obs_0000010013|obs_0000014624|obs_0000015906|obs_0000009895|obs_0000011560|obs_0000009513|obs_0000022058|obs_0000022185|obs_0000023728|obs_0000013619|obs_0000008378|obs_0000011968|obs_0000023744|obs_0000015052|obs_0000023247|obs_0000009431|obs_0000024155|obs_0000012664|obs_0000024168|obs_0000010736|obs_0000015479|obs_0000018552|obs_0000013177|obs_0000012413,,
K-CLASSIC,Erfrischungsstäbchen,"€ 1,69",,"1 kg = 11,27","1 kg = 11,27","mit flüssigem Kern, Orange-Zitrone-Geschmack",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_275.jpg,"cat_knabbern_naschen,sub_tk_fertiggerichte,tag_ultra_processed",,,ref_000149,,,,
BÄRENMARKE,Ergiebige Kaffee-Milch,"€ 0,99","€ 1,85","1 kg = 2,92","1 kg = 2,92","Kondensmilch, 10 % Fett",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_009.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte",,,ref_000150,obs_0000013621|obs_0000015682|obs_0000013262|obs_0000011344|obs_0000029027|obs_0000003614|obs_0000012856|obs_0000026178|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000000796|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,obs_0000013621|obs_0000015682,,
LEIFHEIT,Ersatzkopf für Clean Twist Disc Mop,"€ 5,99","€ 10,99","pro Einheit = 5,99","pro Einheit = 5,99",Mikrofaser- und Spezialborsten 2-Faser-System für doppelte Reinigungskraft Waschbar bis 60 °C Für alle Bodenarten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_430.jpg,cat_drogerie,,,ref_000151,obs_0000012958,obs_0000012958,,
CILLIT BANG,Expert Kraftreiniger,"€ 2,22",,"1 l = 2,96","1 l = 2,96",fürs Bad gegen Kalk und Schmutz oder Fettlöser für die Küche,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_345.jpg,cat_drogerie,,,ref_000152,obs_0000011602|obs_0000027009,obs_0000011602,,
CORONA,Extra,"€ 14,99","€ 21,49","1 l = 2,12","1 l = 2,12",Bierspezialität (+ 3.10 Pfand),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_333.jpg,cat_getraenke,,,ref_000153,obs_0000015501|obs_0000012446|obs_0000015088|obs_0000011593|obs_0000013180|obs_0000002069|obs_0000014367|obs_0000013624|obs_0000019269|obs_0000012176|obs_0000018461|obs_0000021023|obs_0000028744|obs_0000020612|obs_0000015009|obs_0000009892|obs_0000000170|obs_0000030908|obs_0000009428|obs_0000026852|obs_0000009965|obs_0000020204|obs_0000019705|obs_0000027421|obs_0000009504|obs_0000008483|obs_0000035092|obs_0000028478|obs_0000032079|obs_0000022357|obs_0000026966|obs_0000019801|obs_0000022375|obs_0000014194|obs_0000012688|obs_0000030610|obs_0000029096|obs_0000021431|obs_0000010707|obs_0000021993|obs_0000031242|obs_0000033806|obs_0000000536|obs_0000025631|obs_0000015395|obs_0000009772|obs_0000012351|obs_0000019007|obs_0000028231|obs_0000000095,obs_0000002069|obs_0000014367|obs_0000015501|obs_0000012446|obs_0000015088|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000012176|obs_0000030610,,
SWITCH ON,Faltbares Solarladegerät 100 W,"€ 79,99",,"pro Einheit = 79,99","pro Einheit = 79,99","4 verbundene monokristalline Solarzellen Gesamtleistung max. 100 W Ausgänge: USB-A, USB-C, DC5521 und XT60 Panel neigbar auf 30°, 35° oder 45° Mit 4 Aufhängeschlaufen und Tragegriff Mit 2 Standfüßen Wirkungsgrad Energieumwandlung max. 22 % Überspannungs- und Kurzschlussschutz Schutzklasse IP67 Größe ca. B 139 x H 56 x T 3 cm Geklappt ca. B 40 x H 56 x T 5,5 cm Inkl. 2-m-Kabel (XT60 zu XT60) 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_370.jpg,cat_non_food,,,ref_000154,,,,
