Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Mango Törtchen,Deluxe,"€ 4,99",,"1 kg = 33,27",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_181.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_exoten,tag_ultra_processed,tag_whole_food",,ref_000181,obs_0000017726|obs_0000026739|obs_0000004393|obs_0000000306|obs_0000016865|obs_0000012844|obs_0000031322|obs_0000027322|obs_0000004820|obs_0000021278|obs_0000033713|obs_0000025584|obs_0000029722|obs_0000009349|obs_0000029883|obs_0000024112|obs_0000009816|obs_0000028316|obs_0000026453|obs_0000003966|obs_0000034740|obs_0000020459,,ref_000181,obs_0000017726|obs_0000026739|obs_0000004393|obs_0000000306|obs_0000016865|obs_0000012844|obs_0000031322|obs_0000027322|obs_0000004820|obs_0000021278|obs_0000033713|obs_0000025584|obs_0000029722|obs_0000009349|obs_0000029883|obs_0000024112|obs_0000009816|obs_0000028316|obs_0000026453|obs_0000003966|obs_0000034740|obs_0000020459,
Croissant,Deluxe,"€ 2,99",,"1 kg = 8,31",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_182.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-D771600,ref_000182,obs_0000023195|obs_0000025842|obs_0000026750|obs_0000016787|obs_0000008670|obs_0000013049|obs_0000023360|obs_0000017239|obs_0000015418|obs_0000019971|obs_0000034348|obs_0000018451|obs_0000012357|obs_0000026757|obs_0000024975|obs_0000020940|obs_0000008813|obs_0000006955|obs_0000023356|obs_0000027583|obs_0000005307|obs_0000027987|obs_0000013871|obs_0000022079|obs_0000020121|obs_0000026270|obs_0000014024|obs_0000016092|obs_0000022943|obs_0000018961|obs_0000021073|obs_0000021745|obs_0000020254,obs_0000023195|obs_0000025842,ref_000182,obs_0000023195|obs_0000025842|obs_0000026750|obs_0000016787|obs_0000008670|obs_0000013049|obs_0000023360|obs_0000017239|obs_0000015418|obs_0000019971|obs_0000034348|obs_0000018451|obs_0000012357|obs_0000026757|obs_0000024975|obs_0000020940|obs_0000008813|obs_0000006955|obs_0000023356|obs_0000027583|obs_0000005307|obs_0000027987|obs_0000013871|obs_0000022079|obs_0000020121|obs_0000026270|obs_0000014024|obs_0000016092|obs_0000022943|obs_0000018961|obs_0000021073|obs_0000021745|obs_0000020254,obs_0000023195|obs_0000025842
Blended Scotch Whisky 30 Jahre PX Cask Finish,Glenalba,"€ 59,99",,"pro Einheit = 79,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_183.jpg,cat_getraenke,,ref_000183,obs_0000022834|obs_0000018888|obs_0000025090|obs_0000024595|obs_0000022043|obs_0000021029|obs_0000018988|obs_0000021135|obs_0000020210|obs_0000020316|obs_0000018803|obs_0000017271|obs_0000021888|obs_0000018866|obs_0000018871|obs_0000017871|obs_0000016158,obs_0000022043|obs_0000018988|obs_0000021135|obs_0000022834|obs_0000020316|obs_0000021888|obs_0000018871|obs_0000017871,ref_000183,obs_0000022834|obs_0000018888|obs_0000025090|obs_0000024595|obs_0000022043|obs_0000021029|obs_0000018988|obs_0000021135|obs_0000020210|obs_0000020316|obs_0000018803|obs_0000017271|obs_0000021888|obs_0000018866|obs_0000018871|obs_0000017871|obs_0000016158,obs_0000022043|obs_0000018988|obs_0000021135|obs_0000022834|obs_0000020316|obs_0000021888|obs_0000018871|obs_0000017871
Griechisches Natives Olivenöl Extra,Deluxe,"€ 5,99",,"1 l = 11,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_184.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000184,obs_0000002495|obs_0000003325|obs_0000018783|obs_0000017481|obs_0000025937|obs_0000012351|obs_0000000095|obs_0000028880|obs_0000025043|obs_0000020986|obs_0000000536|obs_0000014985|obs_0000021137|obs_0000011075|obs_0000025631|obs_0000021940|obs_0000013794|obs_0000015852|obs_0000020167|obs_0000022319|obs_0000020318|obs_0000014304|obs_0000018480|obs_0000028869|obs_0000028952|obs_0000018950|obs_0000008793|obs_0000033698|obs_0000005177|obs_0000001216|obs_0000018248|obs_0000019253|obs_0000007186|obs_0000005365|obs_0000002069|obs_0000014367|obs_0000012446|obs_0000015088|obs_0000002836|obs_0000019269|obs_0000013180|obs_0000011361|obs_0000015501|obs_0000009444|obs_0000013624|obs_0000011593|obs_0000001438|obs_0000009909|obs_0000012176,obs_0000002495|obs_0000003325,ref_000184,obs_0000002495|obs_0000003325|obs_0000018783|obs_0000017481|obs_0000025937|obs_0000012351|obs_0000000095|obs_0000028880|obs_0000025043|obs_0000020986|obs_0000000536|obs_0000014985|obs_0000021137|obs_0000011075|obs_0000025631|obs_0000021940|obs_0000013794|obs_0000015852|obs_0000020167|obs_0000022319|obs_0000020318|obs_0000014304|obs_0000018480|obs_0000028869|obs_0000028952|obs_0000018950|obs_0000008793|obs_0000033698|obs_0000005177|obs_0000001216|obs_0000018248|obs_0000019253|obs_0000007186|obs_0000005365|obs_0000002069|obs_0000014367|obs_0000012446|obs_0000015088|obs_0000002836|obs_0000019269|obs_0000013180|obs_0000011361|obs_0000015501|obs_0000009444|obs_0000013624|obs_0000011593|obs_0000001438|obs_0000009909|obs_0000012176,obs_0000002495|obs_0000003325
Eis,Deluxe,"€ 4,49",,"1 l = 9,76",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_185.jpg,"cat_knabbern_naschen,sub_tk_eis,tag_ultra_processed",,ref_000185,obs_0000018692|obs_0000013168|obs_0000025743|obs_0000011490|obs_0000025829|obs_0000017710|obs_0000034392|obs_0000028855|obs_0000006504|obs_0000022962|obs_0000025236|obs_0000029345|obs_0000027306|obs_0000008928|obs_0000013034|obs_0000027474|obs_0000027503|obs_0000007041|obs_0000027646|obs_0000005210|obs_0000009324|obs_0000025807|obs_0000007392|obs_0000013833|obs_0000009795|obs_0000001749|obs_0000001750|obs_0000030502|obs_0000005945|obs_0000006159|obs_0000014373|obs_0000012333|obs_0000004163|obs_0000006319|obs_0000008369|obs_0000000434|obs_0000004590|obs_0000006667|obs_0000006670|obs_0000006847|obs_0000011056|obs_0000007040|obs_0000005017|obs_0000003118|obs_0000007398|obs_0000005399|obs_0000007599|obs_0000007600|obs_0000011899|obs_0000005767,obs_0000018692|obs_0000013168|obs_0000025743|obs_0000011490|obs_0000025829|obs_0000017710|obs_0000034392,ref_000185,obs_0000018692|obs_0000013168|obs_0000025743|obs_0000011490|obs_0000025829|obs_0000017710|obs_0000034392|obs_0000028855|obs_0000006504|obs_0000022962|obs_0000025236|obs_0000029345|obs_0000027306|obs_0000008928|obs_0000013034|obs_0000027474|obs_0000027503|obs_0000007041|obs_0000027646|obs_0000005210|obs_0000009324|obs_0000025807|obs_0000007392|obs_0000013833|obs_0000009795|obs_0000001749|obs_0000001750|obs_0000030502|obs_0000005945|obs_0000006159|obs_0000014373|obs_0000012333|obs_0000004163|obs_0000006319|obs_0000008369|obs_0000000434|obs_0000004590|obs_0000006667|obs_0000006670|obs_0000006847|obs_0000011056|obs_0000007040|obs_0000005017|obs_0000003118|obs_0000007398|obs_0000005399|obs_0000007599|obs_0000007600|obs_0000011899|obs_0000005767,obs_0000018692|obs_0000013168|obs_0000025743|obs_0000011490|obs_0000025829|obs_0000017710|obs_0000034392
Feinste Belgische Pralinen Zartbitter Mischung,Deluxe,"€ 4,99",,"1 kg = 16,63",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_186.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000186,obs_0000016846|obs_0000019103|obs_0000001808|obs_0000026095,,ref_000186,obs_0000016846|obs_0000019103|obs_0000001808|obs_0000026095,
Salami-Trio,Deluxe,"€ 5,99",,"1 kg = 16,64",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_187.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",BLS-W142000,ref_000187,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516|obs_0000016602|obs_0000016755|obs_0000019030|obs_0000021226|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000019666|obs_0000025934|obs_0000020407|obs_0000016328|obs_0000010316|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010234|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000023205|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000034176|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516,ref_000187,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516|obs_0000016602|obs_0000016755|obs_0000019030|obs_0000021226|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000019666|obs_0000025934|obs_0000020407|obs_0000016328|obs_0000010316|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010234|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000023205|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000034176|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516
Würzöl Trüffel,Deluxe,"€ 1,99",,"1 l = 15,92",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_188.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000188,obs_0000016825|obs_0000019286|obs_0000002395|obs_0000033274|obs_0000003198,,ref_000188,obs_0000016825|obs_0000019286|obs_0000002395|obs_0000033274|obs_0000003198,
Krusten-Schinkenbraten,Deluxe,"€ 1,99",,"1 kg = 16,58",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_189.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst",,ref_000189,obs_0000024658|obs_0000014379|obs_0000009853|obs_0000012272,obs_0000020608|obs_0000016560|obs_0000019241|obs_0000021427|obs_0000025579|obs_0000025933,ref_000189,obs_0000024658|obs_0000014379|obs_0000009853|obs_0000012272,obs_0000020608|obs_0000016560|obs_0000019241|obs_0000021427|obs_0000025579|obs_0000025933
Italienische Antipasto,Deluxe,"€ 2,99",,"1 kg = 29,90",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_190.jpg,"cat_fisch_meeresfruechte,diet_vegetarian,tag_high_protein,tag_proteinreich",,ref_000190,obs_0000018817|obs_0000017540,,ref_000190,obs_0000018817|obs_0000017540,
Salami Trio,Deluxe,"€ 2,99",,"1 kg = 24,92",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_191.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",BLS-W142000,ref_000191,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516|obs_0000016602|obs_0000016755|obs_0000019030|obs_0000021226|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000019666|obs_0000025934|obs_0000020407|obs_0000016328|obs_0000010316|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010234|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000023205|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000034176|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516,ref_000191,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516|obs_0000016602|obs_0000016755|obs_0000019030|obs_0000021226|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000019666|obs_0000025934|obs_0000020407|obs_0000016328|obs_0000010316|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010234|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000023205|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000034176|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039,obs_0000016555|obs_0000016914|obs_0000017264|obs_0000019326|obs_0000019516
San Daniele Rohschinken DOP,Deluxe,"€ 19,99",,"pro Einheit = 19,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_192.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000192,obs_0000019661|obs_0000018745|obs_0000017419|obs_0000031618,obs_0000019661,ref_000192,obs_0000019661|obs_0000018745|obs_0000017419|obs_0000031618,obs_0000019661
Schwarzwälder Schinken,Deluxe,"€ 1,99",,"1 kg = 19,90",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_193.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",BLS-W442000,ref_000193,obs_0000014479|obs_0000010447|obs_0000031183|obs_0000007217|obs_0000033965|obs_0000011450|obs_0000027841|obs_0000005410|obs_0000001644|obs_0000007844|obs_0000028343|obs_0000026362|obs_0000004326|obs_0000002630|obs_0000004753|obs_0000025522|obs_0000003311|obs_0000019960|obs_0000011855|obs_0000003899|obs_0000016624|obs_0000030964|obs_0000006532|obs_0000029286|obs_0000017657|obs_0000034378|obs_0000028387,obs_0000014479|obs_0000010447|obs_0000004326|obs_0000002630|obs_0000004753|obs_0000007217|obs_0000033965|obs_0000011450|obs_0000027841|obs_0000003311|obs_0000005410|obs_0000011855|obs_0000001644|obs_0000007844|obs_0000028343|obs_0000026362|obs_0000003899,ref_000193,obs_0000014479|obs_0000010447|obs_0000031183|obs_0000007217|obs_0000033965|obs_0000011450|obs_0000027841|obs_0000005410|obs_0000001644|obs_0000007844|obs_0000028343|obs_0000026362|obs_0000004326|obs_0000002630|obs_0000004753|obs_0000025522|obs_0000003311|obs_0000019960|obs_0000011855|obs_0000003899|obs_0000016624|obs_0000030964|obs_0000006532|obs_0000029286|obs_0000017657|obs_0000034378|obs_0000028387,obs_0000014479|obs_0000010447|obs_0000004326|obs_0000002630|obs_0000004753|obs_0000007217|obs_0000033965|obs_0000011450|obs_0000027841|obs_0000003311|obs_0000005410|obs_0000011855|obs_0000001644|obs_0000007844|obs_0000028343|obs_0000026362|obs_0000003899
Salami-Sticks,Deluxe,"€ 1,79",,"1 kg = 22,38",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_194.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,ref_000194,obs_0000024649|obs_0000014924|obs_0000011861|obs_0000016602|obs_0000016755|obs_0000019030|obs_0000021226|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000019666|obs_0000025934|obs_0000020407|obs_0000016328|obs_0000016415|obs_0000007056|obs_0000025726|obs_0000009650|obs_0000022583|obs_0000010316|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010234|obs_0000014804|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000023205|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000034176|obs_0000015885|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039|obs_0000027301,obs_0000024649|obs_0000014924|obs_0000011861,ref_000194,obs_0000024649|obs_0000014924|obs_0000011861|obs_0000016602|obs_0000016755|obs_0000019030|obs_0000021226|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000019666|obs_0000025934|obs_0000020407|obs_0000016328|obs_0000016415|obs_0000007056|obs_0000025726|obs_0000009650|obs_0000022583|obs_0000010316|obs_0000008425|obs_0000002285|obs_0000026898|obs_0000010234|obs_0000014804|obs_0000031198|obs_0000002611|obs_0000014932|obs_0000023205|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000034176|obs_0000015885|obs_0000028273|obs_0000005781|obs_0000007987|obs_0000008039|obs_0000027301,obs_0000024649|obs_0000014924|obs_0000011861
Les Cinq Rameaux AOP Ros wein trocken,Les Cinq Rameaux AOP Ros wein trocken,"€ 3,99",,"1 l = 5,32",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_195.jpg,cat_getraenke,,ref_000195,obs_0000020495|obs_0000021814|obs_0000021314|obs_0000033826|obs_0000008300|obs_0000019755|obs_0000007981,,ref_000195,obs_0000020495|obs_0000021814|obs_0000021314|obs_0000033826|obs_0000008300|obs_0000019755|obs_0000007981,
Champagner,Bissinger Co,"€ 21,99",,"1 l = 29,32",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_196.jpg,"cat_getraenke,tag_ultra_processed",,ref_000196,obs_0000019757|obs_0000015932|obs_0000017995|obs_0000019077|obs_0000019747|obs_0000018887|obs_0000024460|obs_0000019290|obs_0000024037|obs_0000024602|obs_0000020914|obs_0000019536|obs_0000008041|obs_0000021882|obs_0000023422|obs_0000020095|obs_0000016153|obs_0000017075|obs_0000022847|obs_0000016839|obs_0000018000|obs_0000025956|obs_0000016879|obs_0000017008|obs_0000019708|obs_0000023418|obs_0000023999|obs_0000032455|obs_0000024428|obs_0000024454|obs_0000022844|obs_0000024034|obs_0000032743,obs_0000019757|obs_0000015932|obs_0000017995,ref_000196,obs_0000019757|obs_0000015932|obs_0000017995|obs_0000019077|obs_0000019747|obs_0000018887|obs_0000024460|obs_0000019290|obs_0000024037|obs_0000024602|obs_0000020914|obs_0000019536|obs_0000008041|obs_0000021882|obs_0000023422|obs_0000020095|obs_0000016153|obs_0000017075|obs_0000022847|obs_0000016839|obs_0000018000|obs_0000025956|obs_0000016879|obs_0000017008|obs_0000019708|obs_0000023418|obs_0000023999|obs_0000032455|obs_0000024428|obs_0000024454|obs_0000022844|obs_0000024034|obs_0000032743,obs_0000019757|obs_0000015932|obs_0000017995
Casato dei Medici Riccardi Morellino di Scansano DOCG,Medici Riccardi,"€ 5,99",,"1 l = 7,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_197.jpg,"cat_getraenke,tag_ultra_processed",,ref_000197,obs_0000017129|obs_0000016863,,ref_000197,obs_0000017129|obs_0000016863,
Weißburgunder Sauvignon blanc Weißwein trocken,Weißburgunder Sauvignon blanc Weißwein trocken,"€ 3,29",,"1 l = 4,39",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_198.jpg,cat_getraenke,,ref_000198,obs_0000022841|obs_0000016463|obs_0000016675|obs_0000017225|obs_0000024924|obs_0000017300|obs_0000024599|obs_0000019116|obs_0000033086|obs_0000023421|obs_0000022458|obs_0000017873|obs_0000033826|obs_0000025153|obs_0000032946|obs_0000028934,obs_0000022841,ref_000198,obs_0000022841|obs_0000016463|obs_0000016675|obs_0000017225|obs_0000024924|obs_0000017300|obs_0000024599|obs_0000019116|obs_0000033086|obs_0000023421|obs_0000022458|obs_0000017873|obs_0000033826|obs_0000025153|obs_0000032946|obs_0000028934,obs_0000022841
Cuv e Prestige AOP Rotwein trocken,Vacqueyras,"€ 6,99",,"1 l = 9,32",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_199.jpg,cat_getraenke,,ref_000199,obs_0000022832|obs_0000035018|obs_0000008611,,ref_000199,obs_0000022832|obs_0000035018|obs_0000008611,
Gewürztraminer Spätlese,Gewürztraminer Spätlese,"€ 2,49",,"1 l = 3,32",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_200.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000200,obs_0000016616|obs_0000020684|obs_0000021812|obs_0000017208|obs_0000021503|obs_0000009799|obs_0000009328,,ref_000200,obs_0000016616|obs_0000020684|obs_0000021812|obs_0000017208|obs_0000021503|obs_0000009799|obs_0000009328,
Stella Pinot Grigio IGP,Stella Pinot Grigio IGP,"€ 5,99",,"1 l = 7,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_201.jpg,"cat_getraenke,tag_ultra_processed",,ref_000201,obs_0000014113|obs_0000023227|obs_0000034286|obs_0000034040,,ref_000201,obs_0000014113|obs_0000023227|obs_0000034286|obs_0000034040,
Montagne Saint-Emilion AOP Rotwein trocken,Ch teau Langlade,"€ 5,99",,"1 l = 7,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_202.jpg,"cat_getraenke,tag_ultra_processed",,ref_000202,obs_0000035018|obs_0000008611,,ref_000202,obs_0000035018|obs_0000008611,
Schokoladenfiguren,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_203.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-D433300,ref_000203,obs_0000016582|obs_0000017139|obs_0000017200|obs_0000016692|obs_0000018004|obs_0000022228|obs_0000018209|obs_0000022377,obs_0000016582|obs_0000017139|obs_0000017200|obs_0000016692,ref_000203,obs_0000016582|obs_0000017139|obs_0000017200|obs_0000016692|obs_0000018004|obs_0000022228|obs_0000018209|obs_0000022377,obs_0000016582|obs_0000017139|obs_0000017200|obs_0000016692
Osterhase,Favorina,"€ 1,11",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_204.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000204,obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811|obs_0000013777,obs_0000024631|obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811,ref_000204,obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811|obs_0000013777,obs_0000024631|obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811
Schoko-Lollys,Favorina,"€ 1,49",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_205.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000205,obs_0000021153|obs_0000025571|obs_0000025669|obs_0000020334|obs_0000019224,obs_0000021153|obs_0000025571|obs_0000025669|obs_0000020334,ref_000205,obs_0000021153|obs_0000025571|obs_0000025669|obs_0000020334|obs_0000019224,obs_0000021153|obs_0000025571|obs_0000025669|obs_0000020334
Mini Osterfiguren,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_206.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000206,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,,ref_000206,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,
Mini Osterfiguren,Favorina,"€ 1,71",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_207.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000207,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,,ref_000207,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,
Ostermix,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_208.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000208,obs_0000024634,obs_0000024634,ref_000208,obs_0000024634,obs_0000024634
Sitzhase mit Schleife,Favorina,"€ 2,24",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_209.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000209,,,ref_000209,,
Osternest,Favorina,"€ 3,74",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_210.jpg,"cat_fleisch_wurst,tag_ultra_processed",,ref_000210,,,ref_000210,,
Lolly Osterfigur,Favorina,"€ 0,74",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_211.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000211,,,ref_000211,,
Gefüllte Schokoladen-Eier,Favorina,"€ 1,49",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_212.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000212,obs_0000008570,,ref_000212,obs_0000008570,
Lübecker Edel-Marzipan Oster-Selection,Carstens,"€ 2,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_213.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000213,,,ref_000213,,
Knusperkugeln,Favorina,"€ 1,86",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_214.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000214,,,ref_000214,,
Lebkuchen Osterhase Bastelset,Favorina,"€ 5,24",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_215.jpg,"cat_non_food,tag_ultra_processed",,ref_000215,obs_0000025661|obs_0000020141|obs_0000018266|obs_0000020960|obs_0000003159|obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000002423|obs_0000013811,,ref_000215,obs_0000025661|obs_0000020141|obs_0000018266|obs_0000020960|obs_0000003159|obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000002423|obs_0000013811,
Chinois Hefefeingebäck,Favorina,"€ 2,61",,"pro Einheit = 3,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_216.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000216,,,ref_000216,,
Betthupferl,Favorina,"€ 1,86",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_217.jpg,"cat_getraenke,diet_vegan,diet_vegetarian",,ref_000217,,,ref_000217,,
Weiche Gebäck-Hasen,Favorina,"€ 2,01",,"pro Einheit = 2,69",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_218.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000218,obs_0000019167|obs_0000033811|obs_0000034300,,ref_000218,obs_0000019167|obs_0000033811|obs_0000034300,
Trüffel-Eier,Favorina,"€ 1,86",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_219.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",BLS-K702100,ref_000219,obs_0000008570|obs_0000003198|obs_0000002395|obs_0000033274,,ref_000219,obs_0000008570|obs_0000003198|obs_0000002395|obs_0000033274,
