Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Metzgerfrisch Frische Grobe Bratwurst,Metzgerfrisch Frische Grobe Bratwurst,"€ 4,44",,"pro Einheit = 4,44",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_046.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein,sub_wurst",,ref_000046,obs_0000022569|obs_0000016533|obs_0000023367|obs_0000031237|obs_0000034326|obs_0000009254|obs_0000031320|obs_0000000643|obs_0000034927|obs_0000002715|obs_0000021161|obs_0000029908|obs_0000034548|obs_0000021756|obs_0000034127|obs_0000013672|obs_0000030575|obs_0000020342|obs_0000002948|obs_0000014245|obs_0000008620|obs_0000015339|obs_0000006701|obs_0000024140|obs_0000026247|obs_0000023718|obs_0000006539|obs_0000007634,obs_0000022569,ref_000046,obs_0000022569|obs_0000016533|obs_0000023367|obs_0000031237|obs_0000034326|obs_0000009254|obs_0000031320|obs_0000000643|obs_0000034927|obs_0000002715|obs_0000021161|obs_0000029908|obs_0000034548|obs_0000021756|obs_0000034127|obs_0000013672|obs_0000030575|obs_0000020342|obs_0000002948|obs_0000014245|obs_0000008620|obs_0000015339|obs_0000006701|obs_0000024140|obs_0000026247|obs_0000023718|obs_0000006539|obs_0000007634,obs_0000022569
Metzgerfrisch Frischer Schweine-Bauch,Metzgerfrisch Frischer Schweine-Bauch,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_047.jpg,"cat_fleisch_wurst,sub_schwein",,ref_000047,obs_0000027688|obs_0000029284|obs_0000030627|obs_0000024140|obs_0000023718,,ref_000047,obs_0000027688|obs_0000029284|obs_0000030627|obs_0000024140|obs_0000023718,
ASC White Tiger Garnelen,Fischerstolz,"€ 2,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_048.jpg,cat_fisch_meeresfruechte,,ref_000048,obs_0000022565|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000034724|obs_0000007798|obs_0000026001|obs_0000003631|obs_0000001313|obs_0000004921|obs_0000000369|obs_0000004494|obs_0000003502|obs_0000004067|obs_0000001520,obs_0000022565|obs_0000007798|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000026001|obs_0000034724,ref_000048,obs_0000022565|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000034724|obs_0000007798|obs_0000026001|obs_0000003631|obs_0000001313|obs_0000004921|obs_0000000369|obs_0000004494|obs_0000003502|obs_0000004067|obs_0000001520,obs_0000022565|obs_0000007798|obs_0000023184|obs_0000017593|obs_0000016643|obs_0000008528|obs_0000018788|obs_0000008551|obs_0000026001|obs_0000034724
Norwegische Lachseite,Fischerstolz,"€ 13,29",,"pro Einheit = 13,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_049.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich",,ref_000049,obs_0000022953|obs_0000025785,obs_0000023716|obs_0000022953|obs_0000025785|obs_0000017058|obs_0000016331|obs_0000024141|obs_0000018906|obs_0000024670|obs_0000018663|obs_0000021994,ref_000049,obs_0000022953|obs_0000025785,obs_0000023716|obs_0000022953|obs_0000025785|obs_0000017058|obs_0000016331|obs_0000024141|obs_0000018906|obs_0000024670|obs_0000018663|obs_0000021994
Feine Butter,Meggle,"€ 1,11",,"pro Einheit = 2,59",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_050.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,ref_000050,obs_0000016977|obs_0000023640|obs_0000017501|obs_0000021127|obs_0000025744|obs_0000027848|obs_0000021731|obs_0000004847|obs_0000004420|obs_0000000325|obs_0000020308|obs_0000026493|obs_0000003993|obs_0000008456|obs_0000011042|obs_0000031125|obs_0000012797|obs_0000005532|obs_0000003591|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000026359|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502|obs_0000031974|obs_0000030109|obs_0000032015,obs_0000016977|obs_0000023640|obs_0000017501|obs_0000021127|obs_0000025744|obs_0000027848|obs_0000021731|obs_0000004847|obs_0000004420|obs_0000000325|obs_0000020308|obs_0000026493|obs_0000003993|obs_0000005532,ref_000050,obs_0000016977|obs_0000023640|obs_0000017501|obs_0000021127|obs_0000025744|obs_0000027848|obs_0000021731|obs_0000004847|obs_0000004420|obs_0000000325|obs_0000020308|obs_0000026493|obs_0000003993|obs_0000008456|obs_0000011042|obs_0000031125|obs_0000012797|obs_0000005532|obs_0000003591|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000026359|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502|obs_0000031974|obs_0000030109|obs_0000032015,obs_0000016977|obs_0000023640|obs_0000017501|obs_0000021127|obs_0000025744|obs_0000027848|obs_0000021731|obs_0000004847|obs_0000004420|obs_0000000325|obs_0000020308|obs_0000026493|obs_0000003993|obs_0000005532
Milder Multi,hohes C,"€ 1,44",,"pro Einheit = 1,44",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_051.jpg,cat_non_food,,ref_000051,obs_0000035056,,ref_000051,obs_0000035056,
Pepsi,Pepsi,"€ 0,59",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_052.jpg,"cat_getraenke,tag_ultra_processed",,ref_000052,obs_0000022509|obs_0000028178|obs_0000032020|obs_0000029724|obs_0000032298|obs_0000024974|obs_0000019876|obs_0000018984|obs_0000020523|obs_0000008515|obs_0000021342|obs_0000010471|obs_0000027376|obs_0000003505|obs_0000007991|obs_0000008080|obs_0000030298|obs_0000030682|obs_0000032126|obs_0000006725|obs_0000006215|obs_0000007091,obs_0000028178|obs_0000032020|obs_0000029724|obs_0000032298|obs_0000022509,ref_000052,obs_0000022509|obs_0000028178|obs_0000032020|obs_0000029724|obs_0000032298|obs_0000024974|obs_0000019876|obs_0000018984|obs_0000020523|obs_0000008515|obs_0000021342|obs_0000010471|obs_0000027376|obs_0000003505|obs_0000007991|obs_0000008080|obs_0000030298|obs_0000030682|obs_0000032126|obs_0000006725|obs_0000006215|obs_0000007091,obs_0000028178|obs_0000032020|obs_0000029724|obs_0000032298|obs_0000022509
Krönung,Jacobs,"€ 4,99",,"pro Einheit = 10,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_053.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000053,obs_0000022968|obs_0000031318|obs_0000000068|obs_0000033477|obs_0000025838|obs_0000019571|obs_0000031024|obs_0000028472|obs_0000029024|obs_0000031718|obs_0000030332|obs_0000007178|obs_0000032419|obs_0000028995|obs_0000030689|obs_0000032110|obs_0000014311,obs_0000022968|obs_0000031318,ref_000053,obs_0000022968|obs_0000031318|obs_0000000068|obs_0000033477|obs_0000025838|obs_0000019571|obs_0000031024|obs_0000028472|obs_0000029024|obs_0000031718|obs_0000030332|obs_0000007178|obs_0000032419|obs_0000028995|obs_0000030689|obs_0000032110|obs_0000014311,obs_0000022968|obs_0000031318
Choc Früchte schokoliert,Boujee,"€ 2,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_054.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-D6A5000,ref_000054,,,ref_000054,,
Energy Drink,Red Bull,"€ 0,88",,"1 l = 3,52",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_055.jpg,"cat_getraenke,tag_ultra_processed",,ref_000055,obs_0000022027|obs_0000016414|obs_0000021058|obs_0000024154|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000023301|obs_0000020239|obs_0000004389|obs_0000000304|obs_0000034110|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000003962|obs_0000027531|obs_0000017338|obs_0000022971|obs_0000026042|obs_0000028643|obs_0000010758|obs_0000028180|obs_0000020512|obs_0000026684|obs_0000011333|obs_0000011355|obs_0000031887|obs_0000017046|obs_0000027310|obs_0000027877|obs_0000025348|obs_0000026886|obs_0000018194|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000010050|obs_0000014658|obs_0000022864,obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962|obs_0000001917|obs_0000027531|obs_0000009616,ref_000055,obs_0000022027|obs_0000016414|obs_0000021058|obs_0000024154|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000023301|obs_0000020239|obs_0000004389|obs_0000000304|obs_0000034110|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000003962|obs_0000027531|obs_0000017338|obs_0000022971|obs_0000026042|obs_0000028643|obs_0000010758|obs_0000028180|obs_0000020512|obs_0000026684|obs_0000011333|obs_0000011355|obs_0000031887|obs_0000017046|obs_0000027310|obs_0000027877|obs_0000025348|obs_0000026886|obs_0000018194|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000010050|obs_0000014658|obs_0000022864,obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962|obs_0000001917|obs_0000027531|obs_0000009616
Snack,Pr sident,"€ 2,49",,"pro Einheit = 3,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_056.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000056,obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824|obs_0000016585|obs_0000017382|obs_0000008197|obs_0000019979|obs_0000012306|obs_0000023575|obs_0000021028|obs_0000030259|obs_0000018996|obs_0000023607|obs_0000013893|obs_0000022092|obs_0000021583|obs_0000016980|obs_0000011363|obs_0000010362|obs_0000026755|obs_0000021646|obs_0000004751|obs_0000014487|obs_0000001186|obs_0000022180|obs_0000010937|obs_0000021709|obs_0000021205|obs_0000014558|obs_0000004324|obs_0000025328|obs_0000020209|obs_0000004850|obs_0000026865|obs_0000000263|obs_0000030477|obs_0000020764|obs_0000009006|obs_0000006455|obs_0000003897|obs_0000000326|obs_0000004423|obs_0000010056|obs_0000020827|obs_0000018282|obs_0000025971|obs_0000016259|obs_0000009605,obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824,ref_000056,obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824|obs_0000016585|obs_0000017382|obs_0000008197|obs_0000019979|obs_0000012306|obs_0000023575|obs_0000021028|obs_0000030259|obs_0000018996|obs_0000023607|obs_0000013893|obs_0000022092|obs_0000021583|obs_0000016980|obs_0000011363|obs_0000010362|obs_0000026755|obs_0000021646|obs_0000004751|obs_0000014487|obs_0000001186|obs_0000022180|obs_0000010937|obs_0000021709|obs_0000021205|obs_0000014558|obs_0000004324|obs_0000025328|obs_0000020209|obs_0000004850|obs_0000026865|obs_0000000263|obs_0000030477|obs_0000020764|obs_0000009006|obs_0000006455|obs_0000003897|obs_0000000326|obs_0000004423|obs_0000010056|obs_0000020827|obs_0000018282|obs_0000025971|obs_0000016259|obs_0000009605,obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824
Lätta Original,Lätta Original,"€ 1,29",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_057.jpg,"cat_getraenke,diet_vegan,tag_high_protein,tag_ultra_processed",,ref_000057,obs_0000029103|obs_0000031973|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000006798|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000005146|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,obs_0000029103|obs_0000031973,ref_000057,obs_0000029103|obs_0000031973|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000006798|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000005146|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,obs_0000029103|obs_0000031973
Philadelphia,Philadelphia,"€ 1,19",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_058.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000058,obs_0000031127|obs_0000029120|obs_0000030796|obs_0000032082|obs_0000005337|obs_0000013817|obs_0000032087|obs_0000031598|obs_0000029175|obs_0000005141|obs_0000007331|obs_0000006114|obs_0000007150,obs_0000031127|obs_0000029120|obs_0000030796|obs_0000032082|obs_0000005337,ref_000058,obs_0000031127|obs_0000029120|obs_0000030796|obs_0000032082|obs_0000005337|obs_0000013817|obs_0000032087|obs_0000031598|obs_0000029175|obs_0000005141|obs_0000007331|obs_0000006114|obs_0000007150,obs_0000031127|obs_0000029120|obs_0000030796|obs_0000032082|obs_0000005337
Selection Mandeln,Alesto,"€ 2,29",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_059.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000059,obs_0000022603|obs_0000024621|obs_0000021239|obs_0000025444|obs_0000020420|obs_0000018937|obs_0000018682|obs_0000017392|obs_0000020006|obs_0000021040|obs_0000031300|obs_0000027212|obs_0000031828|obs_0000026220|obs_0000025245|obs_0000026330|obs_0000035020|obs_0000017648|obs_0000014583|obs_0000020221|obs_0000011580|obs_0000001855|obs_0000010075|obs_0000001886|obs_0000022429|obs_0000002977|obs_0000018338|obs_0000026027|obs_0000003526|obs_0000022988|obs_0000016848|obs_0000027112,obs_0000024621|obs_0000022603|obs_0000021239|obs_0000025444|obs_0000020420,ref_000059,obs_0000022603|obs_0000024621|obs_0000021239|obs_0000025444|obs_0000020420|obs_0000018937|obs_0000018682|obs_0000017392|obs_0000020006|obs_0000021040|obs_0000031300|obs_0000027212|obs_0000031828|obs_0000026220|obs_0000025245|obs_0000026330|obs_0000035020|obs_0000017648|obs_0000014583|obs_0000020221|obs_0000011580|obs_0000001855|obs_0000010075|obs_0000001886|obs_0000022429|obs_0000002977|obs_0000018338|obs_0000026027|obs_0000003526|obs_0000022988|obs_0000016848|obs_0000027112,obs_0000024621|obs_0000022603|obs_0000021239|obs_0000025444|obs_0000020420
Joghurt mit der Ecke,Müller,"€ 0,44",,"1 kg = 2,93",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_060.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed",,ref_000060,obs_0000008461|obs_0000014831|obs_0000023257|obs_0000023683|obs_0000023724|obs_0000031933|obs_0000015791|obs_0000011758|obs_0000026097|obs_0000024096|obs_0000024148|obs_0000000372|obs_0000004499|obs_0000004926|obs_0000004072|obs_0000005142|obs_0000028035|obs_0000032204|obs_0000030520|obs_0000001115|obs_0000027149|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000023030|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000023284|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000021506|obs_0000021508|obs_0000025811|obs_0000015673|obs_0000019794|obs_0000009663|obs_0000034580,obs_0000008461|obs_0000014831|obs_0000023257|obs_0000005142|obs_0000023683|obs_0000023724|obs_0000031933|obs_0000015791|obs_0000011758|obs_0000026097|obs_0000024096|obs_0000024148,ref_000060,obs_0000008461|obs_0000014831|obs_0000023257|obs_0000023683|obs_0000023724|obs_0000031933|obs_0000015791|obs_0000011758|obs_0000026097|obs_0000024096|obs_0000024148|obs_0000000372|obs_0000004499|obs_0000004926|obs_0000004072|obs_0000005142|obs_0000028035|obs_0000032204|obs_0000030520|obs_0000001115|obs_0000027149|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000023030|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000023284|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000021506|obs_0000021508|obs_0000025811|obs_0000015673|obs_0000019794|obs_0000009663|obs_0000034580,obs_0000008461|obs_0000014831|obs_0000023257|obs_0000005142|obs_0000023683|obs_0000023724|obs_0000031933|obs_0000015791|obs_0000011758|obs_0000026097|obs_0000024096|obs_0000024148
Backofen Pommes,Harvest Basket,"€ 1,19",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_061.jpg,"cat_grundnahrung,tag_ultra_processed",,ref_000061,obs_0000034081,,ref_000061,obs_0000034081,
Fresh Mint,Tic Tac,"€ 1,49",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_062.jpg,cat_drogerie,,ref_000062,obs_0000008733|obs_0000027070,obs_0000008733|obs_0000027070,ref_000062,obs_0000008733|obs_0000027070,obs_0000008733|obs_0000027070
Schoko Brezeln,Mister Choc,"€ 1,19",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_063.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000063,obs_0000001250|obs_0000001342,obs_0000001250|obs_0000001342,ref_000063,obs_0000001250|obs_0000001342,obs_0000001250|obs_0000001342
Cards,Kinder,"€ 2,39",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_064.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000064,obs_0000011558|obs_0000023383|obs_0000006384|obs_0000010291|obs_0000008306|obs_0000001430|obs_0000028148|obs_0000033280|obs_0000005282,obs_0000011558|obs_0000023383,ref_000064,obs_0000011558|obs_0000023383|obs_0000006384|obs_0000010291|obs_0000008306|obs_0000001430|obs_0000028148|obs_0000033280|obs_0000005282,obs_0000011558|obs_0000023383
Haltbare Milch,Milbona,"€ 8,50",,"pro Einheit = 10,20",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_066.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,sub_sahne_creme,sub_tk_gemuese,tag_high_protein",,ref_000066,obs_0000020007|obs_0000004105|obs_0000024615|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000017120|obs_0000021248|obs_0000004959|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000003359|obs_0000021992|obs_0000024153|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429|obs_0000022533|obs_0000017142|obs_0000019205|obs_0000023628|obs_0000022513|obs_0000017270|obs_0000017470|obs_0000014372|obs_0000010924|obs_0000029468|obs_0000006982|obs_0000017221|obs_0000007169|obs_0000033979|obs_0000032089|obs_0000005531|obs_0000030114|obs_0000028092|obs_0000032344|obs_0000005727|obs_0000006446|obs_0000000796|obs_0000003614|obs_0000026178|obs_0000005144|obs_0000027686|obs_0000034584|obs_0000030532,obs_0000004105|obs_0000024615|obs_0000020674|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000019041|obs_0000017035|obs_0000017120|obs_0000023288|obs_0000021248|obs_0000004959|obs_0000021493|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000021774|obs_0000003359|obs_0000021992|obs_0000020007|obs_0000024153|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429,ref_000066,obs_0000020007|obs_0000004105|obs_0000024615|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000017120|obs_0000021248|obs_0000004959|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000003359|obs_0000021992|obs_0000024153|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429|obs_0000022533|obs_0000017142|obs_0000019205|obs_0000023628|obs_0000022513|obs_0000017270|obs_0000017470|obs_0000014372|obs_0000010924|obs_0000029468|obs_0000006982|obs_0000017221|obs_0000007169|obs_0000033979|obs_0000032089|obs_0000005531|obs_0000030114|obs_0000028092|obs_0000032344|obs_0000005727|obs_0000006446|obs_0000000796|obs_0000003614|obs_0000026178|obs_0000005144|obs_0000027686|obs_0000034584|obs_0000030532,obs_0000004105|obs_0000024615|obs_0000020674|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000019041|obs_0000017035|obs_0000017120|obs_0000023288|obs_0000021248|obs_0000004959|obs_0000021493|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000021774|obs_0000003359|obs_0000021992|obs_0000020007|obs_0000024153|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429
