Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Albi Saft oder Nektar,Keine Marke,"€ 1,49","€ 2,49","pro Einheit = 1,49",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_011.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000011,obs_0000005825|obs_0000006726|obs_0000007092|obs_0000005441|obs_0000005999|obs_0000006360|obs_0000006549|obs_0000015054|obs_0000030301|obs_0000031003|obs_0000032441|obs_0000032918|obs_0000024985|obs_0000016953|obs_0000017106|obs_0000025618|obs_0000033872|obs_0000034047|obs_0000017915|obs_0000026144|obs_0000034438|obs_0000026383|obs_0000010200|obs_0000026785|obs_0000027142|obs_0000019142|obs_0000027674|obs_0000027982|obs_0000020223|obs_0000028431|obs_0000021042|obs_0000022436,obs_0000005825|obs_0000006726|obs_0000007092
Augustiner Lagerbier Hell,Keine Marke,"€ 16,79","€ 18,99","1 l = 1,68",,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_012.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000012,obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667,
Geranien oder Fuchsien,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","ca. 20 cm hoch, versch. Farben, Ø = 10.5 cm",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_013.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000013,,
Jägermeister,Keine Marke,"€ 10,88","€ 14,49","1 l = 15,54","versch. Sorten, 33 - 35 % Vol.",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_014.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000014,obs_0000006561|obs_0000007903|obs_0000026003,
funny-frisch Chipsfrisch,Keine Marke,"€ 1,29","€ 1,99","1 kg = 8,60 - 11,73",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_015.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed",,,ref_000015,obs_0000007696|obs_0000006032|obs_0000032692|obs_0000006736|obs_0000005473|obs_0000030305|obs_0000007283|obs_0000029688|obs_0000007704|obs_0000006046|obs_0000007108|obs_0000032121|obs_0000030674|obs_0000007289|obs_0000022428|obs_0000001321|obs_0000033323|obs_0000016455|obs_0000008650|obs_0000027600|obs_0000017493|obs_0000018264|obs_0000003560|obs_0000002686,obs_0000007696|obs_0000006032|obs_0000022428|obs_0000001321|obs_0000033323|obs_0000032692|obs_0000016455|obs_0000008650|obs_0000006736|obs_0000027600|obs_0000017493|obs_0000018264|obs_0000031707|obs_0000005473|obs_0000030305|obs_0000003560|obs_0000007913|obs_0000007283|obs_0000029688|obs_0000002686
Mövenpick,Mövenpick,"€ 6,99","€ 10,69","1 kg = 13,98","Kaffee gemahlen oder Ganze Bohnen, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_016.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000016,obs_0000005358|obs_0000007041|obs_0000029345|obs_0000005945|obs_0000030530|obs_0000005210|obs_0000007392|obs_0000005150|obs_0000005193|obs_0000007566|obs_0000030000|obs_0000005739|obs_0000006637,obs_0000005358
Cola oder Limonaden mit oder ohne Zucker,Keine Marke,"€ 0,55","€ 0,65","1 l = 0,37","teilw. koffeinhaltig, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_017.jpg,"cat_getraenke,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,,ref_000017,obs_0000029629|obs_0000028176|obs_0000026646|obs_0000034850|obs_0000028226|obs_0000008772|obs_0000004177|obs_0000004604|obs_0000013978|obs_0000031900|obs_0000021663|obs_0000027814|obs_0000026287|obs_0000000190|obs_0000026323|obs_0000008405|obs_0000008921|obs_0000017639|obs_0000000810|obs_0000016686|obs_0000034619|obs_0000009023|obs_0000022338|obs_0000027972|obs_0000026438|obs_0000017246|obs_0000020844|obs_0000016754|obs_0000028026|obs_0000027015|obs_0000027037|obs_0000009119|obs_0000019364|obs_0000005031|obs_0000000445|obs_0000018375|obs_0000003042|obs_0000001014,
Konfitüre Extra,Keine Marke,"€ 1,79","€ 1,99","1 kg = 3,98",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_018.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-S132000,ref_000018,obs_0000015009|obs_0000026852|obs_0000014194|obs_0000012688|obs_0000010707|obs_0000033806|obs_0000009772|obs_0000028231|obs_0000019590|obs_0000028955|obs_0000034610|obs_0000008019|obs_0000011094|obs_0000032650|obs_0000008202|obs_0000002069|obs_0000014367|obs_0000026193|obs_0000000136|obs_0000030345|obs_0000015501|obs_0000032400|obs_0000012446|obs_0000029360|obs_0000031949|obs_0000015088|obs_0000016124|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000012176|obs_0000007582|obs_0000013749|obs_0000014805|obs_0000006652|obs_0000007023|obs_0000006139,obs_0000015009|obs_0000026852|obs_0000008483|obs_0000014194|obs_0000012688|obs_0000010707
Kaffee Crema Gold,Keine Marke,"€ 12,99","€ 14,99","pro Einheit = 12,99",ganze Bohnen,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_019.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000019,obs_0000001674|obs_0000027964|obs_0000001035|obs_0000001038|obs_0000021523|obs_0000025157|obs_0000001673|obs_0000000202|obs_0000013521|obs_0000020704|obs_0000000845|obs_0000000846|obs_0000008553|obs_0000031776|obs_0000012856|obs_0000012375|obs_0000008359|obs_0000011954|obs_0000034007|obs_0000023259|obs_0000014593|obs_0000024909|obs_0000012629|obs_0000011104|obs_0000012669|obs_0000013724|obs_0000013227|obs_0000015276|obs_0000015279|obs_0000010719|obs_0000010721|obs_0000031712|obs_0000022517,
Bref Reiniger,Keine Marke,"€ 2,35","€ 2,55","1 l = 3,13",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_020.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000020,obs_0000031762|obs_0000013848|obs_0000025004|obs_0000013362|obs_0000019901|obs_0000026432|obs_0000017601|obs_0000027202|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000003536|obs_0000015954|obs_0000024166|obs_0000012011|obs_0000018411|obs_0000014189|obs_0000033271|obs_0000027513,obs_0000027513
Toppits Backpapier Bögen,Keine Marke,"€ 2,99","€ 3,49","pro Einheit = 2,99",,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_021.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000021,obs_0000032139|obs_0000009058|obs_0000002979,obs_0000032139
Kaffee Extra,Keine Marke,"€ 4,99","€ 5,49","1 kg = 9,98",gemahlen,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_022.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-N410100,ref_000022,obs_0000002069|obs_0000014367|obs_0000012856|obs_0000012375|obs_0000015501|obs_0000012446|obs_0000011954|obs_0000015088|obs_0000014593|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000024909|obs_0000013180|obs_0000012176|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,
Naturmild,Keine Marke,"€ 5,99","€ 6,49","1 kg = 11,98",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,,ref_000023,obs_0000033805,
Cafet Der Beste,Keine Marke,"€ 6,99","€ 7,59","1 kg = 13,98",Kaffee gemahlen,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000024,,
Kaffeepads,Keine Marke,"€ 5,19","€ 5,39","1 kg = 18,54",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_025.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-N410100,ref_000025,obs_0000009253|obs_0000000609|obs_0000001776|obs_0000033393|obs_0000009724|obs_0000014215|obs_0000001678|obs_0000003527|obs_0000000201|obs_0000031316|obs_0000011106|obs_0000010085|obs_0000006121|obs_0000013565|obs_0000032647|obs_0000001677|obs_0000031760|obs_0000000150|obs_0000029367|obs_0000008143|obs_0000003171|obs_0000002534|obs_0000001777|obs_0000030719,obs_0000009253|obs_0000000609|obs_0000001776|obs_0000033393|obs_0000009724
Crema Gustoso,Keine Marke,"€ 10,99","€ 11,99","pro Einheit = 10,99",ganze Bohnen,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_026.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000026,obs_0000008359|obs_0000035113,
Caff Crema oder Espresso,Keine Marke,"€ 11,99","€ 12,99","pro Einheit = 11,99","ganze Kaffeebohnen, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_027.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000027,obs_0000031173|obs_0000030087|obs_0000005738|obs_0000006992|obs_0000007175|obs_0000007355|obs_0000032645|obs_0000010962|obs_0000029037|obs_0000014857|obs_0000016732|obs_0000017267|obs_0000026207|obs_0000010292|obs_0000035113|obs_0000034907|obs_0000027651|obs_0000015884|obs_0000006642|obs_0000008359,obs_0000031173
Gutes Land Buttermilch-Dessert,Keine Marke,"€ 0,59","€ 0,65","1 kg = 2,95","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_028.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",,,ref_000028,obs_0000015382|obs_0000012336|obs_0000017969|obs_0000004175|obs_0000016979|obs_0000009845|obs_0000014488|obs_0000022199|obs_0000013586|obs_0000009519|obs_0000017731|obs_0000010617|obs_0000018839|obs_0000005029|obs_0000015792|obs_0000000443|obs_0000018932|obs_0000004602,
High Protein Grießpudding,Keine Marke,"€ 1,59","€ 1,69","1 kg = 3,18",Pur oder Zimt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_029.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",,,ref_000029,obs_0000001056|obs_0000002635|obs_0000001325|obs_0000011464|obs_0000031441|obs_0000013245|obs_0000004612|obs_0000026630|obs_0000016394|obs_0000020493|obs_0000025613|obs_0000004141|obs_0000022585|obs_0000035103|obs_0000022588|obs_0000003645|obs_0000000087|obs_0000004185|obs_0000011877|obs_0000028284|obs_0000011908|obs_0000003214|obs_0000011938|obs_0000021162|obs_0000023034|obs_0000025263|obs_0000010929|obs_0000014520|obs_0000001758|obs_0000001774|obs_0000026368|obs_0000011525|obs_0000031519|obs_0000003363|obs_0000006453|obs_0000021312|obs_0000011077|obs_0000011109|obs_0000020343|obs_0000010616|obs_0000004995|obs_0000017800|obs_0000005039|obs_0000008628|obs_0000018363|obs_0000013246|obs_0000000451|obs_0000002507|obs_0000022482|obs_0000016341,obs_0000001056|obs_0000002635|obs_0000001325
Sahnepudding,Keine Marke,"€ 1,39","€ 1,79","1 kg = 2,78","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_030.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed,tag_whole_food",,BLS-Y869143,ref_000030,obs_0000031713|obs_0000020772|obs_0000011462|obs_0000010129|obs_0000021591|obs_0000021849|obs_0000031130|obs_0000029475|obs_0000013995|obs_0000023381|obs_0000029659|obs_0000032349,obs_0000031713|obs_0000020772|obs_0000011462|obs_0000010129|obs_0000021591|obs_0000021849|obs_0000031130
Big Choc,Keine Marke,"€ 2,99","€ 3,29","1 l = 4,98","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_031.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000031,,
Waffelhörnchen,Keine Marke,"€ 1,99","€ 2,19","1 l = 2,76","tiefgekühlt, versch. Sorten, 6 Stück",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_032.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-D740400,ref_000032,,
Mini Choc,Keine Marke,"€ 2,99","€ 3,49","1 l = 4,98","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_033.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000033,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,
