Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Tafeltrauben rot kernlos,Gut Günstig,"€ 1,69",,"1 kg = 3,38 €","Sorte und Herkunft siehe Etikett, Kl. I, 500 g Packung, (1 kg = 3,38 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-tafeltrauben-rot-kernlos.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Blumenkohl,Keine Marke,"€ 1,49",,"1 st = 1,49 €","aus Italien/Frankreich, Kl. I, Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/blumenkohl.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
WWF Apeel Orangen oder Mandarinen,EDEKA Herzstücke,"€ 2,39",,Kein Mengenpreis,"Sorte siehe Etikett, aus Spanien, Kl. I",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-herzst-cke-wwf-apeel-orangen-oder-mandarinen.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
WWF Bananen,Gut Günstig,"€ 1,03",,"1 kg = 1,03 €","Herkunft siehe Auszeichnung, 1 kg",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-wwf-bananen.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Erdbeeren,Gut Günstig,"€ 2,99",,"1 kg = 6,66 €","Herkunft siehe Etikett, Kl. I Abbildung ähnlich., 500 g Packung, (1 kg = 6,66 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-erdbeeren.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Pink Lady Tafeläpfel Cripps Pink,Keine Marke,"€ 1,00",,"1 kg = 1,92 €","Herkunft siehe Etikett, Kl. I, 520 g Packung, (1 kg = 1,92 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/pink-lady-tafel-pfel-cripps-pink.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Kohlrabi,Keine Marke,"€ 0,69",,"1 st = 0,69 €","aus Spanien/Italien, Kl. I, Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/kohlrabi.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Salatgurke unfoliert,EDEKA Bio,"€ 1,29",,"1 st = 1,29 €","aus Spanien, Kl. II, Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-bio-salatgurke-unfoliert.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food"
Auberginen,Keine Marke,"€ 0,99",,"1 kg = 3,30 €","aus Spanien, Kl. I, Stück, (1 kg = 3,30 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/auberginen.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Cherry Rispentomaten,Gut Günstig,"€ 1,99",,"1 kg = 3,98 €","aus Italien, Kl. I, 500 g Packung, (1 kg = 3,98 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-cherry-rispentomaten.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Paprika Mix,EDEKA Bio,"€ 2,99",,"1 kg = 7,48 €","aus Spanien, Kl. II, 400 g Packung, (1 kg = 7,48 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-bio-paprika-mix.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Ondine Plattnektarinen weiß- und gelbfleischig,Keine Marke,"€ 2,99",,"1 kg = 5,98 €","Sorte und Herkunft siehe Etikett, Kl. I, 500 g Packung, (1 kg = 5,98 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/ondine-plattnektarinen-wei-und-gelbfleischig.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Feldsalat,Keine Marke,"€ 0,99",,"1 kg = 6,60 €","aus Italien/Frankreich, Kl. I Abbildung ähnlich., 150 g Packung, (1 kg = 6,60 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/feldsalat.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food"
Avocados Hass,Keine Marke,"€ 1,29",,Kein Mengenpreis,"Herkunft siehe Etikett, Kl. I Abbildung ähnlich., 2er Packung",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/avocados-hass.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Beste Lese Tafeltrauben Mix kernlos,EDEKA Herzstücke,"€ 2,49",,"1 kg = 4,98 €","Sorte siehe Etikett, aus der Republik Südafrika, Kl. I, 500 g Packung, (1 kg = 4,98 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-herzst-cke-beste-lese-tafeltrauben-mix-kernlos.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Mango Kent Keitt,EDEKA Herzstücke,"€ 1,99",,"1 st = 1,99 €","aus Peru, Kl. I, Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-herzst-cke-mango-kent-keitt.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Blumenkohl,Keine Marke,"€ 1,49",,"1 st = 1,49 €","aus Italien/Frankreich, Kl. I, Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/blumenkohl.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Tafeltrauben rot,Gut Günstig,"€ 1,69",,"1 kg = 3,38","Sorte und Herkunft siehe Etikett, Kl. I, kernlos, 500 g Packung, (1 kg = 3,38)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-tafeltrauben-rot.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Pink Lady Tafeläpfel Cripps Pink,Keine Marke,"€ 1,00",,"1 kg = 1,92","Herkunft siehe Etikett, Kl. I, 520 g Packung, (1 kg = 1,92)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/pink-lady-tafel-pfel-cripps-pink.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Mango Kent Keitt,EDEKA Herzstücke,"€ 1,99",,"1 st = 1,99 €","aus Peru, Kl. I, genussreif, Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-herzst-cke-mango-kent-keitt.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Cherry Rispentomaten,Gut Günstig,"€ 1,99",,"1 kg = 3,98","aus Italien, Kl. I, 500 g Packung, (1 kg = 3,98)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-cherry-rispentomaten.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Patros,Keine Marke,"€ 1,79",,Kein Mengenpreis,verschiedene Sorten und Fettstufen,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/patros.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Original,Leerdammer,"€ 1,11",,"1 kg = 11,10 €","holländischer Schnittkäse, 45 % Fett i. Tr., nussig-mild oder Delacrème halbfester Schnittkäse, 50 % Fett i. Tr., mild-würzig, 100 g",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/leerdammer-original.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Milkana Schmelzkäsezubereitung,Keine Marke,"€ 1,99",,Kein Mengenpreis,verschiedene Sorten und Fettstufen oder Tolle Rolle! Je nach Verfügbarkeit des Marktes.,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/milkana-schmelzk-sezubereitung.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Bergader Almzeit Weichkäse oder Bavaria blu,Keine Marke,"€ 1,79",,Kein Mengenpreis,verschiedene Sorten und Fettstufen,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/bergader-almzeit-weichk-se-oder-bavaria-blu.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Fol Epi Käsescheiben,Keine Marke,"€ 1,49",,Kein Mengenpreis,verschiedene Sorten und Fettstufen Je nach Verfügbarkeit des Marktes.,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/fol-epi-k-sescheiben.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,sub_exoten,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Almette Alpenfrischkäse oder -zubereitung,Keine Marke,"€ 1,11",,Kein Mengenpreis,verschiedene Sorten und Fettstufen,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/almette-alpenfrischk-se-oder-zubereitung.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Froop,müller,"€ 0,33",,"1 kg = 2,20 €","verschiedene Sorten, 150 g Becher, (1 kg = 2,20 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/m-ller-froop.jpg,"cat_molkerei_kaese,sub_milchprodukte,tag_ultra_processed"
Rahm- oder Mascarpone Joghurt,Weihenstephan,"€ 0,49",,"1 kg = 3,27 €","verschiedene Sorten, 10 % Fett Je nach Verfügbarkeit des Marktes., 150 g Becher, (1 kg = 3,27 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/weihenstephan-rahm-oder-mascarpone-joghurt.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme"
100 Natürliche Zutaten,Rama,"€ 1,00",,"1 kg = 2,50 €","60 % Fett, vegan, 400 g Becher, (1 kg = 2,50 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/rama-100-nat-rliche-zutaten.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_butter_margarine,tag_ultra_processed"
K rg rden,Arla,"€ 1,49",,"1 kg = 7,45 €","verschiedene Sorten oder Bio ungesalzen, 200 g Becher, (1 kg = 7,45 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/arla-k-rg-rden.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_high_protein,tag_ultra_processed"
Weideglück Gouda Tilsiter Edamer oder Butterkäse,Keine Marke,"€ 0,88",,"1 kg = 8,80 €","deutscher Schnittkäse, 30-48 % Fett i. Tr., mild bis pikant, 100 g",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/weidegl-ck-gouda-tilsiter-edamer-oder-butterk-se.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte"
Emmentaler AOP - Das Original,Keine Marke,"€ 1,99",,"1 kg = 19,90 €","schweizer Hartkäse mit Rohmilch, 45 % Fett i. Tr., mindestens 4 Monate gereift, nussig-würzig, auch als SB Stück erhältlich, 100 g",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/emmentaler-aop-das-original.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Erlebnis Sennerei Zillertal Erlebniskäse,Keine Marke,"€ 3,29",,"1 kg = 21,93 €","verschiedene Sorten, 45 % Fett i. Tr., 150 g Packung, (1 kg = 21,93 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/erlebnis-sennerei-zillertal-erlebnisk-se.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed,tag_whole_food"
Trentino Trentingrana,Keine Marke,"€ 2,29",,"1 kg = 22,90 €","italienischer Hartkäse mit Rohmilch, aus Südtirol, 32 % Fett i. Tr., vollaromatisch, auch als SB Stück erhältlich, 100 g",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/trentino-trentingrana.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Butter oder Die Streichzarte,Landliebe,"€ 1,29",,"1 kg = 5,16 €","rahmig-frisch, 250 g Stück/Becher, (1 kg = 5,16 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/landliebe-butter-oder-die-streichzarte.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed"
Mevgal Griechischer Joghurt,Keine Marke,"€ 0,99",,Kein Mengenpreis,"aus Schaf-, Kuh- oder Ziegenmilch, verschiedene Sorten und Fettstufen",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/mevgal-griechischer-joghurt.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte"
Paula Pudding oder minis,Dr Oetker,"€ 1,49",,Kein Mengenpreis,"verschiedene Sorten, 4/8er",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/dr-oetker-paula-pudding-oder-minis.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
Deutsche Marken Butter,EDEKA Herzstücke,"€ 0,99",,"1 kg = 3,96 €","mildgesäuert, 250 g Stück, (1 kg = 3,96 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-herzst-cke-deutsche-marken-butter.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine"
Bella Crema,Melitta,"€ 12,99",,"1 kg = 13,99 €","ganze Bohnen, 100 % Arabica, verschiedene Sorten, 1000 g Packung, (1 kg = 13,99 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/melitta-bella-crema.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Tchibo Feine Milde,Keine Marke,"€ 16,99",,"1 kg = 16,99 €","100 % Tchibo Arabica, natur-mild Nur solange der Vorrat reicht., 1000 g Vorteilspackung, (1 kg = 16,99 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/tchibo-feine-milde.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
italienische Pasta,De Cecco,"€ 1,11",,"1 kg = 2,58 €","verschiedene Ausformungen, 500 g Packung, (1 kg = 2,58 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/de-cecco-italienische-pasta.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_hackfleisch,sub_nudeln,sub_tk_gemuese"
