Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Bio-Garten- und Hochbeeterde torffrei,Greenworld,"€ 2,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_174.jpg,"cat_non_food,diet_lactose_free",,ref_000174,,,ref_000174,,
So gut wie es aussieht Katzennahrung,Felix,"€ 3,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_175.jpg,cat_tiernahrung,,ref_000175,obs_0000034062|obs_0000008604|obs_0000019278|obs_0000013736|obs_0000012491|obs_0000015701|obs_0000014398,obs_0000034062,ref_000175,obs_0000034062|obs_0000008604|obs_0000019278|obs_0000013736|obs_0000012491|obs_0000015701|obs_0000014398,obs_0000034062
Blumenmischung,Blumenmischung,"€ 3,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_176.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000176,,,ref_000176,,
Waschmittel Pulver,Persil,"€ 17,99",,"pro Einheit = 0,18",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_177.jpg,cat_drogerie,,ref_000177,obs_0000032848|obs_0000033136|obs_0000034253|obs_0000018542|obs_0000019568|obs_0000012454|obs_0000025598|obs_0000027175|obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000024174|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000007921,obs_0000028748|obs_0000032848|obs_0000033136|obs_0000034253,ref_000177,obs_0000032848|obs_0000033136|obs_0000034253|obs_0000018542|obs_0000019568|obs_0000012454|obs_0000025598|obs_0000027175|obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000024174|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000007921,obs_0000028748|obs_0000032848|obs_0000033136|obs_0000034253
Vitamin C Zink ider Sport Iso Aktiv,Abtei,"€ 2,99",,"1 kg = 47,46",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_178.jpg,"cat_drogerie,tag_ultra_processed",,ref_000178,obs_0000000390|obs_0000004522|obs_0000004949|obs_0000004095,,ref_000178,obs_0000000390|obs_0000004522|obs_0000004949|obs_0000004095,
Toilettenpapier,Softis,"€ 3,79",,"pro Einheit = 5,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_179.jpg,cat_drogerie,,ref_000179,obs_0000010282|obs_0000033135|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000005667|obs_0000029750|obs_0000015949|obs_0000012878|obs_0000015950|obs_0000008297|obs_0000006764|obs_0000007297|obs_0000031364|obs_0000009866|obs_0000028827|obs_0000002720|obs_0000005291|obs_0000033456|obs_0000009406|obs_0000012006|obs_0000014068,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770,ref_000179,obs_0000010282|obs_0000033135|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000005667|obs_0000029750|obs_0000015949|obs_0000012878|obs_0000015950|obs_0000008297|obs_0000006764|obs_0000007297|obs_0000031364|obs_0000009866|obs_0000028827|obs_0000002720|obs_0000005291|obs_0000033456|obs_0000009406|obs_0000012006|obs_0000014068,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770
Binden,Camelia,"€ 1,49",,"pro Einheit = 2,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_180.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",BLS-F130100,ref_000180,obs_0000022875,,ref_000180,obs_0000022875,
Magnesium 500 B12 oder B12 C D3,Doppelherz,"€ 3,99",,"1 kg = 78,24",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_181.jpg,"cat_getraenke,tag_ultra_processed",,ref_000181,obs_0000003869|obs_0000004296|obs_0000032974|obs_0000003796|obs_0000000244|obs_0000004723,,ref_000181,obs_0000003869|obs_0000004296|obs_0000032974|obs_0000003796|obs_0000000244|obs_0000004723,
Bio-Hunde- oder Katzennahrung,Yarrah,"€ 1,99",,"1 kg = 4,91",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_183.jpg,cat_tiernahrung,,ref_000183,obs_0000034257|obs_0000034869|obs_0000033541|obs_0000034456|obs_0000026441|obs_0000027821|obs_0000012491|obs_0000013736|obs_0000014307|obs_0000014398|obs_0000015533|obs_0000015701|obs_0000008127,,ref_000183,obs_0000034257|obs_0000034869|obs_0000033541|obs_0000034456|obs_0000026441|obs_0000027821|obs_0000012491|obs_0000013736|obs_0000014307|obs_0000014398|obs_0000015533|obs_0000015701|obs_0000008127,
Waschmittel,Frosch,"€ 4,44",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_185.jpg,cat_drogerie,,ref_000185,obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000024174|obs_0000019568|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000012454|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000025598|obs_0000033446|obs_0000005662|obs_0000029731|obs_0000033858|obs_0000032848|obs_0000033361|obs_0000033370|obs_0000001139|obs_0000024698|obs_0000007291|obs_0000033426|obs_0000034457|obs_0000032992|obs_0000021736,obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000024174|obs_0000019568|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000012454|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000025598,ref_000185,obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000024174|obs_0000019568|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000012454|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000025598|obs_0000033446|obs_0000005662|obs_0000029731|obs_0000033858|obs_0000032848|obs_0000033361|obs_0000033370|obs_0000001139|obs_0000024698|obs_0000007291|obs_0000033426|obs_0000034457|obs_0000032992|obs_0000021736,obs_0000018449|obs_0000034866|obs_0000027703|obs_0000012875|obs_0000016462|obs_0000023646|obs_0000018542|obs_0000024174|obs_0000019568|obs_0000013946|obs_0000025217|obs_0000026760|obs_0000021665|obs_0000033445|obs_0000012454|obs_0000002728|obs_0000023748|obs_0000023244|obs_0000025812|obs_0000018152|obs_0000017654|obs_0000015109|obs_0000033069|obs_0000022331|obs_0000022340|obs_0000018794|obs_0000020846|obs_0000019827|obs_0000022410|obs_0000012181|obs_0000003486|obs_0000019384|obs_0000017352|obs_0000026568|obs_0000022520|obs_0000025598
Pflegelotion,Weleda,"€ 8,90",,"pro Einheit = 8,90",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_190.jpg,cat_drogerie,,ref_000190,,,ref_000190,,
Löffel Ei,Milka,"€ 3,99",,"pro Einheit = 4,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_195.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000195,obs_0000024694,,ref_000195,obs_0000024694,
Trinkflasche,Sigg,"€ 16,99",,"pro Einheit = 19,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_196.jpg,cat_non_food,,ref_000196,obs_0000028002|obs_0000023842|obs_0000008262|obs_0000024265|obs_0000026802|obs_0000009924|obs_0000010831|obs_0000010832|obs_0000009460|obs_0000008546|obs_0000000771,obs_0000023842|obs_0000028002|obs_0000008262|obs_0000024265|obs_0000026802,ref_000196,obs_0000028002|obs_0000023842|obs_0000008262|obs_0000024265|obs_0000026802|obs_0000009924|obs_0000010831|obs_0000010832|obs_0000009460|obs_0000008546|obs_0000000771,obs_0000023842|obs_0000028002|obs_0000008262|obs_0000024265|obs_0000026802
Schoko-Eier,Riegelein,"€ 3,99",,"pro Einheit = 4,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-D7A7600,ref_000197,obs_0000008570,,ref_000197,obs_0000008570,
Minis,Mars,"€ 2,79",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_198.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000198,obs_0000019480|obs_0000025627|obs_0000015901|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527|obs_0000017921|obs_0000027652|obs_0000004633|obs_0000004206|obs_0000003779|obs_0000017711|obs_0000005060|obs_0000000469|obs_0000012802|obs_0000014861|obs_0000001550|obs_0000004111|obs_0000008732|obs_0000027681|obs_0000022061|obs_0000010298|obs_0000034379|obs_0000020557|obs_0000025211|obs_0000001186|obs_0000001189|obs_0000011962|obs_0000003791|obs_0000014554|obs_0000001759|obs_0000033009|obs_0000004850|obs_0000006386|obs_0000021245|obs_0000006923|obs_0000033553|obs_0000026916|obs_0000035089|obs_0000034613|obs_0000014139|obs_0000000326|obs_0000004423,obs_0000019480|obs_0000025627|obs_0000015901|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527,ref_000198,obs_0000019480|obs_0000025627|obs_0000015901|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527|obs_0000017921|obs_0000027652|obs_0000004633|obs_0000004206|obs_0000003779|obs_0000017711|obs_0000005060|obs_0000000469|obs_0000012802|obs_0000014861|obs_0000001550|obs_0000004111|obs_0000008732|obs_0000027681|obs_0000022061|obs_0000010298|obs_0000034379|obs_0000020557|obs_0000025211|obs_0000001186|obs_0000001189|obs_0000011962|obs_0000003791|obs_0000014554|obs_0000001759|obs_0000033009|obs_0000004850|obs_0000006386|obs_0000021245|obs_0000006923|obs_0000033553|obs_0000026916|obs_0000035089|obs_0000034613|obs_0000014139|obs_0000000326|obs_0000004423,obs_0000019480|obs_0000025627|obs_0000015901|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527
Lotti Karotti,Ravensburger,"€ 6,99",,"pro Einheit = 8,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_199.jpg,"cat_sonstiges,diet_vegetarian",,ref_000199,,,ref_000199,,
Natur-Eierfarben,nawaro,"€ 2,99",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_201.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000201,obs_0000028889|obs_0000001347|obs_0000009644,,ref_000201,obs_0000028889|obs_0000001347|obs_0000009644,
Celebrations,Celebrations,"€ 2,99",,"pro Einheit = 4,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_knabbern_naschen,tag_ultra_processed",,ref_000202,obs_0000024083|obs_0000034479|obs_0000022966|obs_0000024507|obs_0000019081|obs_0000007692|obs_0000026769|obs_0000031920|obs_0000021297|obs_0000035102|obs_0000032953|obs_0000028737|obs_0000021700|obs_0000025414|obs_0000005846|obs_0000025817|obs_0000033116|obs_0000023644|obs_0000018528|obs_0000027878|obs_0000020478,obs_0000019081|obs_0000007692|obs_0000026769|obs_0000024083|obs_0000034479|obs_0000031920|obs_0000021297|obs_0000022966|obs_0000035102|obs_0000032953|obs_0000024507|obs_0000028737|obs_0000021700|obs_0000025414|obs_0000005846|obs_0000025817|obs_0000033116|obs_0000023644|obs_0000018528|obs_0000027878|obs_0000020478,ref_000202,obs_0000024083|obs_0000034479|obs_0000022966|obs_0000024507|obs_0000019081|obs_0000007692|obs_0000026769|obs_0000031920|obs_0000021297|obs_0000035102|obs_0000032953|obs_0000028737|obs_0000021700|obs_0000025414|obs_0000005846|obs_0000025817|obs_0000033116|obs_0000023644|obs_0000018528|obs_0000027878|obs_0000020478,obs_0000019081|obs_0000007692|obs_0000026769|obs_0000024083|obs_0000034479|obs_0000031920|obs_0000021297|obs_0000022966|obs_0000035102|obs_0000032953|obs_0000024507|obs_0000028737|obs_0000021700|obs_0000025414|obs_0000005846|obs_0000025817|obs_0000033116|obs_0000023644|obs_0000018528|obs_0000027878|obs_0000020478
Oster Mix,Haribo,"€ 1,29",,"1 kg = 7,37",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_203.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000203,obs_0000024700,,ref_000203,obs_0000024700,
Eier Regenbogen,Eier Regenbogen,"€ 2,79",,"pro Einheit = 2,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_204.jpg,cat_non_food,,ref_000204,obs_0000008570,,ref_000204,obs_0000008570,
WM Fußball Replica,adidas,"€ 27,99",,"pro Einheit = 27,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_205.jpg,cat_non_food,,ref_000205,,,ref_000205,,
