Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
LandPrimus Schweinenacken,tegut,"€ 0,99",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_fleisch_wurst,diet_gluten_free,sub_schwein,tag_ultra_processed,tag_whole_food",,ref_000054,obs_0000021524|obs_0000030431|obs_0000020705|obs_0000034537|obs_0000008472|obs_0000025537,,ref_000054,obs_0000021524|obs_0000030431|obs_0000020705|obs_0000034537|obs_0000008472|obs_0000025537,
Spießbraten,Spießbraten,"€ 0,99",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_055.jpg,"cat_fleisch_wurst,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",BLS-Y710142,ref_000055,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824|obs_0000003298|obs_0000004424|obs_0000004851|obs_0000003997|obs_0000002271,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824,ref_000055,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824|obs_0000003298|obs_0000004424|obs_0000004851|obs_0000003997|obs_0000002271,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824
Schweinenackensteak,LandPrimus,"€ 0,99",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_056.jpg,"cat_fleisch_wurst,sub_schwein",,ref_000056,obs_0000030101|obs_0000014925|obs_0000010603|obs_0000012780|obs_0000009486|obs_0000009946|obs_0000008540,obs_0000030101,ref_000056,obs_0000030101|obs_0000014925|obs_0000010603|obs_0000012780|obs_0000009486|obs_0000009946|obs_0000008540,obs_0000030101
Rinderhüftsteak,Rinderhüftsteak,"€ 2,49",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_057.jpg,"cat_fleisch_wurst,sub_rind",,ref_000057,obs_0000009470|obs_0000034322|obs_0000034749,obs_0000009470,ref_000057,obs_0000009470|obs_0000034322|obs_0000034749,obs_0000009470
Bio-Hähnchenpfanne Ingwer Lemon,Bio-Hähnchenpfanne Ingwer Lemon,"€ 2,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_058.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,sub_gefluegel,tag_proteinreich",,ref_000058,obs_0000034135|obs_0000018532|obs_0000027116|obs_0000019159|obs_0000029134|obs_0000030103|obs_0000026334|obs_0000028059|obs_0000007992,obs_0000034135,ref_000058,obs_0000034135|obs_0000018532|obs_0000027116|obs_0000019159|obs_0000029134|obs_0000030103|obs_0000026334|obs_0000028059|obs_0000007992,obs_0000034135
Spanferkel Rollbraten,Beck,"€ 1,29",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_059.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_schwein,tag_whole_food",,ref_000059,obs_0000026258|obs_0000027704|obs_0000030274,obs_0000026258|obs_0000027704|obs_0000030274,ref_000059,obs_0000026258|obs_0000027704|obs_0000030274,obs_0000026258|obs_0000027704|obs_0000030274
Kalbsrücken,Kalbsrücken,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_060.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",BLS-U421100,ref_000060,obs_0000033727,obs_0000033727,ref_000060,obs_0000033727,obs_0000033727
Bio-Putenschnitzel,Bio-Putenschnitzel,"€ 2,99",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_061.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein",,ref_000061,obs_0000034306|obs_0000034923|obs_0000031477|obs_0000002861|obs_0000003581|obs_0000028342|obs_0000028583|obs_0000028706|obs_0000030789|obs_0000032524,obs_0000034306|obs_0000034923|obs_0000031477,ref_000061,obs_0000034306|obs_0000034923|obs_0000031477|obs_0000002861|obs_0000003581|obs_0000028342|obs_0000028583|obs_0000028706|obs_0000030789|obs_0000032524,obs_0000034306|obs_0000034923|obs_0000031477
Makrele heißgeräuchert,Makrele heißgeräuchert,"€ 1,49",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_062.jpg,cat_fisch_meeresfruechte,BLS-T107600,ref_000062,obs_0000033738|obs_0000034556|obs_0000011024,obs_0000033738|obs_0000034556,ref_000062,obs_0000033738|obs_0000034556|obs_0000011024,obs_0000033738|obs_0000034556
Bio-Kimchi,Completeorganics,"€ 3,99",,"1 kg = 16,63",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_063.jpg,"cat_obst_gemuese,diet_lactose_free,diet_vegan,diet_vegetarian",,ref_000063,obs_0000034502|obs_0000003649|obs_0000034137|obs_0000009105|obs_0000010670,obs_0000034502|obs_0000003649,ref_000063,obs_0000034502|obs_0000003649|obs_0000034137|obs_0000009105|obs_0000010670,obs_0000034502|obs_0000003649
Smoothie,true fruits,"€ 3,49",,"1 l = 4,65",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_064.jpg,"cat_getraenke,tag_ultra_processed",BLS-F034600,ref_000064,obs_0000014395|obs_0000010948|obs_0000013892|obs_0000001630|obs_0000034549|obs_0000012410|obs_0000003462|obs_0000024721|obs_0000002067|obs_0000005025|obs_0000000440|obs_0000009020|obs_0000004171|obs_0000017881|obs_0000004598|obs_0000022009|obs_0000001191|obs_0000024751|obs_0000005275|obs_0000029851|obs_0000031158|obs_0000007096|obs_0000007874|obs_0000028870|obs_0000032617|obs_0000006904|obs_0000012945|obs_0000030870|obs_0000010957|obs_0000029526|obs_0000031958|obs_0000006373|obs_0000006023|obs_0000005464|obs_0000010818,obs_0000003462|obs_0000002829|obs_0000024721|obs_0000002067|obs_0000005025|obs_0000000440|obs_0000014395|obs_0000009020|obs_0000010948|obs_0000013892|obs_0000004171|obs_0000017881|obs_0000001630|obs_0000034549|obs_0000004598|obs_0000022009|obs_0000012410,ref_000064,obs_0000014395|obs_0000010948|obs_0000013892|obs_0000001630|obs_0000034549|obs_0000012410|obs_0000003462|obs_0000024721|obs_0000002067|obs_0000005025|obs_0000000440|obs_0000009020|obs_0000004171|obs_0000017881|obs_0000004598|obs_0000022009|obs_0000001191|obs_0000024751|obs_0000005275|obs_0000029851|obs_0000031158|obs_0000007096|obs_0000007874|obs_0000028870|obs_0000032617|obs_0000006904|obs_0000012945|obs_0000030870|obs_0000010957|obs_0000029526|obs_0000031958|obs_0000006373|obs_0000006023|obs_0000005464|obs_0000010818,obs_0000003462|obs_0000002829|obs_0000024721|obs_0000002067|obs_0000005025|obs_0000000440|obs_0000014395|obs_0000009020|obs_0000010948|obs_0000013892|obs_0000004171|obs_0000017881|obs_0000001630|obs_0000034549|obs_0000004598|obs_0000022009|obs_0000012410
Bismarckhering-Brötchen,Bismarckhering-Brötchen,"€ 2,50",,"pro Einheit = 2,50",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_065.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,ref_000065,obs_0000034550|obs_0000009634|obs_0000033737,obs_0000034550,ref_000065,obs_0000034550|obs_0000009634|obs_0000033737,obs_0000034550
Bio-Wolfsbarsch,Bio-Wolfsbarsch,"€ 2,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_066.jpg,"cat_fisch_meeresfruechte,diet_lactose_free",,ref_000066,obs_0000034335|obs_0000020565|obs_0000021384|obs_0000022104|obs_0000006513,obs_0000034335,ref_000066,obs_0000034335|obs_0000020565|obs_0000021384|obs_0000022104|obs_0000006513,obs_0000034335
Daily Salatschale,tegut,"€ 2,99",,"pro Einheit = 3,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_067.jpg,"cat_obst_gemuese,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",,ref_000067,obs_0000034338|obs_0000034551|obs_0000034140,obs_0000034338,ref_000067,obs_0000034338|obs_0000034551|obs_0000034140,obs_0000034338
Forelle,Meine Lieblinge,"€ 1,99",,"1 kg = 26,53",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_068.jpg,"cat_fisch_meeresfruechte,diet_lactose_free,tag_high_protein,tag_proteinreich",BLS-T422100,ref_000068,obs_0000034141|obs_0000020898|obs_0000007046|obs_0000020079|obs_0000007610|obs_0000009595|obs_0000025693|obs_0000010047,obs_0000020898|obs_0000007046|obs_0000020079|obs_0000034141|obs_0000007610|obs_0000009595|obs_0000025693|obs_0000010047,ref_000068,obs_0000034141|obs_0000020898|obs_0000007046|obs_0000020079|obs_0000007610|obs_0000009595|obs_0000025693|obs_0000010047,obs_0000020898|obs_0000007046|obs_0000020079|obs_0000034141|obs_0000007610|obs_0000009595|obs_0000025693|obs_0000010047
Fleischkäse Brötchen Leberkäse Semmel,Fleischkäse Brötchen Leberkäse Semmel,"€ 2,00",,"pro Einheit = 2,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_069.jpg,"cat_fleisch_wurst,sub_kaese,sub_milchprodukte,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000069,obs_0000034341|obs_0000033949|obs_0000034554|obs_0000034142|obs_0000033734|obs_0000034760|obs_0000034938|obs_0000026147|obs_0000007220|obs_0000027967|obs_0000027097|obs_0000008701,obs_0000034341|obs_0000034938|obs_0000033949|obs_0000034554|obs_0000034142|obs_0000033734|obs_0000034760,ref_000069,obs_0000034341|obs_0000033949|obs_0000034554|obs_0000034142|obs_0000033734|obs_0000034760|obs_0000034938|obs_0000026147|obs_0000007220|obs_0000027967|obs_0000027097|obs_0000008701,obs_0000034341|obs_0000034938|obs_0000033949|obs_0000034554|obs_0000034142|obs_0000033734|obs_0000034760
Dunkler Donut,Dunkler Donut,"€ 0,99",,"pro Einheit = 1,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_070.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000070,obs_0000034482|obs_0000034951|obs_0000005308|obs_0000006257,obs_0000034951|obs_0000034482,ref_000070,obs_0000034482|obs_0000034951|obs_0000005308|obs_0000006257,obs_0000034951|obs_0000034482
Bio-Dinkelbrötchen,Herzberger,"€ 1,99",,"1 kg = 8,84",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_071.jpg,"cat_grundnahrung,diet_vegetarian",,ref_000071,obs_0000034087,obs_0000034087,ref_000071,obs_0000034087,obs_0000034087
Brioche Buns,Jaus,"€ 1,49",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_072.jpg,"cat_grundnahrung,diet_vegetarian",,ref_000072,obs_0000028691|obs_0000028571|obs_0000000981|obs_0000034265|obs_0000004643|obs_0000005070|obs_0000000977|obs_0000000477|obs_0000003808|obs_0000003319|obs_0000004216,,ref_000072,obs_0000028691|obs_0000028571|obs_0000000981|obs_0000034265|obs_0000004643|obs_0000005070|obs_0000000977|obs_0000000477|obs_0000003808|obs_0000003319|obs_0000004216,
kleine Rührkuchen,Dr Oetker,"€ 1,99",,"1 kg = 14,21",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_073.jpg,"cat_tiefkuehl,sub_tk_pizza,tag_ultra_processed",,ref_000073,obs_0000034945|obs_0000033959|obs_0000034557,obs_0000034945|obs_0000033959|obs_0000008918|obs_0000011087,ref_000073,obs_0000034945|obs_0000033959|obs_0000034557,obs_0000034945|obs_0000033959|obs_0000008918|obs_0000011087
Dinkelharmonie Sandwich,Golden Toast,"€ 2,22",,"1 kg = 2,96",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_074.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000074,obs_0000033747|obs_0000017155|obs_0000016389|obs_0000031017|obs_0000014517|obs_0000012342,obs_0000033747,ref_000074,obs_0000033747|obs_0000017155|obs_0000016389|obs_0000031017|obs_0000014517|obs_0000012342,obs_0000033747
Herzberger Bio-Haferbrot,Naturland,"€ 3,33",,"1 kg = 8,33",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_075.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000075,obs_0000034560|obs_0000008043,,ref_000075,obs_0000034560|obs_0000008043,
Weizenbrötchen,Weizenbrötchen,"€ 1,50",,"1 kg = 2,31",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_076.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",BLS-B511000,ref_000076,obs_0000034146|obs_0000033956|obs_0000034350|obs_0000034771|obs_0000033748|obs_0000034558|obs_0000019915|obs_0000006062|obs_0000006063|obs_0000034943|obs_0000027409|obs_0000028000|obs_0000031710|obs_0000014552|obs_0000002587|obs_0000003165|obs_0000032634,obs_0000034146|obs_0000033956|obs_0000019915|obs_0000006062|obs_0000006063|obs_0000034350|obs_0000034771|obs_0000033748|obs_0000034943|obs_0000034558,ref_000076,obs_0000034146|obs_0000033956|obs_0000034350|obs_0000034771|obs_0000033748|obs_0000034558|obs_0000019915|obs_0000006062|obs_0000006063|obs_0000034943|obs_0000027409|obs_0000028000|obs_0000031710|obs_0000014552|obs_0000002587|obs_0000003165|obs_0000032634,obs_0000034146|obs_0000033956|obs_0000019915|obs_0000006062|obs_0000006063|obs_0000034350|obs_0000034771|obs_0000033748|obs_0000034943|obs_0000034558
Italienische Salami,Italienische Salami,"€ 2,99",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_077.jpg,"cat_fleisch_wurst,sub_tk_gemuese,sub_wurst,tag_ultra_processed",BLS-W149100,ref_000077,obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,,ref_000077,obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,
Bio-Kalbsleberwurst,Bio-Kalbsleberwurst,"€ 1,99",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_078.jpg,"cat_fleisch_wurst,sub_rind,sub_wurst,tag_ultra_processed",,ref_000078,obs_0000033754|obs_0000034565|obs_0000009489|obs_0000009950|obs_0000011016|obs_0000014478,obs_0000033754|obs_0000034565,ref_000078,obs_0000033754|obs_0000034565|obs_0000009489|obs_0000009950|obs_0000011016|obs_0000014478,obs_0000033754|obs_0000034565
Bio-Bresaola,Bio-Bresaola,"€ 3,99",,"pro Einheit = 5,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_079.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000079,,,ref_000079,,
Kartoffelwurst,LandPrimus,"€ 1,99",,"pro Einheit = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_080.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kartoffeln,sub_wurst,tag_ultra_processed",BLS-W380300,ref_000080,obs_0000033751,obs_0000033751,ref_000080,obs_0000033751,obs_0000033751
Holzofenfleischkäse,Holzofenfleischkäse,"€ 0,99",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_081.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_wurst,tag_ultra_processed",,ref_000081,,,ref_000081,,
Bienenhonigschinken,Bienenhonigschinken,"€ 2,49",,"pro Einheit = 2,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_082.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000082,,,ref_000082,,
Bayonne-Schinken,Bayonne-Schinken,"€ 2,49",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_083.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000083,obs_0000034378|obs_0000028387|obs_0000016624|obs_0000017657,,ref_000083,obs_0000034378|obs_0000028387|obs_0000016624|obs_0000017657,
Nusstorte,Rambol,"€ 1,99",,"pro Einheit = 2,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_084.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-D300400,ref_000084,,,ref_000084,,
Original,Leerdammer,"€ 0,99",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_085.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,ref_000085,obs_0000006283|obs_0000008777|obs_0000033975|obs_0000034575|obs_0000028516|obs_0000028630|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000016167|obs_0000020298|obs_0000010117|obs_0000014249|obs_0000018547|obs_0000002394|obs_0000016774|obs_0000017161|obs_0000003478|obs_0000022055,obs_0000028730|obs_0000018547|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000002394|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000021868|obs_0000017799|obs_0000003478|obs_0000026035|obs_0000022055|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,ref_000085,obs_0000006283|obs_0000008777|obs_0000033975|obs_0000034575|obs_0000028516|obs_0000028630|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000016167|obs_0000020298|obs_0000010117|obs_0000014249|obs_0000018547|obs_0000002394|obs_0000016774|obs_0000017161|obs_0000003478|obs_0000022055,obs_0000028730|obs_0000018547|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000002394|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000021868|obs_0000017799|obs_0000003478|obs_0000026035|obs_0000022055|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630
St Andr,St Andr,"€ 1,99",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_086.jpg,"cat_non_food,diet_vegetarian",,ref_000086,obs_0000006460,,ref_000086,obs_0000006460,
Scharfer Grieche,Scharfer Grieche,"€ 1,49",,"pro Einheit = 1,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_087.jpg,"cat_getraenke,diet_vegetarian",BLS-C136000,ref_000087,obs_0000033762|obs_0000034361,obs_0000033762|obs_0000034361,ref_000087,obs_0000033762|obs_0000034361,obs_0000033762|obs_0000034361
Bio-Friesisch Blue,Backensholzer Hof,"€ 2,49",,"pro Einheit = 3,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,cat_non_food,,ref_000089,,,ref_000089,,
Bio-Quark,Alnatura,"€ 1,79",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",BLS-G520100,ref_000090,obs_0000006447|obs_0000008669|obs_0000034366|obs_0000001925|obs_0000010624|obs_0000027712|obs_0000012798|obs_0000007766,obs_0000006447,ref_000090,obs_0000006447|obs_0000008669|obs_0000034366|obs_0000001925|obs_0000010624|obs_0000027712|obs_0000012798|obs_0000007766,obs_0000006447
Schmand,tegut,"€ 0,99",,"pro Einheit = 1,19",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_091.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000091,obs_0000034373|obs_0000031866|obs_0000003203|obs_0000014489|obs_0000001733|obs_0000009974|obs_0000011034|obs_0000004910|obs_0000001870|obs_0000002418|obs_0000004483|obs_0000004056|obs_0000034793|obs_0000010416|obs_0000031453|obs_0000005914|obs_0000029482|obs_0000001902|obs_0000001486|obs_0000011031|obs_0000012648|obs_0000013207|obs_0000007769|obs_0000006448|obs_0000006451|obs_0000005540,obs_0000034373|obs_0000031866|obs_0000003203|obs_0000014489|obs_0000001733|obs_0000009974|obs_0000011034|obs_0000004910|obs_0000001870|obs_0000002418|obs_0000004483|obs_0000004056|obs_0000034793,ref_000091,obs_0000034373|obs_0000031866|obs_0000003203|obs_0000014489|obs_0000001733|obs_0000009974|obs_0000011034|obs_0000004910|obs_0000001870|obs_0000002418|obs_0000004483|obs_0000004056|obs_0000034793|obs_0000010416|obs_0000031453|obs_0000005914|obs_0000029482|obs_0000001902|obs_0000001486|obs_0000011031|obs_0000012648|obs_0000013207|obs_0000007769|obs_0000006448|obs_0000006451|obs_0000005540,obs_0000034373|obs_0000031866|obs_0000003203|obs_0000014489|obs_0000001733|obs_0000009974|obs_0000011034|obs_0000004910|obs_0000001870|obs_0000002418|obs_0000004483|obs_0000004056|obs_0000034793
Pfirsich oder Original,Yakult,"€ 2,99",,"pro Einheit = 3,69",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_093.jpg,"cat_getraenke,tag_ultra_processed",,ref_000093,obs_0000034364|obs_0000033763|obs_0000028896|obs_0000012223|obs_0000030390|obs_0000008777|obs_0000008906|obs_0000025547|obs_0000017384|obs_0000025705|obs_0000009334|obs_0000033975|obs_0000009525|obs_0000017799|obs_0000026035|obs_0000034561|obs_0000009987|obs_0000034575|obs_0000010117|obs_0000026772|obs_0000026832|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000019505|obs_0000027791|obs_0000020181|obs_0000028429|obs_0000020298|obs_0000028516|obs_0000028630|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000021000|obs_0000021117|obs_0000021430|obs_0000013325|obs_0000021758|obs_0000021868|obs_0000022184|obs_0000014249|obs_0000006283|obs_0000015051|obs_0000031800|obs_0000015502|obs_0000016167,obs_0000034364,ref_000093,obs_0000034364|obs_0000033763|obs_0000028896|obs_0000012223|obs_0000030390|obs_0000008777|obs_0000008906|obs_0000025547|obs_0000017384|obs_0000025705|obs_0000009334|obs_0000033975|obs_0000009525|obs_0000017799|obs_0000026035|obs_0000034561|obs_0000009987|obs_0000034575|obs_0000010117|obs_0000026772|obs_0000026832|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000019505|obs_0000027791|obs_0000020181|obs_0000028429|obs_0000020298|obs_0000028516|obs_0000028630|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000021000|obs_0000021117|obs_0000021430|obs_0000013325|obs_0000021758|obs_0000021868|obs_0000022184|obs_0000014249|obs_0000006283|obs_0000015051|obs_0000031800|obs_0000015502|obs_0000016167,obs_0000034364
Zaziki,Apostels,"€ 0,99",,"pro Einheit = 1,39",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_094.jpg,"cat_non_food,tag_ultra_processed",,ref_000094,obs_0000027685|obs_0000033765|obs_0000034792|obs_0000034577|obs_0000025978|obs_0000020587|obs_0000019789|obs_0000023022|obs_0000025390|obs_0000021406|obs_0000030657|obs_0000028102,obs_0000027685|obs_0000033765|obs_0000034792|obs_0000020587|obs_0000019789|obs_0000023022|obs_0000025390|obs_0000034577|obs_0000025978|obs_0000021406,ref_000094,obs_0000027685|obs_0000033765|obs_0000034792|obs_0000034577|obs_0000025978|obs_0000020587|obs_0000019789|obs_0000023022|obs_0000025390|obs_0000021406|obs_0000030657|obs_0000028102,obs_0000027685|obs_0000033765|obs_0000034792|obs_0000020587|obs_0000019789|obs_0000023022|obs_0000025390|obs_0000034577|obs_0000025978|obs_0000021406
Grilled Chicken Gyros oder Döner,Like,"€ 2,79",,"pro Einheit = 3,29",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_095.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_ultra_processed",,ref_000095,obs_0000034972|obs_0000023578|obs_0000000648|obs_0000001454,,ref_000095,obs_0000034972|obs_0000023578|obs_0000000648|obs_0000001454,
