Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
3-in-1-Tintenstrahl-Multifunktionsdrucker,Canon,"39,99 €",,"UVP
75,00 €",,Nein,,,,images_lidl/lidl_offer_207.jpg
Lade- und Datenkabel,Tronic,"1,49 €",,,,Nein,,,,images_lidl/lidl_offer_208.jpg
"Tablet 10"", LTE",Vale,"79,99 €",,"UVP
149,00 €",,Nein,,,,images_lidl/lidl_offer_209.jpg
Bluetooth-FM-Audio-Transmitter,Tronic,"14,99 €",,"19,99 €",,Nein,,,,images_lidl/lidl_offer_210.jpg
Funktionsshirt Damen,CRIVIT,"7,99 € *",,"9,99 €",,Nein,,,,images_lidl/lidl_offer_211.jpg
Laufschuhe Damen,CRIVIT,"14,99 €",,"21,99 €",,Nein,,,,images_lidl/lidl_offer_212.jpg
Funktionstights,CRIVIT,"7,99 €",,"12,99 €",,Nein,,,,images_lidl/lidl_offer_213.jpg
Laufgürtel/Armtasche,CRIVIT,"1,79 €",,,,Nein,,,,images_lidl/lidl_offer_214.jpg
Laufschuhe Carbonlite 1.0,CRIVIT,"49,99 €",,,,Nein,,,,images_lidl/lidl_offer_215.jpg
Socken,CRIVIT,"1,99 €",,"2,99 €",,Nein,,,,images_lidl/lidl_offer_216.jpg
Socken,CRIVIT,"4,99 €",,,,Nein,,,,images_lidl/lidl_offer_217.jpg
High-Level-Bustier,CRIVIT,"7,99 €",,,,Nein,,,,images_lidl/lidl_offer_218.jpg
Funktionscapri,CRIVIT,"6,99 €",,,,Nein,,,,images_lidl/lidl_offer_219.jpg
Funktionsweste,Crivit,"12,99 €",,,,Nein,,,,images_lidl/lidl_offer_220.jpg
Strickmütze,CRIVIT,"6,99 €",,,,Nein,,,,images_lidl/lidl_offer_221.jpg
Funktionsshirt,CRIVIT,"ab 4,99 €",,,,Nein,,,,images_lidl/lidl_offer_222.jpg
Smartwatch,CRIVIT,"39,99 €",,"69,99 €",,Nein,,,,images_lidl/lidl_offer_223.jpg
