Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Licor 43 Cuarenta y Tres,Keine Marke,"€ 12,99",,"1 l = 18,56","31% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_380.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000104,obs_0000030422|obs_0000007088|obs_0000028285,obs_0000030422|obs_0000028285
Doppio Passo,Keine Marke,"€ 4,99",,"1 l = 6,65","versch. Sorten, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_379.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000105,obs_0000005997|obs_0000007867|obs_0000032447|obs_0000028126,
Tamnavulin Speyside Sherry,Keine Marke,"€ 19,99",,"1 l = 28,56","40% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_378.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000106,,
Campari Bitter Aperitif,Keine Marke,"€ 10,99",,"1 l = 15,70","25% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_377.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000107,obs_0000031671|obs_0000031405|obs_0000032739|obs_0000006895|obs_0000029439|obs_0000011143|obs_0000031400|obs_0000013043,obs_0000006895
Fürst von Metternich Sekt,Keine Marke,"€ 5,79",,"1 l = 7,72","je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_376.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000108,obs_0000030763|obs_0000029768|obs_0000006891|obs_0000032025|obs_0000007461|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,obs_0000030763|obs_0000029768|obs_0000019561|obs_0000024169|obs_0000012437|obs_0000010911|obs_0000023745|obs_0000006891|obs_0000032025|obs_0000007461|obs_0000011590|obs_0000015699|obs_0000008047
Mederano de Freixenet oder Freixenet Mia Wein,Keine Marke,"€ 2,99",,"1 l = 3,99","versch. Sorten, halbtrocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_375.jpg,cat_getraenke,bamberg,,,ref_000109,obs_0000029769|obs_0000007869|obs_0000005450|obs_0000034424|obs_0000010394|obs_0000006548,obs_0000029769
Asbach Uralt Weinbrand,Keine Marke,"€ 9,99",,"1 l = 14,27","36% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_374.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000110,obs_0000030062|obs_0000014259|obs_0000028747|obs_0000025953|obs_0000006560|obs_0000007257|obs_0000007651|obs_0000006014|obs_0000013956|obs_0000012429|obs_0000022175|obs_0000008751|obs_0000011322|obs_0000009922|obs_0000011978|obs_0000017877|obs_0000015064|obs_0000014815|obs_0000010743,obs_0000014259|obs_0000028747|obs_0000025953|obs_0000030062
Amaro,Ramazzotti,"€ 10,49",,"1 l = 14,99","30% Vol. oder Aperitivo Arancia 0,0% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_373.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",bamberg,,BLS-F572100,ref_000111,obs_0000008714|obs_0000024205|obs_0000028837|obs_0000002870|obs_0000018507|obs_0000023775|obs_0000012422|obs_0000013064|obs_0000030757|obs_0000029770|obs_0000008417|obs_0000007906|obs_0000032744|obs_0000010742,obs_0000008714|obs_0000024205|obs_0000028837|obs_0000030757|obs_0000002870|obs_0000029770|obs_0000018507|obs_0000023775|obs_0000007906|obs_0000032744
Champagner Brut Royal,Pommery,"€ 34,99",,"1 l = 46,65","je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_372.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000112,obs_0000024602|obs_0000020095|obs_0000008041|obs_0000021882|obs_0000020914|obs_0000019077|obs_0000023422|obs_0000015932|obs_0000017995|obs_0000019757,obs_0000019077
Glenfiddich Single Malt Scotch Whisky 12J,Keine Marke,"€ 28,99",,"1 l = 41,41","40% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_371.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000113,obs_0000032741|obs_0000007090|obs_0000024920|obs_0000017414|obs_0000021544|obs_0000007258|obs_0000020725|obs_0000007456|obs_0000021815|obs_0000025948|obs_0000016836|obs_0000015919|obs_0000006718|obs_0000020036|obs_0000017533|obs_0000019629|obs_0000015074|obs_0000015075|obs_0000007908|obs_0000019243|obs_0000009008|obs_0000027476|obs_0000016229|obs_0000020855|obs_0000006010|obs_0000019846|obs_0000018845|obs_0000025037,obs_0000007090|obs_0000032741
Jack Daniel s Tennessee Whiskey,Keine Marke,"€ 14,99",,"1 l = 21,41","40% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_370.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000114,obs_0000032446|obs_0000029438|obs_0000032027|obs_0000007454|obs_0000007084|obs_0000028134|obs_0000028331|obs_0000001910,obs_0000028331|obs_0000032446|obs_0000017117|obs_0000029438|obs_0000032027|obs_0000007454|obs_0000016869
Sekt oder Fruchtsecco,Rotkäppchen,"€ 2,49",,"1 l = 3,32","versch. Sorten, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_369.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000115,obs_0000029437|obs_0000029767|obs_0000030392|obs_0000005625|obs_0000005998|obs_0000007078|obs_0000007450|obs_0000007657|obs_0000000122|obs_0000025002|obs_0000025209|obs_0000017436|obs_0000018037|obs_0000026289|obs_0000026425|obs_0000018687|obs_0000002457|obs_0000027487|obs_0000011144|obs_0000011802|obs_0000020626|obs_0000012441|obs_0000012870|obs_0000021445|obs_0000023255|obs_0000015084|obs_0000023384|obs_0000031833|obs_0000015935|obs_0000001810|obs_0000016680|obs_0000024889|obs_0000017456|obs_0000001461|obs_0000026048|obs_0000018465|obs_0000019009|obs_0000010911|obs_0000027358|obs_0000019561|obs_0000011590|obs_0000003634|obs_0000028281|obs_0000012437|obs_0000012694|obs_0000013889|obs_0000022430|obs_0000014644|obs_0000015666|obs_0000015699,obs_0000029437|obs_0000029767|obs_0000030392
Corona Mexican Beer,Keine Marke,"€ 15,99",,"1 l = 2,25","je 20 x 0,35-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_368.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000116,obs_0000031678|obs_0000032737|obs_0000031080,
Jever Pilsener oder Fun,Keine Marke,"€ 11,99",,"1 l = 1,20","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_367.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,tag_ultra_processed",bamberg,,,ref_000117,obs_0000029423|obs_0000030721|obs_0000031083|obs_0000007889|obs_0000011769|obs_0000015085|obs_0000015940|obs_0000008415|obs_0000034091|obs_0000034637|obs_0000026503|obs_0000034836|obs_0000034842|obs_0000035044|obs_0000035045|obs_0000028405|obs_0000028547|obs_0000028664|obs_0000028988|obs_0000013820|obs_0000014011|obs_0000014656|obs_0000015503|obs_0000015939,obs_0000029423|obs_0000030721|obs_0000031083|obs_0000007889
Leikeim Premium Pils,Keine Marke,"€ 10,99",,"1 l = 1,10","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_366.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free",bamberg,,,ref_000118,obs_0000031389|obs_0000028695|obs_0000014397|obs_0000028734|obs_0000012445|obs_0000016561|obs_0000010479|obs_0000026883|obs_0000012662|obs_0000008613|obs_0000010756|obs_0000011146|obs_0000011148|obs_0000027560|obs_0000013350|obs_0000033895|obs_0000027845|obs_0000011594|obs_0000009703|obs_0000013836|obs_0000015938|obs_0000034432|obs_0000028520|obs_0000028575|obs_0000028635|obs_0000008187|obs_0000031079|obs_0000029198|obs_0000031248|obs_0000029243|obs_0000029927|obs_0000026008|obs_0000030395|obs_0000008006|obs_0000030607|obs_0000028759|obs_0000012448|obs_0000016578|obs_0000028878|obs_0000035035|obs_0000028937|obs_0000008467|obs_0000000370|obs_0000004495|obs_0000010755|obs_0000012871|obs_0000027329|obs_0000004922|obs_0000017247|obs_0000031695,obs_0000028734|obs_0000031389|obs_0000011148|obs_0000027560|obs_0000009703
Karlsberg Mixery,Keine Marke,"€ 3,99",,"1 l = 2,02","versch. Sorten, teilw. koffeinhaltig, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_365.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000119,obs_0000029073|obs_0000028179|obs_0000007674|obs_0000032734|obs_0000015093|obs_0000032259|obs_0000031082|obs_0000029424|obs_0000032445,obs_0000029073|obs_0000028179|obs_0000015093|obs_0000007674|obs_0000032734
Radeberger Pilsner,Keine Marke,"€ 11,49",,"1 l = 1,15","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_364.jpg,cat_getraenke,bamberg,,,ref_000120,obs_0000029992|obs_0000015943|obs_0000027852|obs_0000026911|obs_0000031680|obs_0000033919|obs_0000026430|obs_0000030239,obs_0000029992|obs_0000033919
Schneider Weisse Original,Keine Marke,"€ 15,99",,"1 l = 1,60","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_363.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000121,obs_0000029421|obs_0000031077|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630,obs_0000029421
Weißbier oder Brauhaus,Erdinger,"€ 13,99",,"1 l = 1,40","auch alkoholfrei, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_362.jpg,"cat_getraenke,diet_vegetarian",bamberg,,,ref_000122,obs_0000029440|obs_0000015092|obs_0000011368|obs_0000034223|obs_0000028886|obs_0000035037|obs_0000028962|obs_0000028970|obs_0000031388|obs_0000027336|obs_0000031751|obs_0000031911|obs_0000028367,obs_0000029440
Krombacher Pils oder alkoholfrei,Keine Marke,"€ 10,99",,"1 l = 1,10","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_361.jpg,cat_getraenke,bamberg,,,ref_000123,obs_0000030400|obs_0000030556|obs_0000032730|obs_0000029988|obs_0000031078|obs_0000030755|obs_0000032735|obs_0000016578|obs_0000008467|obs_0000000370|obs_0000017247|obs_0000033823|obs_0000034225|obs_0000026062|obs_0000026170|obs_0000034423|obs_0000010120|obs_0000034708|obs_0000010165|obs_0000035035|obs_0000010755|obs_0000027329|obs_0000011150|obs_0000003041|obs_0000019656|obs_0000027944|obs_0000028275|obs_0000028408|obs_0000028500|obs_0000028614|obs_0000004068|obs_0000028759|obs_0000012448|obs_0000028878|obs_0000028937|obs_0000004495|obs_0000012871|obs_0000004922|obs_0000013338|obs_0000013819|obs_0000014202|obs_0000031695|obs_0000031740|obs_0000023756|obs_0000015941|obs_0000024176,obs_0000029988|obs_0000030400|obs_0000030556|obs_0000032730
Bombay Sapphire London Dry Gin,Keine Marke,"€ 16,99",,"1 l = 24,27","40% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_382.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000124,obs_0000016267|obs_0000008342|obs_0000034843|obs_0000017315|obs_0000014631|obs_0000014250|obs_0000016177|obs_0000011573|obs_0000006717|obs_0000012864|obs_0000008385|obs_0000017090|obs_0000013765|obs_0000009168|obs_0000016107|obs_0000010741|obs_0000012420|obs_0000030760|obs_0000006210|obs_0000013385|obs_0000015059|obs_0000011130|obs_0000035048,obs_0000034843|obs_0000017315|obs_0000016177
Vodka,Absolut,"€ 10,99",,"1 l = 15,70","je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_383.jpg,cat_getraenke,bamberg,,BLS-P712000,ref_000125,obs_0000020363|obs_0000012175|obs_0000009883|obs_0000034845|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000028354|obs_0000009420|obs_0000022378|obs_0000034034|obs_0000035049|obs_0000008713|obs_0000012431|obs_0000013474|obs_0000009791|obs_0000008904|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000011132|obs_0000024448|obs_0000003389|obs_0000002273|obs_0000005634|obs_0000019334|obs_0000028940|obs_0000026134|obs_0000013345|obs_0000020001|obs_0000010156|obs_0000014636|obs_0000007087|obs_0000008370|obs_0000005814|obs_0000006212|obs_0000030027|obs_0000006369|obs_0000018913|obs_0000007909|obs_0000006897|obs_0000027000|obs_0000006009|obs_0000029435|obs_0000032135|obs_0000018832|obs_0000026002|obs_0000029083|obs_0000007459,obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000006212|obs_0000008904|obs_0000030027|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000007909|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000011132|obs_0000024448
Havana Club A ejo 3 A os oder Rum Especial,Keine Marke,"€ 10,99",,"1 l = 15,70","37,5% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_384.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000126,obs_0000032478|obs_0000006213|obs_0000026969|obs_0000034638,obs_0000032478
7 Sterne,Metaxa,"€ 13,99",,"1 l = 19,99","40% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_385.jpg,cat_getraenke,bamberg,,,ref_000127,obs_0000028420|obs_0000025381|obs_0000012867|obs_0000011351|obs_0000010295|obs_0000009152|obs_0000009682|obs_0000009200|obs_0000002839|obs_0000002278|obs_0000027887|obs_0000003441|obs_0000000167|obs_0000028133|obs_0000019050|obs_0000017926|obs_0000016280|obs_0000000162|obs_0000016683|obs_0000030643|obs_0000001973|obs_0000035116|obs_0000022261|obs_0000017275|obs_0000017279|obs_0000017781,obs_0000028420|obs_0000025381|obs_0000012867|obs_0000011351|obs_0000028133
Drano Power Gel,Keine Marke,"€ 2,79",,"pro Einheit = 2,79",je 1000-ml-Fl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_407.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000128,obs_0000008899|obs_0000005859|obs_0000016369,
Reiniger,Viss,"€ 1,99",,"1 l = 2,65",je 750-ml-Fl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_406.jpg,cat_drogerie,bamberg,,,ref_000129,obs_0000031762|obs_0000013848|obs_0000025004|obs_0000013362|obs_0000019901|obs_0000026432|obs_0000017601|obs_0000027202|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000003536|obs_0000015954|obs_0000024166|obs_0000012011|obs_0000018411|obs_0000014189|obs_0000033271|obs_0000027513|obs_0000031094|obs_0000015234|obs_0000015113|obs_0000032033|obs_0000033185|obs_0000013477|obs_0000033073|obs_0000034865|obs_0000016583|obs_0000015960|obs_0000027111|obs_0000008302|obs_0000027756|obs_0000001943|obs_0000002840|obs_0000029085|obs_0000029086|obs_0000032031|obs_0000006948|obs_0000005292|obs_0000033074|obs_0000033203|obs_0000006593|obs_0000002247|obs_0000007499|obs_0000033351|obs_0000034992|obs_0000007504|obs_0000032996|obs_0000030064|obs_0000009778,obs_0000031762|obs_0000013848|obs_0000025004|obs_0000013362|obs_0000019901|obs_0000026432|obs_0000017601|obs_0000027202|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000003536|obs_0000015954|obs_0000024166|obs_0000012011|obs_0000018411|obs_0000014189|obs_0000033271|obs_0000027513
Kaffeefiltertüten,Melitta,"€ 1,99",,"pro Einheit = 1,99","1 x 4 naturbraun, je 80-St.-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_405.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000130,,
Fit Spülmittel,Keine Marke,"€ 1,49",,"1 l = 1,99","Original, je 750-ml-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_404.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000131,obs_0000026625|obs_0000033283|obs_0000026922|obs_0000033075|obs_0000033613|obs_0000033493|obs_0000032854|obs_0000027765|obs_0000008823,obs_0000033613|obs_0000027765
Somat Excellence Premium Geschirrreiniger,Keine Marke,"€ 4,99",,"pro Einheit = 0,31",je 16-Tab-Btl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_403.jpg,cat_drogerie,bamberg,,,ref_000132,obs_0000031689|obs_0000031353|obs_0000029049|obs_0000013830|obs_0000011595,obs_0000031689
WC Ente Frische-Siegel Halter,Keine Marke,"€ 1,99",,"1 l = 55,28","Fresh Lime, je 36-ml-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_402.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000133,obs_0000016593|obs_0000006398|obs_0000013641,
Aperitivo,REWE Feine Welt,"€ 5,99",,"1 l = 8,56","17% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_401.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000134,obs_0000013069|obs_0000008990|obs_0000020899|obs_0000003633|obs_0000009522|obs_0000008244|obs_0000021836|obs_0000010091|obs_0000020080|obs_0000003572|obs_0000015485|obs_0000009984|obs_0000002969|obs_0000001820|obs_0000021548|obs_0000031404|obs_0000021817|obs_0000001345|obs_0000006214|obs_0000018389|obs_0000000860|obs_0000007649|obs_0000006003|obs_0000032755|obs_0000011128|obs_0000020729|obs_0000029262|obs_0000000857|obs_0000001269|obs_0000005262,obs_0000013069|obs_0000008990|obs_0000020899|obs_0000003633|obs_0000009522|obs_0000008244|obs_0000021836|obs_0000010091|obs_0000020080|obs_0000003572|obs_0000015485|obs_0000009984
Weinfreunde Edmond de Rothschild,Keine Marke,"€ 7,99",,"1 l = 10,65","trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_400.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000135,obs_0000032268,obs_0000032268
Espresso Martini oder Passionstar Martini,REWE Feine Welt,"€ 6,99",,"1 l = 9,99","15% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_399.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000136,,
Weinfreunde Fogt Grauer Burgunder Qualitätswein,Keine Marke,"€ 6,99",,"1 l = 9,32","trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_398.jpg,cat_getraenke,bamberg,,,ref_000137,obs_0000034725|obs_0000034879|obs_0000014060|obs_0000035029|obs_0000011138|obs_0000008721|obs_0000013843|obs_0000013356|obs_0000014641|obs_0000015923|obs_0000012225|obs_0000011986,
Weißbier,Paulaner,"€ 14,99",,"1 l = 1,50","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_360.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000138,obs_0000031388|obs_0000028962|obs_0000028970|obs_0000031751|obs_0000031911|obs_0000034223|obs_0000027336|obs_0000028367|obs_0000028886|obs_0000035037|obs_0000012695|obs_0000010542|obs_0000013688|obs_0000008097|obs_0000011999|obs_0000010083|obs_0000028019|obs_0000032260|obs_0000015499|obs_0000005647|obs_0000031384|obs_0000029081|obs_0000012447|obs_0000034839|obs_0000027553|obs_0000013351|obs_0000006569|obs_0000030899|obs_0000035046|obs_0000005831|obs_0000032731|obs_0000007677|obs_0000000862|obs_0000030558|obs_0000031617|obs_0000011368|obs_0000015092|obs_0000030399|obs_0000029440|obs_0000029258|obs_0000007888,obs_0000032260|obs_0000031751|obs_0000029081|obs_0000031898|obs_0000031388|obs_0000028962|obs_0000031911|obs_0000028970|obs_0000034223|obs_0000005831|obs_0000027336|obs_0000028367|obs_0000028886|obs_0000007677|obs_0000028797|obs_0000035037
Weinfreunde Miluna Primitivo Salento IGT,Keine Marke,"€ 4,99",,"1 l = 6,65","versch. Sorten, trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_397.jpg,"cat_getraenke,diet_vegetarian",bamberg,,,ref_000139,obs_0000032267,obs_0000032267
Jose Cuervo Especial Silver,Keine Marke,"€ 11,99",,"1 l = 17,13","35% Vol., je 0,7-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_395.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000140,obs_0000015937|obs_0000014346|obs_0000015087|obs_0000035032|obs_0000011993|obs_0000014655,
Weinfreunde Vom Kalkstein,Keine Marke,"€ 3,99",,"1 l = 5,32","versch. Sorten, trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_394.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000141,obs_0000032451,
Baron Philippe de Rothschild Rouge AOC,Keine Marke,"€ 4,99",,"1 l = 6,65","trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_393.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000142,obs_0000032753|obs_0000007866,obs_0000032753
Mucho Mas Rot,Keine Marke,"€ 4,99",,"1 l = 6,65","halbtrocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_392.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000143,obs_0000031732,obs_0000031732
Bree Wein,Keine Marke,"€ 2,99",,"1 l = 3,99","versch. Sorten, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_391.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000144,obs_0000034424|obs_0000006548|obs_0000010394,
