Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Wolf Berner Würstchen,Keine Marke,"€ 2,49",,"1 kg = 9,96","versch. Sorten, je 250-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_019.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-W211200,ref_000247,obs_0000009369|obs_0000009557,
Butter,Landliebe,"€ 1,11",,"1 kg = 4,44",je 250-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_002.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,NUTR-0011,ref_000248,obs_0000024620|obs_0000002676|obs_0000010409|obs_0000026359|obs_0000027517|obs_0000018391|obs_0000000997|obs_0000003591|obs_0000019493|obs_0000031786|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000008456|obs_0000011042|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000021984|obs_0000022502|obs_0000012797|obs_0000003593|obs_0000001554|obs_0000023593|obs_0000027188|obs_0000018431|obs_0000018490|obs_0000018502|obs_0000016977|obs_0000023640|obs_0000007771|obs_0000017501|obs_0000025201|obs_0000018556|obs_0000021127|obs_0000000141|obs_0000020622|obs_0000025744|obs_0000000669|obs_0000007329|obs_0000009892|obs_0000000170,obs_0000003591|obs_0000019493|obs_0000031786|obs_0000024620|obs_0000003636|obs_0000002620|obs_0000000107|obs_0000002676|obs_0000010409|obs_0000034970|obs_0000003267|obs_0000011467|obs_0000018644|obs_0000005333|obs_0000026359|obs_0000008456|obs_0000011042|obs_0000013125|obs_0000018772|obs_0000008556|obs_0000009075|obs_0000027517|obs_0000001425|obs_0000027049|obs_0000017835|obs_0000018391|obs_0000021984|obs_0000000997|obs_0000022502|obs_0000012797
Galbani Mascarpone,Keine Marke,"€ 4,49",,"1 kg = 8,98","80% Fett i.Tr., je 500-g-Becher",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_012.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_whole_food",bamberg,,,ref_000249,obs_0000030468|obs_0000032470|obs_0000000537|obs_0000024230|obs_0000009005|obs_0000025138|obs_0000022400|obs_0000013771|obs_0000011479|obs_0000022623|obs_0000018039|obs_0000023808,obs_0000030468|obs_0000009005|obs_0000032470
Berger Käsekrainer oder Debrecziner,Keine Marke,"€ 1,29",,"pro Einheit = 1,29",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_101.jpg,"cat_getraenke,diet_lactose_free,sub_kaese,tag_ultra_processed",bamberg,,,ref_000250,obs_0000029809|obs_0000032594|obs_0000030459|obs_0000006862|obs_0000027546|obs_0000005788,obs_0000029809|obs_0000032594
Kräuter-Tube Vegan,Meggle,"€ 1,49",,"1 l = 18,63",je 80-ml-Tube,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_049.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,,ref_000251,obs_0000025968|obs_0000032311|obs_0000032049|obs_0000012814|obs_0000000636|obs_0000002274|obs_0000009967|obs_0000002843|obs_0000009506|obs_0000011054|obs_0000034623|obs_0000001352|obs_0000013754,obs_0000032311|obs_0000032049
Wiltmann Salami,Keine Marke,"€ 1,29",,"1 kg = 16,13","versch. Sorten, je 80-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_047.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000252,obs_0000007240|obs_0000032369|obs_0000005239|obs_0000030892|obs_0000007432|obs_0000029476|obs_0000029549|obs_0000006872|obs_0000005975|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000010234,obs_0000007240|obs_0000032369|obs_0000005239|obs_0000030892|obs_0000011010|obs_0000007432|obs_0000029476|obs_0000029549
Mousse au Chocolat,REWE Beste Wahl,"€ 0,49",,"1 kg = 6,53",je 75-g-Becher,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_045.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,BLS-Y871363,ref_000253,obs_0000024622|obs_0000002144|obs_0000020652|obs_0000001241|obs_0000002317|obs_0000025433|obs_0000021471|obs_0000001096|obs_0000034905|obs_0000004880|obs_0000002857|obs_0000000346|obs_0000004453|obs_0000004026|obs_0000034878|obs_0000032489|obs_0000004689|obs_0000004262|obs_0000000221|obs_0000003835|obs_0000031599|obs_0000024440|obs_0000024022|obs_0000019981|obs_0000015380|obs_0000017492|obs_0000016658|obs_0000018773|obs_0000024444|obs_0000024017|obs_0000024558,obs_0000024622|obs_0000034878|obs_0000002144|obs_0000020652|obs_0000001241|obs_0000002317|obs_0000025433|obs_0000021471
Deutsche See Lachsfilet,Keine Marke,"€ 4,99",,"1 kg = 19,96","mit Haut, praktisch grätenfrei, je 250-g-Schale",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_042.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000254,obs_0000030540|obs_0000029555|obs_0000029559|obs_0000031269|obs_0000030272|obs_0000029287|obs_0000030968|obs_0000030495|obs_0000030014|obs_0000030632|obs_0000031809|obs_0000028347|obs_0000008391|obs_0000014208|obs_0000010175|obs_0000034280,obs_0000030540|obs_0000029555
Lamm-Keule,Keine Marke,"€ 1,29",,"pro Einheit = 1,29","mit Knochen, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_041.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U727100,ref_000255,obs_0000032570,obs_0000032570
Tartex Soo Cremig Abendbrotaufstrich,Keine Marke,"€ 1,99",,"1 kg = 14,21","Avocado, je 140-g-Glas",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_033.jpg,"cat_sonstiges,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000256,obs_0000030016|obs_0000028383,obs_0000030016|obs_0000028383
G ramont Weichkäse,Keine Marke,"€ 2,22",,"1 kg = 11,10",je 200-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_102.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000257,obs_0000022418|obs_0000010262|obs_0000018456|obs_0000028718|obs_0000023373|obs_0000009810|obs_0000023007|obs_0000017509|obs_0000028005|obs_0000009341|obs_0000012800,obs_0000022418|obs_0000018456|obs_0000017509|obs_0000028005|obs_0000012800
Fol Epi Classic,Keine Marke,"€ 1,49",,"1 kg = 9,93","frz. Schnittkäse, je 150-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_104.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000258,obs_0000029106|obs_0000032210|obs_0000007159|obs_0000006286|obs_0000025668|obs_0000028751|obs_0000001628|obs_0000001643|obs_0000020596|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000021415|obs_0000031658,obs_0000001643|obs_0000026884|obs_0000031658|obs_0000029106|obs_0000032210
Frisches Puten-Innenbrustfilet,REWE Regional,"€ 5,79",,"1 kg = 14,48","Hkl. A, ganz oder geschnitten, je 400-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_176.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000259,obs_0000029564|obs_0000029225|obs_0000029288|obs_0000025964|obs_0000031638|obs_0000030630|obs_0000005622,obs_0000032588|obs_0000029564|obs_0000029115|obs_0000030190
Butcher s Hähnchen-Spiesse,Keine Marke,"€ 13,33",,"pro Einheit = 13,33","in Joghurt Knoblauch Marinade, SB-verpackt, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_175.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_proteinreich,tag_whole_food",bamberg,,,ref_000260,,
Würzige Ziege,REWE Feine Welt,"€ 3,49",,"1 kg = 23,27",je 150-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_174.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg,,,ref_000261,obs_0000032585,obs_0000032585
Houdek Kabanos,Keine Marke,"€ 1,79",,"1 kg = 11,93","versch. Sorten, je 150-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_173.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000262,obs_0000006189|obs_0000032560|obs_0000006873|obs_0000029807|obs_0000030820|obs_0000011011|obs_0000012778|obs_0000016109|obs_0000030519|obs_0000031478,obs_0000011011|obs_0000006189|obs_0000032560|obs_0000006873|obs_0000012778|obs_0000016109|obs_0000029807
Appenzeller kräftig-würzig,Keine Marke,"€ 2,29",,"pro Einheit = 2,29","Schweizer Hartkäse, mind. 48% Fett i.Tr., je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_172.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000263,obs_0000012811|obs_0000011051|obs_0000009221|obs_0000008102|obs_0000028620|obs_0000028506|obs_0000009701|obs_0000031242|obs_0000013070|obs_0000015395|obs_0000015815|obs_0000011897|obs_0000011483|obs_0000034288,obs_0000012811|obs_0000011051
Frisches Maishähnchen,REWE Feine Welt,"€ 7,77",,"pro Einheit = 7,77","Hkl. A, SB-verpackt, je 1-kg-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_170.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000264,obs_0000031210|obs_0000028791|obs_0000029186|obs_0000030539|obs_0000029561|obs_0000030625|obs_0000029664,obs_0000030539|obs_0000029561|obs_0000030625|obs_0000029664|obs_0000031210
Le Gruy re AOP,REWE Feine Welt,"€ 3,49",,"1 kg = 23,27","Schweizer Hartkäse, 11 Monate höhlengereift, je 150-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_169.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000265,obs_0000032358|obs_0000014958|obs_0000011895|obs_0000015816|obs_0000005347|obs_0000024573|obs_0000030587,obs_0000032358|obs_0000014958|obs_0000011895|obs_0000015816
Violife Pizza Mix,Keine Marke,"€ 1,99",,"1 kg = 13,27","gerieben, je 150-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_168.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,sub_tk_pizza,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000266,obs_0000030877|obs_0000024700|obs_0000010530|obs_0000023186|obs_0000013341|obs_0000025810|obs_0000005867,obs_0000030877
Frz Baguette- oder Ring-Salami,Aoste,"€ 2,29",,"pro Einheit = 2,29",je 100-g-,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_167.jpg,"cat_molkerei_kaese,sub_wurst,tag_ultra_processed",bamberg,,,ref_000267,obs_0000030490|obs_0000029145|obs_0000032069|obs_0000011018|obs_0000029716|obs_0000012827|obs_0000007723|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000006255|obs_0000028273|obs_0000007301|obs_0000005781|obs_0000003239|obs_0000023205|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000008956|obs_0000011010|obs_0000025355|obs_0000026898|obs_0000013087|obs_0000017184|obs_0000007987|obs_0000014164|obs_0000025934|obs_0000008039|obs_0000012656|obs_0000016755|obs_0000034176|obs_0000028548|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000017375|obs_0000031198|obs_0000028665|obs_0000010234,obs_0000030490|obs_0000029145
Rinder-Hackfleisch,Keine Marke,"€ 13,99",,"pro Einheit = 13,99","XXL Family Pack, je 1000-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_166.jpg,"cat_molkerei_kaese,sub_hackfleisch,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,BLS-U010100,ref_000268,obs_0000002149|obs_0000026223|obs_0000027280|obs_0000029904|obs_0000029964|obs_0000026901|obs_0000031541|obs_0000032583|obs_0000026471|obs_0000031208|obs_0000019685|obs_0000022571|obs_0000001083|obs_0000029295|obs_0000000646|obs_0000029879|obs_0000030444|obs_0000000826|obs_0000030536|obs_0000030574|obs_0000030626|obs_0000030194|obs_0000034323|obs_0000011423|obs_0000033726,obs_0000002149|obs_0000026223|obs_0000027280|obs_0000029904|obs_0000019685|obs_0000029964|obs_0000026901|obs_0000031541|obs_0000032583|obs_0000026471|obs_0000031208
Der scharfe oder freche Maxx,Keine Marke,"€ 2,79",,"pro Einheit = 2,79","Schweizer Schnittkäse, mind. 58% Fett i.Tr., je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_165.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000269,obs_0000029836|obs_0000006632|obs_0000010095,obs_0000029836|obs_0000006632
Schweine-Bratwurst,REWE Regional,"€ 2,22",,"1 kg = 11,10","fein, je 200-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_164.jpg,"cat_molkerei_kaese,diet_vegan,sub_schwein,sub_wurst,tag_whole_food",bamberg,,BLS-U065100,ref_000270,obs_0000028609|obs_0000006701|obs_0000026247|obs_0000030880|obs_0000006539|obs_0000007634,obs_0000028609|obs_0000031195
Prosciutto Cotto Alle Erbe,REWE Feine Welt,"€ 2,79",,"1 kg = 31,00",je 90-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_163.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich,tag_ultra_processed",bamberg,,,ref_000271,obs_0000027656|obs_0000000528|obs_0000015759|obs_0000026521|obs_0000012287,
Schweine-Minutenbauch,REWE Regional,"€ 4,99",,"1 kg = 9,98",je 500-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_162.jpg,"cat_molkerei_kaese,diet_vegan,sub_schwein,tag_whole_food",bamberg,,BLS-U57B100,ref_000272,obs_0000031693|obs_0000031209|obs_0000031238|obs_0000030878|obs_0000029878,obs_0000030878|obs_0000029878|obs_0000031693|obs_0000031209
Sorpresa con Tartufo,REWE Feine Welt,"€ 2,49",,"1 kg = 31,13",je 80-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_161.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000273,,
Salame Milano,REWE Feine Welt,"€ 2,49",,"1 kg = 31,13",je 80-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_160.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_wurst",bamberg,,,ref_000274,obs_0000001215|obs_0000000200|obs_0000031527,obs_0000001215|obs_0000000200|obs_0000028237
Wiesenhof Bruzzzler Minis,Keine Marke,"€ 3,49",,"1 kg = 9,97",je 350-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_159.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000275,obs_0000019480|obs_0000015901|obs_0000025627|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527,
Knack Back Fertigteig Croissants,Keine Marke,"€ 1,69",,"1 kg = 7,04",je 240-g-Dose,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_158.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000276,obs_0000032371|obs_0000032352|obs_0000014850|obs_0000012818|obs_0000014026|obs_0000015824|obs_0000026592|obs_0000016615|obs_0000011761,obs_0000032371
Peyrigoux oder Rochebaron,Keine Marke,"€ 2,69",,"pro Einheit = 2,69","frz. Weichkäse, versch. Sorten, je 100-g-",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_157.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000277,obs_0000030545|obs_0000034783,
Wildlachs,Meine Lieblinge,"€ 3,29",,"1 kg = 41,13",je 80-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_156.jpg,"cat_molkerei_kaese,diet_lactose_free,tag_high_protein,tag_proteinreich",bamberg,,BLS-T417100,ref_000278,obs_0000034185|obs_0000035105|obs_0000034983|obs_0000015835|obs_0000034803|obs_0000032386|obs_0000031888|obs_0000031505|obs_0000032314|obs_0000028479|obs_0000022985|obs_0000029542|obs_0000024583|obs_0000007816|obs_0000005771|obs_0000006322|obs_0000006668|obs_0000031988|obs_0000032376,obs_0000034939|obs_0000032314|obs_0000033739|obs_0000029542
Butcher s Wagyu Beef Burger Patties,Keine Marke,"€ 4,99",,"1 kg = 21,70",je 230-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_177.jpg,"cat_molkerei_kaese,diet_vegetarian",bamberg,,,ref_000279,obs_0000031211|obs_0000029185|obs_0000030883|obs_0000029227|obs_0000031545|obs_0000029289|obs_0000030955|obs_0000012821|obs_0000033864,obs_0000031211
Lammhaxe in Rotweinsauce,REWE Feine Welt,"€ 7,99",,"1 kg = 17,76",je 450-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_179.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000280,obs_0000032592|obs_0000010142,obs_0000032592
Ochsen-Bäckchen,REWE Feine Welt,"€ 6,66",,"1 kg = 17,53","in Rotweinsauce, je 380-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_180.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_whole_food",bamberg,,,ref_000281,obs_0000031690|obs_0000028447|obs_0000032593,obs_0000031690|obs_0000032593
Frisches Puten-Geschnetzeltes,REWE Regional,"€ 5,99",,"1 kg = 14,98",je 400-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_181.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000282,obs_0000029225|obs_0000005622|obs_0000028894|obs_0000020502|obs_0000021321|obs_0000026974|obs_0000024939|obs_0000002930|obs_0000001909|obs_0000026522|obs_0000018360|obs_0000029177|obs_0000029288|obs_0000034930|obs_0000002276|obs_0000004876|obs_0000004449|obs_0000025964|obs_0000003472|obs_0000031638|obs_0000030630|obs_0000004022,obs_0000029225|obs_0000031535|obs_0000005622|obs_0000029177
Cremefine 100 Pflanzlich,Rama,"€ 0,99",,"1 l = 4,95",je 200-ml-Becher,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_202.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese",bamberg,,,ref_000283,obs_0000031979|obs_0000025616|obs_0000016932|obs_0000010343|obs_0000008854|obs_0000028895|obs_0000023003|obs_0000017373|obs_0000005183,obs_0000031979
G ramont Scheiben mit Skyr,Keine Marke,"€ 2,22",,"1 kg = 14,80",je 150-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_201.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000284,obs_0000028831|obs_0000020750|obs_0000004473|obs_0000025059|obs_0000002541|obs_0000004900|obs_0000021569|obs_0000017572|obs_0000003453|obs_0000001901|obs_0000004046,
Bauer Der Große Bauer,Keine Marke,"€ 0,49",,"1 kg = 2,18","Stracciatella, je 225-g-Becher",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_198.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000285,obs_0000032366|obs_0000002725|obs_0000032201|obs_0000000067|obs_0000014832|obs_0000011774|obs_0000030119,obs_0000032366|obs_0000002725|obs_0000032201
