Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
PARKSIDE®,Herren-Thermo-Langarmshirt,6.99,6.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_038.jpg
PARKSIDE®,Herren-Arbeitsjacke gefüttert,19.99,19.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_039.jpg
PARKSIDE PERFORMANCE®,Softshell-Arbeitsjacke,19.99,19.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_040.jpg
PARKSIDE®,Herren-Hoodie,12.99,12.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_041.jpg
PARKSIDE®,Herren-Fleecejacke,12.99,12.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_042.jpg
PARKSIDE®,Herren-Steppweste,9.99,9.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_043.jpg
PARKSIDE PERFORMANCE®,Herren-Jeans,16.99,16.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_044.jpg
PARKSIDE PERFORMANCE®,Herren-Arbeitslatzhose,19.99,19.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_045.jpg
PARKSIDE PERFORMANCE®,Herren-Arbeitsbundhose,17.99,17.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_046.jpg
DREAM@HOME,Feinbiber-Spannbettlaken ca. 90 - 100 x 200 cm,7.99,7.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_047.jpg
DREAM@HOME,Feinbiber-Spannbettlaken ca. 140 - 160 x 200 cm,9.99,9.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_048.jpg
DREAM@HOME,Feinbiber-Spannbettlaken ca. 180 - 200 x 200 cm,11.99,11.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_049.jpg
PERSIL,Voll- oder Colorwaschmittel,15.99,18.99,pro Anwendung = 0.20 - 0.40) / (pro Anwendung = 0.19 - 0.38)**,,Nein,Dieses Angebot findest du vom 02.02. bis 04.02. in deiner Kaufland-Filiale.,2026-02-02,2026-02-04,images_kaufland/kaufland_offer_051.jpg
EATLEAN,Käse,2.22,,1 kg = 11.10 - 12.34) / (1 kg = 9.95 - 11.06)**,,Nein,Dieses Angebot findest du vom 02.02. bis 04.02. in deiner Kaufland-Filiale.,2026-02-02,2026-02-04,images_kaufland/kaufland_offer_052.jpg
MILKA,Küchlein,1.99,2.99,1 kg = 11.38 - 14.22) / (1 kg = 9.09 - 11.36)**,,Nein,Dieses Angebot findest du vom 02.02. bis 04.02. in deiner Kaufland-Filiale.,2026-02-02,2026-02-04,images_kaufland/kaufland_offer_053.jpg
,Dtsch. Möhren,"0.99
*",,1 kg = 0.50,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_054.jpg
,"Span. Saftorangen, Saftmandarinen, Saftblutorangen oder Saftgrapefruit rot",2.49,2.99,1 kg = 1.66,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_057.jpg
,Span./griech. Erdbeeren,2.99,3.49,1 kg = 5.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_058.jpg
,Ital. Tafeläpfel,1.79,2.29,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_060.jpg
,"Chin. Ingwer, lose",3.99,5.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_061.jpg
,Ital. Lauchzwiebeln,0.49,0.69,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_062.jpg
,Span. Bio-Rispentomaten,1.79,2.29,1 kg = 3.58,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_063.jpg
,Frühlingsstrauß,"6.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_064.jpg
,Blumenbouquet,"19.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_065.jpg
,Frühlings-Beiwerk oder Tulpen,"1.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_066.jpg
,Blühpflanzen,"2.22
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_067.jpg
,Zimmerpflanzen,"4.44
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_070.jpg
,Katzengras im Pappbecher,"2.49
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_072.jpg
,Tulpenstrauß,"5.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_075.jpg
,Südafrik. Passionsfrucht,2.49,3.29,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_078.jpg
,"Türk. Granatapfel XXL, lose",2.49,3.79,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_080.jpg
,Ital. Bio-Babyspinat oder Bio-Rucola,0.99,1.29,1 kg = 9.90,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_082.jpg
,Dtsch. Speisekartoffeln XXL,"1.99
*",,1 kg = 0.40,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_084.jpg
,"Poln./kroat. Kulturchampignons, weiß",1.00,1.49,1 kg = 4.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_085.jpg
K-PURLAND,Original Thüringer Rostbratwurst roh,2.39,2.99,1 kg = 5.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_086.jpg
K-PURLAND,Eisbein XXL,"2.99
*",,"entspr. z. B. für eine 2,2-kg-Packg. 6.58",,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_087.jpg
K-PURLAND,Schweinebauch mit Knochen,5.99,8.29,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_088.jpg
K-PURLAND,"Kasseler Schälrippchen, vom Schwein, geräuchert",5.69,7.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_089.jpg
GUSTOPUR Schnelle Küche,Kasseler-Sauerkrautpfanne,"3.99
*",,1 kg = 7.26,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_090.jpg
K-PURLAND,Schlemmerbraten aus dem Schweinenacken,"6.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_091.jpg
K-PURLAND Schnelle Küche,Geschnetzeltes vom Schwein Asia Art,"3.33
*",,1 kg = 6.66,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_092.jpg
K-BIO,Bioland Schweineschnitzel,17.95,,entspr. z. B. für eine 250-g-Packg. 4.49,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_093.jpg
K-PURLAND,Grillrippe Arizona Style,6.29,8.49,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_094.jpg
K-PURLAND,Rinderrouladen XXL,"16.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_095.jpg
K-PURLAND,Beef Brisket,13.99,,"entspr. z. B. für eine 1,3-kg-Packg. 18.19",,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_096.jpg
K-PURLAND,Rinderhackfleisch,5.29,,1 kg = 10.58,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_097.jpg
K-FAVOURITES,US-Beef-Burger vom amerikan. Angusrind,"3.79
*",,1 kg = 15.16,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_098.jpg
K-PURLAND,Hähnchenflügel,2.39,,1 kg = 4.35,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_099.jpg
,Junge poln. Ente,"4.49
*",,"entspr. z. B. für ein 2,5-kg-Stück 11.23",,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_100.jpg
,Chicken-Nuggets XXL,"4.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_101.jpg
,Hähnchen-Taschen XXL,"6.49
*",,1 kg = 9.02,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_102.jpg
K-PURLAND,Hähnchen-Schenkel,3.99,5.29,1 kg = 3.63,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_103.jpg
K-PURLAND,Hähnchenbrustfilet- Teilstücke XXL,7.77,9.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_104.jpg
METZGERLAND,Neuseeländ. Hirschsteak,"21.95
*",,entspr. z. B. für eine 250-g-Packg. 5.49,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_105.jpg
K-PURLAND,Gulasch gemischt,4.79,5.45,1 kg = 9.58,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_106.jpg
GUTFRIED,Corned Turkey,1.49,1.79,1 kg = 14.90,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_107.jpg
WILTMANN,Bio-Fleischkäse oder Bio-Geflügel-Lyoner,1.69,2.49,1 kg = 21.13,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_108.jpg
WIESENHOF,Geflügelwurst,1.00,1.49,1 kg = 10.00 - 12.50,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_109.jpg
K-CLASSIC,Wiener Würstchen,2.49,2.99,1 kg = 6.23,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_110.jpg
LANGEWIESCHE,Krustenschinken,2.22,,1 kg = 12.34,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_111.jpg
K-CLASSIC,Bacon-Scheiben,0.99,1.29,1 kg = 9.90,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_113.jpg
REINERT,Schinken-Nuggetz,2.00,,1 kg = 13.34,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_114.jpg
BIFI,"Original, Roll oder Chicken High Protein",1.89,,1 kg = 14.00 - 18.90,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_116.jpg
JACK LINK'S,Beef Jerky,2.99,4.69,1 kg = 49.84,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_117.jpg
FERDI FUCHS,Mini-Würstchen,1.00,1.69,1 kg = 7.70 - 20.84,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_118.jpg
MEICA,Trueman's,2.99,,Abtropfgewicht 350 g (1 kg = 8.55,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_119.jpg
K-WERTSCHÄTZE,Schweinefilet,13.50,17.90,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_120.jpg
K-WERTSCHÄTZE,"Knödelbraten aus dem Schweinenacken, gefüllt","8.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_121.jpg
K-WERTSCHÄTZE,Rinder-Roastbeef,26.90,,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_122.jpg
K-WERTSCHÄTZE,Rinderschmorbraten aus der Keule des Jungbullen,17.90,21.90,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_123.jpg
Aus eigener Herstellung,Bockwurst,0.88,1.49,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_124.jpg
NEUBURGER,Neuburger,1.99,2.59,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_125.jpg
STEINHAUS,Krustenbraten,1.78,2.59,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_126.jpg
Aus eigener Herstellung,Delikatess-Leberwurst,0.88,,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_127.jpg
MOSER,Südtiroler Speck g. g. A.,1.99,2.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_128.jpg
,Jamón Serrano,1.99,2.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_129.jpg
Lammkeule,mit Knochen,18.90,21.90,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_130.jpg
FISH & SEAFOOD,Norw. Lachsfilet,"14.99
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_131.jpg
