Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market
Patros Natur,Keine Marke,"€ 2,22",,"1 kg = 12,33","Weichkäse, je 180-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_001.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Farmers Snack Cucina Walnusskerne,Keine Marke,"€ 4,99",,"1 kg = 14,26",je 350-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_197.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Monti Mini Magdalenas,Keine Marke,"€ 2,29",,"1 kg = 7,63","versch. Sorten, je 300-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_196.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Bahlsen Comtess Kuchen,Keine Marke,"€ 1,79",,"1 kg = 5,11","versch. Sorten, je 350-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_195.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Lindt Lindor,Keine Marke,"€ 4,29",,"1 kg = 28,60","Milch, je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_194.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Kit Kat,Nestl,"€ 1,79",,"1 kg = 10,78","je 4 x 41,5-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_193.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg
Mars Celebrations,Keine Marke,"€ 2,99",,"1 kg = 16,08",je 186-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_192.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Seeberger Studentenfutter,Keine Marke,"€ 1,99",,"1 kg = 13,27",je 150-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_198.jpg,"cat_knabbern_naschen,diet_vegetarian",bamberg
Lay s Chips,Keine Marke,"€ 1,11",,"1 kg = 7,40","gesalzen, je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_191.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Oro di Parma italienische Tomaten,Keine Marke,"€ 1,29",,"1 kg = 3,23","Stückig, je 400-g-Dose",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_189.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_gemuese,tag_whole_food",bamberg
Fix Air Fryer Knusper-Hähnchen,Maggi,"€ 0,49",,"1 kg = 12,56","Paprika & Knoblauch, je 39-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_188.jpg,"cat_grundnahrung,sub_gefluegel,tag_ultra_processed",bamberg
Just Spices Kartoffel Allrounder,Keine Marke,"€ 2,99",,"1 kg = 49,83",je 60-g-Dose,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_187.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg
Sauce Pur,Knorr,"€ 1,49",,"1 kg = 13,30","Sauce zu Braten, je 4 x 28-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_186.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg
6 Frische Eier aus Bodenhaltung,REWE Beste Wahl,"€ 1,39",,Kein Mengenpreis,je 6-St.-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_185.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian",bamberg
Süße Mahlzeit Grießbrei,Dr Oetker,"€ 0,99",,"1 kg = 10,76",je 92-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_184.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg
Naturals,Lorenz,"€ 1,59",,"1 kg = 16,74","Rosmarin, je 95-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_190.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Surig Essigessenz,Keine Marke,"€ 1,11",,"1 kg = 2,78",je 400-g-Fl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_183.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Loacker Waffeln,Keine Marke,"€ 1,49",,"1 kg = 11,04","versch. Sorten, je 135-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_199.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg
Schulte Kaffeekränze,Keine Marke,"€ 1,99",,"1 kg = 6,63",je 300-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_201.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Bayreuther Hell,Keine Marke,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_215.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Brauspezialitäten,Mönchshof,"€ 12,99",,"1 l = 1,30","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_214.jpg,"cat_getraenke,tag_ultra_processed",bamberg
Awake,Hella,"€ 0,89",,"1 l = 1,19","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_213.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",bamberg
Near Water,Hella,"€ 0,89",,"1 l = 0,59","versch. Sorten, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_212.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg
Frankenbrunnen Medium Lemon oder Brombeere,Keine Marke,"€ 0,59",,"1 l = 0,79","je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_211.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Bad Brückenauer Mineralwasser,Keine Marke,"€ 5,49",,"1 l = 0,61","versch. Sorten, je 12 x 0,75-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_210.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg
Fonzies Mais-Snack mit Käse,Keine Marke,"€ 1,29",,"1 kg = 12,90",je 100-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_200.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg
oder Coca-Cola Zero Friendspack,Coca-Cola,"€ 5,99",,"1 l = 1,82","koffeinhaltig, je 10 x 0,33-l-Dosen-Pckg, zzgl. 2,50 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_209.jpg,cat_getraenke,bamberg
Powerade,Keine Marke,"€ 0,99",,"1 l = 1,98","versch. Sorten, je 0,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_207.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Coca-Cola,Coca-Cola,"€ 1,59",,"1 l = 0,80","koffeinhaltig, versch. Sorten, je 2-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_206.jpg,cat_getraenke,bamberg
Saft,Hohes C,"€ 1,79",,Kein Mengenpreis,"versch. Sorten, ausgenommen 100% Orangensäfte, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_205.jpg,cat_getraenke,bamberg
Doritos Nacho Cheese,Keine Marke,"€ 1,11",,"1 kg = 10,09",je 110-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_204.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Farmers Snack Datteln,Keine Marke,"€ 4,99",,"1 kg = 9,98","naturbelassen, je 500-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_203.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Laugencracker,Lorenz,"€ 1,59",,"1 kg = 10,60",je 150-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_202.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg
Residenz Quelle Mineralwasser,Keine Marke,"€ 5,49",,"1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_208.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg
Krombacher Pils oder alkoholfrei,Keine Marke,"€ 11,49",,"1 l = 1,15","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_216.jpg,cat_getraenke,bamberg
Leimer Croutons,Keine Marke,"€ 0,99",,"1 kg = 9,90","versch. Sorten, je 100-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_182.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Just Spices Hähnchen Allrounder,Keine Marke,"€ 2,99",,"1 kg = 37,85",je 79-g-Dose,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_179.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg
Vitalis Schoko Müsli,Dr Oetker,"€ 2,49",,"1 kg = 5,53","Klassisch, je 450-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_160.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg
Gold,Jacobs,"€ 6,99",,"1 kg = 34,95","löslicher Bohnenkaffee, je 200-g-Glas",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_159.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Dallmayr Crema d Oro,Keine Marke,"€ 14,99",,Kein Mengenpreis,"ganze Bohnen, je 1000-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_158.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Dallmayr Kaffee Classic,Keine Marke,"€ 7,49",,"1 kg = 14,98","gemahlener Bohnenkaffee, je 500-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_157.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Latte Espresso oder Macchiato,ja,"€ 0,75",,"1 l = 3,00","koffeinhaltig, je 250-ml-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_156.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg
Dressing,ja,"€ 0,99",,"1 l = 3,96","versch. Sorten, je 250-ml-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_155.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Toastbrötchen,Harry,"€ 1,39",,"1 kg = 4,15","Weizen, je 335-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_161.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg
Frischer XXL Pizzateig,ja,"€ 1,29",,"1 kg = 2,35",je 550-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_154.jpg,cat_grundnahrung,bamberg
Party-Nüsse,ja,"€ 1,19",,"1 kg = 5,95","Paprika, je 200-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_152.jpg,cat_non_food,bamberg
Küchenmesser 2 Stück,ja,"€ 1,99",,Kein Mengenpreis,je Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_151.jpg,cat_non_food,bamberg
