Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market
Complete Organics Kimchi,Keine Marke,"€ 3,99",,"1 kg = 16,63","versch. Sorten, je 240-g-Glas",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_124.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Meal to go,Alpro,"€ 2,99",,"1 l = 5,98","versch. Sorten, je 500-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_123.jpg,"cat_getraenke,diet_vegan,diet_vegetarian",bamberg
Burgis Knödelinos,Keine Marke,"€ 1,79",,"1 kg = 4,77",je 375-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_122.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Saftschinken,Herta,"€ 1,69",,"1 kg = 16,90",je 100-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_120.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Knacki,Herta,"€ 1,69",,"1 kg = 8,05",je 210-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_119.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",bamberg
Settele Hochzeitssuppe oder Grießknödel,Keine Marke,"€ 1,99",,"1 kg = 7,96",je 250-g-Schale,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_126.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Paula Schoko-Pudding,Dr Oetker,"€ 1,69",,"1 kg = 3,38",je 4 x 125-g-Becher-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_116.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg
Noel Chorizo Paprikasalami,Keine Marke,"€ 1,59",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_115.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_fertiggerichte,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg
Patros Leicht,Keine Marke,"€ 2,22",,"1 kg = 14,80","Weichkäse, je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_114.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Cremefine 100 Pflanzlich,Rama,"€ 0,99",,"1 l = 4,95",je 200-ml-Becher,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_113.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese",bamberg
St Mang Rubius Allgäuer Weichkäse,Keine Marke,"€ 1,99",,"1 kg = 11,06",je 180-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_112.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg
Bauer Butterkäse,Keine Marke,"€ 0,89",,Kein Mengenpreis,"halbf. Schnittkäse, 45% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_111.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg
Bergader Bergbauern Käse würzig-nussig,Keine Marke,"€ 1,69",,Kein Mengenpreis,"Schnittkäse, 48% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_117.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg
Rügenwalder Vegane Pommersche,Keine Marke,"€ 1,59",,"1 kg = 12,72","fein, je 125-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_110.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed,tag_whole_food",bamberg
Popp Feinster Fleischsalat,Keine Marke,"€ 1,29",,"1 kg = 6,45","versch. Sorten, je 200-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_127.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg
Vitasafe Ananasstücke oder Früchtemix,Keine Marke,"€ 2,29",,"1 kg = 6,94",je 330-g-Becher,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_129.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Vivera Veganes Schnitzel,Keine Marke,"€ 2,29",,"1 kg = 11,45","Hähnchen Art, je 200-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_073.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed,tag_whole_food",bamberg
McCain 1-2-3 Frites Original,Keine Marke,"€ 1,59",,"1 kg = 1,57","tiefgefroren, je 1013-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_142.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed,tag_whole_food",bamberg
Big City Salami,Wagner,"€ 1,99",,"1 kg = 4,80","tiefgefroren, je 415-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_141.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg
Costa Pacific Prawns,Keine Marke,"€ 5,99",,"1 kg = 27,86","versch. Sorten, tiefgefroren, je 215-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_140.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg
McCain Frites Deluxe,Keine Marke,"€ 1,59",,"1 kg = 2,65","tiefgefroren, je 600-g-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_139.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Coppenrath Wiese Lust auf Kuchen Erdbeer Cheesecake,Keine Marke,"€ 3,79",,"1 kg = 6,89","tiefgefroren, je 550-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_138.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
True Fruits Shot,Keine Marke,"€ 1,99",,"1 l = 20,10","versch. Sorten, je 99-ml-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_128.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Langnese Flutschfinger,Keine Marke,"€ 2,49",,"1 l = 4,86",je 512-ml-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_137.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_tk_eis,tag_ultra_processed",bamberg
Bourbon Vanille,Langnese Cremissimo,"€ 1,79",,"1 l = 1,99",je 900-ml-Becher,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_135.jpg,"cat_tiefkuehl,sub_fleischersatz,sub_tk_eis,sub_tk_fertiggerichte,tag_high_protein",bamberg
Die Backfrische Mozzarella,Wagner,"€ 1,99",,"1 kg = 5,69","tiefgefroren, je 350-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_134.jpg,"cat_tiefkuehl,sub_kaese,sub_milchprodukte,sub_tk_pizza,tag_ultra_processed",bamberg
Melonen-Mix,Keine Marke,"€ 2,39",,"1 kg = 7,97",je 300-g-Schale,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_133.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Karottini,Keine Marke,"€ 0,79",,"1 kg = 3,16",je 250-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_132.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Kokosnuss Stücke,Keine Marke,"€ 1,39",,"1 kg = 13,90",je 100-g-Schale,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_131.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Burgis Sonntagsknödel,Keine Marke,"€ 1,79",,"1 kg = 3,58",je 500-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_130.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Rahm-Spinat,Iglo,"€ 1,99",,"1 kg = 2,65","tiefgefroren, je 750-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_136.jpg,cat_tiefkuehl,bamberg
Strohschwein-Lachsbraten,Keine Marke,"€ 0,99",,Kein Mengenpreis,"ohne Knochen, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_109.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",bamberg
Erdnuss Buddha Bulgur-Bowl oder Korea Veggie Reis-Bowl,Keine Marke,"€ 5,79",,"1 kg = 13,79",je 420-g-Schale,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_125.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Lysell Feinmarinaden,Keine Marke,"€ 1,69",,"1 kg = 13,52","versch. Sorten, je 125-g-Dose",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Chocomel,Keine Marke,"€ 1,49",,Kein Mengenpreis,"Kakaogetränk, je 1-l-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_087.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg
Mozzarella Sticks,Rotkäppchen,"€ 2,49",,"1 kg = 16,60",je 150-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_086.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg
Beyond Meat Burger,Keine Marke,"€ 3,19",,"1 kg = 14,12",je 226-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_085.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
High Protein Skyr,Ehrmann,"€ 1,49",,"1 kg = 3,31","versch. Sorten, je 450-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_083.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_high_protein,tag_proteinreich",bamberg
Wojnar Obazda,Keine Marke,"€ 1,79",,"1 kg = 11,93",je 150-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_082.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Butcher s Angus Irish Beef oder Beef Rindfleisch Burger Patties,Keine Marke,"€ 4,44",,"1 kg = 19,30",je 230-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_090.jpg,"cat_molkerei_kaese,sub_rind,tag_proteinreich",bamberg
Zum Dorfkrug Grütze oder Pudding,Keine Marke,"€ 1,79",,"1 kg = 4,77","versch. Sorten, je 375-g-Glas",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_081.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",bamberg
Frankenland,Keine Marke,"€ 1,19",,Kein Mengenpreis,"H-Milch 3,5% Fett oder Frischmilch 1,5% Fett, je 1-l-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_079.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Frischer Flammkuchenteig,Tante Fanny,"€ 1,49",,"1 kg = 5,73",je 260-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_078.jpg,"cat_molkerei_kaese,tag_ultra_processed",bamberg
Allgäuer Hof-Milch Käsescheiben,Keine Marke,"€ 1,49",,"1 kg = 14,90","versch. Sorten, je 100-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_077.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg
Sternenfair Haltbare Milch,Keine Marke,"€ 1,29",,Kein Mengenpreis,"1,5/3,5% Fett, je 1-l-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_076.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,sub_tk_gemuese,tag_high_protein,tag_whole_food",bamberg
Echt Franken Fränkischer Rahmjoghurt,Keine Marke,"€ 2,49",,Kein Mengenpreis,"10% Fett, je 1000-g-Eimer",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_108.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg
Allgäuer Hof-Milch Reibekäse,Keine Marke,"€ 1,79",,"1 kg = 11,93","versch. Sorten, je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_075.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg
Violife Vioblock zum Streichen Kochen Backen,Keine Marke,"€ 1,79",,"1 kg = 7,16","100% Vegan, je 250-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_080.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Bayrischer Schweine Backleberkäse,REWE Regional,"€ 4,44",,"1 kg = 8,88","roh, in der Schale, zum Selberbacken, je 500-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_091.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_schwein,sub_wurst,tag_whole_food",bamberg
Müritzer Scheiben,Milram,"€ 1,39",,"1 kg = 9,27","Schnittkäse, 55% Fett i.Tr., je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_089.jpg,cat_molkerei_kaese,bamberg
Frisches Enten-Brustfilet,Keine Marke,"€ 17,90",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_101.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg
Rinder-Beinscheiben,REWE Regional,"€ 12,90",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_105.jpg,"cat_molkerei_kaese,diet_vegan,sub_rind,tag_proteinreich,tag_whole_food",bamberg
Frisches Puten-Geschnetzeltes,REWE Regional,"€ 5,55",,"1 kg = 13,88",je 400-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_104.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,sub_rind,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg
Kasseler- Minuten-Lachs,Keine Marke,"€ 4,44",,"1 kg = 11,10","in Scheiben, je 400-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_103.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg
Frische Kaninchen,Keine Marke,"€ 12,90",,Kein Mengenpreis,"mit Kopf und Nieren, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_102.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food",bamberg
Tannenhof Gekochtes Mett,Keine Marke,"€ 1,29",,Kein Mengenpreis,"in Gelee, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_092.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Frische Hähnchen-Minutenschnitzel,REWE Regional,"€ 5,55",,"1 kg = 13,88","natur oder mariniert, je 400-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_100.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_schwein,tag_whole_food",bamberg
Frische Enten-Schenkel,Keine Marke,"€ 12,90",,Kein Mengenpreis,"mit Haut, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_099.jpg,"cat_molkerei_kaese,sub_gefluegel,tag_whole_food",bamberg
Hackfleisch gemischt,Keine Marke,"€ 8,99",,Kein Mengenpreis,"vom Rind und Schwein, Family Pack, je 1000-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_098.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed",bamberg
Schiller GQB Strohschwein Backleberkäse,Keine Marke,"€ 1,11",,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_097.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Westland Old Amsterdam,Keine Marke,"€ 1,69",,Kein Mengenpreis,"holl. Hartkäse, 48% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_096.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Schiller Wacholder-Schinken,Keine Marke,"€ 1,79",,Kein Mengenpreis,"zart-saftig und edelrauchig, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_095.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Knack Back Fertigteig Croissants,Keine Marke,"€ 1,69",,"1 kg = 7,04",je 240-g-Dose,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_094.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",bamberg
Wildlachs,Meine Lieblinge,"€ 3,29",,"1 kg = 41,13",je 80-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_093.jpg,"cat_molkerei_kaese,diet_lactose_free,tag_high_protein,tag_proteinreich",bamberg
Ferdi Fuchs Geflügel Mini-Würstchen,Keine Marke,"€ 2,19",,"1 kg = 8,76",je 250-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_106.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_gefluegel,sub_wurst,tag_ultra_processed",bamberg
Frischer Quiche- und Tarteteig,Tante Fanny,"€ 1,49",,"1 kg = 4,97",je 300-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_107.jpg,cat_molkerei_kaese,bamberg
Weisskohl geschnitten,Keine Marke,"€ 0,99",,"1 kg = 3,30",je 300-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_085.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad
Natur Radler,Gösser,"€ 0,99",,"1 l = 1,98","je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_127.jpg,"cat_getraenke,diet_vegetarian",immenstaad
Heineken Premium Beer oder akoholfrei,Keine Marke,"€ 4,99",,"1 l = 2,52","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_128.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",immenstaad
Krombacher oder alkoholfrei,Keine Marke,"€ 3,99",,"1 l = 2,02","versch. Sorten, teilw. koffeinhaltig, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_129.jpg,cat_getraenke,immenstaad
Weißbier oder alkoholfrei,Paulaner,"€ 4,49",,"1 l = 2,27","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_130.jpg,cat_getraenke,immenstaad
Peroni Nastro Azzurro oder alkoholfrei,Keine Marke,"€ 4,99",,"1 l = 2,52","je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_131.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",immenstaad
Kalbs-Bäckchen,Keine Marke,"€ 2,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_031.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,tag_ultra_processed,tag_whole_food",immenstaad
Landbauern Rind Steakhüfte,Keine Marke,"€ 2,99",,Kein Mengenpreis,"am Stück oder in Scheiben, Haltungsform 3, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_032.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,tag_whole_food",immenstaad
Allgäuer Emmentaler g U 1827,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Hartkäse, mind. 45% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_033.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_whole_food",immenstaad
Landbauern Rind Hackfleisch,Keine Marke,"€ 1,55",,Kein Mengenpreis,"Haltungsform 3, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_035.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",immenstaad
Schweine-Käseröllchen,Keine Marke,"€ 1,11",,Kein Mengenpreis,"versch. Sorten, Haltungsform 2, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_036.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_ultra_processed,tag_whole_food",immenstaad
Bio Mini Cherry Rispentomaten,Keine Marke,"€ 1,69",,"1 kg = 6,76","Kl. II, je 250-g-Schale",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",immenstaad
Landbauern Hähnchen Hähnchenbrustfilet,Keine Marke,"€ 1,33",,Kein Mengenpreis,"Haltungsform 3, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_037.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
