Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Mini Cherry Rispentomaten,Keine Marke,"€ 2,79",,"1 kg = 13,95 €","»Delizioso«, Kl. I, je 200-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000187,obs_0000027256|obs_0000027331|obs_0000028268|obs_0000029045|obs_0000027403|obs_0000027715|obs_0000027941|obs_0000029087|obs_0000027333|obs_0000028387|obs_0000027772|obs_0000028596|obs_0000028695|obs_0000028741|obs_0000029088|obs_0000029979|obs_0000007733|obs_0000012522|obs_0000024202|obs_0000025540|obs_0000026054|obs_0000027717|obs_0000000876|obs_0000010378|obs_0000011774|obs_0000014741|obs_0000016055|obs_0000016653|obs_0000024151|obs_0000024316|obs_0000025266|obs_0000025431,obs_0000007908|obs_0000008871|obs_0000009334|obs_0000024292|obs_0000024921|obs_0000027256|obs_0000027331|obs_0000027403|obs_0000027715|obs_0000027941|obs_0000028268|obs_0000029045|obs_0000029087
Erdbeeren,Keine Marke,"€ 3,49",,"1 kg = 8,73 €","»Calinda«, Kl. I, je 400-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,BLS-F301100,ref_000188,obs_0000025546|obs_0000027621|obs_0000028691|obs_0000028744|obs_0000029042|obs_0000029976|obs_0000000875|obs_0000021444|obs_0000011679|obs_0000010835|obs_0000014242|obs_0000031257|obs_0000031864|obs_0000028555|obs_0000005473|obs_0000005869|obs_0000005878,obs_0000000875|obs_0000011804|obs_0000021444|obs_0000025546|obs_0000027621|obs_0000028691|obs_0000028744|obs_0000029042|obs_0000029976
Rinderbraten oder Gulasch,Keine Marke,"€ 1,99",,Kein Mengenpreis,"aus der Schulter, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_034.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,BLS-Y161212,ref_000189,obs_0000027311|obs_0000028227|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000000702|obs_0000000888|obs_0000001197|obs_0000008584|obs_0000008923|obs_0000009016|obs_0000026628|obs_0000026742|obs_0000031401,obs_0000027311|obs_0000028227
Strohschwein-Krustenbraten,Keine Marke,"€ 0,88",,Kein Mengenpreis,"aus der Schulter, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_033.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",bamberg,,ref_000190,obs_0000028226|obs_0000028915|obs_0000014305,obs_0000028226|obs_0000028915
Hintere Kalbshaxe,Keine Marke,"€ 1,89",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_032.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,,ref_000191,,
Lactalis Tortenbrie,Keine Marke,"€ 0,89",,Kein Mengenpreis,"frz. Weichkäse, 50% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_030.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000192,obs_0000031221,
Südtiroler Merano Speck g g A,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 100-g-,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_029.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",bamberg,,ref_000193,obs_0000027270|obs_0000000040|obs_0000003564|obs_0000009335|obs_0000021338|obs_0000021696|obs_0000032264,obs_0000027270
Schiller GQB Strohschwein Schwarzgeräuchertes,Keine Marke,"€ 1,79",,Kein Mengenpreis,"roh, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_028.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,ref_000194,obs_0000027314|obs_0000028220|obs_0000026444|obs_0000027683|obs_0000027685|obs_0000027919|obs_0000027935|obs_0000027997|obs_0000028670|obs_0000028960|obs_0000030061|obs_0000027246|obs_0000028326|obs_0000030035,obs_0000026444|obs_0000027314|obs_0000028220
Rinderfilet,Keine Marke,"€ 5,55",,Kein Mengenpreis,"am Stück oder in Scheiben, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_027.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,sub_rind,sub_tk_fertiggerichte,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,ref_000195,obs_0000028959|obs_0000009175|obs_0000010891|obs_0000016690|obs_0000026978|obs_0000018249|obs_0000007942|obs_0000001010|obs_0000001731|obs_0000013435,obs_0000009175|obs_0000010891|obs_0000016690|obs_0000026978|obs_0000028959
Freilandkräuter,Keine Marke,"€ 1,99",,Kein Mengenpreis,"versch. Sorten, je 1-Topf",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kraeuter,sub_milchprodukte,tag_whole_food",bamberg,,ref_000196,obs_0000028956,obs_0000028956
Chicor e,Keine Marke,"€ 1,49",,"1 kg = 2,98 €","Kl. I, je 500-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,BLS-G101100,ref_000197,obs_0000031577|obs_0000010423|obs_0000011686,obs_0000008519|obs_0000012760|obs_0000031577
Bananen,Keine Marke,"€ 1,79",,Kein Mengenpreis,"Ursprung: siehe Etikett, je 1-kg-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,NUTR-0008,ref_000198,obs_0000027263|obs_0000029193|obs_0000029524|obs_0000029649|obs_0000008524|obs_0000024456|obs_0000024619|obs_0000025178|obs_0000025863|obs_0000026896|obs_0000029339|obs_0000028958|obs_0000000375|obs_0000001629|obs_0000003862|obs_0000004289|obs_0000004716|obs_0000005666|obs_0000021439|obs_0000022214|obs_0000025524|obs_0000029268|obs_0000006407|obs_0000006581|obs_0000006767|obs_0000010415|obs_0000010832|obs_0000012100|obs_0000011265|obs_0000013408|obs_0000004901|obs_0000005096|obs_0000005290|obs_0000005314|obs_0000005475|obs_0000005497|obs_0000005859,obs_0000008524|obs_0000024456|obs_0000024619|obs_0000025178|obs_0000025863|obs_0000026896|obs_0000027263|obs_0000028079|obs_0000028958|obs_0000029193|obs_0000029339|obs_0000029524|obs_0000029649
Orangen,Keine Marke,"€ 2,49",,"1 kg = 1,66 €","Sorte: siehe Etikett, Kl. I, je 1,5-kg-Netz",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,BLS-F603100,ref_000199,obs_0000008201|obs_0000008423|obs_0000008762|obs_0000009233|obs_0000009610|obs_0000012886|obs_0000014982|obs_0000015530|obs_0000017644|obs_0000020431|obs_0000023119|obs_0000024681|obs_0000025482|obs_0000025985|obs_0000026175|obs_0000026183|obs_0000027258|obs_0000027404|obs_0000027719|obs_0000027950|obs_0000028692|obs_0000028954|obs_0000029523|obs_0000029787|obs_0000022988|obs_0000023895|obs_0000010422|obs_0000012188|obs_0000013402|obs_0000013835|obs_0000014236|obs_0000024293|obs_0000027718|obs_0000028070|obs_0000028247|obs_0000006972|obs_0000009967|obs_0000011654|obs_0000029416|obs_0000001301|obs_0000009630|obs_0000011208|obs_0000014735|obs_0000023552|obs_0000025883|obs_0000031180|obs_0000031318|obs_0000031398|obs_0000031484|obs_0000031779,obs_0000008201|obs_0000008423|obs_0000008762|obs_0000009233|obs_0000009610|obs_0000012886|obs_0000014982|obs_0000015530|obs_0000017644|obs_0000020431|obs_0000022988|obs_0000023119|obs_0000023895|obs_0000024293|obs_0000024681|obs_0000025482|obs_0000025985|obs_0000026175|obs_0000026183|obs_0000027258|obs_0000027404|obs_0000027718|obs_0000027719|obs_0000027722|obs_0000027947|obs_0000027950|obs_0000028070|obs_0000028247|obs_0000028569|obs_0000028692|obs_0000028954|obs_0000029523|obs_0000029787
Kernlose Tafeltrauben,Keine Marke,"€ 4,99",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,ref_000200,obs_0000027249|obs_0000027713|obs_0000007973|obs_0000008156|obs_0000008211|obs_0000009657|obs_0000009758|obs_0000012613|obs_0000026462|obs_0000026962|obs_0000029337|obs_0000008238|obs_0000009070|obs_0000026848,obs_0000027249|obs_0000027713
Dunkle Pflaumen,Keine Marke,"€ 2,99",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,ref_000201,obs_0000028696|obs_0000008513|obs_0000025374,obs_0000028696
Rote Tafeläpfel,Keine Marke,"€ 2,29",,Kein Mengenpreis,"»Cripps Pink«, Kl. I, je 1 / 1-kg-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,ref_000202,obs_0000027260|obs_0000027610|obs_0000027721|obs_0000027839|obs_0000028071|obs_0000028217|obs_0000029090|obs_0000029234|obs_0000028946|obs_0000029041|obs_0000029791|obs_0000005490|obs_0000026691|obs_0000026811,obs_0000008832|obs_0000009293|obs_0000027260|obs_0000027610|obs_0000027721|obs_0000027839|obs_0000028071|obs_0000028217|obs_0000029090|obs_0000029234
Bio Putenschnitzel,Keine Marke,"€ 2,99",,Kein Mengenpreis,"natur, aus dem Putenbrustfilet, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_036.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_gefluegel,tag_whole_food",bamberg,,ref_000203,obs_0000031770|obs_0000032212|obs_0000026469|obs_0000026710|obs_0000026833|obs_0000028916|obs_0000029988|obs_0000002647|obs_0000003367,obs_0000026469|obs_0000026710|obs_0000026833|obs_0000027768|obs_0000028348|obs_0000028916|obs_0000029988|obs_0000031770|obs_0000032212
Houdek Knabber Kabanos to go,Keine Marke,"€ 1,49",,"1 kg = 18,63 €","versch. Sorten, je 80-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_073.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000204,obs_0000028646|obs_0000006319|obs_0000027934|obs_0000029038|obs_0000030024|obs_0000000616|obs_0000005975|obs_0000010457|obs_0000012224|obs_0000014634,obs_0000028646
Citterio Parmaschinken,Keine Marke,"€ 3,49",,Kein Mengenpreis,"luftgetrocknet, 18 Monate gereift, mild-würzig, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_031.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000205,obs_0000015283|obs_0000016203|obs_0000029332,
Wolf Wurstsalat,Keine Marke,"€ 3,49",,"1 kg = 8,73 €","versch. Sorten, je 2 x 200-g-Schale",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_075.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000206,,
Meica Curry King,Keine Marke,"€ 1,79",,"1 kg = 8,14 €",je 220-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_126.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000207,obs_0000027281|obs_0000011237|obs_0000013050|obs_0000014358|obs_0000018442|obs_0000019066|obs_0000019885|obs_0000021512|obs_0000023190|obs_0000029271|obs_0000016978|obs_0000020940,obs_0000027281
Tiroler Blütenkäse,REWE Feine Welt,"€ 3,59",,"1 kg = 17,95 €",je 200-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_125.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,sub_kaese,sub_milchprodukte,sub_schwein",bamberg,,ref_000208,,
Stracciatella di Burrata,REWE Feine Welt,"€ 1,89",,"1 kg = 12,60 €",je 150-g-Becher,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_124.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg,,ref_000209,obs_0000018083|obs_0000006067|obs_0000000530|obs_0000000144|obs_0000004775|obs_0000021705|obs_0000010475|obs_0000004348|obs_0000002834|obs_0000007451|obs_0000003921|obs_0000000420|obs_0000014328,obs_0000018083
Burrata di Bufala,REWE Feine Welt,"€ 1,89",,"1 kg = 15,12 €","je 280-g-Becher, 125 g Abtropfgewicht",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_123.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte",bamberg,,ref_000210,obs_0000028712|obs_0000029841|obs_0000018083|obs_0000006067|obs_0000000530|obs_0000000144|obs_0000004775|obs_0000021705|obs_0000010475|obs_0000004348|obs_0000002834|obs_0000007451|obs_0000003921|obs_0000000420|obs_0000014328,
Gutfried Hähnchen-Fleischwurst,Keine Marke,"€ 2,99",,"1 kg = 8,54 €","würzig-frisch, je 350-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_122.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,ref_000211,obs_0000028611|obs_0000029838|obs_0000028612|obs_0000029812|obs_0000026670|obs_0000026787|obs_0000008317|obs_0000011309|obs_0000013453|obs_0000025891|obs_0000031936,obs_0000028611|obs_0000029838
Gutfried Geflügel-Fleischwurst,Keine Marke,"€ 2,99",,"1 kg = 7,48 €","fein-würzig, je 400-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_121.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_wurst,tag_ultra_processed",bamberg,,ref_000212,obs_0000028612|obs_0000029812|obs_0000028392|obs_0000028611|obs_0000029015|obs_0000029426|obs_0000029838|obs_0000001539|obs_0000001554|obs_0000001576|obs_0000001598|obs_0000025765|obs_0000017939|obs_0000023586|obs_0000008317|obs_0000011309|obs_0000013453|obs_0000025891|obs_0000031936,obs_0000028612|obs_0000029812
Burgis Bayerischer Knödelteig oder Rohe Klöße,Keine Marke,"€ 1,79",,"1 kg = 2,39 €",je 750-g-Btl.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_127.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln",bamberg,,ref_000213,obs_0000029253,
Snack It Salami,Keine Marke,"€ 1,49",,"1 kg = 18,63 €","Classic, je 80-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_120.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000214,obs_0000021088|obs_0000021352|obs_0000031832|obs_0000002071|obs_0000002397|obs_0000002743|obs_0000003025|obs_0000003093|obs_0000005567|obs_0000007433|obs_0000007485|obs_0000007871|obs_0000009680|obs_0000009762|obs_0000010456|obs_0000013349|obs_0000013457|obs_0000014218|obs_0000014853|obs_0000015127|obs_0000015280|obs_0000015709|obs_0000015900|obs_0000016223|obs_0000017329|obs_0000017555|obs_0000018191|obs_0000018932|obs_0000019751|obs_0000021730|obs_0000023482|obs_0000023929|obs_0000024061|obs_0000025025|obs_0000026400|obs_0000031640,
Käserebellen Bio Sennerei Bergkäse,Keine Marke,"€ 1,79",,Kein Mengenpreis,"Hartkäse, 4 Monate gereift, 50% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_118.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,ref_000215,obs_0000031222|obs_0000008212|obs_0000014618|obs_0000021342|obs_0000021356|obs_0000031435,
Rinder-Carpaccio,REWE Feine Welt,"€ 2,99",,"1 kg = 24,92 €",je 120-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_117.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_whole_food",bamberg,BLS-Y867112,ref_000216,obs_0000006881|obs_0000030078,
Snack It Kabanos,Keine Marke,"€ 1,49",,"1 kg = 12,42 €","Chicken, je 120-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_116.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000217,obs_0000028678|obs_0000010457|obs_0000012224|obs_0000013349|obs_0000014218|obs_0000014634|obs_0000016223|obs_0000017329|obs_0000023929,
Neuburger,Keine Marke,"€ 1,79",,Kein Mengenpreis,"österreichische Spezialität, je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_115.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000218,obs_0000027110|obs_0000027285|obs_0000029539|obs_0000029829|obs_0000013455|obs_0000014300|obs_0000028961,obs_0000013455|obs_0000014300|obs_0000027110|obs_0000027285|obs_0000029539|obs_0000029829
Ermitage Elsässer Winzerkäse,Keine Marke,"€ 1,89",,Kein Mengenpreis,"frz. Weichkäse, mind. 50% Fett i.Tr., je 100-g-",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_114.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed",bamberg,,ref_000219,obs_0000006251|obs_0000031440,
Zott Zottarella,Keine Marke,"€ 1,99",,"1 kg = 9,95 €","je 330-g-Btl., 200 g Abtropfgewicht",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_113.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_ultra_processed,tag_whole_food",bamberg,,ref_000220,obs_0000027999,obs_0000027999
Lachsrückenfilet,REWE Feine Welt,"€ 3,59",,"1 kg = 28,72 €",je 125-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_119.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,ref_000221,obs_0000001829|obs_0000002573|obs_0000002224,obs_0000001829|obs_0000002573|obs_0000002224
Homann Nudel- oder Pellkartoffelsalat,Keine Marke,"€ 1,79",,"1 kg = 4,48 €",je 400-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_128.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,ref_000222,obs_0000027968|obs_0000028978|obs_0000029529|obs_0000029653|obs_0000029844,obs_0000027968|obs_0000028978|obs_0000029529|obs_0000029653|obs_0000029844
Mungobohnen keimlinge,Keine Marke,"€ 0,99",,"1 kg = 4,95 €",je 200-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_129.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,ref_000223,obs_0000029047,obs_0000029047
Fruchtmix,Keine Marke,"€ 1,59",,"1 kg = 10,60 €",je 150-g-Schale,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_130.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,BLS-S361000,ref_000224,obs_0000027700|obs_0000029194|obs_0000026133|obs_0000008243|obs_0000008759|obs_0000009229,obs_0000027700|obs_0000029194
Körniger Bio-Frischkäse,Andechser Natur,"€ 1,49",,"1 kg = 7,45 €",je 200-g-Becher,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_074.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte",bamberg,,ref_000225,obs_0000000666|obs_0000031457|obs_0000029371|obs_0000024689|obs_0000008721|obs_0000016962|obs_0000009185|obs_0000001493|obs_0000002117|obs_0000002229|obs_0000003040|obs_0000020636|obs_0000007757|obs_0000028315|obs_0000010080|obs_0000018489|obs_0000010923|obs_0000028302|obs_0000028985|obs_0000021106|obs_0000022295|obs_0000022719|obs_0000016419|obs_0000016568|obs_0000024802|obs_0000000519|obs_0000017161|obs_0000017193|obs_0000009042|obs_0000009494|obs_0000026020|obs_0000017887|obs_0000026429|obs_0000018246|obs_0000018668|obs_0000002737|obs_0000019487|obs_0000003267|obs_0000020674|obs_0000020775|obs_0000020837|obs_0000021129|obs_0000022511|obs_0000022932|obs_0000023386|obs_0000015471|obs_0000016007|obs_0000016038,obs_0000024689|obs_0000008721|obs_0000016962|obs_0000000666|obs_0000009185|obs_0000002117|obs_0000002229|obs_0000003040|obs_0000020636|obs_0000031457|obs_0000007757
Ristorante Pizza Spinaci,Dr Oetker,"€ 1,99",,"1 kg = 5,10 €","tiefgefroren, je 390-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_145.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg,,ref_000226,obs_0000031848|obs_0000016230|obs_0000012261|obs_0000010751|obs_0000018444|obs_0000000038|obs_0000024858|obs_0000015162|obs_0000009677|obs_0000003558|obs_0000027112|obs_0000027832|obs_0000028976|obs_0000005653|obs_0000021711|obs_0000009976|obs_0000023937,
Coppenrath Wiese Unsere Goldstücke 7 Roggenbrötchen,Keine Marke,"€ 2,22",,"1 kg = 4,53 €","tiefgefroren, je 490-g-Btl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_144.jpg,"cat_tiefkuehl,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000227,obs_0000028977|obs_0000029856|obs_0000006841|obs_0000028972|obs_0000029851|obs_0000030098|obs_0000028293|obs_0000028295|obs_0000030108|obs_0000005555|obs_0000010372|obs_0000012128|obs_0000013379|obs_0000005282,obs_0000028293|obs_0000028972|obs_0000028977|obs_0000029851|obs_0000029856|obs_0000030098
Coppenrath Wiese Cafeteria fein sahnig Schwarzwälder Kirsch,Keine Marke,"€ 3,49",,"1 kg = 6,98 €","tiefgefroren, je 500-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_143.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_sahne_creme,tag_ultra_processed",bamberg,,ref_000228,obs_0000028945|obs_0000030104|obs_0000028944|obs_0000030095|obs_0000004995|obs_0000012120,obs_0000028945|obs_0000030104
Gustavo Gusto Pizza Amore Napoli Rucola,Keine Marke,"€ 2,99",,"1 kg = 8,93 €","tiefgefroren, je 335-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_142.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_pizza,tag_ultra_processed",bamberg,,ref_000229,obs_0000027148|obs_0000027288|obs_0000013492|obs_0000001660|obs_0000028269|obs_0000029136|obs_0000001300,obs_0000027148|obs_0000027288
Garten Bio Erbsen,Demeter,"€ 1,99",,"1 kg = 4,42 €","tiefgefroren, je 450-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_141.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000230,obs_0000027038|obs_0000026340,
