Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
K-PURLAND,Roastbeef vom Jungbullen,"€ 19,98",,"pro Einheit = 17,99","vom Jungbullen, am Stück, zart und gereift",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_091.jpg,"cat_fleisch_wurst,sub_rind,tag_high_protein,tag_proteinreich",,,ref_000398,obs_0000015351|obs_0000010590|obs_0000012760|obs_0000014912|obs_0000013445|obs_0000013854|obs_0000011844|obs_0000012293|obs_0000012294|obs_0000026669|obs_0000014473|obs_0000014474|obs_0000027671|obs_0000013364|obs_0000026295|obs_0000018768|obs_0000017571|obs_0000032493,obs_0000015351
FRANCOIS DULAC,Rot- oder Ros wein,"€ 2,99","€ 3,99","pro Einheit = 2,99","Frankreich, z. B. Rotwein: rund, weiche Tannine mit würziger Note, passt zu rotem Fleisch, Wurst und Käse",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_363.jpg,cat_getraenke,,,ref_000399,obs_0000020495|obs_0000021314|obs_0000021814|obs_0000007981|obs_0000008300|obs_0000034424|obs_0000010394|obs_0000019755|obs_0000006548,
Keine Marke,Rote Bete gekocht,"€ 0,89","€ 1,29","1 kg = 1,78",,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_059.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,BLS-G613132,ref_000400,obs_0000001276|obs_0000022850,
KÜHNE,Rotkohl oder Apfelrotkohl,"€ 1,29",,"pro Einheit = 1,99",fein abgeschmeckt,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_220.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000401,obs_0000015675|obs_0000010276|obs_0000014089|obs_0000008361|obs_0000025112|obs_0000018484|obs_0000028337|obs_0000029844|obs_0000014145|obs_0000031561|obs_0000031653|obs_0000032521,obs_0000015675
NIKE,Rucksack,"€ 17,99","€ 30,00","pro Einheit = 17,99",Aus Polyester Fassungsvermögen ca. 22 l Größe ca. B 31 x H 46 x T 13 cm,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_491.jpg,"cat_non_food,tag_ultra_processed",,,ref_000402,obs_0000015199|obs_0000011256|obs_0000013861|obs_0000014782|obs_0000010317|obs_0000012628|obs_0000014171|obs_0000013023|obs_0000024767|obs_0000016087|obs_0000001379|obs_0000023055,obs_0000013861|obs_0000014782|obs_0000010317|obs_0000012628|obs_0000014171|obs_0000015199|obs_0000013023|obs_0000011256
NEWCENTIAL,Rucksacküberzug,"€ 3,99",,"pro Einheit = 3,99",Aus Polyester Wasserabweisend dank PU-Beschichtung Mit reflektierenden Deko-Elementen (3M Scotchlit Halt durch Elastikband auf der Rückseite 3 Jahre Garantie Für Rucksäcke von 15 bis 35 l,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_562.jpg,"cat_non_food,tag_ultra_processed",,,ref_000403,,
ORIGINAL WAGNER,Rustipani Ofenbrot oder Airfryer Snack,"€ 1,79","€ 2,19","1 kg = 9,18 - 10,53",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_191.jpg,"cat_tiefkuehl,sub_tk_pizza,tag_ultra_processed",,,ref_000404,obs_0000012816|obs_0000015401|obs_0000011326|obs_0000008715|obs_0000021583|obs_0000021709|obs_0000028395|obs_0000020764|obs_0000025802|obs_0000017698|obs_0000015693|obs_0000018804|obs_0000014824,obs_0000012816|obs_0000015401|obs_0000011326
K-FAVOURITES,Röschen-Trilogie,"€ 1,59","€ 1,99","1 kg = 2,12","Blumenkohl, Broccoli und Romanesco",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_188.jpg,cat_tiefkuehl,,,ref_000405,,
K-CLASSIC,Sahnepudding,"€ 1,39",,"1 kg = 2,78",Vanille oder Schokolade,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_150.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,BLS-Y869143,ref_000406,obs_0000020772|obs_0000031130|obs_0000031713|obs_0000021591|obs_0000011462|obs_0000021849|obs_0000010129|obs_0000029475|obs_0000023381|obs_0000029659|obs_0000032349|obs_0000013995,obs_0000020772|obs_0000031130|obs_0000031713|obs_0000021591|obs_0000011462|obs_0000021849|obs_0000010129
K-GOLD EDITION,Salame Milano,"€ 1,59","€ 1,99","1 kg = 15,90",ital. luftgetrocknete Salami,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_116.jpg,"cat_fleisch_wurst,sub_milchprodukte,sub_wurst,tag_ultra_processed",,,ref_000407,obs_0000001215|obs_0000000200|obs_0000031527,obs_0000001215|obs_0000000200|obs_0000028237
WILTMANN,Salami,"€ 1,11",,"1 kg = 13,88 - 22,20",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_117.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,BLS-W149300,ref_000408,obs_0000011010|obs_0000002611|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000031198|obs_0000017375|obs_0000010234|obs_0000012289|obs_0000028742|obs_0000033878|obs_0000034518|obs_0000008966|obs_0000010600|obs_0000015247|obs_0000008158|obs_0000014318|obs_0000034974|obs_0000013826|obs_0000026626|obs_0000015369|obs_0000002574|obs_0000016914|obs_0000030229|obs_0000006681|obs_0000006181|obs_0000002087|obs_0000019516|obs_0000007240,obs_0000002611|obs_0000007240|obs_0000010316|obs_0000014932|obs_0000019030|obs_0000028273|obs_0000032369|obs_0000005239|obs_0000005781|obs_0000023205|obs_0000003239|obs_0000030892|obs_0000019666|obs_0000016602|obs_0000008425|obs_0000021226|obs_0000003307|obs_0000002285|obs_0000011010|obs_0000007432|obs_0000025355|obs_0000026898|obs_0000017184|obs_0000029476|obs_0000007987|obs_0000025934|obs_0000008039|obs_0000029549|obs_0000016755|obs_0000034176|obs_0000002957|obs_0000020407|obs_0000016328|obs_0000031198|obs_0000017375|obs_0000010234
MIRACEL WHIP,Salatcreme,"€ 1,49",,"1 l = 2,98","Original, Mit Joghurt oder Balance",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_228.jpg,"cat_grundnahrung,sub_frisches_gemuese,sub_salate",,BLS-Q998000,ref_000409,obs_0000015846|obs_0000011784|obs_0000006466|obs_0000009831|obs_0000007369|obs_0000030012|obs_0000008341|obs_0000009372,obs_0000006466|obs_0000015846|obs_0000011784|obs_0000007369|obs_0000030012
K-CLASSIC,Salzstangen,"€ 0,55","€ 0,69","1 kg = 2,20",knuspriges Laugengebäck,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_667.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000410,obs_0000026826|obs_0000000722|obs_0000029623,obs_0000026826|obs_0000000722
HARRY,Sammy s Super-Sandwich,"€ 1,49",,"1 kg = 1,99","Weizentoastbrot, Original oder Vollkorn",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_269.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000411,obs_0000014555|obs_0000015868|obs_0000016389|obs_0000012342|obs_0000014517|obs_0000017155|obs_0000031017,obs_0000014555|obs_0000015868
WASA,Sandwich,"€ 1,99","€ 2,69","1 kg = 16,59 - 22,12","Knäckebrot-Snack mit cremiger Füllung, versch. Sorten",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_267.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000412,obs_0000017155|obs_0000016389|obs_0000031017|obs_0000014517|obs_0000012342|obs_0000027798|obs_0000026140|obs_0000001830|obs_0000024229|obs_0000026288|obs_0000025532|obs_0000024644|obs_0000023804|obs_0000033747|obs_0000001114|obs_0000016746|obs_0000006657|obs_0000004994|obs_0000003092|obs_0000017831|obs_0000018729|obs_0000004140|obs_0000029355|obs_0000006144|obs_0000013757|obs_0000010942|obs_0000010180|obs_0000031824|obs_0000029653|obs_0000004567|obs_0000014555|obs_0000028784|obs_0000015864|obs_0000015868|obs_0000006315|obs_0000015541|obs_0000005199|obs_0000030501,obs_0000017155|obs_0000016389|obs_0000031017|obs_0000014517|obs_0000012342
TORRES,Sangre de Toro oder Vi a Sol Organic,"€ 4,99","€ 6,99","1 l = 6,66","Spanien, z. B. Sangre de Toro: rubinrot, aromatisch, Waldbeeren, Gewürze, passt zu Grillgerichten, Tapas und Pasta",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_370.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000413,obs_0000011584,obs_0000011584
THOMY,Sauce Hollandaise,"€ 0,99",,"1 l = 3,30","Original oder Légère, ideal zu Spargel und Gemüse",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_275.jpg,"cat_grundnahrung,diet_vegetarian",,BLS-U990400,ref_000414,obs_0000015434|obs_0000034898|obs_0000031029|obs_0000032237|obs_0000006127|obs_0000013386|obs_0000028755|obs_0000034889|obs_0000034901|obs_0000011915|obs_0000010474|obs_0000008982|obs_0000032425,obs_0000015434|obs_0000031332|obs_0000034898|obs_0000032004|obs_0000032678|obs_0000018928|obs_0000030715
MÜHLEN TRADITION,Sauerteigbrot,"€ 1,99","€ 2,99","1 kg = 3,32",ofenfrisch,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_262.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000415,,
WEINGUT FRITZ ALLENDORF,Save Water Drink Riesling,"€ 5,49","€ 6,99","1 l = 7,32","Qualitätswein, Rheingau, Duft nach Ananas, Aprikose und Gras, passt zu Kalbfleisch, Fisch und Gemüse",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_374.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000416,obs_0000033828|obs_0000010309|obs_0000020555|obs_0000019740|obs_0000026421|obs_0000034633|obs_0000025421|obs_0000008015|obs_0000021374|obs_0000003513,
SALAKIS,Schafskäse oder Feta,"€ 1,99",,"1 kg = 11,06 - 13,27","versch. Sorten, 25 - 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_163.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000417,obs_0000000520|obs_0000013707|obs_0000014339|obs_0000030983|obs_0000002450|obs_0000025183|obs_0000011044|obs_0000015386|obs_0000003162|obs_0000031891|obs_0000024072|obs_0000024500,
K-GOLD EDITION,Schichtdessert,"€ 1,59","€ 1,89","1 kg = 18,71","Marzipan oder Mozart, enthält Alkohol",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_151.jpg,"cat_molkerei_kaese,tag_ultra_processed",,,ref_000418,obs_0000015793|obs_0000024556|obs_0000019324,obs_0000015793|obs_0000024556
REINERT,Schinken-Nuggetz,"€ 1,99","€ 2,79","1 kg = 13,27","Gourmet-Katenschinkenwürfel, extra mager oder herzhaft",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_113.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000419,obs_0000009917|obs_0000009453|obs_0000008017|obs_0000034179|obs_0000029826|obs_0000031186|obs_0000034378|obs_0000028387|obs_0000016624|obs_0000017657,obs_0000029826|obs_0000009917|obs_0000009453|obs_0000008017|obs_0000034179|obs_0000031186
K-PURLAND,Schinkenschnitzel,"€ 4,39",,"1 kg = 7,32",aus der Oberschale vom Schwein,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_084.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,sub_wurst,tag_proteinreich,tag_ultra_processed",,BLS-U543100,ref_000420,obs_0000010338|obs_0000010587|obs_0000012759|obs_0000014909|obs_0000008974|obs_0000013390|obs_0000009464|obs_0000011842,obs_0000010338|obs_0000010587|obs_0000012759|obs_0000014909|obs_0000008974|obs_0000013390|obs_0000009464|obs_0000011842
K-CLASSIC,Schlagsahne,"€ 0,77","€ 0,89","1 kg = 3,85",mind. 30 % Fett,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_046.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000421,obs_0000016126|obs_0000034973|obs_0000002266|obs_0000023025|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000019729|obs_0000001322|obs_0000001651|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786|obs_0000013680|obs_0000011795|obs_0000009377|obs_0000009836|obs_0000004149|obs_0000004166|obs_0000020585|obs_0000006438|obs_0000000427|obs_0000000436|obs_0000004576|obs_0000004593|obs_0000025188|obs_0000005003|obs_0000005020|obs_0000021404|obs_0000007167|obs_0000001053|obs_0000001324|obs_0000003401|obs_0000005544|obs_0000034369|obs_0000030316|obs_0000003727|obs_0000030521|obs_0000024616|obs_0000020624,obs_0000034973|obs_0000002266|obs_0000023025|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000019729|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786
IGLO,Schlemmer-Filet,"€ 2,49","€ 4,89","1 kg = 6,56",Fisch-Filet mit versch. Auflagen,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_197.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",,,ref_000422,obs_0000014855|obs_0000018442|obs_0000011903|obs_0000019621|obs_0000022406|obs_0000034700|obs_0000015828|obs_0000014313|obs_0000006151|obs_0000006842|obs_0000005580,obs_0000014855|obs_0000006151|obs_0000018442|obs_0000011903|obs_0000019621|obs_0000006842|obs_0000022406|obs_0000034700|obs_0000000915|obs_0000005580|obs_0000015828|obs_0000014313
HOCHLAND,Schmelzkäse,"€ 1,79",,"1 kg = 8,95 - 11,94","versch. Sorten, 35 - 51 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_165.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000423,obs_0000009126|obs_0000010223|obs_0000024197|obs_0000020360|obs_0000017697|obs_0000018737|obs_0000021179|obs_0000018242|obs_0000021976|obs_0000023777|obs_0000019058|obs_0000021759|obs_0000028326|obs_0000034097|obs_0000014351|obs_0000022628|obs_0000012325|obs_0000014818|obs_0000013933,obs_0000024197|obs_0000020360|obs_0000017697|obs_0000009126|obs_0000018737|obs_0000021179|obs_0000018242|obs_0000021976|obs_0000023777|obs_0000010223|obs_0000019058|obs_0000021759
MILKA,Schokolade,"€ 0,77","€ 1,99","1 kg = 8,11 - 9,06",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_311.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S500000,ref_000424,obs_0000015893|obs_0000027700|obs_0000028232|obs_0000013394|obs_0000015454|obs_0000034408|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000017605|obs_0000034013|obs_0000018155|obs_0000018698|obs_0000014104|obs_0000031011|obs_0000011112|obs_0000008610|obs_0000006579|obs_0000012219|obs_0000026556|obs_0000022979|obs_0000001524|obs_0000011783|obs_0000013879|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000004705|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000000230|obs_0000003326|obs_0000004873|obs_0000003851|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000008595|obs_0000004019|obs_0000010166|obs_0000009149,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000006229|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000029328|obs_0000008861|obs_0000005279|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000007911|obs_0000018155|obs_0000003326|obs_0000006912|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000032120|obs_0000007100|obs_0000008595|obs_0000008610|obs_0000004019
K-GOLD EDITION,Schott Räucherlachs,"€ 7,99",,"1 kg = 26,64","über Buchenholz kalt geräuchert, in feinen Scheiben",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_213.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000425,obs_0000002571|obs_0000001935|obs_0000025231|obs_0000020251|obs_0000005956|obs_0000031816|obs_0000001994|obs_0000021070|obs_0000017750|obs_0000016608|obs_0000003427|obs_0000028795|obs_0000008702,
TWININGS,Schwarzer Tee,"€ 2,22",,"1 kg = 44,40","Earl Grey, Lady Grey oder English Breakfast",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_305.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000426,obs_0000016641|obs_0000018054|obs_0000026894|obs_0000018960|obs_0000028312|obs_0000025412|obs_0000014277|obs_0000001350|obs_0000020428|obs_0000023245|obs_0000023661|obs_0000008687|obs_0000022129|obs_0000021247,
K-WERTSCHÄTZE,Schweinebraten,"€ 8,50","€ 10,90","pro Einheit = 8,50",aus eigener Herstellung,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_126.jpg,"cat_fleisch_wurst,sub_schwein",,BLS-U950200,ref_000427,obs_0000011777|obs_0000008953|obs_0000018217|obs_0000018564|obs_0000021721|obs_0000021254|obs_0000008531|obs_0000022955|obs_0000012753|obs_0000020435|obs_0000007638|obs_0000000518|obs_0000024675,obs_0000011777|obs_0000008953|obs_0000018217
K-PURLAND,Schweinefilet,"€ 7,77",,"pro Einheit = 7,77","am Stück, küchenfertig, roh, zum Garen",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_090.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,BLS-U622100,ref_000428,obs_0000010461|obs_0000014905|obs_0000008821|obs_0000009417|obs_0000015741|obs_0000009937|obs_0000000002|obs_0000028675|obs_0000020515|obs_0000002156|obs_0000034902|obs_0000016537|obs_0000020808|obs_0000004471|obs_0000000507|obs_0000019043|obs_0000004898|obs_0000002901|obs_0000021334|obs_0000003040|obs_0000027670|obs_0000025707|obs_0000021627|obs_0000001195|obs_0000034085|obs_0000017752|obs_0000009573|obs_0000026057|obs_0000007631|obs_0000021967|obs_0000001519|obs_0000013883|obs_0000003708|obs_0000034542|obs_0000028417|obs_0000008054|obs_0000028555|obs_0000004044|obs_0000016340|obs_0000010579|obs_0000012758|obs_0000015345|obs_0000013402|obs_0000011840|obs_0000034932|obs_0000031106|obs_0000019356|obs_0000033722|obs_0000024049|obs_0000024474,obs_0000000002|obs_0000028675|obs_0000020515|obs_0000002156|obs_0000034902|obs_0000016537|obs_0000010461|obs_0000020808|obs_0000004471|obs_0000000507|obs_0000014905|obs_0000019043|obs_0000008821|obs_0000004898|obs_0000002901|obs_0000021334|obs_0000003040|obs_0000027670|obs_0000025707|obs_0000021627|obs_0000001195|obs_0000009417|obs_0000034085|obs_0000017752|obs_0000009573|obs_0000015741|obs_0000026057|obs_0000007631|obs_0000021967|obs_0000001519|obs_0000013883|obs_0000003708|obs_0000009937|obs_0000034542|obs_0000028417|obs_0000008054|obs_0000028555|obs_0000004044|obs_0000016340
K-PURLAND,Schweinehackfleisch,"€ 2,22",,"1 kg = 4,44",zum Braten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_087.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,BLS-U020100,ref_000429,obs_0000010462|obs_0000010577|obs_0000012754|obs_0000014901|obs_0000008934|obs_0000009202|obs_0000011834|obs_0000008554|obs_0000013403,obs_0000010462|obs_0000010577|obs_0000008554|obs_0000012754|obs_0000014901|obs_0000008934|obs_0000009202|obs_0000013403|obs_0000011834
K-WERTSCHÄTZE,Schweinenackensteak mariniert,"€ 9,50","€ 10,90","pro Einheit = 9,50","vom Schwein, mariniert, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_127.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000430,obs_0000014925|obs_0000010603|obs_0000012780|obs_0000030101,obs_0000014925|obs_0000010603|obs_0000012780
FUEGO,Seasoning Mix,"€ 1,39","€ 1,89","1 kg = 46,34","Gewürzmischung für Tortillas, Tacos, Fajitas oder Guacamole",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_231.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000431,obs_0000024700,
FÜRST VON METTERNICH,Sekt,"€ 5,55",,"1 l = 7,40",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_381.jpg,cat_getraenke,,,ref_000432,obs_0000019561|obs_0000012437|obs_0000010911|obs_0000011590|obs_0000015699|obs_0000008047|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000027487|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048|obs_0000024169|obs_0000009903|obs_0000023745|obs_0000034224|obs_0000032264|obs_0000028182|obs_0000013336|obs_0000015931|obs_0000015933|obs_0000008276|obs_0000023645|obs_0000008803|obs_0000015498|obs_0000013971|obs_0000012436|obs_0000010391|obs_0000031399,obs_0000011802|obs_0000017436|obs_0000018465|obs_0000030763|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000029768|obs_0000031833|obs_0000019561|obs_0000024169|obs_0000018037|obs_0000028281|obs_0000000122|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023745|obs_0000023255|obs_0000027358|obs_0000006891|obs_0000018687|obs_0000032025|obs_0000007461|obs_0000016680|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048
