Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Hähnchen-Minutenschnitzel,Gut Ponholz,"€ 3,79",Kein vorheriger Preis,"€ 9,47 / kg -",400 g aus dem Brustfilet geschnitten,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hüttenwurst,Wolf,"€ 2,79",Kein vorheriger Preis,"€ 9,30 / kg -","300 g, nach Art einer Kochsalami",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Skyr Natur,Arla,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -",1 kg gekühlt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Spitzen-Langkornreis,Reis-Fit,"€ 21,99",Kein vorheriger Preis,"€ 2,75 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR 8 Minuten 16 x 500 g,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Schlagsahne,Gutes Land,"€ 0,79",Kein vorheriger Preis,"€ 3,95 / kg -","gekühlt, mind. 30% Fett 200 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mildessa Sauerkraut,Hengstenberg,"€ 14,99",Kein vorheriger Preis,"€ 3,51 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR 15 x 285 g Abtropfgewicht,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Carport,Juskys,"€ 799,00",Kein vorheriger Preis,"€ 799,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Abflussreiniger-Sticks mit Orangen-Duft,easy! MAXX,"€ 9,99",Kein vorheriger Preis,"€ 0,20 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Energy Drink,Monster Energy,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / l -","0,5 l taurin- & koffeinhaltig, versch. Sorten zzgl. Pfand 0,25",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Celebrations,Mars,"€ 39,99",Kein vorheriger Preis,"€ 13,44 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR 16 x 186 g,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Multi Glasschneideplatten,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 3,50 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fischfeinkost,Seagold,"€ 1,69",Kein vorheriger Preis,"€ 8,45 / kg -","gekühlt, versch. Sorten 200 g – 250 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Gebäckstangen,Clarky's,"€ 22,99",Kein vorheriger Preis,"€ 9,58 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR versch. Sorten 16 x 150 g,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Schnittbrötchen,Netto Backstube,"€ 1,00",Kein vorheriger Preis,"€ 0,14 / Stk -","7 Stück, Einzelpreis: 0.19",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Akku-Handstaubsauger,Clean Maxx,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Prinzen Rolle,DeBeukelaer,"€ 1,79",Kein vorheriger Preis,"€ 4,47 / kg -",versch. Sorten 400 – 450 g Gratis,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Runde Braune Lebkuchen,Santa Claus in Town,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",200 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Extra Professional White Kaugummi,Wrigley´s,"€ 19,99",Kein vorheriger Preis,"€ 0,67 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR 30er Pack,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Mini Sterne,Santa Claus in Town,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",Herzen/Brezeln versch. Sorten 400 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Vanillestange,Netto Backstube,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -",Stück,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Antipasti,Genuss Welt,"€ 1,79",Kein vorheriger Preis,"€ 11,93 / kg -","oder Kirschpaprika gekühlt, versch. Sorten 150 g – 230 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Passierte Tomaten,Beste Ernte,"€ 2,00",Kein vorheriger Preis,"€ 1,00 / kg -",4 x 500 g Einzelpreis: 0.65,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Edelmarzipan Brot,Santa Claus in Town,"€ 1,49",Kein vorheriger Preis,"€ 11,92 / kg -","versch. Sorten, enthält teilweise Alkohol 125 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Solaranlage Set 3000 W,Juskys,"€ 899,00",Kein vorheriger Preis,"€ 899,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Frischkäse,Almette,"€ 1,19",Kein vorheriger Preis,"€ 7,93 / kg -","zubereitung gekühlt, versch. Sorten 150 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schreibtischstuhl Montreal,Juskys,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Bio-Sonnenblumenkerne,BioBio,"€ 1,75",Kein vorheriger Preis,"€ 2,69 / kg -",650 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Küchenutensilien,Kitchen Club,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Vakuumierer,Star-Q,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Boxspringbett Leona,Juskys,"€ 599,00",Kein vorheriger Preis,"€ 599,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Infrarotkabine Kiruna,Artsauna,"€ 849,00",Kein vorheriger Preis,"€ 849,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Meisenknödel,Bird's Garden,"€ 1,29",Kein vorheriger Preis,"€ 2,39 / kg -",540 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Sofa Coredo Cord,Juskys,"€ 499,99",Kein vorheriger Preis,"€ 499,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Holzofen Pizza,Mondo Italiano,"€ 2,99",Kein vorheriger Preis,"€ 7,04 / kg -","tiefgekühlt, versch. Sorten 400 – 425 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Spezi,Paulaner,"€ 10,99",Kein vorheriger Preis,"€ 1,10 / l -","oder Limo 20 x 0,5 l teilw. koffeinhalting, versch. Sorten zzgl. Pfand 3.10",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Pizzateig mit Tomatensauce Vegan,Genuss Welt,"€ 1,99",Kein vorheriger Preis,"€ 3,32 / kg -","gekühlt, 400 g + 200 g Sauce",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Räucherlachs,BioBio,"€ 4,29",Kein vorheriger Preis,"€ 42,90 / kg -","gekühlt, 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kapitänssülze,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",250 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Mozzarella,BioBio,"€ 1,29",Kein vorheriger Preis,"€ 10,32 / kg -","gekühlt, 125 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Ketchup Mayo Mische,Hela,"€ 1,39",Kein vorheriger Preis,"€ 4,63 / l -",Mische 300 ml versch. Sorten,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schweine-Nacken,Keine Marke,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -","ohne Knochen, vakuumverpackt, ca. 2,4 kg pro kg",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Orangensaft,Belsina,"€ 12,99",Kein vorheriger Preis,"€ 2,17 / l -",6 x 1 Liter Kiste zzgl. Pfand 2.40,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Zitronen,MarktTag,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -","500 g Netz Spanien, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Spreelinge Gewürzgurken,Spreewaldhof,"€ 1,69",Kein vorheriger Preis,"€ 4,69 / kg -",360 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
