Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Keine Marke,Fairer Strauß oder Rosenstrauß Fairtrade,"€ 5,99",,Kein Mengenpreis,"versch. Farben, ohne Vase, ab 5,99 €",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_067.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
KRÜGER,Family Cappuccino,"€ 2,69",,1 kg = 5.38) / (1 kg = 4.98)**,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_251.jpg,"cat_knabbern_naschen,tag_ultra_processed"
POPP,Feinkostsalat,"€ 1,89",,1 kg = 4.73,"Gurken-, Kraut- oder Coleslaw-Salat",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_200.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food"
COPPENRATH WIESE,Feinste Sahne,"€ 7,99",16.99,1 kg = 9.99,Unsere Besten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_186.jpg,"cat_tiefkuehl,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
YAKULT,Fermentiertes Getränk,"€ 2,99",3.69,1 l = 7.67,"mit Magermilch und L. casei Shirota Bakterien, Original oder Plus",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_150.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed"
FROSTA,Fertiggericht,"€ 1,99",,1 kg = 5.31) / (1 kg = 4.78)**,Rahm-Geschnetzeltes mit Spätzle oder Thai-Style-Hähnchen mit Bandnudeln,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_183.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed"
K-CLASSIC,Fettarme H-Milch,"€ 0,79",0.85,Kein Mengenpreis,"1,5 % Fett",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_160.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,sub_tk_gemuese,tag_high_protein,tag_ultra_processed,tag_whole_food"
PAMPERS,Feuchttücher,"€ 11,99",13.45,pro Stück = 0.02) / (pro Stück = 0.02)**,Fresh Clean oder Sensitive,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_332.jpg,cat_drogerie
KNORR,Fix,"€ 0,39",,1 kg = 4.34 - 13.93,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_237.jpg,"cat_grundnahrung,tag_ultra_processed"
Keine Marke,Flamingoblume im Herz-Keramiktopf,"€ 7,49",,Kein Mengenpreis,"versch. Farben und Varianten, Topf Ø 9 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_081.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
K-PURLAND,Flanksteak,"€ 13,45",14.99,entspr. z. B. für eine 200-g-Packg. 2.69,"vom Jungbullen, mind. 21 Tage gereift, mariniert, zum Grillen und Braten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_107.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein"
DOMOPAK LIVING,Flechtkorb L Tivoli,"€ 7,99",UVP 14.99,Kein Mengenpreis,Aus Baumwolle und Polyester Mit 2 Griffen Größe ca. Ø 30 x 23 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_402.jpg,"cat_getraenke,diet_vegan,diet_vegetarian"
DOMOPAK LIVING,Flechtkorb M Tivoli,"€ 3,49",UVP 6.99,Kein Mengenpreis,Aus Baumwolle und Polyester Größe ca. Ø 20 x 17 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_421.jpg,"cat_getraenke,diet_vegan,diet_vegetarian"
DOMOPAK LIVING,Flechtkorb S Tivoli,"€ 2,99",UVP 4.99,Kein Mengenpreis,Aus Baumwolle und Polyester Mit Aufhängung Größe ca. Ø 17 x 14 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_420.jpg,"cat_getraenke,diet_vegan,diet_vegetarian"
K-PURLAND,Fleischpaket XXL vom Schwein,"€ 5,99",,entspr. z. B. für eine 5-kg-Packg. 29.95,"mit je 1 Stück Schweinenacken, -rücken, -schulter und -schinken",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_102.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich"
PARKSIDE,Flächenregner,"€ 2,99",,Kein Mengenpreis,Bewässerungsbereich ca. 80 m² Mit 8 Sprühfunktionen von Strahl bis Vollkreis Drehbare Regnerscheibe zum einfachen Einstellen Betriebsdruck max. 4 bar Witterungs- und UV-beständig PARKSIDE Click System Passend für gängige Schlauchsysteme 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_493.jpg,cat_non_food
PARKSIDE,Flächenregner mit Erdspieß,"€ 2,99",,Kein Mengenpreis,Bewässerungsbereich ca. 95 m² Mit 7 Sprühfunktionen von Strahl bis Vollkreis Drehbare Regnerscheibe zum einfachen Einstellen Zweiter Schlauchanschluss für Regner/Sprinkler Betriebsdruck max. 4 bar Witterungs- und UV-beständig PARKSIDE Click System Passend für gängige Schlauchsysteme 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_500.jpg,cat_non_food
PARKSIDE,Folienfrühbeete,"€ 9,99",,Kein Mengenpreis,"Zur Anzucht von Gemüse, Kräutern oder Setzlingen Stabile Metallrohr-Rahmenkonstruktion Einfacher Aufbau per Stecksystem UV-beständige und wasserdichte Folie Aufrollbares Reißverschluss-Dachfenster Mit Kordel zur Befestigung Sichere Bodenverankerung mit 8 Erdnägeln Größe ca. je B/H/T 60 cm 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_513.jpg,cat_non_food
BONBEL,Franz Butterkäse,"€ 1,79",2.89,1 kg = 17.90,"Schnittkäse, in Scheiben, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_166.jpg,"cat_molkerei_kaese,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Keine Marke,Franz Gourmet-Kartoffeln,"€ 1,79",2.99,1 kg = 1.20,"vorwiegend festkochend oder festkochend, ausgewählte Sorten laut Auszeichnung, Qualität I",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_087.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food"
NATURE RESPECT,Franz Maishähnchen aus Freilandhaltung,"€ 5,99",7.49,"entspr. z. B. für ein 1,3-kg-Stück 7.79","aus Freilandhaltung, HKL A, grillfertig",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_113.jpg,"cat_fleisch_wurst,sub_gefluegel"
SAINT ANDR oder LE RUSTIQUE,Franz Weichkäse,"€ 1,79",2.69,Kein Mengenpreis,"fein-cremig, zartschmelzend, 45 - 75 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_180.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Keine Marke,Frauentagsstrauß,"€ 4,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_092.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
AIR WICK,Freshmatic,"€ 6,49",,1 l = 12.98,"Lufterfrischer Nachfüllpack, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_325.jpg,cat_drogerie
KÄGI,Fret,"€ 1,99",2.99,1 kg = 19.51,"feinste schweiz. Schokoladenwaffeln, Classic oder Dark",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_248.jpg,cat_grundnahrung
K-CLASSIC,Frischer Blätterteig,"€ 0,79",0.95,1 kg = 2.88,ausgerollt auf Backpapier,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_196.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte,tag_ultra_processed"
K-CLASSIC,Frischer Schmand 24 Fett,"€ 0,59",0.79,1 kg = 3.95) / (1 kg = 2.95)**,24 % Fett,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_155.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed"
LA GIOIOSA,Frizzante Bianco,"€ 2,99",3.79,1 l = 3.99,"trockener Schaumwein aus Italien, ideal als Aperitif",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_306.jpg,cat_getraenke
ST DALFOUR,Fruchtaufstrich,"€ 2,99",3.99,1 kg = 10.53,"original aus Frankreich, ohne Kristallzucker, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_242.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed"
K-BLUE BAY,Frutti di Mare,"€ 2,99",3.49,1 kg = 14.95,"Tintenfisch, Garnelen und Muscheln, gekocht",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_139.jpg,"cat_fisch_meeresfruechte,diet_vegetarian"
PARKSIDE,Frühbeet,"€ 9,99",,Kein Mengenpreis,"Stabile Metallrohr-Konstruktion Mit UV-beständiger, wasserdichter Folie 2 aufrollbare Dachfenster mit Reißverschluss Kordel zur Dachfenster-Befestigung Einfacher Stecksystem-Aufbau Größe ca. B 120 x H/T 60 cm Inkl. 6 Erdnägel 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_512.jpg,cat_non_food
Keine Marke,Frühjahrsblüher 10er-Pack,"€ 2,49",,Kein Mengenpreis,"10 Frühjahrsblüher je Tray, versch. Varianten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_083.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
TULIP,Frühstücksfleisch,"€ 1,99",,1 kg = 5.86,"aus Schweinefleisch, ideal als Brotbelag",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_125.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed"
PHILIPS,Fusselrasierer GC026 80,"€ 9,99",,Kein Mengenpreis,Große Klingenoberfläche 8.800 Klingenumdrehungen/min Kappe zur Höheneinstellung Großer entnehmbarer Fusselbehälter Inkl. Batterien und Reinigungsbürste,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_348.jpg,cat_drogerie
PARKSIDE,Gartenabfallsack,"€ 3,99",,Kein Mengenpreis,Aus wasserabweisendem Kunststoffgewebe Einseitig laminiert UV- und witterungsbeständig Selbststehend durch Spannring Platzsparend zusammenfaltbar Mit 4 Griffen Belastbarkeit max. 65 kg Fassungsvermögen ca. 275 l Größe ca. Ø 67 x 78 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_507.jpg,cat_non_food
PARKSIDE,Gartenabfallsack-Set,"€ 3,99",,Kein Mengenpreis,Aus wasserabweisendem Kunststoffgewebe Einseitig laminiert UV- und witterungsbeständig Selbststehend durch Spannring Platzsparend zusammenfaltbar Mit jeweils 4 Griffen Belastbarkeit je max. 50 kg Fassungsvermögen je ca. 125 l Größe je ca. Ø 56 x 51 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_490.jpg,cat_non_food
PARKSIDE,Gartenhandschuhe mit Ziegenleder,"€ 6,99",,Kein Mengenpreis,Aus Polyester und Elastan Innenhand und Fingerspitzen aus Ziegenleder Stretchbund weitenverstellbar (Klettverschluss) Versch. Größen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_496.jpg,cat_non_food
PARKSIDE,Gartenspritze,"€ 2,99",,Kein Mengenpreis,Ergonomische Form Impulsauslöser mit Dauerarretierung Wasserdurchfluss regulierbar Betriebsdruck max. 4 bar Witterungs- und UV-beständig PARKSIDE Click System Passend für gängige Schlauchsysteme 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_499.jpg,cat_non_food
ULUDAG,Gazoz,"€ 2,00",2.37,1 l = 2.03,"Erfrischungsgetränk, Original (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_211.jpg,cat_grundnahrung
WIESENHOF,Geflügelwurst,"€ 1,19",,1 kg = 11.90 - 14.88,"Mortadella, versch. Sorten, oder Jagdwurst",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_117.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed"
Keine Marke,Gerbera im Korb,"€ 5,99",,Kein Mengenpreis,"versch. Farben und Varianten, Topf Ø 12 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_079.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
K-CLASSIC,Geriffelte Chips,"€ 0,99",1.39,1 kg = 4.95,Paprika,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_255.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Keine Marke,Geschenkstrauß,"€ 9,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_072.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
PALMOLIVE,Geschirrspülmittel Ultra-Konzentrat,"€ 1,19",1.65,1 l = 1.59 - 2.38,"Original, Limone oder Orchidee",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_611.jpg,cat_drogerie
PARKSIDE,Gewächshaus,"€ 49,99",,Kein Mengenpreis,Stabile Metall-Konstruktion Mit reißfester Gewebefolie Witterungs- und UV-beständig Begehbar Beidseitig mit 2 durchlaufenden Regalebenen Tragkraft je Regalebene max. 20 kg Eingang mit Reißverschlüssen und Clip Belüftungsfenster mit Klettverschlüssen und Clip Einfacher Aufbau mit Steckverbindungen Größe ca. B/T 140 x H 200 cm Inkl. 16 Erdspießen und 4 Seilen 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_495.jpg,cat_non_food
FINISH,Glanz- und Klarspüler,"€ 2,29",2.75,1 l = 2.87,"Original, für Trocknung und Glanz",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_327.jpg,cat_drogerie
DALLMAYR,Gold,"€ 7,49",11.99,1 kg = 37.45,"löslicher Kaffee, verfeinert mit 100 % Dallmayr Arabica",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_249.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
CAPTAIN MORGAN SMIRNOFF,GORDON S oder JOHNNIE WALKER Alkoholisches Mixgetränk,"€ 1,99",,1 l = 7.96,"versch. Sorten, z. T. koffeinhaltig, 10 Vol. % (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_288.jpg,"cat_getraenke,tag_ultra_processed"
K-PURLAND,Gourmetbraten vom Schwein gefüllt und gewürzt,"€ 8,39",,Kein Mengenpreis,"vom Schwein, mit einer Hackfleisch-Pfifferlingfüllung und Rosmarinzweig",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_100.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_proteinreich"
CASA MODENA,Grana Padano DOP,"€ 3,49",,1 kg = 23.27,"am Stück, handgefertigt in Italien, mind. 16 Monate gereift, 32 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_168.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian,sub_milchprodukte"
EHRMANN,Grand Dessert,"€ 0,49",1.19,1 kg = 2.58,"Dessertcreme, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_144.jpg,"cat_molkerei_kaese,sub_milchprodukte"
PARKSIDE,Gras-Schere 360,"€ 4,99",,Kein Mengenpreis,Präzise Bypass-Schere Schnitt über die gesamte Klingenlänge hinweg Geschliffene Karbonstahlklingen Mit Antihaftbeschichtung (ILAG®) Klingen 360° drehbar (16 Positionen) Griffe mit rutschfester Softgrip-Ausstattung Einhändig bedienbarer Sicherheitsverschluss Für Links- und Rechtshänder geeignet Inkl. Klingenhülle,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_511.jpg,cat_non_food
KOURELLAS,Griech Joghurt,"€ 2,22",2.89,1 kg = 4.44,"Natur, aus Kuhmilch, 10 % Fett",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_142.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte"
DELPHI,Grüne Oliven,"€ 5,99",9.99,Abtropfgewicht 850 g (1 kg = 7.05,"aus Griechenland, ohne Stein",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_206.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
NUTRILUV,Gummy Candy oder Bett r Snacks Candy,"€ 1,29",,1 kg = 17.20 - 25.80,"Stevia-gesüßte Fruchtgummis, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_265.jpg,"cat_knabbern_naschen,tag_ultra_processed"
K-CLASSIC,H-Vollmilch 3 5 Fett,"€ 0,79",0.95,Kein Mengenpreis,"3,5 % Fett",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_159.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
SMARTWAXX,Haarentfernungsstäbchen,"€ 7,99",UVP 19.99,Kein Mengenpreis,"Für eine schnelle, hygienische Haarentfernung Zur Anwendung an Nase und Ohren Einweg-Sticks",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_345.jpg,"cat_drogerie,tag_ultra_processed"
NIVEA,Haarspray oder Schaumfestiger,"€ 2,99",3.45,1 l = 11.96 - 19.94,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_336.jpg,cat_drogerie
K-WERTSCHÄTZE,Hackfleisch gemischt von Schwein und Rind,"€ 10,90",12.90,Kein Mengenpreis,"vom Schwein und Rind, zum Braten, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_138.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich"
K-CLASSIC,Handkehrset,"€ 1,99",,Kein Mengenpreis,"Aus zu 50 % recyceltem, GRS-zertifiziertem Kunststoff Handfeger mit PET-Borsten Schaberkante zur Reinigung der Borsten Ineinandersteckbar zur Aufbewahrung Mit Aufhängeloch 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_432.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte,tag_ultra_processed"
BRAUN,Handmixer MultiMix HM 1110 WH,"€ 24,99",34.99,Kein Mengenpreis,4 Geschwindigkeitsstufen + Turbo FastMix-Technologie Unkomplizierte Einhandbedienung Zubehör einfach austauschbar (EasyClick) Praktische Kabelaufwickung Mit Schneebesen und Knethaken aus Edelstahl 450 W,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_354.jpg,cat_non_food
SWIZZGRUY,Hartkäse,"€ 1,79",,Kein Mengenpreis,"aus Rohmilch, 10 - 12 Monate gereift, würzig, 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_174.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
MILKA,Haselnusscreme,"€ 7,00",7.98,1 kg = 5.84,"ohne Palmöl, lecker cremig",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_243.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
DILEK,Helva,"€ 2,79",3.49,1 kg = 7.75 - 7.98,"türk. Süßspeise, mit Kakao oder Vanille",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_209.jpg,cat_grundnahrung
DR OETKER,High Protein,"€ 1,99",2.59,1 kg = 4.98,"Pudding, versch. Sorten, oder Milchreis",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_145.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_reis,tag_high_protein,tag_proteinreich,tag_ultra_processed"
K-CLASSIC,High-Protein-Quarkriegel,"€ 0,59",0.79,1 kg = 19.75) / (1 kg = 14.75)**,Vanille oder Schokoladengeschmack,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_146.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed"
ZABLER,Hochzeit Nudeln,"€ 1,19",1.89,1 kg = 4.76,"aus Hartweizengrieß und Ei, versch. Ausformungen",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_241.jpg,"cat_grundnahrung,diet_vegetarian"
Keine Marke,Hortensie,"€ 4,99",,Kein Mengenpreis,"versch. Farben, Topf Ø 10,5 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_075.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
