Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
SUNTORY,-196 Double Lemon oder Grapefruit,"€ 1,99",2.69,1 l = 6.03,"alk. Mixgetränk mit Vodka und Shochu, 10 Vol. % (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_287.jpg,"cat_getraenke,tag_ultra_processed"
PARKSIDE,2-in-1-Hochbeet,"€ 19,99",,Kein Mengenpreis,"Nutzbar als Hochbeet oder als Pflanzkasten Ideal zur Ansaat von Kräutern, Gemüse, Blumen Aus Kunststoff In Rattan-Geflecht-Optik Witterungs- und UV-beständig Herausnehmbarer Pflanzeinsatz Pflanzeinsatz mit Wasserstandsanzeige Mit Stopfen zur Wasserentleerung Pflanzvolumen max. 30 l Größe ca. B 60 x H 24/46 x T 25 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_492.jpg,cat_non_food
SEVERIN,2-in-1-Mikrowelle MW 7781,"€ 59,99",,Kein Mengenpreis,"Zum Grillen, Auftauen, Erwärmen Garraum ca. 17 l 9 Leistungsstufen inkl. Grill und Auftauen Grillfunktion getrennt und kombiniert schaltbar 9 automatische Programme Timer bis 30 min Grillrost ca. Ø 20 cm Drehteller ca. Ø 25 cm Max. 700 W, Grill max. 900 W Größe ca. B 47 x H 27 x T 40 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_357.jpg,cat_non_food
METAXA,5-Stern,"€ 10,99",,1 l = 15.70,"griech. Spirituosenspezialität, 38 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_290.jpg,cat_getraenke
K-CLASSIC,Abfalleimer 50 l,"€ 5,99",,Kein Mengenpreis,Aus Kunststoff Kuppeldeckel mit Schiebeverschluss (per Knauf) Passend für handelsübliche 50-l-Müllbeutel Größe ca. Ø 40 x 68 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_397.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
INVICTUS,Akku-Handstaubsauger INVICTUS ONE 2 0,"€ 49,99",,Kein Mengenpreis,"2 in 1: Boden- und Handstaubsauger 2-fach-HEPA-Filtersystem inkl. Ersatzfilter 90-ml-Staubbehälter mit Quick-Clean-Funktion Fugen-, Bodendüse, Aufsatzbürste, Bürstenaufsatz",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_360.jpg,"cat_non_food,diet_vegetarian"
PARKSIDE,Akku-Rasenmäher 20 V PRMHA 20-Li B2 ohne Akku,"€ 49,99",,Kein Mengenpreis,Ideal für kleine Gärten oder Vorgärten bis 50 m² Robustes Gehäuse mit leichtlaufenden Rädern Klappfunktion zur platzsparenden Aufbewahrung Zentrale 3-Stufen-Schnitthöheneinstellung Schnitthöhe ca. 30 - 50 mm Schnittbreite ca. 22 cm Mit Mulchmesser Leerlaufdrehzahl 6.000 min¹ Kompatibel mit Akkus der Serie »X 20V Team« Ohne Akku und Ladegerät (separat erhältlich) Empfohlener Akku: 4 Ah Inkl. Reinigungsspachtel 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_516.jpg,cat_non_food
PARKSIDE,Akku-Universalstreuer 20 V PUSA 20-Li B1 ohne Akku,"€ 24,99",,Kein Mengenpreis,"Ideal zum Düngen, Säen oder Streuen Fassungsvermögen ca. 3,3 l Flächenleistung max. 800 m² Streubreite max. 5 m (individuell einstellbar) 8-stufige Streugut-Mengenregulierung 6-stufige elektronische Drehzahlregulierung Drehzahl max. 2.200 min⁻¹ Griff mit rutschhemmender Softgrip-Ausstattung Schaufelabdeckung aus Kunststoff Ohne Akku und Ladegerät (separat erhältlich) Kompatibel mit Akkus der Serie »X 20V Team« 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_515.jpg,cat_non_food
RÜCKER,Alt-Mecklenburger Tilsiter,"€ 1,09",2.19,Kein Mengenpreis,"dtsch. Schnittkäse, herzhaft bis pikant, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_004.jpg,"cat_molkerei_kaese,sub_kaese"
Lammhaxe,am Stück,"€ 14,90",,Kein Mengenpreis,"am Stück, ideal zum Braten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_137.jpg,"cat_fleisch_wurst,tag_ultra_processed"
AVERNA,Amaro Siciliano,"€ 10,99",,1 l = 15.70,"ital. Kräuterlikör, halbbitter, mit intensiven Aromen von mediterranen Kräutern und einer feinen Zitrusnote, 29 Vol. %",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_633.jpg,cat_non_food
PARKSIDE,Amboss-Gartenschere,"€ 1,99",4.99,Kein Mengenpreis,"Karbonstahl-Schneidklinge antihaftbeschichtet Gummierte, rutschsichere Komfortgriffe Öffnungsweite einstellbar Einhand-Sicherheitsverschluss Mit Handschlaufe Für Schneidgut bis Ø 10 mm Ideal für Hartholz und faseriges Material 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_506.jpg,cat_non_food
PARKSIDE,Amboss-Teleskop-Astschere,"€ 9,99",14.99,Kein Mengenpreis,"Ideal zum Schneiden von trockenen Hölzern Punktuelle Kraftübertragung durch Einzelklinge 5-stufig einstellbare Teleskop-Arme (64 - 85 cm) Mit Sicherheits-Schnellverschlüssen Antihaftbeschichtete Schneideklingen Rutschfeste, ergonomische Komfort-Softgriffe Mit Sicherheitsverriegelung Max. Schnittdurchmesser ca. 40 mm Inkl. Klingenhülle 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_503.jpg,cat_non_food
OUZO 12 oder GOLD 12,Anisspirituose oder -likör,"€ 9,99",,1 l = 14.28,36 - 38 Vol. %,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_283.jpg,"cat_getraenke,tag_ultra_processed"
LIV BO,Anstellschrank,"€ 44,99",,Kein Mengenpreis,Für mehr Stauraum in Bad und WC Mit 3 höhenverstellbaren Einlegeböden Pflegeleichte Melaminharzbeschichtung Hochwertige Beschläge und Griffe aus Metall Belastbarkeit je Einlegeboden 2 kg Mit bodenschonenden Möbelgleitern Größe ca. B 32 x H 190 x T 25 cm Inkl. Montagematerial,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_347.jpg,"cat_non_food,tag_ultra_processed"
APEROL,Aperitivo,"€ 9,49",,1 l = 13.56,"Aperitif aus bitteren und süßen Orangen sowie ausgewählten Kräutern und Wurzeln, 11 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_286.jpg,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein"
SWITZERLAND,Appenzeller mild-würzig,"€ 1,99",2.79,Kein Mengenpreis,"schweiz. Schnittkäse, mind. 3 Monate gereift, 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_177.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
BAKED FOR YOU,Arabisches Fladenbrot,"€ 1,29",1.69,1 kg = 3.91,im Steinofen gebackenes Weizenbrot,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_225.jpg,"cat_grundnahrung,diet_vegetarian,tag_whole_food"
PARKSIDE PERFORMANCE,Astsäge,"€ 7,99",,Kein Mengenpreis,Karbonstahl-Sägeblatt ca. 19 cm Mit 3-seitig geschliffener Zahnung Griff mit rutschfester Gummierung Für Hart- und Grünholz bis Ø 15 cm Mit Gürtelköcher,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_510.jpg,cat_non_food
DOMOPAK LIVING,Aufbewahrungsbox Tivoli,"€ 7,99",UVP 12.99,Kein Mengenpreis,"Aus Polyester, Kunststoff und Karton Mottensicher, staubdicht und stapelbar Mit Deckel und Griffen Größe ca. B 50 x H 24 x T 38 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_423.jpg,cat_non_food
PYREX,Aufbewahrungsdose ca 0 8 l Cook Freeze,"€ 3,99",,Kein Mengenpreis,Aus Borosilikatglas Deckel aus Kunststoff Hitzebeständig bis 300 °C (ohne Deckel) Gefriergeeignet bis -40 °C Spülmaschinengeeignet Fassungsvermögen ca. 800 ml Größe ca. B 19 x H 5 x T 14 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_385.jpg,cat_non_food
PYREX,Aufbewahrungsdose ca 1 5 l Cook Freeze,"€ 4,99",,Kein Mengenpreis,Aus Borosilikatglas Deckel aus Kunststoff Hitzebeständig bis 300 °C (ohne Deckel) Gefriergeeignet bis -40 °C Spülmaschinengeeignet Fassungsvermögen ca. 1.500 ml Größe ca. B 22 x H 6 x T 17 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_389.jpg,cat_non_food
PYREX,Aufbewahrungsdose ca 2 6 l Cook Freeze,"€ 5,99",,Kein Mengenpreis,Aus Borosilikatglas Deckel aus Kunststoff Hitzebeständig bis 300 °C (ohne Deckel) Gefriergeeignet bis -40 °C Spülmaschinengeeignet Fassungsvermögen ca. 2.600 ml Größe ca. B 25 x H 8 x T 19 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_384.jpg,cat_non_food
CURVER,Aufbewahrungskorb L Softex,"€ 4,49",UVP 7.49,Kein Mengenpreis,Aus recyceltem Kunststoff Stoffähnliche Oberflächenstruktur Mit 2 seitlichen Griffen Fassungsvermögen ca. 19 l Größe ca. B 38 x H 22 x T 30 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_408.jpg,cat_non_food
CURVER,Aufbewahrungskorb M Softex,"€ 2,99",UVP 5.49,Kein Mengenpreis,Aus recyceltem Kunststoff Stoffähnliche Oberflächenstruktur Mit 2 seitlichen Griffen Fassungsvermögen ca. 13 l Größe ca. B 38 x H 14 x T 30 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_407.jpg,cat_non_food
CURVER,Aufbewahrungskorb S Softex,"€ 2,49",UVP 4.49,Kein Mengenpreis,Aus recyceltem Kunststoff Stoffähnliche Oberflächenstruktur Mit 2 seitlichen Griffen Fassungsvermögen ca. 4 l Größe ca. B 27 x H 11 x T 20 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_411.jpg,cat_non_food
CURVER,Aufbewahrungskorb XS Softex,"€ 1,99",UVP 3.49,Kein Mengenpreis,Aus recyceltem Kunststoff Stoffähnliche Oberflächenstruktur Mit 2 seitlichen Grifflöchern Fassungsvermögen ca. 3 l Größe ca. B 20 x H 11 x T 20 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_410.jpg,cat_non_food
CASA SI,Aufbewahrungstrolley,"€ 7,99",UVP 14.99,Kein Mengenpreis,"Aus pulverbeschichtetem Metall Mit 3 Ablagekörben (für je max. 3 kg) Mit Rollen Ideal für Küche, Bad oder Büro Größe ca. B 41 x H 63 x T 23 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_412.jpg,cat_non_food
K-FAVOURITES,Aufschnittplatte,"€ 2,39",2.99,1 kg = 23.90,"französisch oder spanisch, mit versch. Schinken- und Salamispezialitäten in Scheiben",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_122.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
GAZI,Ayran,"€ 1,49",1.99,Kein Mengenpreis,Getränk mit Joghurt und Salz,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_149.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian"
NUTELLA,B-Ready,"€ 1,79",2.39,1 kg = 13.57) / (1 kg = 12.05)**,"knusprige Waffeln, gefüllt mit Nuss-Nugat-Creme",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_049.jpg,"cat_knabbern_naschen,tag_ultra_processed"
AGRARFROST,Back-Frites,"€ 1,99",2.69,1 kg = 2.66,"aus kontrolliertem, dtsch. Anbau, nur 3 % Fett",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_190.jpg,"cat_tiefkuehl,tag_ultra_processed"
K-CLASSIC,Bacon-Scheiben,"€ 1,11",,1 kg = 11.10,"roher Bauchspeck, gepökelt und geräuchert",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_119.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_schwein,tag_ultra_processed"
MEGGLE,Baguette,"€ 1,19",1.99,1 kg = 7.44,"Laugenbaguette mit Kräuterbutter, zum Aufbacken",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_194.jpg,"cat_grundnahrung,diet_vegetarian,sub_butter_margarine,sub_milchprodukte"
Keine Marke,Baguette Parisienne,"€ 0,99",,1 kg = 2.36,nach franz. Art,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_222.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_whole_food"
K-CLASSIC,Baguettes oder Brötchen,"€ 0,55",,1 kg = 1.84,"2 Baguettes, 4 Baguette-Brötchen oder 6 Weizenbrötchen, zum Fertigbacken",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_224.jpg,"cat_grundnahrung,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed"
LEZZA,Baklava,"€ 3,33",3.99,1 kg = 14.80,Pistazie oder Walnuss,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_187.jpg,"cat_tiefkuehl,tag_ultra_processed"
HARIBO,Balla Stixx oder Spaghetti,"€ 1,11",1.69,1 kg = 5.55 - 6.35,versch. Sorten,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_017.jpg,"cat_grundnahrung,diet_vegetarian,sub_nudeln,tag_ultra_processed"
AIM E,Belg Meeresfrüchte-Pralinen,"€ 2,39",2.99,1 kg = 9.56,22 Pralinen in Muschelform,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_263.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
PARKSIDE,Benzin-Gartenkultivator PBGK 1400 E5,"€ 189,00",,Kein Mengenpreis,"Zur kraftvollen, komfortablen Bodenlockerung Zum Substrat-Einarbeiten und Saat-Vorbereiten Mit 24 Fräsklingen aus gehärtetem Stahl Anpassbare Arbeitsbreite (ca. 36 oder 60 cm) Arbeitstiefe max. 26 cm Leistungsstarker 4-Takt-Benzinmotor (144,3 m3) Motornennleistung 2,5 kW (3,94 PS) Leerlaufdrehzahl 2.000 min-1 Wartungsfreie Zündung mit Seilzugstarter Benzintank ca. 0,8 l (Öltank ca. 0,5 l) Mit gummiertem Klappgriff Einfacher Transport durch ausklappbares Frontrad Inkl. 2 Messererweiterungen, Befestigungssplinte Inkl. 2 Maulschlüssel, 1 Zündkerzenschlüssel 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_501.jpg,cat_non_food
SALZBURGMILCH,Bergkäse oder Heujuwel,"€ 2,49",,1 kg = 9.96,"Premium Original Bergkäse oder Premium Heujuwel, aus Heumilch, würzig-kräftig, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_167.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
ROWENTA,Beutelloser Akku-Stielsauger Air Force Light RH6545,"€ 79,99",,Kein Mengenpreis,"Zyklon-System 2 Geschwindigkeitsstufen Zyklon- und Schaumstofffilter auswaschbar Staubbehälter ca. 0,65 l Bodendüse mit LEDs und Elektrobürste Freistehende Parkfunktion Akku-Laufzeit bis zu 30 min",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_353.jpg,cat_non_food
CASA SI,BH-Schubladen-Organizer Divider BIG,"€ 1,99",,Kein Mengenpreis,Aus atmungsaktivem Nylon-Mesh Mit 6 Trennfächern für BHs Falt- und waschbar Größe ca. B/T 32 x H 12 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_424.jpg,"cat_non_food,tag_ultra_processed"
K-BIO,Bio-Cashewkerne,"€ 1,99",2.29,1 kg = 13.27,naturbelassen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_246.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
HIPP,Bio-Combiotik 2 oder 3,"€ 10,99",14.75,1 kg = 18.32,"Bio-Folgemilch, nach dem 6. oder ab dem 10. Monat",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_330.jpg,"cat_drogerie,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
HIPP,Bio-Fertiggericht,"€ 1,79",2.15,1 kg = 7.16,"ab 1 Jahr, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_331.jpg,"cat_drogerie,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte"
WILTMANN,Bio-Fleischkäse oder Bio-Geflügel-Lyoner,"€ 1,69",,1 kg = 21.13,"in Scheiben, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_116.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_kaese,sub_milchprodukte,sub_wurst,tag_ultra_processed"
K-BIO,Bio-Knusperjoghurt,"€ 0,77",0.95,1 kg = 5.14,"Joghurt-Banane, -Erdbeere oder -Vanille mit Knuspermüsli",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_143.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed"
K-TAKE IT VEGGIE,Bio-Mandeldrink,"€ 0,99",1.35,Kein Mengenpreis,ungesüßt,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_158.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
K-BIO,Bio-Nudeln,"€ 0,69",0.85,1 kg = 1.38,"aus Hartweizengrieß, ohne Ei, versch. Sorten, z. T. aus Vollkorn",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_239.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
ANDECHSER NATUR,Bioland frische Weidemilch 3 8 Fett,"€ 1,49",1.89,Kein Mengenpreis,"3,8 % Fett",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_141.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte,tag_high_protein,tag_proteinreich"
KÄSEMANUFAKTUR ALLGÄU,Bioland Hubertus oder Bockhornklee,"€ 1,99",2.89,Kein Mengenpreis,"dtsch. Schnittkäse aus Bio-Kuhmilch, mit Kräutern verfeinert, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_179.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
SCHWARMSTEDTER,Bioland Lieblings-Puffer,"€ 1,99",2.99,1 kg = 3.32,hergestellt aus frisch geriebenen Kartoffeln,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_191.jpg,"cat_tiefkuehl,diet_lactose_free,tag_high_protein,tag_proteinreich"
K-BIO,Bioland Speisequark,"€ 0,89",1.09,1 kg = 4.36) / (1 kg = 3.56)**,40 % Fett i. Tr.,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_157.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
JOHNNIE WALKER,Black Label Whisky,"€ 19,99",27.99,1 l = 28.56,"aus mind. 12 Jahre gereiften Whiskys aus ganz Schottland, 40 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_293.jpg,cat_getraenke
Keine Marke,Blumenbouquet,"€ 19,99",,Kein Mengenpreis,versch. Variationen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_070.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
K-CLASSIC,Blütenhonig,"€ 1,99",2.69,1 kg = 3.98,cremig,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_622.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Bockwurst,"€ 2,99",3.49,1 kg = 5.98,im Naturdarm,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_624.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_wurst,tag_ultra_processed"
SWIFFER,Bodenreinigungstücher feucht,"€ 4,49",UVP 6.99,Kein Mengenpreis,Für Swiffer-Bodenwischer Mit Schrubberstreifen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_435.jpg,cat_drogerie
ROWENTA,Bodenstaubsauger City Space RO2611EA,"€ 69,99",UVP 164.99,Kein Mengenpreis,"Hochleistungsfilter Staubbeutelvolumen max. 2,5 l Staubbeutelfüllanzeige Hocheffiziente Bodendüse Mit 2-in-1-Fugendüse Aktionsradius ca. 7,6 m 750 W",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_356.jpg,cat_non_food
ROWENTA,Bodenstaubsauger Swift Power RO2910EA,"€ 79,99",,Kein Mengenpreis,"Zyklon-Technologie Mit Filter-System für staubfreie Luft 2-in-1-Fugendüse mit ausklappbarer Bürste Aktionsradius ca 7,6 m Automatische Kabelaufwicklung Geringe Lautstärke mit nur 77 dB (A) 900 W",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_355.jpg,cat_non_food
SWIFFER,Bodentücher mit Duft,"€ 7,99",UVP 14.99,Kein Mengenpreis,Anti-Staub-Tücher Zur trockenen Reinigung Fängt und schließt Staub ein Mit Febreze-Duft,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_430.jpg,cat_drogerie
