Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
nimm2 Lachgummi Softies,Storck,"€ 0,99",,"1,29 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_021.jpg
Coca-Cola Fanta mezzo mix Sprite,Coca-Cola Fanta mezzo mix Sprite,"€ 0,99",,"UVP
1,59 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_022.jpg
Gefüllte Pasta,Giovanni Rana,"€ 2,69",,"UVP
3,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_023.jpg
Katzennassfutter,Sheba,"€ 0,49",,"0,69 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_024.jpg
Soße zu Schweinebraten,Knorr,"€ 0,39",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_025.jpg
Frischkäse,Bresso,"€ 1,11",,"2,39 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_026.jpg
Feta- oder Hirtenkäse,Patros,"€ 1,99",,"3,29 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_027.jpg
Iso-Light,TopSport,"€ 0,29",,"0,41 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_028.jpg
Regenbogenforellen-Filets,ALMARE,"€ 1,99",,"2,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_029.jpg
Vitalgebäck,Biscotto,"€ 1,99",,"2,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_030.jpg
Himbeeren,All Seasons,"€ 3,49",,"4,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_031.jpg
Fein Fruchtig Waldfrucht,Grandessa,"€ 0,99",,"1,29 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_032.jpg
Protein-Wraps,Goldähren,"€ 2,22",,"3,38 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_033.jpg
Toilettenpapier,Kokett,"€ 3,15",,"3,95 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_034.jpg
Prosciutto Cotto,Cucina,"€ 1,59",,"2,39 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_035.jpg
Prosciutto Crudo,Cucina Nobile,"€ 1,49",,"1,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_036.jpg
Burrata,CUCINA,"€ 1,69",,"2,19 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_037.jpg
Creme mit Aceto Balsamico di Modena I G P,Cucina,"€ 1,11",,"1,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_038.jpg
