Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
LIV BO,Fleece-Spannbettlaken ca 140 - 160 x 200 cm,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_408.jpg
WALSER,Kfz-Verbandkasten,"€ 4,99",9.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_410.jpg
BIBERNA,Anti-Milben-Matratzenauflage ca 140 x 200 cm,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_411.jpg
TECHNAXX,Elektronische Parkscheibe TX-272,"€ 14,99",UVP 29.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_412.jpg
NUR DIE,Damen-Deluxe-Leggings,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_413.jpg
NIGRIN,Reifen-Dicht,"€ 4,99",UVP 11.49,1 l = 9.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_414.jpg
LIV BO,Fleece-Bettwäsche-Set ca 135 x 200 cm,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_416.jpg
CAMPRELLA,Damen-Soft-Hausschuhe,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_418.jpg
WD-40,Multifunktionsspray,"€ 2,99",UVP 6.29,1 l = 19.94,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_419.jpg
TOWNLAND,Herren-Pyjama,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_420.jpg
NIKE,Rucksack,"€ 14,99",UVP 30.00,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_422.jpg
Keine Marke,Herren-Thermoshirt,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_423.jpg
JOHN COTTON DREAMS,Steppdecke,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_424.jpg
MY PROJECT,AdBlue,"€ 4,99",8.99,1 l = 1.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_425.jpg
SMILODOX,Herren-T-Shirt,"€ 9,99",UVP 34.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_427.jpg
LIQUI MOLY,Kühlerfrostschutzmittel,"€ 4,99",UVP 9.39,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_428.jpg
Keine Marke,Herren-Futtershirt,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_429.jpg
SPICE SOUL,Küchenläufer,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_430.jpg
MY PROJECT,Leichtlauf-Motorenöl 10W-40 Power,"€ 17,99",26.99,1 l = 3.60,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_431.jpg
Keine Marke,Gürteltasche,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_432.jpg
SMILODOX,Damen-Sweathose,"€ 17,99",UVP 54.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_434.jpg
Keine Marke,Damen-T-Shirt,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_435.jpg
Keine Marke,Herren-Futterhose,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_436.jpg
TOWNLAND,Herren-Pantoletten,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_437.jpg
BABYBEST,Musselindecke,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_438.jpg
MY PROJECT,Autositzaufleger,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_439.jpg
NUR DIE,Damen-Flauschesocken,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_440.jpg
OYANDA,Damen-Pantoletten,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_441.jpg
BABYBEST,Renforc -Wendebettwäsche-Set,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_442.jpg
LIQUI MOLY,Scheibenreinigerschaum,"€ 3,49",UVP 5.79,1 l = 11.64,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_443.jpg
UHU,Luftentfeuchter,"€ 3,99",8.59,1 kg = 8.87,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_444.jpg
LIV BO,Fleece-Spannbettlaken ca 90 - 100 x 200 cm,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_445.jpg
MY PROJECT,Leichtlauf-Motorenöl 5W-30 Longlife III,"€ 24,99",41.99,1 l = 5.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_446.jpg
JOHN COTTON DREAMS,Kopfkissen ca 80 x 40 cm,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_447.jpg
BABYBEST,Mikrofaser-Flauschdecke,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_449.jpg
MY PROJECT,Scheibenfrostschutz -30 C,"€ 5,99",7.99,1 l = 1.20,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_450.jpg
MY PROJECT,Scheibenenteiser-Refill,"€ 1,99",2.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_451.jpg
LIV BO,Fleece-Kissenbezüge,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_452.jpg
Keine Marke,Cap oder Bucket Hat,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_453.jpg
NUR DIE,Damen-Kuschelhaussocken,"€ 5,99",UVP 9.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_455.jpg
MY PROJECT,Ratschenspanngurte-Set,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_457.jpg
SMILODOX,Damen-Sweatshirt,"€ 17,99",UVP 54.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_458.jpg
MY PROJECT,Scheibenenteiser-Spray,"€ 1,99",,1 l = 3.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_459.jpg
MY PROJECT,Motorenöl 15W-40 Universal,"€ 17,99",24.99,1 l = 3.60,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_460.jpg
NEWCENTIAL,Multitrainer,"€ 59,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_461.jpg
NIKE,Sporttasche,"€ 14,99",UVP 30.00,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_462.jpg
MY PROJECT,Thermo-Scheibenschutz,"€ 2,19",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_463.jpg
CAMPRELLA,Herren-Soft-Hausschuhe,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_464.jpg
NEWCENTIAL,Gym in the Box,"€ 24,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_465.jpg
CARTREND,Auto-Halbgarage,"€ 9,99",UVP 23.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_468.jpg
Keine Marke,Baby-Schlafsack mit Fuß TOG 2,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_469.jpg
OYANDA,Damen-Fleece-Hausanzug,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_471.jpg
LIV BO,Fleece-Bettwäsche-Set ca 155 x 220 cm,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_472.jpg
OYANDA,Damen-Pyjama,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_473.jpg
Keine Marke,Socken,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_475.jpg
BIBERNA,Anti-Milben-Matratzenauflage ca 180 x 200 cm,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_476.jpg
JOHN COTTON DREAMS,Kopfkissen ca 80 x 80 cm,"€ 8,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_477.jpg
CARTREND,Vollgarage,"€ 24,99",UVP 49.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_478.jpg
Keine Marke,Herren-Thermohose,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_482.jpg
DR OETKER,Ristorante Pizza,"€ 1,79",,1 kg = 4.37 - 5.60,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_551.jpg
KINDER Schokolade,oder YOGURETTE Schokoriegel,"€ 1,11",,1 kg = 11.10,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_552.jpg
JOHNNIE WALKER,Black Label Whisky,"€ 19,99",,1 l = 28.56,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_553.jpg
Keine Marke,Hot Dog,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_554.jpg
K-CLASSIC,Pfirsiche,"€ 1,59",1.99,Abtropfgewicht 480 g (1 kg = 3.32,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_555.jpg
JAMESON,Irish Whiskey,"€ 14,79",,1 l = 21.13,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_556.jpg
POLY PALETTE,Intensiv-Creme-Coloration,"€ 2,89",3.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_557.jpg
K-CLASSIC,Junge Erbsen mit Möhrchen,"€ 1,29",1.69,Abtropfgewicht 530 g (1 kg = 2.44,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_558.jpg
Keine Marke,Franz ital Blumenkohl lose,"€ 1,49",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_559.jpg
K-PURLAND,Steakburger vom Rind,"€ 3,99",,1 kg = 11.09,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_560.jpg
POM-BÄR,Kartoffelsnacks,"€ 1,11",,1 kg = 14.80,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_562.jpg
WEIHENSTEPHAN,Haltbarer od frischer Kakao,"€ 1,49",2.19,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_564.jpg
WC FRISCH,Reinigungsgel,"€ 1,39",1.95,1 l = 1.86,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_565.jpg
ZIMMERMANN,Bunter Pfeffer-Schinken,"€ 1,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_566.jpg
Keine Marke,Span Minigurken,"€ 2,49",3.49,1 kg = 3.32,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_567.jpg
5 0 ORIGINAL,Pils Export oder Helles,"€ 0,49",,1 l = 0.98,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_569.jpg
APTAMIL,Folgemilch 2 oder 3,"€ 14,99",,1 kg = 18.74,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_570.jpg
CHANTR,Weinbrand,"€ 5,99",,1 l = 8.56,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_575.jpg
HARIBO,Fruchtgummi,"€ 5,99",,1 kg = 4.44 - 5.00,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_576.jpg
ESCAL,King Prawns Proven al oder Natur,"€ 3,33",4.29,1 kg = 13.32 - 14.80,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_578.jpg
Keine Marke,Dtsch poln Kulturchampignons braun,"€ 1,79",2.49,1 kg = 4.48,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_579.jpg
ORIGINAL WAGNER,Rustipani Ofenbrot oder Airfryer Snack,"€ 1,69",2.19,1 kg = 8.67 - 9.95,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_580.jpg
RICOLA,Kräuterbonbons,"€ 1,49",2.35,1 kg = 19.87,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_582.jpg
Keine Marke,Dtsch Multicolor-Salat,"€ 1,29",1.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_583.jpg
KINDER,Joy,"€ 0,99",,1 kg = 49.50,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_584.jpg
K-CLASSIC,Heringsspezialitäten,"€ 2,22",2.79,Abtropfgewicht 250 g (1 kg = 8.88,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_585.jpg
K-CLASSIC,Bayerischer Wurstsalat,"€ 2,59",3.19,1 kg = 6.48,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_586.jpg
SALZBURGMILCH,Bergkäse oder Heujuwel,"€ 2,39",3.19,1 kg = 9.56,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_587.jpg
HELL,Energy Drink,"€ 0,59",,1 l = 2.36,,Nein,Dieses Angebot findest du vom 12.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-12,2026-01-14,images_kaufland/kaufland_offer_589.jpg
Keine Marke,Ital Kräuter in Terrakotta,"€ 3,29",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_672.jpg
Keine Marke,Bioland dtsch Tafeläpfel,"€ 2,99",3.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_747.jpg
