Produkt,Preis,Preis_kg,Hinweis,Gueltig_von,Gueltig_bis,Bildpfad
Tullamore D E W Irish Whiskey,"€ 13,99","1 l = 19,99 €","verschiedene Sorten, 35/40 % Vol. Je nach Verfügbarkeit des Marktes., 0,7 Liter Flasche, (1 l = 19,99 €)",2026-01-19,2026-01-24,images_edeka/tullamore-d-e-w-irish-whiskey.jpg
Pircher Edelbrand,"€ 14,99","1 l = 21,41 €","verschiedene Sorten, 30/40 % Vol., 0,7 Liter Flasche, (1 l = 21,41 €)",2026-01-19,2026-01-24,images_edeka/pircher-edelbrand.jpg
Ramazzotti,"€ 9,99","1 l = 14,27 €","verschiedene Sorten oder Aperitivo Alkoholfrei, 0,00-38 % Vol., 0,7 Liter Flasche, (1 l = 14,27 €)",2026-01-19,2026-01-24,images_edeka/ramazzotti.jpg
9 Mile Vodka,"€ 9,99","1 l = 14,27 €","37,5 % Vol., 0,7 Liter Flasche, (1 l = 14,27 €)",2026-01-19,2026-01-24,images_edeka/9-mile-vodka.jpg
By Senzo Santino Wein Alkoholfrei,"€ 5,99","1 l = 7,99 €","aus Deutschland, verschiedene Sorten, 0,75 Liter Flasche, (1 l = 7,99 €)",2026-01-19,2026-01-24,images_edeka/by-senzo-santino-wein-alkoholfrei.jpg
Pott Rum oder Eierlikör,"€ 8,99","1 l = 12,84 €","40/16 % Vol. Je nach Verfügbarkeit des Marktes., 0,7 Liter Flasche, (1 l = 12,84 €)",2026-01-19,2026-01-24,images_edeka/pott-rum-oder-eierlik-r.jpg
Rotwild Wein,"€ 2,99","1 l = 3,99 €","aus Rheinhessen/Pfalz, verschiedene Sorten oder Schoko mit Rotwein & Schokoladenaroma, 0,75 Liter Flasche, (1 l = 3,99 €)",2026-01-19,2026-01-24,images_edeka/rotwild-wein.jpg
Coca-Cola,"€ 1,11","1 l = 0,89 €","verschiedene Sorten, Fanta, Sprite oder Mezzo Mix* *koffeinhaltige Limonade, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 0,89 €)",2026-01-19,2026-01-24,images_edeka/coca-cola.jpg
Warsteiner Pilsener,"€ 0,79","1 l = 1,58 €","0,5 Liter Dose + 0,25 Pfand, (1 l = 1,58 €)",2026-01-19,2026-01-24,images_edeka/warsteiner-pilsener.jpg
Powerade Sports,"€ 0,99","1 l = 1,98 €","verschiedene Sorten, 0,5 Liter Flasche + 0,25 Pfand, (1 l = 1,98 €)",2026-01-19,2026-01-24,images_edeka/powerade-sports.jpg
hohes C Vitamin Water,"€ 1,29","1 l = 1,72 €","verschiedene Sorten, 0,75 Liter Flasche + 0,25 Pfand, (1 l = 1,72 €)",2026-01-19,2026-01-24,images_edeka/hohes-c-vitamin-water.jpg
Gerolsteiner natürliches Mineralwasser,"€ 0,79","1 l = 0,53 €","verschiedene Sorten, 1,5 Liter Flasche + 0,25 Pfand, (1 l = 0,53 €)",2026-01-19,2026-01-24,images_edeka/gerolsteiner-nat-rliches-mineralwasser.jpg
Pfanner ice Tea oder Teegetränk,"€ 1,29","1 l = 0,65 €","verschiedene Sorten, 2 Liter Packung, (1 l = 0,65 €)",2026-01-19,2026-01-24,images_edeka/pfanner-ice-tea-oder-teegetr-nk.jpg
Almdudler Kräuterlimonade,"€ 1,11","1 l = 1,11 €","verschiedene Sorten, 1 Liter Flasche + 0,25 Pfand, (1 l = 1,11 €)",2026-01-19,2026-01-24,images_edeka/almdudler-kr-uterlimonade.jpg
Monster Energy Drink,"€ 0,89","1 l = 1,78 €","verschiedene Sorten, 0,5 Liter Dose + 0,25 Pfand, (1 l = 1,78 €)",2026-01-19,2026-01-24,images_edeka/monster-energy-drink.jpg
Paulaner Münchner Hell,"€ 14,99","1 l = 1,50 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,50 €)",2026-01-19,2026-01-24,images_edeka/paulaner-m-nchner-hell.jpg
Kapuziner Weißbier,"€ 11,99","1 l = 1,20 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 4,50 Pfand, (1 l = 1,20 €)",2026-01-19,2026-01-24,images_edeka/kapuziner-wei-bier.jpg
Aktien Bier,"€ 14,99","1 l = 1,50 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 4,50 Pfand, (1 l = 1,50 €)",2026-01-19,2026-01-24,images_edeka/aktien-bier.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Unbekannt 150,"€ ,00",Kein Mengenpreis,*gültig nur für die gekennzeichneten Aktionsartikel in teilnehmenden Märkten mit Bedientheke und solange der Vorrat reicht. Abbildungen ähnlich. Sortimentsabweichungen in,2026-01-19,2026-01-24,
Leibniz Kakao- oder Butterkeks,"€ 1,29",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/leibniz-kakao-oder-butterkeks.jpg
Ferrero Küsschen,"€ 2,99",Kein Mengenpreis,"verschiedene Sorten, 20er",2026-01-19,2026-01-24,images_edeka/ferrero-k-sschen.jpg
Amicelli,"€ 2,99","1 kg = 14,95 €","16er, 200 g Packung, (1 kg = 14,95 €)",2026-01-19,2026-01-24,images_edeka/amicelli.jpg
Ritter Sport Schokowürfel,"€ 3,29","1 kg = 18,69 €","verschiedene Sorten, 176 g Packung, (1 kg = 18,69 €)",2026-01-19,2026-01-24,images_edeka/ritter-sport-schokow-rfel.jpg
Nestl Choco Crossies oder Choclait Chips,"€ 1,99",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/nestl-choco-crossies-oder-choclait-chips.jpg
Nestl KitKat Lion,"€ 1,99",Kein Mengenpreis,"verschiedene Sorten, Smarties oder Nuts",2026-01-19,2026-01-24,images_edeka/nestl-kitkat-lion.jpg
Storck nimm2 Lachgummi,"€ 0,99",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/storck-nimm2-lachgummi.jpg
Tuc Bake Rolls oder Minis,"€ 1,49",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/tuc-bake-rolls-oder-minis.jpg
Storck Toffifee,"€ 4,99","1 kg = 7,98 €","4 + 1 GRATIS Nur solange der Vorrat reicht. entspricht Einzelpreis von 1,00 €, 625 g Packung, (1 kg = 7,98 €)",2026-01-19,2026-01-24,images_edeka/storck-toffifee.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Unbekannt 161,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,
Coral Waschmittel,"€ 3,49",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/coral-waschmittel.jpg
Softlan Weichspüler,"€ 1,29",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/softlan-weichsp-ler.jpg
Der General Allzweckreiniger,"€ 1,59","1 l = 2,12 €","verschiedene Sorten, 750 ml Flasche, (1 l = 2,12 €)",2026-01-19,2026-01-24,images_edeka/der-general-allzweckreiniger.jpg
WC Ente Total Aktiv Gel,"€ 1,99","1 l = 2,65 €","verschiedene Sorten Antibakterielle WC-Reiniger vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformation lesen., 750 ml Flasche, (1 l = 2,65 €)",2026-01-19,2026-01-24,images_edeka/wc-ente-total-aktiv-gel.jpg
Air Wick Freshmatic Automatisches Duftspray,"€ 3,99","1 l = 15,96 €","verschiedene Sorten, 250 ml Nachfüllpackung, (1 l = 15,96 €)",2026-01-19,2026-01-24,images_edeka/air-wick-freshmatic-automatisches-duftspray.jpg
Regina Toilettenpapier,"€ 2,99",Kein Mengenpreis,"verschiedene Sorten, 3-lagig, 8 x 150 Blatt Packung",2026-01-19,2026-01-24,images_edeka/regina-toilettenpapier.jpg
Regina Haushaltstücher mit Herzen,"€ 2,49",Kein Mengenpreis,"3-lagig, 4 x 43 Blatt Packung",2026-01-19,2026-01-24,images_edeka/regina-haushaltst-cher-mit-herzen.jpg
Schwarzkopf taft Haarspray -lack oder Schaumfestiger,"€ 2,99",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/schwarzkopf-taft-haarspray-lack-oder-schaumfestiger.jpg
dusch das Duschgel,"€ 0,99","1 l = 4,40 €","verschiedene Sorten, 225 ml Flasche, (1 l = 4,40 €)",2026-01-19,2026-01-24,images_edeka/dusch-das-duschgel.jpg
Garnier Wahre Schätze Shampoo oder Spülung,"€ 1,99",Kein Mengenpreis,verschiedene Sorten,2026-01-19,2026-01-24,images_edeka/garnier-wahre-sch-tze-shampoo-oder-sp-lung.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Unbekannt 173,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Unbekannt 175,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,
Vitakraft Catstick,"€ 0,59","1 kg = 32,78 €","verschiedene Sorten, 3er, 18 g Packung, (1 kg = 32,78 €)",2026-01-19,2026-01-24,images_edeka/vitakraft-catstick.jpg
Purina felix Soup Katzennahrung,"€ 1,79","1 kg = 6,22 €","verschiedene Sorten, 6er, 288 g Packung, (1 kg = 6,22 €)",2026-01-19,2026-01-24,images_edeka/purina-felix-soup-katzennahrung.jpg
Wildes Land Hundenahrung,"€ 2,49","1 kg = 6,23 €","verschiedene Sorten Ausgenommen Pur und Hypoallergen., 400 g Dose, (1 kg = 6,23 €)",2026-01-19,2026-01-24,images_edeka/wildes-land-hundenahrung.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
Unbekannt 180,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,
Kartoffelbrot,"€ 1,99","1 kg = 2,55 €","Abbildung ähnlich., 750 g Laib, (1 kg = 2,55 €)",2026-01-19,2026-01-24,images_edeka/kartoffelbrot.jpg
Baguette Brötchen,"€ 0,25",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-01-19,2026-01-24,images_edeka/baguette-br-tchen.jpg
Sonnenblumenbrötchen,"€ 0,35",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-01-19,2026-01-24,images_edeka/sonnenblumenbr-tchen.jpg
Pizzatasche Arrabiata,"€ 0,99",Kein Mengenpreis,"gefüllt mit Salami und Tomaten, mit Käse bestreut Abbildung ähnlich., Stück",2026-01-19,2026-01-24,images_edeka/pizzatasche-arrabiata.jpg
Quarktasche,"€ 0,69",Kein Mengenpreis,"Abbildung ähnlich., Stück",2026-01-19,2026-01-24,images_edeka/quarktasche.jpg
Alle Angebote finden Sie im Prospekt,"€ ,00",Kein Mengenpreis,,2026-01-19,2026-01-24,images_edeka/alle-angebote-finden-sie-im-prospekt.jpg
