Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
K-WERTSCHÄTZE,Kasseler Nacken Kamm ohne Knochen,"€ 9,50",12.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_118.jpg
K-WERTSCHÄTZE,Rinderfilet,"€ 42,90",58.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_119.jpg
PONNATH,Le Buffet Tortensülze,"€ 0,89",1.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_120.jpg
Aus eigener Herstellung,Wiener oder Käsewürstchen,"€ 0,88",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_121.jpg
MONTORSI,Mortadella Bologna IGP mit Pistazien,"€ 0,99",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_122.jpg
MÜNNICH,Jambon de Paris,"€ 1,59",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_123.jpg
KLÜMPER,Schwarzwälder Schinken,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_124.jpg
Keine Marke,Prosciutto di Parma DOP,"€ 2,99",4.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_125.jpg
Aus eigener Herstellung,Schinkenbeißer,"€ 0,99",1.89,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_126.jpg
Kalbskotelett,in Scheiben,"€ 16,90",24.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_127.jpg
K-WERTSCHÄTZE,Gulasch gemischt von Schwein und Rind,"€ 14,90",16.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_128.jpg
K-BLUE BAY,Miesmuscheln,"€ 2,29",2.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_129.jpg
K-BLUE BAY,Norweg Lachsforellenfilet,"€ 13,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_130.jpg
ANDECHSER NATUR,Bioland frische Weidemilch 3 8 Fett,"€ 1,39",1.89,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_131.jpg
WEIHENSTEPHAN,Joghurt mild,"€ 0,99",,1 kg = 1.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_132.jpg
ZOTT,Sahnejoghurt oder Pure Joy,"€ 0,39",,1 kg = 2.79,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_133.jpg
ELINAS,Joghurt nach griech Art,"€ 1,69",2.29,1 kg = 2.82,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_134.jpg
ANDECHSER NATUR Demeter,Fruchtjoghurt 3 8 Fett,"€ 1,99",2.79,1 kg = 3.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_135.jpg
MÖVENPICK,Sahnepudding,"€ 0,79",1.19,1 kg = 5.27,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_136.jpg
KINDER,Pingui,"€ 1,99",,1 kg = 8.30,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_137.jpg
DR OETKER,High Protein,"€ 1,99",2.59,1 kg = 4.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_139.jpg
MÜLLER,Müllermilch,"€ 0,66",,1 l = 1.65,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_140.jpg
WEIHENSTEPHAN,Schlagsahne,"€ 2,59",,1 kg = 5.18,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_141.jpg
KERRYGOLD,Butter,"€ 1,39",,1 kg = 5.56 - 6.95,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_142.jpg
BERIEF,Bio-Hafer- oder -Mandeldrink,"€ 1,29",1.79,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_143.jpg
EHRMANN,Foodie,"€ 2,49",2.99,1 l = 6.23,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_144.jpg
K-TAKE IT VEGGIE,Vegane Kochcreme,"€ 0,59",0.71,1 l = 2.95,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_145.jpg
K-BIO,Bioland Mozzarella,"€ 0,99",1.29,Abtropfgewicht 125 g (1 kg = 7.92,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_146.jpg
ROUGETTE,Ofenkäse,"€ 3,49",,1 kg = 10.91,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_148.jpg
KIRI,Dippi,"€ 1,99",2.99,1 kg = 18.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_149.jpg
ANDECHSER NATUR,Bioland Schnittkäse,"€ 2,49",3.19,1 kg = 16.60 - 19.92,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_150.jpg
K-FAVOURITES,Grana Padano DOP am Stück,"€ 3,49",4.25,1 kg = 17.45,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_152.jpg
GALBANI,Ricotta,"€ 1,99",2.79,1 kg = 7.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_154.jpg
K-BIO,Bioland Körniger Frischkäse,"€ 1,11",1.45,1 kg = 5.55,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_155.jpg
EXQUISA,Frischkäsezubereitung,"€ 1,11",,1 kg = 5.55,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_156.jpg
K-CLASSIC,Mascarpone,"€ 2,99",3.58,1 kg = 5.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_157.jpg
RAMA,Pflanzliches Streichfett,"€ 1,39",,1 kg = 3.09 - 3.48,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_158.jpg
COMT AOP,Franz Hartkäse,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_159.jpg
Keine Marke,Sennenkäse,"€ 1,09",2.19,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_160.jpg
SWITZERLAND,Appenzeller Extra-Würzig,"€ 2,22",3.19,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_161.jpg
SCHÄRDINGER,Bergfex oder Moosbacher,"€ 1,29",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_162.jpg
MILRAM,Müritzer,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_163.jpg
PUSTERIA,Pustertaler,"€ 1,79",2.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_164.jpg
Keine Marke,Gorgonzola DOP,"€ 1,79",2.69,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_165.jpg
FRIENDS OF ASIA,Frozen Dessert,"€ 1,99",2.99,1 l = 22.12,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_166.jpg
LANGNESE,Magnum,"€ 3,49",5.49,1 l = 5.82 - 6.02,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_167.jpg
MÖVENPICK,Eis,"€ 1,89",,1 l = 2.10 - 2.37,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_168.jpg
FROSTA,Gemüse-Beilage,"€ 1,99",2.59,1 kg = 6.64,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_169.jpg
Keine Marke,Ungar poln Gänsebrust,"€ 13,33",,entspr. z. B. für eine 750-g-Packg. 10.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_170.jpg
IGLO,Chicken-Nuggets,"€ 2,99",3.99,1 kg = 11.96 - 13.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_171.jpg
ITALPIZZA,3 x 3 oder La Numero Uno,"€ 2,49",3.49,1 kg = 5.66 - 8.59,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_172.jpg
DR OETKER,Intermezzo,"€ 1,59",,1 kg = 8.37 - 9.64,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_173.jpg
COPPENRATH WIESE,Festtagstorte oder Bunte Sahneplatte,"€ 7,99",,1 kg = 5.16 - 10.25,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_174.jpg
DOLCE ITALIA,Tiramisu,"€ 3,33",4.49,1 kg = 7.40,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_175.jpg
K-CLASSIC,Pazifisches Wildlachsfilet,"€ 2,79",3.69,1 kg = 11.16,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_177.jpg
K-CLASSIC,Pizza-Brötchen,"€ 1,59",1.99,1 kg = 6.36,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_178.jpg
NOA,Veganer Brotaufstrich,"€ 1,79",2.49,1 kg = 10.23,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_179.jpg
GIOVANNI RANA,Gnocchi,"€ 1,99",2.99,1 kg = 4.98 - 7.11,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_180.jpg
NUVOLA,Pinsa Romana,"€ 2,22",2.79,1 kg = 8.88,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_181.jpg
GARDEN GOURMET,Vegane Filet-Streifen oder Sensational Burger,"€ 2,49",,1 kg = 11.02 - 14.23,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_182.jpg
SIMPLY V,Vegane Käse-Alternative,"€ 1,99",2.49,1 kg = 11.06 - 13.27,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_184.jpg
K-FAVOURITES,Lasagne Bolognese,"€ 1,89",2.39,1 kg = 4.73,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_185.jpg
K-FAVOURITES,Antipasti,"€ 1,49",,1 kg = 9.94,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_187.jpg
K-BIO,Bio-Räucherlachs,"€ 3,29",3.99,1 kg = 32.90,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_188.jpg
VICI,Surimi-Stäbchen,"€ 1,49",1.99,1 kg = 7.45,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_189.jpg
K-BIO,Bio-Tomatenmark,"€ 0,89",1.15,1 kg = 4.45,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_190.jpg
ORO DI PARMA,Tomaten Pizzasauce oder Tomatenmark,"€ 1,29",,1 kg = 3.23 - 6.45,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_191.jpg
SAUPIQUET,Thunfisch für Pasta oder Pat,"€ 2,49",3.29,1 kg = 15.57 - 21.66,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_193.jpg
LITTLE LUNCH,Bio-Suppe,"€ 2,49",3.49,1 l = 7.12,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_195.jpg
MORE,Gourmet-Sauce light,"€ 4,99",,1 l = 17.51,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_197.jpg
GIUSEPPE CREMONINI,Balsamico Creme Classic,"€ 2,99",4.49,1 l = 11.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_198.jpg
Keine Marke,Pikante Florini-Paprika,"€ 0,89",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_200.jpg
Antipasti-Creme,Doppelrahmstufe,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_201.jpg
Keine Marke,Getrocknete Tomaten,"€ 0,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_202.jpg
Keine Marke,Börekstick,"€ 0,49",0.69,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_203.jpg
Keine Marke,Laugenstange,"€ 0,39",0.59,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_204.jpg
Keine Marke,Pizza Margherita,"€ 0,69",0.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_205.jpg
Keine Marke,Spritzring,"€ 0,55",0.89,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_206.jpg
Keine Marke,Frühstücks-Muffin,"€ 1,09",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_207.jpg
Keine Marke,Ciabatta natur,"€ 0,59",0.79,1 kg = 1.97,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_208.jpg
Keine Marke,Bauernbrötchen,"€ 0,33",0.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_209.jpg
STEINER S LOWER CARB,High-Protein-Brötchen,"€ 2,22",2.99,1 kg = 7.93,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_211.jpg
BARILLA,Pasta-Sauce,"€ 1,99",,1 kg = 4.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_213.jpg
K-FAVOURITES,Pesto,"€ 1,49",1.99,1 kg = 7.85 - 8.28,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_214.jpg
K-CLASSIC,Risottoreis,"€ 1,49",2.29,1 kg = 2.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_215.jpg
K-CLASSIC,Linsen,"€ 1,11",1.39,1 kg = 2.22,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_216.jpg
K-BIO,Bio-Chiasamen,"€ 1,29",1.85,1 kg = 4.30,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_217.jpg
K-BIO,Bio-Nudeln,"€ 0,69",0.85,1 kg = 1.38,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_219.jpg
DORFMÜHLE,Oberschwäbische Land-Nudeln,"€ 3,00",,1 kg = 3.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_220.jpg
FIORDIFRUTTA,Bio-Fruchtaufstrich,"€ 2,99",3.99,1 kg = 11.50 - 11.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_221.jpg
NUTELLA,Nuss-Nugat-Creme,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_222.jpg
RIGONI DI ASIAGO,Bio-Nocciolata,"€ 3,99",4.99,1 kg = 15.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_223.jpg
HOME CULINAR,Bio-Buchweizenflocken,"€ 1,39",1.75,1 kg = 3.48,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_224.jpg
WHOLEY,Bio-Cerealien,"€ 2,99",3.95,1 kg = 7.48 - 10.88,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_225.jpg
K-BIO,Bio-Dinkelmehl,"€ 0,99",1.25,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_226.jpg
K-FAVOURITES,Pizzamehl,"€ 0,89",0.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_227.jpg
K-CLASSIC,Kürbiskerne,"€ 1,49",1.89,1 kg = 7.45,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_228.jpg
SAPORI,Cantuccini,"€ 1,99",2.99,1 kg = 11.38,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_229.jpg
K-CLASSIC,Ital Löffelbiskuits,"€ 1,49",1.99,1 kg = 3.73,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_230.jpg
DALLMAYR,Classic,"€ 6,49",8.99,1 kg = 12.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_231.jpg
ILLY,Classico,"€ 6,99",8.99,1 kg = 27.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_232.jpg
SEGAFREDO,Selezione Crema,"€ 13,99",22.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_233.jpg
CAOTINA,Kakao-Getränkepulver,"€ 5,99",7.99,1 kg = 11.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_234.jpg
FUNNY-FRISCH,Chipsfrisch oder Ofenchips,"€ 1,11",,1 kg = 7.40 - 8.88,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_235.jpg
MORE,Protein-Tortilla-Chips,"€ 2,29",,1 kg = 45.80,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_236.jpg
VALLEDORO,Grissini,"€ 1,29",1.69,1 kg = 12.90,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_237.jpg
ÜLTJE,Erdnüsse,"€ 3,00",,1 kg = 8.34 - 10.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_238.jpg
GEPA,Bio-Schokolade,"€ 2,69",3.99,1 kg = 26.90 - 33.63,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_240.jpg
GIOTTO,Mini-Gebäckkugeln,"€ 2,79",3.69,1 kg = 18.12,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_242.jpg
HANUTA,Haselnuss-Schnitten,"€ 1,99",,1 kg = 9.05,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_243.jpg
AHEAD,Low Sugar Gummies,"€ 1,29",1.79,1 kg = 25.80,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_245.jpg
MENTOS,Kaubonbons,"€ 1,11",,1 kg = 9.74,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_246.jpg
CHUPA CHUPS,Lollies,"€ 1,19",1.69,1 kg = 9.92,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_247.jpg
