Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
BEVOLA,Slipeinlagen,"€ 0,88",0.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_263.jpg
AIR WICK,Freshmatic,"€ 6,49",7.95,1 l = 12.98,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_264.jpg
FIT,Spülmaschinen-Tabs,"€ 6,99",8.95,pro Anwendung = 0.08 - 0.13,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_265.jpg
WC-FRISCH,Duft- oder Blauspüler,"€ 4,49",5.99,1 kg = 22.45,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_266.jpg
HIPP,Bio-Knabber-Snacks,"€ 0,99",1.15,1 kg = 33.00,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_267.jpg
HIPP,Baby-Menü,"€ 1,49",1.75,1 kg = 6.78,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_268.jpg
KUNIBOO,Premium-Windeln,"€ 10,75",,pro Stück = 0.12 - 0.17,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_269.jpg
BEVOLA BABY,Feuchttücher,"€ 1,55",,pro Stück = 0.02,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_270.jpg
KUNIBOO,Premium-Wickelunterlagen,"€ 1,65",,pro Stück = 0.17,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_271.jpg
BEVOLA BABY,Feuchte Waschlappen,"€ 1,55",,pro Stück = 0.02,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_272.jpg
BEVOLA BABY,Gesichts- und Körperpflege- creme,"€ 1,95",,1 l = 19.50,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_273.jpg
BEVOLA BABY,Pflege- Massageöl,"€ 1,95",,1 l = 7.80,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_274.jpg
BEVOLA BABY,Sicherheitswattestäbchen,"€ 0,75",,pro Stück = 0.01,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_275.jpg
BEVOLA BABY,Windelbeutel,"€ 1,45",,pro Stück = 0.02,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_276.jpg
SCHAUMA,Shampoo oder Spülung,"€ 1,49",1.95,1 l = 3.73 - 5.96,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_278.jpg
SCHWARZKOPF,Got2b Strand-Matte,"€ 3,95",4.95,1 l = 39.50,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_279.jpg
BEBE,Reinigungstücher,"€ 1,99",,pro Stück = 0.08,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_280.jpg
ORAL-B,Zahncreme,"€ 4,49",5.45,1 l = 59.87,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_281.jpg
NIVEA,Deo-Spray,"€ 2,22",,1 l = 14.80,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_282.jpg
NIVEA,Body Milk Soft Milk oder Body Lotion,"€ 3,69",4.25,1 l = 9.23,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_283.jpg
NIVEA,Creme- oder Pflegedusche,"€ 1,75",,1 l = 7.00,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_284.jpg
L OR AL PARIS,Men Expert Duschgel,"€ 1,49",1.75,1 l = 5.96,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_285.jpg
DUSCHDAS,Duschgel XXXL,"€ 2,49",,1 l = 3.69,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_286.jpg
K-CLASSIC,Hundenahrung Kroketten,"€ 7,99",9.99,1 kg = 0.80,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_287.jpg
GOOD BOY,Hundesnack,"€ 1,49",1.95,1 kg = 18.63 - 21.29,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_288.jpg
FELIX,Knabber-Mix oder Crispies,"€ 0,88",,1 kg = 14.67 - 19.56,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_289.jpg
SWITCH ON,Doppelschlitz-Toaster SOTKS 800,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_290.jpg
PARKSIDE,Tischbohrmaschine PTBM 450 A1,"€ 79,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_291.jpg
PARKSIDE,Nietmutternzange Zubehör,"€ 29,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_292.jpg
PARKSIDE,Kapp- und Gehrungssäge PKS 1500 C4,"€ 49,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_293.jpg
PARKSIDE,Schraubendreher-Satz,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_294.jpg
BOSCH,Beutelloser Bodenstaubsauger BGS05A225,"€ 89,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_295.jpg
SWITCH ON,Akku-Staubsauger SOHAZ,"€ 59,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_296.jpg
PARKSIDE,Sanitärzangen-Set,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_297.jpg
PARKSIDE,Rohrzange,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_298.jpg
TEFAL,Heißluftfritteuse EY1308,"€ 49,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_299.jpg
PARKSIDE,Bohrer-Bit-Set 204-teilig,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_300.jpg
PARKSIDE,Heißluftgebläse PHLGB 2000 A1,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_301.jpg
SWITCH ON,Akku-Fenstersauger SFR 3 7 D8,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_302.jpg
PARKSIDE,Einhandzwingen L,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_303.jpg
PARKSIDE,Metall-Trennschleifer PMTS 180 C3,"€ 39,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_304.jpg
DENVER,Smartwatch SWC-156 MK2,"€ 7,99",9.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_305.jpg
SWITCH ON,Stabmixer SSMKP 350,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_306.jpg
PARKSIDE,XXL-Kabelbinder-Set,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_307.jpg
PARKSIDE,Riss- und Putzacryl Weiß,"€ 2,99",,1 l = 9.65,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_309.jpg
PARKSIDE,Stufenbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_310.jpg
SWITCH ON,Hand-Dampfreiniger SDR 1050,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_311.jpg
PARKSIDE,Spanplattenschrauben 5 x 50,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_312.jpg
SWITCH ON,Akku-Reinigungsbürste 4 V SORB 4 A1,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_313.jpg
PARKSIDE,Absauganlage PASA 1200 B2,"€ 49,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_314.jpg
SWITCH ON,Fensterputzroboter SOFSR 72 A1,"€ 79,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_315.jpg
SWITCH ON,Wasserkocher SOWKS 3100,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_316.jpg
PARKSIDE,Schärfstation PSS 65 D1,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_317.jpg
PARKSIDE,Maler-Acryl Express Weiß,"€ 2,99",,1 l = 9.65,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_318.jpg
PARKSIDE,Präzisionswerkzeug-Set,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_319.jpg
PARKSIDE,Silikon Transparent,"€ 2,99",,1 l = 9.65,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_320.jpg
PARKSIDE,Lochplattenwinkel ca 60 x 60 x 40 cm,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_321.jpg
PARKSIDE,Elektroschaber PES 250 A1,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_322.jpg
PARKSIDE,HSS-Spiralbohrer-Set PBB 4 C2,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_323.jpg
PARKSIDE,Lochplattenwinkel mit Sicke ca 70 x 70 x 55 cm,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_324.jpg
PARKSIDE,Digitaler Messschieber PMCD A1,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_325.jpg
PARKSIDE,Laminat Parkett-Reparaturset,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_326.jpg
KENWOOD,Doppel-Heißluftfritteuse HFM20 000MB,"€ 79,99",UVP 149.00,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_327.jpg
SWITCH ON,Smoothie-Maker SSMK 300,"€ 17,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_328.jpg
BOSCH,Staubsauger Serie 2 BGDS2BL1D2,"€ 79,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_329.jpg
PARKSIDE,Silikon Weiß,"€ 2,99",,1 l = 9.65,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_330.jpg
PARKSIDE,Akku-Schrauber 4 V PAS 4 D7,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_331.jpg
K-CLASSIC,Staubsaugerbeutel K 010,"€ 3,49",4.45,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_332.jpg
PARKSIDE,Spanplattenschrauben 4 x 40,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_333.jpg
PARKSIDE,Forstnerbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_335.jpg
PARKSIDE,Bitschrauber-Set PBB 4 C2,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_336.jpg
PARKSIDE,Montagekleber,"€ 2,99",,1 kg = 6.65,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_337.jpg
PARKSIDE,Handsägen-Set,"€ 7,99",9.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_338.jpg
LEIFHEIT,Wischmopp-Set CLEAN TWIST Disc Mop Ergo,"€ 29,99",UVP 54.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_339.jpg
LEIFHEIT,Fensterabzieher Window Slider M,"€ 5,99",UVP 10.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_342.jpg
LEIFHEIT,Staubwedel Superduster XL,"€ 6,99",UVP 12.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_343.jpg
LEIFHEIT,Ersatzkopf für Clean Twist Disc Mop,"€ 5,99",UVP 10.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_346.jpg
SPICE SOUL,Pfannenwender,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_347.jpg
Keine Marke,Klappdeckelbox ca 88 l,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_348.jpg
LEIFHEIT,Teleskopstiel,"€ 6,99",UVP 10.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_349.jpg
Keine Marke,Kinder-Einhornumhang,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_350.jpg
Keine Marke,Supergirl-Kostüm,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_352.jpg
Keine Marke,Batgirl-Kostüm,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_353.jpg
Keine Marke,Klappdeckelbox ca 53 l,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_354.jpg
SWIFFER,Staubmagnet-Nachfülltücher Dance Edition,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_355.jpg
GENIUS,Obst- Gemüseschneider-Set Nicer Dicer Plus,"€ 29,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_356.jpg
Keine Marke,Müllsackständer 60 l,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_357.jpg
LEIFHEIT,Wand- und Deckenbesen Dusty,"€ 6,99",UVP 10.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_358.jpg
Keine Marke,Rollenbox ca 30 l,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_362.jpg
Keine Marke,Klappdeckelbox ca 16 l,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_363.jpg
SPICE SOUL,Gusseisen-Topf 28 cm,"€ 29,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_364.jpg
SPICE SOUL,Auflaufformen klein,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_365.jpg
Keine Marke,Gemüse- und Kartoffelbox,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_366.jpg
SPICE SOUL,Abseihlöffel,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_368.jpg
LOU LAGUIOLE,Messer-Set,"€ 5,99",UVP 7.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_370.jpg
SWIFFER,Staubmagnet-Starter-Set Dance Edition,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_372.jpg
Keine Marke,Rollenbox ca 80 l,"€ 8,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_373.jpg
SWIFFER,Staubmagnet Duster Kit Dance Edition,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_375.jpg
Keine Marke,Klappdeckelbox ca 38 l,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_376.jpg
SPICE SOUL,Aluminium-Minipfanne 14 cm,"€ 3,59",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_378.jpg
Keine Marke,Müllsackständer 120 l,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_379.jpg
SPICE SOUL,Auflaufform,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_380.jpg
SPICE SOUL,Frischhaltedosen-Set eckig,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_382.jpg
LEIFHEIT,Wischbezug PROFI XL COTTON PLUS,"€ 9,99",UVP 19.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_383.jpg
LOU LAGUIOLE,Gabel-Set,"€ 5,99",UVP 6.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_384.jpg
SWIFFER,Boden-Staubtücher Dance Edition,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_386.jpg
SPICE SOUL,Spaghettilöffel,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_389.jpg
K-CLASSIC,Abfalleimer,"€ 17,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_392.jpg
LEIFHEIT,Wischtuchpresse mit Rollen Profi XL,"€ 44,99",UVP 89.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_394.jpg
Keine Marke,Rollenbox ca 60 l,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_395.jpg
Keine Marke,Kinder-Drachenumhang,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 12.02. bis 18.02. in deiner Kaufland-Filiale.,2026-02-12,2026-02-18,images_kaufland/kaufland_offer_399.jpg
