Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
EHRMANN,Grand Dessert,0.49,1.19,1 kg = 2.58,-58%,je 190-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_01.jpg
KERRYGOLD,Extra,2.69,5.99,1 kg = 6.73,-55%,je 400-g-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_02.jpg
,"Span. Kaki, lose",0.39,0.79,,-50%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_03.jpg
SALZBURGMILCH,Premium Heujuwel,0.99,1.99,,-50%,je 100 g,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_04.jpg
RÜGENWALDER MÜHLE,Teewurst,1.19,2.39,,-50%,je 100 g,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_05.jpg
PATROS,Salzlakenkäse od. Pflanzlich,1.69,3.29,1 kg = 9.39 - 13.00,-48%,je 130 - 180-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_06.jpg
BÄRENMARKE,"Haltbare Milch, 3,8 % Fett",0.99,1.79,,-44%,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_07.jpg
MAGNUM,Premium-Eis Mini,2.49,4.49,1 l = 7.55,-44%,je 330-ml-Packg.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_08.jpg
LANDLIEBE,Landkäse,1.49,2.69,1 kg = 9.94,-44%,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_09.jpg
MAGGI,Ravioli,1.69,2.99,1 kg = 2.12,-43%,je 800-g-Dose,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_10.jpg
LYSELL,Heringsfiletröllchen,1.69,2.99,Abtropfgewicht 75 g - 90 g 1 kg = 18.78 - 22.54,-43%,je 125-g-Dose,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_11.jpg
,"Marokk. Bohnen, breit",1.99,3.49,1 kg = 3.98,-42%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_12.jpg
HERTA,Finesse Aufschnitt,1.49,2.59,1 kg = 14.90 / 1 kg = 12.90**,"-42%; 1.29€, mit Kaufland Card",je 100-g-Packg.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_13.jpg
K-PURLAND,Schinkenbraten,5.49,8.99,,-38%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_15.jpg
MÜLLER,Doppel-Decker oder Wackelpudding,0.99,1.59,1 kg = 1.98,-37%,je 4 x 125-g-Becher,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_16.jpg
LOTUS,Biscoff,1.29,1.99,1 kg = 6.45,-35%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_17.jpg
,Ital./span. Bio-Zitronen,1.29,1.99,1 kg = 2.58,-35%,je 500-g-Netz,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_18.jpg
,Brasil. Bio-Limetten,1.29,1.99,,-35%,je 4-St-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_19.jpg
,Dtsch./span. Cherryrispentomaten,2.29,3.49,1 kg = 7.64,-34%,je 300-g-Schale,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_20.jpg
WIESBAUER,Österr. Wurstspezialitäten,1.49,,1 kg = 18.63 / 1 kg = 16.13**,"nur; 1.29€, mit Kaufland Card",je 80-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_21.jpg
K-CLASSIC,Bacon-Scheiben,1.11,,1 kg = 11.10 / 1 kg = 9.90**,"nur; 0.99€, mit Kaufland Card",je 100-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_22.jpg
STARBUCKS,Kaffeemischgetränk,1.49,,1 l = 6.78 / 1 l = 5.87**,"nur; 1.29€, mit Kaufland Card",je 220-ml-Becher,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_23.jpg
IGLO,Filegro,2.79,,1 kg = 11.16 - 11.63 / 1 kg = 9.96 - 10.38**,"nur; 2.49€, mit Kaufland Card",je 240 - 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_24.jpg
BARILLA,Collezione Pasta,1.69,,1 kg = 3.38 - 6.76 / 1 kg = 2.78 - 5.56**,"nur; 1.39€, mit Kaufland Card",je 250 - 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_25.jpg
DORFMÜHLE,Oberschwäbische Land-Nudeln,1.99,,1 kg = 3.98 / 1 kg = 3.58**,"nur; 1.79€, mit Kaufland Card",je 500-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_26.jpg
MÖVENPICK,Gourmet-Frühstück,1.99,2.79,1 kg = 7.96 / 1 kg = 7.16**,"-28%; 1.79€, mit Kaufland Card",je 250-g-Glas,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_27.jpg
DR. OETKER,Backmischung,2.49,,1 kg = 5.39 - 8.90 / 1 kg = 4.31 - 7.11**,"nur; 1.99€, mit Kaufland Card",je 280 - 462-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_28.jpg
MON CHÉRI,Pralinen mit Alkoholfüllung,2.79,3.99,1 kg = 17.78 / 1 kg = 15.86**,"-30%; 2.49€, mit Kaufland Card",je 15 St. = 157-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_29.jpg
M&M's,Schokolinsen,1.69,2.89,1 kg = 11.27 - 13.21 / 1 kg = 9.94 - 11.65**,"-41%; 1.49€, mit Kaufland Card",je 128 - 150-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_30.jpg
TRUE FRUITS,Smoothie,2.29,2.89,1 l = 9.16 / 1 l = 7.96**,"-20%; 1.99€, mit Kaufland Card",je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_31.jpg
KATLENBURGER,Fruchtglühwein,3.49,3.99,,"-12%; 2.99€, mit Kaufland Card",je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_32.jpg
TYSKIE,Premium-Pils,13.99,,1 l = 1.40 / 1 l = 1.30**,"nur; 12.99€, mit Kaufland Card","je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_33.jpg
FELIX,Katzennahrung,3.99,,1 kg = 3.92 / 1 kg = 3.43**,"nur; 3.49€, mit Kaufland Card",je 12 x 85-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_34.jpg
TESA,Powerstrips® DECO,2.49,UVP6.29,,"-60%; 2.11€, mit Kaufland Card",je 16-St.-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_35.jpg
TESA,Powerstrips Deko-Haken,2.49,UVP6.79,,"-63%; 2.11€, mit Kaufland Card",je 5-St.-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_36.jpg
JBL,Bluetooth-Lautsprecher »Flip Essential 2«,64.99,UVP109.99,,"-40%; 59.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_37.jpg
TESA,Klebefilm,1.99,UVP4.39,1 m = 0.08 / 1 m = 0.07**,"-54%; 1.69€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_38.jpg
TESA,Mini-Abroller,1.99,UVP4.89,1 m = 0.10 / 1 m = 0.09**,"-59%; 1.69€, mit Kaufland Card",je 3-teilig,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_39.jpg
TESA,Powerstrips »Large«,2.49,UVP6.29,,"-60%; 2.11€, mit Kaufland Card",je 10-St.-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_40.jpg
TESA,Klebefilm klar,1.99,UVP4.19,1 m = 0.10 / 1 m = 0.09**,"-52%; 1.69€, mit Kaufland Card",je 2-St.-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_41.jpg
NEWCENTIAL®,Herren-Funktionsunterhemd,9.99,,,"nur; 8.49€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_42.jpg
NEWCENTIAL®,Damen-Skijacke,29.99,,,"nur; 23.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_43.jpg
NEWCENTIAL®,Herren-Skihose,24.99,,,"nur; 19.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_44.jpg
NEWCENTIAL®,Damen-Funktionsunterhemd,9.99,,,"nur; 8.49€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_45.jpg
NEWCENTIAL®,Herren-Funktionsunterhose,9.99,,,"nur; 8.49€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_46.jpg
NEWCENTIAL®,Damen-Funktionsunterhose,9.99,,,"nur; 8.49€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_47.jpg
NEWCENTIAL®,Damen-Skihose,24.99,,,"nur; 19.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_48.jpg
ELLESSE,Damen-Sweathoodie,24.99,UVP60.00,,"-58%; 19.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_49.jpg
ELLESSE,Herren-Sweathoodie,24.99,UVP60.00,,"-58%; 19.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_50.jpg
NEWCENTIAL®,Herren-Skijacke,29.99,,,"nur; 23.99€, mit Kaufland Card",je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_51.jpg
PRÉSIDENT,Franz. Weichkäse,2.49,3.49,1 kg = 12.45 - 16.60 / 1 kg = 11.45 - 15.27**,"-28%; 2.29€, mit Kaufland Card",je 150 - 200-g-Packg.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_52.jpg
DICK & DURSTIG,Küchentücher,2.22,2.69,,"-17%; 1.99€, mit Kaufland Card",je 4 x 43 Blatt,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_53.jpg
MÜLLER,Kefir oder Ayran,0.88,1.29,1 kg = 1.76 / 1 kg = 1.58**,"-31%; 0.79€, mit Kaufland Card",je 500-g-Fl.,Nein,Dieses Angebot findest du vom 17.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-17,2025-11-19,images_kaufland/kaufland_offer_54.jpg
,Span. Riesen-Orangen XXL,4.99,6.99,1 kg = 1.25,-28%,je 4-kg-Netz,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_57.jpg
,Dtsch. Tafeläpfel,"2.79
*",,1 kg = 0.93,nur,je 3-kg-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_58.jpg
,"Brasil./domenik. Mango, lose",1.99,2.49,,-20%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_59.jpg
,Ital. Kiwis rot,2.49,2.99,1 kg = 8.30,-16%,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_61.jpg
,Ital. Tafeläpfel »Pink Lady«,2.49,2.99,1 kg = 2.77,-16%,je 900-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_62.jpg
,Brasil./ghan. Papaya,2.49,2.99,,-16%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_63.jpg
,Dtsch. Speisekartoffeln,2.49,2.99,1 kg = 1.00,-16%,"je 2,5-kg-Sack",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_66.jpg
,Dtsch. Multicolor-Salat oder Kopfsalat,1.29,1.59,,-18%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_67.jpg
,Dtsch. Möhren XXL,"1.49
*",,1 kg = 0.50,nur,je 3-kg-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_68.jpg
,"Dtsch. Kürbis, lose",0.99,1.49,,-33%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_69.jpg
,Dtsch. Cocktailrispentomaten,1.99,2.49,1 kg = 5.69,-20%,je 350-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_70.jpg
,Span. Bio-Gurke,0.89,1.29,,-31%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_72.jpg
,Herbstpflanzen,"2.49
*",,,nur,je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_74.jpg
,Amaryllis,"3.99
*",,,nur,je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_75.jpg
,Weihnachtsstern oder Zauberstern,"2.49
*",,,nur,je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_76.jpg
,Christrose,"3.99
*",,,nur,je,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_79.jpg
,"Span./ital. Maronen, lose",0.79,0.99,,-20%,je 100 g,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_82.jpg
,VitaSafe Ananas,2.99,3.49,1 kg = 6.23,-14%,je 480-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_83.jpg
,"Span./ital. Tafeltrauben hell, lose",3.33,4.99,,-33%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_84.jpg
,"Span./ital. Tafeltrauben rot, lose",3.33,4.99,,-33%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_85.jpg
,"Span./niederl. Gurke, lose",0.69,0.99,,-30%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_86.jpg
,"Kolumb./chil. Avocado, lose",0.99,1.49,,-33%,je Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_87.jpg
,Peruan. Kulturheidelbeeren,2.79,3.99,1 kg = 9.30,-30%,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_88.jpg
K-PURLAND,Halbes Schwein grob zerlegt,"3.99
*",,,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_89.jpg
K-PURLAND,Schnelle Küche Geschnetzeltes Mango-Curry,"3.99
*",,1 kg = 7.98,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_90.jpg
K-PURLAND,Bruschetta-Braten,"5.99
*",,,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_91.jpg
K-PURLAND,Steak Mexico Style,4.99,,1 kg = 6.66,nur,je 750-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_92.jpg
K-PURLAND,Kasseler Frühstücksbauch,5.99,7.99,,-25%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_93.jpg
K-PURLAND,Eisbein XXL,2.99,4.99,"entspr. z. B. für eine 2,2-kg-Packg. 6.58",-40%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_94.jpg
K-PURLAND,Rinderbraten Falsches Filet Rinderbraten a.d. Schulter,14.89,,,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_96.jpg
K-PURLAND,Hamburger,2.89,3.69,1 kg = 11.56,-21%,je 2 St. = 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_97.jpg
K-PURLAND,Rinderbraten Hals/Hohe Rippe vom Jungbullen,13.99,17.79,,-21%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_98.jpg
K-PURLAND,"Pfeffer-Hüftsteak vom Jungbullen, mariniert",18.95,,entspr. z. B. für eine 200-g-Packg. 3.79,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_99.jpg
K-FAVOURITES,Amerik. Chuck Eye Steak,18.97,21.99,entspr. z. B. für eine 400-g-Packg. 7.59,-13%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_100.jpg
K-FAVOURITES,US-Beef-Burger vom amerikan. Angusrind,"3.49
*",,1 kg = 13.96,nur,je 2 St. = 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_101.jpg
K-PURLAND,Hähnchen-Schenkel,3.99,5.29,1 kg = 3.63,-24%,"je 1,1-kg-Packg.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_102.jpg
,Junge poln. Ente,"4.49
*",,"entspr. z. B. für ein 2,5-kg-Stück 11.23",nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_103.jpg
K-PURLAND,Hähnchen-Minutenschnitzel,3.79,,1 kg = 9.48,nur,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_104.jpg
NATURE & RESPECT,Franz. Maishähnchen aus Freilandhaltung,5.99,7.49,"entspr. z. B. für ein 1,3-kg-Stück 7.79",-20%,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_105.jpg
,Crispy Chicken Wings XXL,"5.99
*",,1 kg = 6.66,nur,je 900-g-Großpackg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_106.jpg
,Chicken-Nuggets XXL,"4.99
*",,,nur,je 1-kg-Großpackg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_107.jpg
,Hähnchen-Taschen XXL,"6.49
*",,1 kg = 9.02,nur,je 720-g-Großpackg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_108.jpg
K-FAVOURITES,Dtsch. Kalbsrückensteak in Trüffel-Ölmarinade,"23.95
*",,entspr. z. B. für eine 200-g-Packg. 4.79,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_109.jpg
K-FAVOURITES,Lammschulter,"16.99
*",,entspr. z. B. für eine 2-kg-Packg. 33.98,nur,je kg,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_110.jpg
K-PURLAND,Hackfleisch gemischt,3.49,,1 kg = 6.98,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_111.jpg
K-CLASSIC,Rostbratwurst,3.33,3.79,1 kg = 6.17,-12%,je 6 St. = 540-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_112.jpg
K-CLASSIC,Gelb- oder Schinkenwurst,2.22,2.85,1 kg = 6.35,-22%,je 350-g-Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_113.jpg
ZIMMERMANN,Münchner Weißwürste,2.69,3.39,1 kg = 8.97,-20%,je 5 St. = 300-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_114.jpg
GUTFRIED,Hähnchen-Lyoner oder Geflügel-Bierschinken,1.29,1.79,1 kg = 16.13,-27%,je 80-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_115.jpg
