Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
DR. OETKER,Zitronen- oder Orangenschale oder Bourbon-Vanille-Aroma,0.69,0.99,1 kg = 38.34 - 69.00,-30%,je 2 - 3 St. = 10 - 18-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_241.jpg
DR. OETKER,Aromen,0.69,0.99,1 l = 86.25,-30%,je 4 St. = 8-ml-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_242.jpg
DR. OETKER,Sahnesteif,0.69,0.99,1 kg = 17.25,-30%,je Packg.= 5 x 8-g-Btl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_243.jpg
RUF,Vanilleextrakt-Paste,3.99,5.49,1 kg = 51.82,-27%,je 77-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_244.jpg
HOCH,Back-Oblaten,0.69,0.89,1 kg = 30.00,-22%,je 23-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_245.jpg
OSTMANN,Backaromen,1.49,2.29,1 l = 74.50,-34%,je 20-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_246.jpg
K-CLASSIC,Haselnusskerne,2.22,3.79,1 kg = 11.10,-41%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_247.jpg
K-CLASSIC,Kokos geraspelt,1.11,1.45,1 kg = 5.55,-23%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_248.jpg
K-CLASSIC,Mandeln,1.89,2.29,1 kg = 9.45,-17%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_249.jpg
K-CLASSIC,Schoko-Chunks,1.49,1.89,1 kg = 14.90,-21%,je 100-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_250.jpg
RUF,Haselnuss-Krokant,1.11,1.79,1 kg = 7.40,-37%,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_251.jpg
DR. OETKER,Kuvertüre,2.49,4.99,1 kg = 16.60,-50%,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_252.jpg
ZENTIS,Marzipanrohmasse,1.39,2.29,1 kg = 6.95,-39%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_253.jpg
DR. OETKER,Dekor Konfetti,1.99,2.99,1 kg = 15.31 - 19.90,-33%,je 100 - 130-g-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_254.jpg
K-CLASSIC,Cranberries,1.39,,1 kg = 6.95,nur,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_255.jpg
SEEBERGER,Walnusskerne,3.49,4.35,1 kg = 23.27,-19%,je 150-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_256.jpg
MANNER,Waffel-Schnitten,2.49,,1 kg = 6.23 - 8.30,nur,je 300 - 400-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_257.jpg
FRUITFUNK,Fruchtsnack »Paw Patrol« oder »Peppa Pig«,2.49,2.99,1 kg = 24.90,-16%,je 10 x 10-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_258.jpg
JACOBS Krönung oder CAFÉ HAG,Kaffee,6.49,9.29,1 kg = 12.98,-30%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_267.jpg
BAD HEILBRUNNER,Bio-Arzneitee,1.99,,1 kg = 66.34 - 82.92,nur,je 12 Btl. = 24 - 30-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_268.jpg
LAY'S,Chips,0.99,1.99,1 kg = 6.60 - 9.00,-50%,je 110 - 150-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_269.jpg
CHIO,Popcorn,0.99,1.99,1 kg = 8.25,-50%,je 120-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_270.jpg
ELEPHANT,Knabbergebäck,1.59,,1 kg = 8.84 - 12.72,nur,je 125 - 180-g-Beutel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_271.jpg
RITZ,Crackers,1.11,1.79,1 kg = 5.55,-37%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_272.jpg
LINDT,Lindor Kugeln,6.99,,1 kg = 51.03 - 51.40,nur,je 136 - 137-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_274.jpg
TRUMPF,Edle Tropfen in Nuss,2.99,,1 kg = 11.96,nur,je 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_276.jpg
KINDER,Riegel,3.79,,1 kg = 10.03,nur,je 18 St. = 378-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_277.jpg
K-WINTER EDITION,Gewürz-Spekulatius,1.39,,1 kg = 2.32,nur,je 600-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_279.jpg
PECHKEKS,Grausige Weihnachten Anti-Adventskalender,14.99,22.99,1 kg = 104.10,-34%,je 144-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_280.jpg
K-WINTER EDIION,Fondant-Baumbehang,1.29,1.69,1 kg = 5.74,-23%,je 225-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_281.jpg
K-WINTER EDIION,Fondant-Baumbehang mit Schokolade,1.29,1.69,1 kg = 5.74,-23%,je 225-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_282.jpg
LINDT,Vollmilchschokoladen-Figur,1.99,2.69,1 kg = 49.75,-26%,je 40-g-Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_283.jpg
LINDT,Weihnachts-Schokolade,2.99,4.49,1 kg = 29.90,-33%,je 100-g-Tafel,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_284.jpg
KINKARTZ,Schokoladen-Printen,2.49,3.49,1 kg = 12.45,-28%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_285.jpg
LAMBERTZ,Gefüllte Lebkuchenherzen,2.49,,1 kg = 16.60,nur,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_286.jpg
WICKLEIN,Gefüllte Bio-Lebkuchenherzen,4.44,5.99,1 kg = 18.50,-25%,je 240-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_287.jpg
WICKLEIN,Nürnberger Bio-Oblaten- Lebkuchen,4.44,5.99,1 kg = 22.20,-25%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_288.jpg
DUPLO,Weihnachtsmann,2.29,2.99,1 kg = 30.54,-23%,je 75-g-Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_289.jpg
YOGURETTE,Eisbär,2.29,2.99,1 kg = 30.54,-23%,je 75-g-Stück,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_290.jpg
LINDT,Weihnachtsnüsse,3.99,,1 kg = 39.90,nur,je 100-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_291.jpg
DUPLO,Knusperlen,2.49,2.79,1 kg = 25.54,-10%,"je 97,5-g-Packg.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_292.jpg
WEISS,Weiche Lebkuchen,2.79,,1 kg = 5.58,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_293.jpg
K-WINTER EDIION,Aachener Dominosteine,2.79,,1 kg = 11.16,nur,je 250-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_294.jpg
HARIBO,Fruchtgummis oder Lakritze,0.77,,1 kg = 4.40 - 5.14,nur,je 150 - 175-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_295.jpg
JELLY BELLY,Jelly Beans,"1.49
*",,1 kg = 21.29,nur,,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_296.jpg
LEIBNIZ,Kekse,1.49,,1 kg = 6.48 - 7.85,nur,je 190 - 230-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_297.jpg
OREO,Doppelkekse,1.39,1.99,1 kg = 7.90 - 8.18,-30%,je 170 - 176-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_298.jpg
NUTELLA,Biscuits,2.49,,1 kg = 8.20,nur,je 304-g-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_299.jpg
,,2.49,2.99,1 kg = 15.57 - 16.60,-16%,,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_301.jpg
LIVEFRESH,Wellness-Shot,1.49,2.29,1 l = 24.84,-34%,je 60-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_303.jpg
DR. PEPPER,Erfrischungsgetränk,0.79,,1 l = 2.40,nur,"je 0,33-l-Dose",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_304.jpg
FRANKEN BRUNNEN,Mineralwasser,4.99,7.49,1 l = 0.42,-33%,je Ka. 12 x 1-l-PET-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_306.jpg
FRANKEN BRUNNEN,Apfelschorle,6.99,9.99,1 l = 0.78,-30%,"je Ka. 12 x 0,75-l-PET-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_307.jpg
DIETZ,Immun Plus oder Konzentration Plus,"2.49
*",,1 l = 3.32,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_308.jpg
AMECKE,Plus,1.99,,,nur,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_309.jpg
DOHRN & TIMM,Pikanter Gemüsesaft,0.99,1.39,1 l = 1.98,-28%,"je 0,5-l-Packg.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_310.jpg
JUIZY WOW,Getränkesirup,2.99,3.99,1 l = 46.00,-25%,je 65-ml-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_311.jpg
TANQUERAY,London Dry Gin,14.99,,1 l = 21.42,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_312.jpg
LILLET,Aperitif-Drink,6.99,8.79,1 l = 11.65,-20%,"je 3 x 0,2-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_313.jpg
TRES PAÍSES,Premium-Rum,19.99,,1 l = 28.56,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_314.jpg
JACK DANIEL'S,Gentleman Jack Whiskey Double Mellowed Tennessee,19.99,26.99,1 l = 28.56,-25%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_316.jpg
FIREBALL,Liqueur,"9.99
*",,1 l = 14.28,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_317.jpg
MEDOFF,Vodka Classic,6.49,7.99,1 l = 12.98,-18%,"je 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_318.jpg
DOPPIO PASSO,"Primitivo IGT, Grillo DOC oder Alkoholfrei",4.99,,1 l = 6.66,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_319.jpg
LAUFFENER WEINGÄRTNER,Katzenbeißer Schwarzriesling,4.49,5.49,,-18%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_320.jpg
GALLO FAMILY,"Cabernet Sauvignon, Rosé, Zinfandel oder Chardonnay",3.99,5.99,1 l = 5.32,-33%,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_321.jpg
LAMBERTI,"Pinot Grigio, Bardolino oder Chiaretto di Bardolino",3.99,4.99,1 l = 5.32,-20%,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_322.jpg
WINZER SOMMERACH,Qualitätswein,5.99,7.49,,-20%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_323.jpg
GWF,Die jungen Frank'n Qualitätswein,3.99,,1 l = 5.32,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_325.jpg
MM EXTRA,MMchen Piccolo-Sekt trocken,0.99,,1 l = 4.95,nur,"je 0,2-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_326.jpg
JULES MUMM,Sekt,3.69,5.49,1 l = 4.92,-32%,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_327.jpg
GERSTACKER,Christkindles-Markt-Glühwein,2.99,,,nur,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_329.jpg
REBENBLICK,Glühwein,1.59,,,nur,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_331.jpg
KATLENBURGER,Glüh-Apéro,2.79,3.49,1 l = 3.72,-20%,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_332.jpg
GERSTACKER,Christkindles Kinder-Punsch,1.99,2.79,,-28%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_333.jpg
GERSTACKER,Heidelbeer-Glühwein,3.49,4.49,,-22%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_334.jpg
WEICO,Kinderpunsch,1.69,1.99,,-15%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_335.jpg
KATLENBURGER,Wichtelpunsch,2.99,3.99,,-25%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_336.jpg
GERSTACKER,Bratapfelpunsch,2.99,3.79,,-21%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_338.jpg
RADEBERGER,Pilsner oder Alkoholfrei,9.99,,1 l = 1.00,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_339.jpg
BENEDIKTINER,Hell,14.99,19.99,1 l = 1.50,-25%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_340.jpg
ESTRELLA GALICIA,Especial,"6.49
*",,1 l = 3.28,nur,"je Packg. 6 x 0,33-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_341.jpg
HOLSTEN,Pilsener,9.99,,1 l = 1.00,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 13.11. bis 19.11. in deiner Kaufland-Filiale.,2025-11-13,2025-11-19,images_kaufland/kaufland_offer_343.jpg
