Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Rügenwalder Vegane Mühlen Cordon bleu,Keine Marke,"€ 2,49",,"1 kg = 12,45",je 2 x 100-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_001.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed",bamberg,,,ref_000001,obs_0000030453|obs_0000031126|obs_0000029132|obs_0000032213|obs_0000018384|obs_0000030497|obs_0000032212|obs_0000029148|obs_0000031199|obs_0000011833|obs_0000001307|obs_0000034131|obs_0000003416|obs_0000029182|obs_0000002447,obs_0000030453|obs_0000031126|obs_0000029132|obs_0000018384|obs_0000032213
Saupiquet Thunfischfilets,Keine Marke,"€ 2,49",,"1 kg = 23,94","in Olivenöl, je 160 / 2 x 80-g-Dosen-Pckg., 104 g Abtropfgewicht",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_136.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,tag_ultra_processed",bamberg,,,ref_000002,obs_0000026850|obs_0000001796|obs_0000001797|obs_0000026667|obs_0000017324|obs_0000012685|obs_0000015248|obs_0000025622|obs_0000001274,
Feinschmecker Suppe,Knorr,"€ 0,79",,"pro Einheit = 0,79","versch. Sorten, ausreichend für 500 ml, je 1-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_137.jpg,"cat_grundnahrung,tag_ultra_processed",bamberg,,,ref_000003,obs_0000015000|obs_0000031022|obs_0000006482|obs_0000012659|obs_0000010698|obs_0000008457|obs_0000027099|obs_0000034626|obs_0000007182|obs_0000005744|obs_0000007371|obs_0000027223|obs_0000034285|obs_0000015871,obs_0000007182|obs_0000005744|obs_0000029302|obs_0000015000|obs_0000015002|obs_0000007371|obs_0000031022|obs_0000031025|obs_0000006482|obs_0000012659|obs_0000032117|obs_0000010698|obs_0000010700
Salat Krönung,Knorr,"€ 0,79",,"pro Einheit = 0,79","versch. Sorten, ausreichend für 5 x 90 ml, je 5er-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_138.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed",bamberg,,,ref_000004,obs_0000031024|obs_0000028472|obs_0000031718|obs_0000014311|obs_0000007178|obs_0000032419|obs_0000028995|obs_0000032110|obs_0000030689|obs_0000031318|obs_0000025985|obs_0000022968,obs_0000007178|obs_0000032419|obs_0000031024|obs_0000024881|obs_0000028472|obs_0000028995|obs_0000032110|obs_0000030689|obs_0000031718
Lukull Sauce Hollandaise,Keine Marke,"€ 1,79",,"1 l = 7,16",je 250-ml-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_139.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000005,obs_0000031029|obs_0000032237|obs_0000006127|obs_0000015434|obs_0000034898|obs_0000013386|obs_0000034889|obs_0000011915|obs_0000010474|obs_0000008982,obs_0000034898|obs_0000031029|obs_0000032237|obs_0000006127
Magic Asia Noodle Cup Chicken,Maggi,"€ 0,99",,"1 kg = 15,71",je 63-g-Becher,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_140.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_ultra_processed",bamberg,,,ref_000006,obs_0000031040|obs_0000017439|obs_0000018736|obs_0000030290|obs_0000032686|obs_0000032234|obs_0000029686|obs_0000008217|obs_0000026607,obs_0000030290|obs_0000031040|obs_0000032686|obs_0000032234|obs_0000029686
Fix Tomaten Bolognese,Knorr,"€ 0,49",,"1 kg = 10,65",je 46-g-Btl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_141.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000007,obs_0000027095|obs_0000026187|obs_0000012367|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000013189|obs_0000010701|obs_0000021014|obs_0000009872|obs_0000026278|obs_0000009412|obs_0000020195|obs_0000034023|obs_0000026407|obs_0000026433|obs_0000019909|obs_0000025048|obs_0000018941|obs_0000010238,
Kidney Bohnen,Bonduelle,"€ 1,19",,"1 kg = 4,76","je 400-g-Dose, 250 g Abtropfgewicht",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_142.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_whole_food",bamberg,,BLS-H742100,ref_000008,obs_0000028278|obs_0000028471|obs_0000028216|obs_0000031037|obs_0000008897|obs_0000032313|obs_0000030020|obs_0000016102,obs_0000028471|obs_0000028216|obs_0000032313|obs_0000031037|obs_0000008897|obs_0000030020|obs_0000028278
Leinöl,REWE Bio,"€ 1,99",,"1 l = 7,96","nativ, je 250-ml-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_143.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,BLS-Q160000,ref_000009,obs_0000009244|obs_0000021168|obs_0000021841|obs_0000020349,
Naturreis,REWE Bio,"€ 2,09",,"pro Einheit = 2,09","Spitzen-Langkorn, je 1-kg-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_145.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_reis,tag_whole_food",bamberg,,,ref_000010,obs_0000027568,
Rote Bete,REWE Bio,"€ 0,89",,"1 kg = 4,05","in Scheiben, je 330-g-Glas, 220 g Abtropfgewicht",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_146.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000011,obs_0000001276|obs_0000022850|obs_0000027790|obs_0000027407|obs_0000010561|obs_0000015720|obs_0000010671|obs_0000030205|obs_0000023016,obs_0000001276
3 Glocken Genuss Pur,Keine Marke,"€ 0,99",,"1 kg = 1,98","versch. Ausformungen, je 500-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_135.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000012,obs_0000032668|obs_0000006821|obs_0000029041|obs_0000030334|obs_0000022172|obs_0000018272|obs_0000017512|obs_0000025841|obs_0000023260,obs_0000022172|obs_0000018272|obs_0000017512|obs_0000025841
Rote Linsen,REWE Bio,"€ 1,49",,"1 kg = 2,98",je 500-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_147.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_huelsenfruechte,tag_whole_food",bamberg,,,ref_000013,obs_0000031592|obs_0000008900|obs_0000011529,obs_0000031592
Schokolade Nussklasse,Ritter Sport,"€ 1,69",,"1 kg = 16,90","versch. Sorten, je 100-g-Tafel",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_149.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000014,obs_0000031849|obs_0000002336|obs_0000016691|obs_0000017857|obs_0000011765|obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000031301|obs_0000028232|obs_0000030285|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000009149,obs_0000031301|obs_0000030285
Naturals,Lorenz,"€ 1,49",,"1 kg = 15,68","Rosmarin, je 95-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_150.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,BLS-F110100,ref_000015,obs_0000033679|obs_0000034402|obs_0000030024|obs_0000032245,obs_0000030024|obs_0000032245
Chio Tortillas,Keine Marke,"€ 1,11",,"1 kg = 10,09","Nacho Cheese Style, je 110-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_151.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000016,obs_0000030985|obs_0000032011|obs_0000006577|obs_0000016645|obs_0000019768,obs_0000016645|obs_0000030985|obs_0000032011|obs_0000006577|obs_0000019768
Tender,Milka,"€ 1,99",,"1 kg = 10,76","Milch, je 5 x 37-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_152.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,,ref_000017,obs_0000015430|obs_0000004759|obs_0000004332|obs_0000000268|obs_0000028434|obs_0000003905|obs_0000003394|obs_0000010183|obs_0000010696|obs_0000032297|obs_0000032123,obs_0000032297|obs_0000015430|obs_0000004759|obs_0000004332|obs_0000000268|obs_0000028434|obs_0000003905|obs_0000003394|obs_0000032123|obs_0000010183|obs_0000010696
Alpia Alpen-Vollmilch Schokolade,Keine Marke,"€ 0,99",,"1 kg = 9,90",je 100-g-Tafel,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_153.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000018,obs_0000029692|obs_0000010067|obs_0000011783|obs_0000015893|obs_0000001050|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000020472|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000031903|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000010522|obs_0000014104|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166,obs_0000029692
Seeberger Cashewkerne,Keine Marke,"€ 3,79",,"1 kg = 18,95",je 200-g-Btl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_154.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000019,obs_0000024203|obs_0000000269|obs_0000004760|obs_0000019120|obs_0000003123|obs_0000001471|obs_0000003906|obs_0000008514|obs_0000010715|obs_0000019047|obs_0000023783|obs_0000014187|obs_0000004333|obs_0000008174,obs_0000008174
Laugencracker,Lorenz,"€ 1,49",,"1 kg = 9,93",je 150-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_155.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,,ref_000020,,
Seeberger Cashew-Cranberry-Mix,Keine Marke,"€ 3,79",,"1 kg = 25,27",je 150-g-Btl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_156.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000021,obs_0000001231|obs_0000001936|obs_0000001477|obs_0000024700,
Chio Ready Made Popcorn,Keine Marke,"€ 1,11",,"1 kg = 9,25","süß, je 120-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_157.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000022,obs_0000032010|obs_0000030992|obs_0000013828|obs_0000014596|obs_0000025994|obs_0000014356|obs_0000015891|obs_0000013084|obs_0000012196|obs_0000008412|obs_0000022882|obs_0000027246|obs_0000015477,obs_0000032010|obs_0000030992
Fanta Sprite oder Mezzo Mix,Coca-Cola,"€ 11,99",,"1 l = 1,00","versch. Sorten, teilw. koffeinhaltig, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_158.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000023,obs_0000031043|obs_0000028043|obs_0000034906|obs_0000031294|obs_0000023307|obs_0000022976|obs_0000032258|obs_0000032019|obs_0000029984|obs_0000029010|obs_0000032704|obs_0000030679|obs_0000015905|obs_0000011120|obs_0000007251|obs_0000007451|obs_0000005442|obs_0000006553|obs_0000000515|obs_0000025798|obs_0000013322|obs_0000015049|obs_0000024700,obs_0000032258|obs_0000032019|obs_0000029984|obs_0000031043|obs_0000029010|obs_0000028043|obs_0000032704|obs_0000030679
Grüne Oliven,REWE Bio,"€ 2,69",,"1 kg = 14,94","ohne Stein, je 350-g-Glas, 180 g Abtropfgewicht",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_148.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000024,obs_0000012839|obs_0000005200|obs_0000008283|obs_0000025210|obs_0000011917|obs_0000025238|obs_0000010941|obs_0000014034|obs_0000013234|obs_0000008194|obs_0000028687|obs_0000026683|obs_0000022160|obs_0000034552|obs_0000021256|obs_0000025865|obs_0000018215|obs_0000022380|obs_0000009082|obs_0000028567|obs_0000020437|obs_0000008681|obs_0000000624|obs_0000023169,obs_0000012839|obs_0000005200|obs_0000008283|obs_0000025210|obs_0000011917|obs_0000025238|obs_0000010941|obs_0000014034|obs_0000013234
Goldmais,Bonduelle,"€ 1,19",,"1 kg = 4,18","je 300-g-Dose, 285 g Abtropfgewicht",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_134.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000025,obs_0000028389|obs_0000034194|obs_0000032291|obs_0000030009|obs_0000007948|obs_0000006648|obs_0000007006|obs_0000005750,obs_0000032291|obs_0000028389|obs_0000034194|obs_0000030009
Natives Olivenöl Extra Classico,De Cecco,"€ 5,99",,"1 l = 11,98",je 500-ml-Fl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_133.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000026,obs_0000008793|obs_0000000536|obs_0000025631|obs_0000012351|obs_0000000095|obs_0000014985|obs_0000021137|obs_0000020167|obs_0000028880|obs_0000022319|obs_0000011075|obs_0000020318|obs_0000021940|obs_0000025043|obs_0000014304|obs_0000013794|obs_0000015852|obs_0000020986|obs_0000032669|obs_0000018950|obs_0000018480|obs_0000005177|obs_0000001216|obs_0000028869|obs_0000003325|obs_0000028952|obs_0000018248|obs_0000033698|obs_0000002495|obs_0000007186|obs_0000005365|obs_0000002069|obs_0000014367|obs_0000011361|obs_0000015501|obs_0000012446|obs_0000009909|obs_0000014020|obs_0000009444|obs_0000015088|obs_0000002836|obs_0000011544|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000012176|obs_0000001438,obs_0000008793|obs_0000032669
Ben s Original Express-Reis,Keine Marke,"€ 1,49",,"1 kg = 5,96","versch. Sorten, je 250-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_132.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_reis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000027,obs_0000029675|obs_0000005368|obs_0000032106|obs_0000005927|obs_0000019005|obs_0000002754|obs_0000023286|obs_0000021252|obs_0000009076|obs_0000031848|obs_0000021686|obs_0000030013|obs_0000024057|obs_0000011930|obs_0000024475|obs_0000020433|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000019357|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184,obs_0000019005|obs_0000002754|obs_0000023286|obs_0000021252|obs_0000009076|obs_0000029675|obs_0000031848|obs_0000021686|obs_0000005368|obs_0000032106|obs_0000020433
Gemüsepfanne alla Toscana,Frosta,"€ 2,22",,"1 kg = 4,63","tiefgefroren, je 480-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_109.jpg,"cat_tiefkuehl,diet_vegan,diet_vegetarian,sub_nudeln,sub_tk_fertiggerichte,sub_tk_gemuese,tag_ultra_processed",bamberg,,,ref_000028,obs_0000034986|obs_0000029093|obs_0000028919|obs_0000010366,obs_0000029093|obs_0000034986
Magnum Mini Mix Classic Almond White Chocolate,Keine Marke,"€ 2,99",,"1 l = 9,06",je 330-ml-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_110.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000029,obs_0000030846|obs_0000029342|obs_0000031991|obs_0000031169|obs_0000024683|obs_0000024079|obs_0000021619|obs_0000011964|obs_0000011489|obs_0000020800|obs_0000010096|obs_0000015273|obs_0000024496|obs_0000022474,obs_0000030846
Knusper Wellen,Iglo,"€ 1,99",,"1 kg = 3,32","tiefgefroren, je 600-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_111.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,,ref_000030,,
Gustavo Gusto Pizza Salame,Keine Marke,"€ 3,69",,"1 kg = 8,02","tiefgefroren, je 460-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_112.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegetarian,sub_tk_pizza,tag_ultra_processed",bamberg,,,ref_000031,obs_0000030325|obs_0000031510|obs_0000029161|obs_0000030508|obs_0000007794|obs_0000013341|obs_0000023186|obs_0000025810|obs_0000005867|obs_0000010530,obs_0000030325
Magnum La Pistache,Keine Marke,"€ 2,99",,"1 l = 11,07",je 270-ml-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_113.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000032,obs_0000024079|obs_0000015273|obs_0000024496|obs_0000020800|obs_0000022474|obs_0000011489|obs_0000010096|obs_0000021619,
Pizza Tradizionale Salame Romano,Dr Oetker,"€ 2,22",,"1 kg = 5,77","tiefgefroren, je 385-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_114.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg,,,ref_000033,obs_0000031171|obs_0000033888|obs_0000025445|obs_0000029337|obs_0000030326|obs_0000010530|obs_0000023186|obs_0000013341|obs_0000025810|obs_0000005867,obs_0000031171|obs_0000029337|obs_0000033888|obs_0000030326
Pfannengericht Kleine Mahlzeit,Frosta,"€ 2,22",,"1 kg = 5,92","Thai Style Hähnchen, tiefgefroren, je 375-g-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_115.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,,ref_000034,,
Anzünder,ja,"€ 1,79",,"pro Einheit = 1,79","Anzündwürfel 64er-Pack aus Naturholz und Wachs 1.79 Anzündwürfel Kerosin 64er-Pack 1.79 Flüssiganzünder ca. 1 l 2.79, je 1-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_116.jpg,"cat_non_food,tag_ultra_processed",bamberg,,,ref_000035,,
Auslese oder Meisterröstung,Jacobs,"€ 6,49",,"1 kg = 12,98","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_117.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000036,obs_0000031174|obs_0000030139|obs_0000034106|obs_0000035115,obs_0000030139|obs_0000031174
Barista Editions,Jacobs,"€ 14,99",,"pro Einheit = 14,99","ganze Bohnen, versch. Sorten, je 1000-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_118.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000037,obs_0000029714|obs_0000006463,obs_0000029714
Corny Müsliriegel Schoko,Keine Marke,"€ 1,79",,"1 kg = 11,93",je 6 x 25-g-Riegel-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_119.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000038,obs_0000029035|obs_0000031176|obs_0000030692|obs_0000026939|obs_0000005187|obs_0000028764|obs_0000016990|obs_0000017003|obs_0000007378|obs_0000007022|obs_0000034817|obs_0000034410,obs_0000029035|obs_0000031176|obs_0000030692
Auslese Kaffeepads,Melitta,"€ 1,99",,"1 kg = 17,77",je 112-g-Btl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_120.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000039,obs_0000014215|obs_0000035115|obs_0000034106|obs_0000009253|obs_0000000609|obs_0000033393|obs_0000001776|obs_0000009724,obs_0000029713|obs_0000030782|obs_0000032103|obs_0000032646|obs_0000014215
Konfitüre,Landliebe,"€ 1,69",,"1 kg = 8,45","versch. Sorten, je 200-g-Glas",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_121.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,BLS-S132000,ref_000040,obs_0000026193|obs_0000008202|obs_0000000136|obs_0000016124|obs_0000013749|obs_0000014805|obs_0000010128|obs_0000012211|obs_0000029697|obs_0000034825|obs_0000027734|obs_0000015009|obs_0000025804|obs_0000026852|obs_0000026854|obs_0000028974|obs_0000014194|obs_0000012688|obs_0000034208|obs_0000010707|obs_0000026082|obs_0000033806|obs_0000009772|obs_0000028231|obs_0000005754|obs_0000019590|obs_0000006313|obs_0000006832|obs_0000028955|obs_0000034610|obs_0000008019|obs_0000011094|obs_0000029031|obs_0000028522|obs_0000032650|obs_0000005567|obs_0000028637|obs_0000030695|obs_0000030345|obs_0000032400|obs_0000029360|obs_0000031949|obs_0000000792|obs_0000007582|obs_0000006652|obs_0000007191|obs_0000031016|obs_0000032104|obs_0000032105|obs_0000031180,obs_0000029697|obs_0000008202|obs_0000026193|obs_0000000136|obs_0000016124|obs_0000013749|obs_0000014805
Muffin,Keine Marke,"€ 1,39",,"pro Einheit = 1,39","versch. Sorten, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_122.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000041,obs_0000029721|obs_0000011522|obs_0000016611|obs_0000031746|obs_0000017241|obs_0000001557|obs_0000008917|obs_0000031646|obs_0000030553,obs_0000029721
Italienische Bio Wraps,Mestemacher,"€ 1,99",,"1 kg = 6,63","versch. Sorten, je 300-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_123.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_tk_gemuese",bamberg,,,ref_000042,obs_0000031326,obs_0000031326
Bella Crema Kaffeepads,Melitta,"€ 1,99",,"1 kg = 18,60",je 107-g-Btl.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_124.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000043,obs_0000006300|obs_0000025809|obs_0000000201|obs_0000013565|obs_0000011106|obs_0000003527|obs_0000031760|obs_0000032405|obs_0000006811|obs_0000029365|obs_0000031996|obs_0000005919|obs_0000005555|obs_0000030659|obs_0000008143|obs_0000009253|obs_0000000609|obs_0000033393|obs_0000008359|obs_0000001776|obs_0000009724,obs_0000007962
