Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Pils,BECK S,"€ 11,49",,"1 l = 1,15","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_165.jpg,cat_getraenke,bamberg,,BLS-X890662,ref_000083,obs_0000033823|obs_0000028759|obs_0000024176|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000017247|obs_0000014202|obs_0000026062|obs_0000031740|obs_0000010755|obs_0000013338|obs_0000026170|obs_0000015941|obs_0000012871|obs_0000028275|obs_0000034423|obs_0000012448|obs_0000027329|obs_0000028878|obs_0000035035|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000004922|obs_0000028500|obs_0000000370|obs_0000010120|obs_0000004495|obs_0000013819|obs_0000034708|obs_0000010165|obs_0000028614|obs_0000031695|obs_0000003041|obs_0000004068|obs_0000013339|obs_0000011995|obs_0000015090|obs_0000010756|obs_0000013836|obs_0000028695|obs_0000030755|obs_0000013350|obs_0000014397|obs_0000028734|obs_0000015938|obs_0000029763|obs_0000033895,obs_0000010755|obs_0000013338|obs_0000033823|obs_0000026170|obs_0000015941|obs_0000012871|obs_0000028759|obs_0000024176|obs_0000028275|obs_0000034423|obs_0000031390|obs_0000012448|obs_0000032443|obs_0000027329|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000028878|obs_0000035035|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000004922|obs_0000028500|obs_0000017247|obs_0000000370|obs_0000014202|obs_0000010120|obs_0000004495|obs_0000029071|obs_0000013819|obs_0000034708|obs_0000010165|obs_0000028614|obs_0000026062|obs_0000031695|obs_0000032728|obs_0000003041|obs_0000004068|obs_0000031740
Pils,Tyskie,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_166.jpg,cat_getraenke,bamberg,,BLS-X890662,ref_000084,obs_0000028275|obs_0000010755|obs_0000013338|obs_0000033823|obs_0000026170|obs_0000015941|obs_0000012871|obs_0000028759|obs_0000024176|obs_0000034423|obs_0000012448|obs_0000027329|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000028878|obs_0000035035|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000004922|obs_0000028500|obs_0000017247|obs_0000000370|obs_0000014202|obs_0000010120|obs_0000004495|obs_0000013819|obs_0000034708|obs_0000010165|obs_0000028614|obs_0000026062|obs_0000031695|obs_0000003041|obs_0000004068|obs_0000031740|obs_0000013836|obs_0000014397|obs_0000015938|obs_0000035039|obs_0000011594|obs_0000008613|obs_0000010756|obs_0000028695|obs_0000030755|obs_0000013350|obs_0000028734|obs_0000029763|obs_0000033895,obs_0000010755|obs_0000013338|obs_0000033823|obs_0000026170|obs_0000029763|obs_0000015941|obs_0000012871|obs_0000028759|obs_0000024176|obs_0000028275|obs_0000034423|obs_0000012448|obs_0000027329|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000028878|obs_0000035035|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000004922|obs_0000028500|obs_0000017247|obs_0000000370|obs_0000014202|obs_0000010120|obs_0000004495|obs_0000013819|obs_0000034708|obs_0000030609|obs_0000010165|obs_0000028614|obs_0000026062|obs_0000031695|obs_0000032729|obs_0000003041|obs_0000004068|obs_0000031740
Allgäuer Büble Edelbräu,Keine Marke,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_167.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000085,obs_0000030753|obs_0000029761|obs_0000007890|obs_0000028725|obs_0000031823|obs_0000013604,obs_0000030753|obs_0000013604|obs_0000029761|obs_0000007890
Hell,Benediktiner,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_168.jpg,cat_getraenke,bamberg,,,ref_000086,obs_0000031386|obs_0000034487|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000014654|obs_0000034841|obs_0000009785|obs_0000034475|obs_0000009915|obs_0000027350|obs_0000010541|obs_0000028550|obs_0000008658|obs_0000028667|obs_0000013313|obs_0000028174|obs_0000033822|obs_0000030242|obs_0000008776|obs_0000028250|obs_0000015504|obs_0000027850|obs_0000026315|obs_0000034031|obs_0000035040|obs_0000035046|obs_0000035050|obs_0000028445|obs_0000029985|obs_0000034636|obs_0000012642|obs_0000031075|obs_0000010094|obs_0000006027|obs_0000028049|obs_0000027553|obs_0000003504|obs_0000034226|obs_0000027578|obs_0000029639|obs_0000029640|obs_0000032722|obs_0000032723|obs_0000005646|obs_0000034320|obs_0000001071|obs_0000027711|obs_0000034431|obs_0000033929,obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000032723|obs_0000028667
Hasseröder Premium Pils,Keine Marke,"€ 9,99",,"1 l = 1,00","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_169.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian",bamberg,,,ref_000087,obs_0000031079|obs_0000031248|obs_0000029243|obs_0000029927|obs_0000030395|obs_0000030607|obs_0000028695|obs_0000014397|obs_0000028734|obs_0000012445|obs_0000016561|obs_0000010479|obs_0000026883|obs_0000012662|obs_0000008613|obs_0000010756|obs_0000011146|obs_0000011148|obs_0000027560|obs_0000013350|obs_0000033895|obs_0000027845|obs_0000011594|obs_0000009703|obs_0000013836|obs_0000015938|obs_0000034432|obs_0000028520|obs_0000028575|obs_0000028635|obs_0000008187|obs_0000029198|obs_0000031389|obs_0000026008|obs_0000008006|obs_0000028759|obs_0000012448|obs_0000016578|obs_0000028878|obs_0000035035|obs_0000028937|obs_0000008467|obs_0000000370|obs_0000004495|obs_0000010755|obs_0000012871|obs_0000027329|obs_0000004922|obs_0000017247|obs_0000031695,obs_0000028695|obs_0000010479|obs_0000026883|obs_0000031079|obs_0000012662|obs_0000010756|obs_0000031248|obs_0000029243|obs_0000033895|obs_0000027845|obs_0000029927|obs_0000030395|obs_0000030607|obs_0000028575|obs_0000008187
Corona Mexican Beer oder Cero alkoholfrei,Keine Marke,"€ 6,49",,"1 l = 3,05","versch. Sorten, je 6 x 355-ml-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_170.jpg,"cat_getraenke,diet_vegan,diet_vegetarian",bamberg,,,ref_000088,obs_0000032737|obs_0000031080|obs_0000031678|obs_0000008087,obs_0000032737|obs_0000031080
Karlsberg Mixery Vod Flav Iced Blue,Keine Marke,"€ 0,99",,"1 l = 1,98","teilw. koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_171.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000089,obs_0000032259|obs_0000031082|obs_0000029424|obs_0000032445|obs_0000029073|obs_0000028179|obs_0000007674|obs_0000032734|obs_0000015093,obs_0000032259|obs_0000031082|obs_0000029424|obs_0000032445
Ouzo 12,Keine Marke,"€ 9,99",,"1 l = 14,27","38% Vol., je 0,7-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_172.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000090,obs_0000029436|obs_0000010189|obs_0000034840|obs_0000002885|obs_0000023413|obs_0000025543,obs_0000029436|obs_0000010189
Averna Amaro,Keine Marke,"€ 10,99",,"1 l = 15,70","Kräuterlikör, 29% Vol., je 0,7-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_173.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000091,obs_0000028837|obs_0000008714|obs_0000018507|obs_0000024205|obs_0000002870|obs_0000023775,
Aperol Spritz,Keine Marke,"€ 6,99",,"1 l = 11,65","10,5% Vol., je 3 x 0,2-l-Fl.-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_174.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000092,obs_0000007085|obs_0000016150|obs_0000019758|obs_0000011575|obs_0000001111,obs_0000007085|obs_0000011575
Bacardi Carta Blanca Superior,Keine Marke,"€ 10,99",,"1 l = 15,70","37,5% Vol. oder Razz 27% Vol., je 0,7-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_175.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000093,obs_0000032448|obs_0000007905|obs_0000008578|obs_0000022427|obs_0000018468|obs_0000028978|obs_0000027709|obs_0000034037,obs_0000032448
Kilbeggan Irish Whiskey,Keine Marke,"€ 10,99",,"1 l = 15,70","40% Vol., je 0,7-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_176.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000094,obs_0000005266|obs_0000006554|obs_0000011310|obs_0000008756|obs_0000010336|obs_0000020586|obs_0000034422|obs_0000028811|obs_0000008371|obs_0000015066|obs_0000018216|obs_0000022838|obs_0000027465|obs_0000012631|obs_0000019325|obs_0000021896|obs_0000021405|obs_0000013253|obs_0000026577|obs_0000019442|obs_0000010744|obs_0000000036|obs_0000007262|obs_0000031414|obs_0000018103|obs_0000003769|obs_0000006359|obs_0000006898|obs_0000031086|obs_0000006558|obs_0000005631,obs_0000022838|obs_0000027465
Faber Secco,Keine Marke,"€ 2,49",,"1 l = 3,32","je 0,75-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_177.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000095,,
Wilthener Gebirgskräuter,Keine Marke,"€ 5,99",,"1 l = 8,56","30% Vol., je 0,7-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_178.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000096,,
Zonin Prosecco Spumante DOC,Keine Marke,"€ 6,99",,"1 l = 9,32","je 0,75-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_179.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000097,obs_0000026010|obs_0000031415|obs_0000030011|obs_0000005260|obs_0000028834|obs_0000015930|obs_0000008134|obs_0000034396,
Martin Schongauer Grauer Burgunder Qualitätswein,Keine Marke,"€ 3,99",,"1 l = 5,32","trocken, je 0,75-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_180.jpg,"cat_getraenke,diet_vegetarian",bamberg,,,ref_000098,obs_0000034725|obs_0000034879|obs_0000014060|obs_0000035029|obs_0000011138|obs_0000008721|obs_0000013843|obs_0000013356|obs_0000014641|obs_0000015923|obs_0000012225|obs_0000011986,
Weinfreunde Island Bay Sauvignon Blanc,Keine Marke,"€ 5,49",,"1 l = 7,32","trocken, je 0,75-l-Fl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_181.jpg,"cat_getraenke,diet_lactose_free,diet_vegetarian",bamberg,,,ref_000099,obs_0000019116|obs_0000022458|obs_0000033086|obs_0000017873|obs_0000023421|obs_0000017927|obs_0000027290|obs_0000026271|obs_0000034222,
Tower Heißluftfritteuse T17174RW,Keine Marke,"€ 39,99",,"pro Einheit = 39,99","digitales Bedienfeld Fassungsvermögen ca. 4 l Temperaturregelung ca. 80-200°C Timer bis zu 60 Min. ca. 1300 W, je 1-St.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_182.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000100,obs_0000030065|obs_0000000770|obs_0000016517|obs_0000008842|obs_0000025870|obs_0000023705|obs_0000005018|obs_0000001565|obs_0000022702|obs_0000022718|obs_0000024128|obs_0000002370|obs_0000004164|obs_0000018130|obs_0000026718|obs_0000018919|obs_0000003182|obs_0000004591|obs_0000023536,obs_0000030065
Universalwanne Flexi ca 30 l,Keine Marke,"€ 4,44",,"pro Einheit = 4,44",je 1-St.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_183.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000101,,
BIC Feuerzeuge,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","Stabfeuerzeug »Mini« 1.49 Reibrad 3er »Maxi« 1.99 Megalighter 2.49, je 1-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_184.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000102,,
JESCOLLECTION Rund um Garten und Grillen,Keine Marke,"€ 1,00",,"pro Einheit = 1,00","versch. Artikel, je 1-St. / 1-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_185.jpg,"cat_non_food,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000103,,
Active O2,Adelholzener,"€ 0,99",,"1 l = 1,32","versch. Sorten, je 0,75-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_161.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000104,obs_0000031345|obs_0000026061|obs_0000034654|obs_0000014298|obs_0000030681|obs_0000032024|obs_0000005826,obs_0000005826|obs_0000031345|obs_0000030681|obs_0000032024
Gustavo Gusto Pizza Margherita,Keine Marke,"€ 3,69",,"1 kg = 9,00","tiefgefroren, je 410-g-Pckg.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_107.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_pizza,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000105,obs_0000030508|obs_0000030325|obs_0000007794|obs_0000027771|obs_0000010444|obs_0000028924|obs_0000011520|obs_0000034187|obs_0000013341|obs_0000023186|obs_0000025810|obs_0000005867|obs_0000010530,obs_0000028924|obs_0000030508|obs_0000034187
Wachs-Brechbohnen,REWE Bio,"€ 0,89",,"1 kg = 4,81","je 330-g-Glas, 185 g Abtropfgewicht",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_144.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_huelsenfruechte,tag_whole_food",bamberg,,,ref_000106,obs_0000001284|obs_0000027988,
Melonen-Mix,Keine Marke,"€ 2,39",,"1 kg = 7,97",je 300-g-Schale,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_105.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000107,obs_0000024700|obs_0000012257,
Mix Tafeltrauben,Keine Marke,"€ 1,99",,"1 kg = 3,98","Sorte: siehe Etikett, Kl. I, je 500-g-Schale",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_029.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000108,obs_0000029819|obs_0000028483|obs_0000028593|obs_0000008710|obs_0000028721|obs_0000008765|obs_0000010312|obs_0000008792|obs_0000024700|obs_0000031873|obs_0000028835|obs_0000028335|obs_0000014088|obs_0000008527|obs_0000009624|obs_0000010211|obs_0000006275,obs_0000029819
Speisemöhren,Keine Marke,"€ 0,88",,"pro Einheit = 0,88","Kl. I, je 1-kg-Btl.",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_030.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,,ref_000109,obs_0000030440|obs_0000030860|obs_0000032333|obs_0000029593|obs_0000028833|obs_0000029498,obs_0000030440|obs_0000030860|obs_0000032333|obs_0000029593
Cosmic Crisp Rote Tafeläpfel,Keine Marke,"€ 1,99",,"1 kg = 2,49","Sorte: siehe Etikett, Kl. I, je 800-g-Schale",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_031.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000110,obs_0000029712|obs_0000031770|obs_0000030963|obs_0000031476|obs_0000029944|obs_0000029483|obs_0000030090|obs_0000029594|obs_0000031139|obs_0000031229|obs_0000029133|obs_0000028684|obs_0000005704|obs_0000028564,
Bio Suppengrün,Keine Marke,"€ 1,49",,"1 kg = 3,73",je 400-g-Pckg.,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_032.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000111,obs_0000019158|obs_0000030126|obs_0000008448|obs_0000018522|obs_0000029822|obs_0000031722|obs_0000007318|obs_0000015687|obs_0000032184,obs_0000019158|obs_0000030126
Schiller GQB Strohschwein Schinkenspeck,Keine Marke,"€ 1,59",,"pro Einheit = 1,59",je 100-g-,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_033.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000112,obs_0000030543|obs_0000030833|obs_0000029187|obs_0000031107|obs_0000031108|obs_0000030093|obs_0000028317|obs_0000029870|obs_0000031547|obs_0000032597|obs_0000031192|obs_0000029792|obs_0000031468|obs_0000029808|obs_0000029556|obs_0000029558|obs_0000031766|obs_0000032571|obs_0000029119|obs_0000030199|obs_0000031719,obs_0000031766|obs_0000030543|obs_0000030833
Ostermeier GQB Strohschwein Bauernsalami,Keine Marke,"€ 1,89",,"pro Einheit = 1,89",je 100-g-,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_034.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000113,obs_0000029544|obs_0000030095|obs_0000031121|obs_0000031549|obs_0000029117|obs_0000030432|obs_0000006335,obs_0000029544
Bille Geflügelsalami,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","versch. Sorten, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_035.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000114,obs_0000032526|obs_0000005412,obs_0000031429|obs_0000030795|obs_0000032526
Houdek Kabanos oder Knabber Kabanos,Keine Marke,"€ 1,49",,"pro Einheit = 1,49",je 100-g-,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_036.jpg,"cat_getraenke,sub_wurst,tag_ultra_processed",bamberg,,,ref_000115,obs_0000006189|obs_0000030911|obs_0000000616|obs_0000006873|obs_0000031478|obs_0000029807|obs_0000032560|obs_0000030519|obs_0000012778|obs_0000011011|obs_0000016109,
Hähnchensteaks Pollo Fino,Keine Marke,"€ 1,11",,"pro Einheit = 1,11","vom Oberschenkel, ohne Knochen, natur oder mariniert, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_037.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_whole_food",bamberg,,,ref_000116,obs_0000031113|obs_0000030097|obs_0000006348|obs_0000006700|obs_0000007441|obs_0000034327,
Spießbraten,Keine Marke,"€ 0,88",,"pro Einheit = 0,88","vom Schwein, gefüllt, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_038.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,BLS-Y710142,ref_000117,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824|obs_0000003298|obs_0000004424|obs_0000004851|obs_0000003997|obs_0000002271,obs_0000008706|obs_0000006883|obs_0000030588|obs_0000011839|obs_0000029824
Entrec te,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","vom Rind, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_039.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000118,obs_0000015746|obs_0000031116|obs_0000015347|obs_0000030463|obs_0000012292|obs_0000014472|obs_0000009255|obs_0000028464|obs_0000010604|obs_0000011426|obs_0000029602|obs_0000013615|obs_0000030580|obs_0000034547|obs_0000031232|obs_0000009986|obs_0000009523|obs_0000009027|obs_0000015079|obs_0000013176|obs_0000019242,obs_0000015746|obs_0000031116|obs_0000015347|obs_0000030463
Grillrippe,Keine Marke,"€ 0,77",,"pro Einheit = 0,77","vom Schwein, am Stück, natur, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_040.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000119,,
Gyrosspieß,Keine Marke,"€ 0,99",,"pro Einheit = 0,99","marinierter Schweinefleischspieß nach Gyros Art, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_041.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000120,,
Kalbsleber,Keine Marke,"€ 2,22",,"pro Einheit = 2,22",je 100-g-,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_043.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",bamberg,,BLS-V532100,ref_000121,obs_0000029511|obs_0000030447|obs_0000005983|obs_0000028640|obs_0000033867,obs_0000029511|obs_0000030447|obs_0000005983|obs_0000028640
Höhenrainer Puten Paprikabrust,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","gegart, je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_044.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_gefluegel,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000122,obs_0000030105,
Scamorza Affumicata,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","ital. Pasta Filata Käse, mind. 40% Fett i.Tr., je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_045.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000123,obs_0000028309|obs_0000031120|obs_0000023200|obs_0000023204,obs_0000028309|obs_0000031120
Obatzter,Keine Marke,"€ 1,49",,"pro Einheit = 1,49",je 100-g-,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_046.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,NUTR-0011,ref_000124,obs_0000031842|obs_0000029504,obs_0000031842|obs_0000029504
Parmigiano Reggiano D O P,Keine Marke,"€ 2,49",,"pro Einheit = 2,49","ital. Hartkäse, mind. 32% Fett i.Tr., je 100-g-",Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_047.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000125,obs_0000007778|obs_0000034722|obs_0000009732|obs_0000019268|obs_0000016169|obs_0000003570|obs_0000009266|obs_0000019638|obs_0000008957|obs_0000015397|obs_0000023172|obs_0000012329|obs_0000033972|obs_0000013813|obs_0000032609|obs_0000005911|obs_0000006456,obs_0000015397|obs_0000023172|obs_0000012329|obs_0000013813
Palmberger Chili Käsebruzzler,Keine Marke,"€ 1,11",,"pro Einheit = 1,11",je 100-g-,Nein,2026-04-06 bis 2026-04-12,2026-04-06,2026-04-12,../images/rewe/bamberg_offer_048.jpg,"cat_getraenke,sub_kaese",bamberg,,,ref_000126,,
