Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Ranunkeln,Keine Marke,"€ 4,99",,"pro Einheit = 4,99","versch. Farben, je 1-Bund",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_287.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000089,,
Frühlingsmix Spring Deluxe,Keine Marke,"€ 2,29",,"pro Einheit = 2,29","versch. Sorten, je 1-Topf",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_286.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,ref_000090,,
Blaukissen oder Ranunkeln,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","versch. Farben, je 1-Topf",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_285.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000091,,
Blumenerde,Keine Marke,"€ 6,99",,"1 l = 0,14",je 50-l-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_284.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000092,obs_0000024531|obs_0000027996|obs_0000034462|obs_0000013466,obs_0000024531|obs_0000027996
Always Slipeinlagen Daily Fresh,Keine Marke,"€ 2,59",,"pro Einheit = 2,59","Normal, je 56-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_274.jpg,"cat_drogerie,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000093,obs_0000032771|obs_0000030085|obs_0000032779|obs_0000030084|obs_0000032995|obs_0000033278|obs_0000033444|obs_0000033669|obs_0000008207|obs_0000011601|obs_0000012009|obs_0000012882|obs_0000015952,obs_0000032771|obs_0000032779|obs_0000030084|obs_0000030085
Technaxx Flaschenkopf-Tischleuchte,Keine Marke,"€ 7,99",,"pro Einheit = 7,99","ca. 12 x 12 x 13 cm 3 Lichtfarben mit Touch-Dimmer für Helligkeit und Farbwechsel passend für gängige Flaschenhälse, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_283.jpg,"cat_obst_gemuese,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000094,,
Biene Maja und ihr Freund Willi Insektenhotel,Keine Marke,"€ 8,99",,"pro Einheit = 8,99","ca. 15,5 x 11,8 x 17,8 cm versch. Ausführungen, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_281.jpg,"cat_tiernahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000095,,
Purina One Hydralife Katzennahrung,Keine Marke,"€ 2,99",,"1 kg = 9,97","Huhn, je 6 x 50-g-Multipckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_280.jpg,cat_tiernahrung,bamberg,,ref_000096,obs_0000013992|obs_0000028826|obs_0000033541|obs_0000034456|obs_0000008127|obs_0000012491|obs_0000013736|obs_0000014307|obs_0000014398|obs_0000015533|obs_0000015701|obs_0000026441|obs_0000027821,
Dokas Kaustange,Keine Marke,"€ 3,99",,"1 kg = 19,95","versch. Sorten, je 200-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_279.jpg,"cat_tiernahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000097,,
Purina One Katzentrockennahrung,Keine Marke,"€ 2,99",,"1 kg = 3,99",je 750-g-Btl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_278.jpg,cat_tiernahrung,bamberg,,ref_000098,obs_0000016240|obs_0000031061,obs_0000032781|obs_0000006251|obs_0000007119
Purina One Katzennahrung,Keine Marke,"€ 0,59",,"1 kg = 6,94","versch. Sorten, je 85-g-Btl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_277.jpg,cat_tiernahrung,bamberg,,ref_000099,obs_0000006773|obs_0000013992|obs_0000028826|obs_0000005863|obs_0000033541|obs_0000034456|obs_0000008127|obs_0000012491|obs_0000013736|obs_0000014307|obs_0000014398|obs_0000015533|obs_0000015701|obs_0000026441|obs_0000027821,obs_0000032781|obs_0000006773|obs_0000007119|obs_0000007508
Always Slipeinlagen Daily Protect,Keine Marke,"€ 2,59",,"pro Einheit = 2,59","XL mit Duft, je 40-St.-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_276.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_proteinreich",bamberg,,ref_000100,obs_0000032779|obs_0000030084|obs_0000032771|obs_0000030085|obs_0000010149|obs_0000026351|obs_0000028589|obs_0000028712|obs_0000035075|obs_0000032995|obs_0000033278|obs_0000033444|obs_0000033669|obs_0000008207|obs_0000011601|obs_0000012009|obs_0000012882|obs_0000015952,obs_0000032771|obs_0000032779|obs_0000030084|obs_0000030085
Profagus Holzkohle oder Briketts 3 kg,Keine Marke,"€ 7,99",,"1 kg = 2,66","hergestellt in Deutschland, je 3-kg-Beutel",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_282.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000101,,
Pantene Pro-V Shampoo,Keine Marke,"€ 2,99",,"1 l = 9,97","Repair & Care, je 300-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_256.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000102,obs_0000030082|obs_0000032148|obs_0000030042|obs_0000032147|obs_0000032840|obs_0000032877|obs_0000033059|obs_0000033092|obs_0000033133|obs_0000033168|obs_0000000446|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000033372|obs_0000033398|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000034052|obs_0000034239|obs_0000034662|obs_0000001916|obs_0000034854|obs_0000035066|obs_0000004179|obs_0000004606|obs_0000005033|obs_0000008067|obs_0000009325|obs_0000009494|obs_0000009796|obs_0000009955|obs_0000010154|obs_0000010913|obs_0000011610|obs_0000019053|obs_0000020828|obs_0000021647|obs_0000021764|obs_0000023755|obs_0000024178|obs_0000028560|obs_0000028680,obs_0000030082|obs_0000032148
Garnier Wahre Schätze Shampoo,Keine Marke,"€ 1,99",,"1 l = 7,96","versch. Sorten, je 250-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_255.jpg,cat_drogerie,bamberg,,ref_000103,obs_0000006393|obs_0000033504|obs_0000029372|obs_0000005671|obs_0000032840|obs_0000032877|obs_0000033059|obs_0000033092|obs_0000033133|obs_0000033168|obs_0000000446|obs_0000033215|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000033372|obs_0000033398|obs_0000033460|obs_0000033529|obs_0000033623|obs_0000033649|obs_0000034052|obs_0000034239|obs_0000034662|obs_0000001916|obs_0000034854|obs_0000035066|obs_0000004179|obs_0000004606|obs_0000005033|obs_0000008067|obs_0000009325|obs_0000009494|obs_0000009796|obs_0000009955|obs_0000010154|obs_0000010913|obs_0000011610|obs_0000019053|obs_0000020828|obs_0000021647|obs_0000021764|obs_0000023755|obs_0000024178|obs_0000028560|obs_0000028680,
Deospray,Bruno Banani,"€ 2,79",,"1 l = 18,60","versch. Sorten, je 150-ml-Dose",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_254.jpg,"cat_drogerie,diet_vegan",bamberg,,ref_000104,obs_0000033454|obs_0000015110|obs_0000032800|obs_0000026145|obs_0000031852|obs_0000003229|obs_0000026277|obs_0000032945|obs_0000033019|obs_0000027389|obs_0000013583|obs_0000035064|obs_0000033577|obs_0000002346|obs_0000034658|obs_0000026566|obs_0000034053|obs_0000032772|obs_0000032276|obs_0000034445|obs_0000005295|obs_0000029400|obs_0000031052|obs_0000005487|obs_0000029052|obs_0000030081|obs_0000032140|obs_0000014231|obs_0000008104|obs_0000003531|obs_0000033258|obs_0000034859|obs_0000033848|obs_0000033366|obs_0000015115|obs_0000013584|obs_0000033576|obs_0000007505|obs_0000033117|obs_0000033457|obs_0000033196|obs_0000034242|obs_0000032778|obs_0000029739|obs_0000025255|obs_0000021251|obs_0000020432|obs_0000007295,obs_0000032800|obs_0000026145|obs_0000031852|obs_0000003229|obs_0000026277|obs_0000033454|obs_0000032945|obs_0000033019|obs_0000027389|obs_0000015110|obs_0000013583|obs_0000035064|obs_0000033577|obs_0000002346|obs_0000034658|obs_0000026566
Verpoorten Eierlikör,Keine Marke,"€ 10,99",,"1 l = 15,70","20% Vol., je 0,7-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_234.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000105,obs_0000007082|obs_0000007453|obs_0000016404|obs_0000017254|obs_0000030390,obs_0000007082|obs_0000007453
Erben Wein Qualitätswein,Keine Marke,"€ 3,49",,"1 l = 4,65","halbtrocken, je 0,75-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_233.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000106,obs_0000029777|obs_0000034424|obs_0000006548|obs_0000008721|obs_0000010394|obs_0000011138|obs_0000011986|obs_0000012225|obs_0000013356|obs_0000013843|obs_0000014641|obs_0000015923,obs_0000029777
Puschkin Vodka,Keine Marke,"€ 6,49",,"1 l = 9,27","37,5% Vol., je 0,7-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_232.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000107,obs_0000034034|obs_0000034845|obs_0000035049|obs_0000002903|obs_0000005259|obs_0000008713|obs_0000008904|obs_0000009320|obs_0000009420|obs_0000009791|obs_0000009883|obs_0000011132|obs_0000012175|obs_0000012431|obs_0000013474|obs_0000015665|obs_0000019368|obs_0000020363|obs_0000021182|obs_0000022378|obs_0000024028|obs_0000024448|obs_0000026846|obs_0000028354,
Kentucky Straight Bourbon Whiskey,Jim Beam,"€ 10,99",,"1 l = 15,70","40%Vol., je 0,7-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_231.jpg,cat_getraenke,bamberg,,ref_000108,obs_0000009760|obs_0000009295|obs_0000016989|obs_0000031872|obs_0000008891|obs_0000026006|obs_0000002752|obs_0000031781|obs_0000027737|obs_0000004739|obs_0000004312|obs_0000000256|obs_0000003885|obs_0000023602|obs_0000028901|obs_0000006008|obs_0000032745|obs_0000012430|obs_0000018163|obs_0000021965|obs_0000000988|obs_0000001467,obs_0000009760|obs_0000031781|obs_0000009295|obs_0000027737|obs_0000016989|obs_0000031872|obs_0000004739|obs_0000012430|obs_0000008891|obs_0000002752|obs_0000004312|obs_0000028901|obs_0000018163|obs_0000000256|obs_0000003885|obs_0000006008|obs_0000026006|obs_0000021965|obs_0000000988
Hennessy Very Special Cognac,Keine Marke,"€ 26,99",,"1 l = 38,56","40% Vol., je 0,7-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_230.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000109,obs_0000006716|obs_0000007667|obs_0000032468|obs_0000019798|obs_0000024033|obs_0000024457|obs_0000024038|obs_0000024459,obs_0000006716|obs_0000007667|obs_0000032468
Maybach Qualitätswein,Keine Marke,"€ 2,99",,"1 l = 3,99","versch. Sorten, teilw. alkoholfrei, trocken, je 0,75-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_229.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000110,obs_0000008721|obs_0000011138|obs_0000011986|obs_0000012225|obs_0000013356|obs_0000013843|obs_0000014641|obs_0000015923,
Mumm Jahrgangssekt,Keine Marke,"€ 3,69",,"1 l = 4,92","versch. Sorten, je 0,75-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_235.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000111,obs_0000032740|obs_0000033701|obs_0000013259|obs_0000014032|obs_0000015083,obs_0000032740
Mo t Chandon Champagner Brut Imperial,Keine Marke,"€ 34,99",,"1 l = 46,65","je 0,75-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_228.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,tag_ultra_processed,tag_whole_food",bamberg,,ref_000112,obs_0000032743|obs_0000015932|obs_0000017995|obs_0000019757,obs_0000032743
Aperol Aperitif Bitter,Keine Marke,"€ 9,49",,"1 l = 13,56","11% Vol., je 0,7-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_226.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed",bamberg,,ref_000113,obs_0000029439|obs_0000031405|obs_0000032739|obs_0000031671|obs_0000001111|obs_0000011143|obs_0000013043|obs_0000031400,obs_0000029439|obs_0000031405|obs_0000032739
Heineken Premium Beer oder alkoholfrei 0 0,Keine Marke,"€ 4,99",,"1 l = 2,52","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_225.jpg,"cat_getraenke,diet_lactose_free,diet_vegan",bamberg,,ref_000114,obs_0000029762|obs_0000032131|obs_0000030397|obs_0000031398|obs_0000032725|obs_0000028724|obs_0000031749|obs_0000034225|obs_0000011150|obs_0000011595|obs_0000013830,obs_0000029762|obs_0000032131
Veltins Pilsener,Keine Marke,"€ 11,99",,"1 l = 1,20","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_224.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000115,obs_0000029764|obs_0000029928|obs_0000030754|obs_0000029887|obs_0000031557|obs_0000032304|obs_0000034091|obs_0000034637|obs_0000034836|obs_0000034842|obs_0000035044|obs_0000035045|obs_0000006020|obs_0000008415|obs_0000013820|obs_0000014011|obs_0000014656|obs_0000015503|obs_0000015939|obs_0000026503|obs_0000028405|obs_0000028547|obs_0000028664|obs_0000028988,obs_0000029764|obs_0000029928|obs_0000030754
Kloster Scheyern Klostergold,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_223.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000116,obs_0000029408|obs_0000028949,
Grüner Hell oder Naturradler,Keine Marke,"€ 13,49",,"1 l = 1,35","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_222.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000117,obs_0000029990|obs_0000033832|obs_0000034296|obs_0000034475|obs_0000034487|obs_0000034841|obs_0000035038|obs_0000006377|obs_0000008658|obs_0000009785|obs_0000009915|obs_0000010541|obs_0000011994|obs_0000014654|obs_0000027350|obs_0000028550|obs_0000028667|obs_0000031386,obs_0000029990
Spaten Münchner Hell,Keine Marke,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_221.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000118,obs_0000029045|obs_0000030393|obs_0000006908|obs_0000007097|obs_0000029407|obs_0000029993|obs_0000030402|obs_0000033822|obs_0000034636|obs_0000035040|obs_0000035050|obs_0000003504|obs_0000010094|obs_0000012642|obs_0000013313|obs_0000015504|obs_0000028250|obs_0000005646|obs_0000034475|obs_0000034487|obs_0000034841|obs_0000035038|obs_0000006377|obs_0000008658|obs_0000009785|obs_0000009915|obs_0000010541|obs_0000011994|obs_0000014654|obs_0000027350|obs_0000028550|obs_0000028667|obs_0000031386,obs_0000007097|obs_0000029045|obs_0000030393
Original Irish Cream Liqueur,Baileys,"€ 9,99",,"1 l = 14,27","17% Vol., je 0,7-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_227.jpg,"cat_getraenke,tag_high_protein,tag_ultra_processed",bamberg,,ref_000119,obs_0000009609|obs_0000010060|obs_0000011571|obs_0000029074|obs_0000020937|obs_0000021673|obs_0000028012|obs_0000032265|obs_0000020118|obs_0000028185|obs_0000029084|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000014635|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000017462|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429,obs_0000020937|obs_0000021673|obs_0000028012|obs_0000009609|obs_0000020118|obs_0000010060
Brut Dargent Chardonnay,Keine Marke,"€ 5,99",,"1 l = 7,99","je 0,75-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_236.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000120,obs_0000007899|obs_0000002164|obs_0000035022|obs_0000017557|obs_0000018693|obs_0000020741|obs_0000021560|obs_0000021890|obs_0000026501,
Chocolate Irish Cream Liqueur,Baileys,"€ 9,99",,"1 l = 19,98","15,7% Vol., je 0,5-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_237.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,ref_000121,obs_0000011571|obs_0000029084|obs_0000010060|obs_0000009609|obs_0000032265|obs_0000029074|obs_0000017462|obs_0000011964|obs_0000014635,
Zewa Wisch Weg Sparblatt,Keine Marke,"€ 2,49",,"pro Einheit = 2,49",je 4 x 74-Blatt-Pckg.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_238.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000122,obs_0000007116|obs_0000007500|obs_0000007925|obs_0000029729|obs_0000032862|obs_0000011159,
Persil Colorwaschmittel Kraft-Gel,Keine Marke,"€ 18,99",,"pro Einheit = 0,19",je 100-WL-Fl.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_253.jpg,cat_drogerie,bamberg,,ref_000123,obs_0000029050|obs_0000030074|obs_0000031362|obs_0000032138|obs_0000032273|obs_0000029574|obs_0000032919,obs_0000029050|obs_0000030074|obs_0000031362|obs_0000032138|obs_0000032273
Swiffer Nachfüllpackung,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","versch. Ausführungen, je 1-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_252.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000124,obs_0000030072,
Fairy Geschirrspülmittel,Keine Marke,"€ 1,39",,"1 l = 3,09","versch. Sorten, je 450-ml-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_251.jpg,"cat_drogerie,diet_lactose_free,diet_vegetarian",bamberg,,ref_000125,obs_0000029778|obs_0000032757|obs_0000034453|obs_0000034995|obs_0000008305|obs_0000008401|obs_0000010271|obs_0000011161|obs_0000011604|obs_0000013052|obs_0000013654|obs_0000013986|obs_0000015118|obs_0000015958|obs_0000028221|obs_0000031355,obs_0000005293|obs_0000006050|obs_0000006763|obs_0000007927|obs_0000029778|obs_0000030063|obs_0000032274|obs_0000032757
Culex Fliegengitter,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","für Fenster ca. 130 x 150 cm 1.99 für Türen ca. 100 x 210 cm 3.99, je 1-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_250.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000126,,
Tefal Pfanne Dark Essencials,Keine Marke,"€ 14,99",,"pro Einheit = 14,99",je 1-St.,Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_249.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000127,obs_0000022712|obs_0000022713,
Kesper Salatschale,Keine Marke,"€ 12,99",,"pro Einheit = 12,99","ca. 24 x 24 x 13 cm mit Besteck im Deckel, je 1-Pckg.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_248.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg,,ref_000128,,
Dekokisten,Keine Marke,"€ 6,99",,"pro Einheit = 6,99","aus Kiefernholz ca. 30 x 20 x 15 cm 6.99 UVP 14.99 ca. 40 x 30 x 15 cm 8.99 UVP 24.99 ca. 40 x 30 x 23 cm 9.99 UVP 29.99, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_247.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,ref_000129,,
XXL Trinkbecher,Keine Marke,"€ 7,99",,"pro Einheit = 7,99","ca. 1,2 l, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_246.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000130,obs_0000012763|obs_0000013967,
Kesper Brotdose Bären Hunger,Keine Marke,"€ 3,99",,"pro Einheit = 3,99","ca. 18,5 x 10,5 x 5,5 cm, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_245.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000131,obs_0000027016,
Meister Proper Reiniger,Keine Marke,"€ 1,59",,"pro Einheit = 1,59","versch. Sorten, je 1-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_244.jpg,"cat_getraenke,diet_gluten_free",bamberg,,ref_000132,obs_0000029086|obs_0000033271|obs_0000003536|obs_0000010953|obs_0000012011|obs_0000013362|obs_0000013848|obs_0000014189|obs_0000015954|obs_0000017601|obs_0000018411|obs_0000019901|obs_0000023750|obs_0000024166|obs_0000025004|obs_0000026432|obs_0000027202|obs_0000027513|obs_0000028357|obs_0000031762,obs_0000029086
Kesper Schneidebrett Bambus,Keine Marke,"€ 2,49",,"pro Einheit = 2,49","ca. 23 x 15 cm 2.49 UVP 4.99 ca. 27 x 19 cm 3.99 UVP 7.99 ca. 35 x 26 cm 5.99 UVP 12.99, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_243.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000133,obs_0000029068|obs_0000028914|obs_0000033206|obs_0000016021|obs_0000019369|obs_0000019618|obs_0000023549,
Kesper Obst- und Salatschale,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","Ø ca. 14,5 cm, je 1-St.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_242.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000134,,
Neutral oder Essig Reiniger,Frosch,"€ 1,79",,"pro Einheit = 1,79","versch. Sorten, je 1-l-Fl.",Nein,2026-03-23 bis 2026-03-29,2026-03-23,2026-03-29,images_rewe/bamberg_offer_241.jpg,cat_drogerie,bamberg,,ref_000135,obs_0000032034|obs_0000031762|obs_0000025004|obs_0000033271|obs_0000017601|obs_0000026432|obs_0000018411|obs_0000027202|obs_0000010953|obs_0000027513|obs_0000019901|obs_0000003536|obs_0000028357|obs_0000012011|obs_0000013362|obs_0000013848|obs_0000014189|obs_0000023750|obs_0000015850|obs_0000015954|obs_0000024166,
