Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Gliss Shampoo Total Repair,Keine Marke,"€ 2,49",,"1 l = 9,96","1 l = 9,96",je 250-ml-Fl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_262.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000085,obs_0000028334|obs_0000014221|obs_0000028680|obs_0000034854|obs_0000009796|obs_0000032840|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000019053|obs_0000032877|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000011610|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000001916|obs_0000008067|obs_0000028560|obs_0000033168|obs_0000005033|obs_0000010154|obs_0000000446|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244|obs_0000004606,,,
Colorwaschmittel Kraft Gel,Persil,"€ 4,99",,"pro Einheit = 0,25","pro Einheit = 0,25",je 20-WL-Fl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_263.jpg,cat_drogerie,bamberg,,,ref_000086,obs_0000032273|obs_0000031362|obs_0000030074|obs_0000029050|obs_0000032138|obs_0000010247|obs_0000008736|obs_0000029738|obs_0000030354|obs_0000032919|obs_0000029574,obs_0000032273|obs_0000031362|obs_0000030074|obs_0000029050|obs_0000032138,,
Taft Schaumfestiger,Keine Marke,"€ 2,99",,"1 l = 19,93","1 l = 19,93","Volumen, je 150-ml-Dose",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_264.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000087,obs_0000032777|obs_0000028458|obs_0000006590|obs_0000012020|obs_0000005669|obs_0000006765,obs_0000032777|obs_0000028458,,
Gliss Kur Spülung Total Repair,Keine Marke,"€ 2,49",,"1 l = 12,45","1 l = 12,45",je 200-ml-Fl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_265.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000088,obs_0000032913|obs_0000033260|obs_0000014673|obs_0000033626,,,
Gourmet Gold oder Perle Katzennahrung,Keine Marke,"€ 0,44",,"1 kg = 5,18","1 kg = 5,18","versch. Sorten, je 85-g-Dose / 85-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_266.jpg,"cat_tiernahrung,diet_gluten_free,diet_lactose_free",bamberg,,,ref_000089,obs_0000032286|obs_0000029741|obs_0000032457|obs_0000032151|obs_0000031863|obs_0000031776|obs_0000014398|obs_0000034456|obs_0000015533|obs_0000027821|obs_0000012491|obs_0000034007|obs_0000023259|obs_0000033541|obs_0000015117|obs_0000010523|obs_0000026441|obs_0000015701|obs_0000012629|obs_0000011104|obs_0000013668|obs_0000034669|obs_0000012669|obs_0000013736|obs_0000013227|obs_0000015276|obs_0000008127|obs_0000010721|obs_0000031712|obs_0000014307,obs_0000032286|obs_0000029741|obs_0000032457|obs_0000032151,,
Katzentrocken nahrung,Perfect Fit,"€ 2,99",,"1 kg = 3,99","1 kg = 3,99","versch. Sorten, je 750-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_267.jpg,"cat_tiernahrung,tag_ultra_processed",bamberg,,,ref_000090,obs_0000032781,obs_0000016240|obs_0000031061,,
Adventuros Hundesnack,Keine Marke,"€ 0,99",,"1 kg = 11,00","1 kg = 11,00","Nuggets, je 90-g-Btl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_268.jpg,"cat_tiernahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000091,obs_0000033863|obs_0000012906|obs_0000011629|obs_0000008212,,,
Hundenahrung,Cesar,"€ 0,79",,"1 kg = 5,27","1 kg = 5,27","versch. Sorten, je 150-g-Schale",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_269.jpg,cat_tiernahrung,bamberg,,,ref_000092,obs_0000031754|obs_0000011178|obs_0000009004|obs_0000026642|obs_0000035081|obs_0000031674|obs_0000015976|obs_0000027763|obs_0000029061|obs_0000034061|obs_0000034459|obs_0000010788|obs_0000034868|obs_0000032458|obs_0000030030|obs_0000007509|obs_0000012905|obs_0000027629|obs_0000034671|obs_0000005678|obs_0000026578|obs_0000015100|obs_0000007937,obs_0000031754|obs_0000026642|obs_0000035081|obs_0000011178|obs_0000009004|obs_0000031674|obs_0000032458|obs_0000030030|obs_0000015976|obs_0000027763,,
Nelke Duo,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","pro Einheit = 2,99","zweifarbige Blüte, herrlich duftend, je 1-Topf",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_271.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000093,obs_0000023297|obs_0000011965,,,
Holzkohle oder Briketts 4 1 kg,profagus,"€ 9,99",,"1 kg = 2,00","1 kg = 2,00",je 5-kg-Btl.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_272.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000094,,,x,
Bommelblume,Keine Marke,"€ 3,33",,"pro Einheit = 3,33","pro Einheit = 3,33","pflegeleicht, mit auffälligen Blüten, je 1-Topf",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_273.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000095,,,,
Polsterphlox,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","versch. Farben, für die kreative Beetbepflanzung, je 1-Topf",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_274.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000096,,,,
Blumenstrauß Zauberer von Oz,Keine Marke,"€ 11,50",,"pro Einheit = 11,50","pro Einheit = 11,50","mit Floralife Schnittblumen­nahrung, je 1-Bund",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_275.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,,ref_000097,,,,
Odol-med 3 Zahncreme,Odol med 3,"€ 1,39",,"1 l = 11,12","1 l = 11,12","Original oder Minzfrisch, je 125-ml-Tube",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_261.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000098,obs_0000032773|obs_0000007111|obs_0000031055|obs_0000005488|obs_0000006397|obs_0000031348|obs_0000029055|obs_0000015114|obs_0000031914|obs_0000012467|obs_0000022872|obs_0000027360|obs_0000012899|obs_0000012024|obs_0000008315,obs_0000032773|obs_0000010272|obs_0000031914|obs_0000012467|obs_0000007111|obs_0000031055|obs_0000022872|obs_0000005488|obs_0000006397,x,
Wasserfilter-Kartuschen Maxtra Pro,Brita,"€ 14,99",,"pro Einheit = 14,99","pro Einheit = 14,99","Pure Performance 14.99 UVP 26.99 mit extra Kalkschutz 16.99 UVP 28.49 für weicheres Wasser zum Schutz der Haushaltsgeräte, je 1-Pckg.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_244.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000099,obs_0000029089|obs_0000028875|obs_0000015179|obs_0000011378|obs_0000012537|obs_0000013947|obs_0000019962,obs_0000021389|obs_0000029089|obs_0000021797|obs_0000017830|obs_0000028875|obs_0000020570,x,
Induktionskochplatte 16449,Gourmetmaxx,"€ 27,99",,"pro Einheit = 27,99","pro Einheit = 27,99","5 Heizstufen ca. 80-270°C 3 Std. Timer digitales Display Kindersicherung ca. 1500 W, je 1-St.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_243.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000100,,,x,
Badreiniger,Sagrotan,"€ 2,79",,"1 l = 3,72","1 l = 3,72","Ozeanfrische, je 750-ml-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_242.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000101,obs_0000010764|obs_0000014669|obs_0000010419,obs_0000030064,x,
Fuze Tea,Fuze Tea,"€ 1,29",,"1 l = 1,03","1 l = 1,03","versch. Sorten, je 1,25-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_211.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000102,obs_0000034655|obs_0000029754|obs_0000007267|obs_0000017671|obs_0000018798,obs_0000029754|obs_0000034655|obs_0000007267,,
Frankenbrunnen Mineralwasser,Franken Brunnen,"€ 4,99",,"1 l = 0,55","1 l = 0,55","versch. Sorten, je 12 x 0,75-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_212.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000103,obs_0000031396|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332,obs_0000031797|obs_0000006205|obs_0000026205|obs_0000005254|obs_0000008841|obs_0000031396|obs_0000029412|obs_0000008437|obs_0000009985|obs_0000014625|obs_0000007475|obs_0000007476|obs_0000029013|obs_0000011123|obs_0000032715,x,
Mineralwasser,Residenz Quelle,"€ 5,49",,"1 l = 0,46","1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_213.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000104,obs_0000030349|obs_0000005813|obs_0000029977|obs_0000007653|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332,obs_0000030349|obs_0000005813|obs_0000029977|obs_0000028493|obs_0000008537|obs_0000028603|obs_0000007653,x,
Energy Drink,effect,"€ 0,69",,"1 l = 2,09","1 l = 2,09","versch. Sorten, koffeinhaltig, je 0,33-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_214.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000105,obs_0000006727|obs_0000005828|obs_0000029976|obs_0000032711|obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175,obs_0000006727|obs_0000011355|obs_0000031887|obs_0000005828|obs_0000026886|obs_0000029976|obs_0000032711,x,
Near Water,Hella,"€ 0,59",,"1 l = 0,79","1 l = 0,79","versch. Sorten, je 0,75-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_215.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000106,obs_0000031007|obs_0000029758,obs_0000031007|obs_0000029758,,
Sanpellegrino Limonade,San Pellegrino,"€ 0,89",,"1 l = 2,70","1 l = 2,70","versch. Sorten, je 0,33-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_216.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000107,obs_0000029980|obs_0000017032|obs_0000028310|obs_0000031651|obs_0000026276|obs_0000027047|obs_0000027567|obs_0000016311|obs_0000009657|obs_0000026058|obs_0000026581|obs_0000026204|obs_0000027133,obs_0000029980,x,
Fanta oder Sprite,Coca-Cola,"€ 12,99",,"1 l = 1,30","1 l = 1,30","versch. Sorten, teilw. koffeinhaltig, je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_217.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000108,obs_0000031294|obs_0000031043|obs_0000013322|obs_0000015049|obs_0000034906|obs_0000028043|obs_0000029419|obs_0000030303|obs_0000032052|obs_0000029010|obs_0000029984|obs_0000030679|obs_0000032019|obs_0000032258|obs_0000032704|obs_0000005442|obs_0000006553|obs_0000007251|obs_0000007451,obs_0000029419|obs_0000030303|obs_0000031294|obs_0000032052,,
Dr Pepper,Dr. Pepper,"€ 0,79",,"1 l = 2,39","1 l = 2,39","koffeinhaltig oder Orangina Limonade versch. Sorten, je 0,33-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_218.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000109,obs_0000007473,,x,
Pils oder Export,Oettinger,"€ 7,49",,"1 l = 0,75","1 l = 0,75","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_219.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000110,obs_0000011320|obs_0000029409|obs_0000030720|obs_0000011995|obs_0000012450|obs_0000013339|obs_0000015090|obs_0000030235|obs_0000030944|obs_0000016578|obs_0000008467|obs_0000000370|obs_0000017247|obs_0000033823|obs_0000026062|obs_0000026170|obs_0000034423|obs_0000010120|obs_0000034708|obs_0000010165|obs_0000035035|obs_0000010755|obs_0000027329|obs_0000003041|obs_0000019656|obs_0000027944|obs_0000028275|obs_0000028408|obs_0000028500|obs_0000028614|obs_0000004068|obs_0000028759|obs_0000012448|obs_0000028878|obs_0000028937|obs_0000004495|obs_0000012871|obs_0000004922|obs_0000013338|obs_0000013819|obs_0000014202|obs_0000031695|obs_0000031740|obs_0000023756|obs_0000015941|obs_0000024176,obs_0000029409|obs_0000030720,,
Weissbier,Franziskaner,"€ 13,99",,"1 l = 1,40","1 l = 1,40","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_220.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000111,obs_0000030945|obs_0000029929|obs_0000030766|obs_0000032726|obs_0000006364|obs_0000031102|obs_0000029759,obs_0000030945|obs_0000029929|obs_0000030766|obs_0000030899|obs_0000032726|obs_0000006364|obs_0000031102|obs_0000029759,x,
Pilsner Urquell,Keine Marke,"€ 14,99",,"1 l = 1,50","1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_221.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000112,obs_0000015943|obs_0000027852|obs_0000031680|obs_0000033919|obs_0000026430|obs_0000026911|obs_0000029888,,,
Tucher Urbräu Hell oder Pils,Keine Marke,"€ 12,99",,"1 l = 1,30","1 l = 1,30","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_222.jpg,cat_getraenke,bamberg,,,ref_000113,obs_0000029766|obs_0000030396|obs_0000031076|obs_0000010755|obs_0000034841|obs_0000013338|obs_0000033823|obs_0000009785|obs_0000026170|obs_0000015941|obs_0000012871|obs_0000028759|obs_0000024176|obs_0000028275|obs_0000034423|obs_0000031386|obs_0000012448|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027329|obs_0000016578|obs_0000019656|obs_0000023756|obs_0000028878|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035035|obs_0000035038|obs_0000028408|obs_0000028937|obs_0000008467|obs_0000027944|obs_0000010541|obs_0000004922|obs_0000014654|obs_0000028500|obs_0000017247|obs_0000000370|obs_0000014202|obs_0000028550|obs_0000010120|obs_0000004495|obs_0000013819|obs_0000034708|obs_0000010165|obs_0000028614|obs_0000026062|obs_0000031695,obs_0000029766|obs_0000030396|obs_0000031076,,
Allgäuer Büble Edelbräu,Keine Marke,"€ 14,99",,"1 l = 1,50","1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_223.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000114,obs_0000030753|obs_0000029761|obs_0000007890|obs_0000028725|obs_0000031823|obs_0000013604,obs_0000030753|obs_0000013604|obs_0000029761|obs_0000007890,,
Kloster Scheyern Klostergold,Keine Marke,"€ 13,99",,"1 l = 1,40","1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_224.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000115,obs_0000029408|obs_0000028949,obs_0000028949|obs_0000035036,,
Bitburger Pils oder alkoholfrei,Keine Marke,"€ 11,99",,"1 l = 1,20","1 l = 1,20","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_225.jpg,cat_getraenke,bamberg,,,ref_000116,obs_0000031078|obs_0000030400|obs_0000030556|obs_0000032730|obs_0000016578|obs_0000008467|obs_0000000370|obs_0000017247|obs_0000033823|obs_0000034225|obs_0000026062|obs_0000026170|obs_0000034423|obs_0000010120|obs_0000034708|obs_0000010165|obs_0000035035|obs_0000010755|obs_0000027329|obs_0000011150|obs_0000003041|obs_0000019656|obs_0000027944|obs_0000028275|obs_0000028408|obs_0000028500|obs_0000028614|obs_0000004068|obs_0000028759|obs_0000012448|obs_0000028878|obs_0000028937|obs_0000004495|obs_0000012871|obs_0000004922|obs_0000013338|obs_0000013819|obs_0000014202|obs_0000031695|obs_0000031740|obs_0000023756|obs_0000015941|obs_0000024176,obs_0000031078,,
Kapuziner Weißbier,Keine Marke,"€ 12,99",,"1 l = 1,30","1 l = 1,30","je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_226.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000117,obs_0000005647|obs_0000031384|obs_0000006569|obs_0000032731|obs_0000031751|obs_0000031388|obs_0000028962|obs_0000031911|obs_0000028970|obs_0000034223|obs_0000027336|obs_0000028367|obs_0000028886|obs_0000035037,obs_0000005647|obs_0000031384|obs_0000006569|obs_0000027336|obs_0000028886|obs_0000032731|obs_0000035037,,
Schöfferhofer Weizen,Keine Marke,"€ 3,99",,"1 l = 2,02","1 l = 2,02","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 € Pfand",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_227.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000118,obs_0000029991|obs_0000031081|obs_0000032733|obs_0000006025|obs_0000007676|obs_0000028883|obs_0000034642|obs_0000033824,obs_0000029991|obs_0000031081|obs_0000006025|obs_0000028883|obs_0000034642|obs_0000007676|obs_0000032733,,
Wisch Weg Original,Zewa,"€ 2,49",,"pro Einheit = 2,49","pro Einheit = 2,49",je 4 x 45-Blatt-Pckg.,Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_240.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_ultra_processed",bamberg,,,ref_000119,obs_0000029729|obs_0000028745|obs_0000028798|obs_0000007116|obs_0000033889|obs_0000007500|obs_0000026280|obs_0000007925|obs_0000032862|obs_0000011159|obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298,obs_0000028745|obs_0000029729,x,
Monkey Shoulder Blended Scotch Whisky,Keine Marke,"€ 21,99",,"1 l = 31,41","1 l = 31,41","40% Vol., je 0,7-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_239.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,,ref_000120,obs_0000010241|obs_0000015917|obs_0000015070|obs_0000013536|obs_0000022836|obs_0000012693|obs_0000019878|obs_0000001464|obs_0000021660|obs_0000019683|obs_0000022321|obs_0000025396|obs_0000020841|obs_0000017864,,,
Weinfreunde Garda C dei Re,Keine Marke,"€ 4,99",,"1 l = 6,65","1 l = 6,65","trocken, je 0,75-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_238.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000121,obs_0000028836|obs_0000028720,,,
Weinfreunde Perrin Preaux R serve,Keine Marke,"€ 7,99",,"1 l = 10,65","1 l = 10,65","trocken, je 0,75-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_237.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000122,obs_0000032454,obs_0000032454,,
Weinfreunde Monte da Pimenta,Keine Marke,"€ 4,99",,"1 l = 6,65","1 l = 6,65","trocken, je 0,75-l-Fl.",Nein,2026-04-20 bis 2026-04-26,2026-04-20,2026-04-26,../images/rewe/bamberg_offer_236.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000123,obs_0000012680|obs_0000011038|obs_0000001955|obs_0000009385|obs_0000019311|obs_0000009846,,,
