Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Nudel- oder Pellkartoffelsalat,Homann,"€ 1,79",,"1 kg = 4,48","1 kg = 4,48",je 400-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_124.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000215,obs_0000030851|obs_0000031496|obs_0000029841|obs_0000032065|obs_0000032189|obs_0000032380,obs_0000030851|obs_0000031496|obs_0000029841|obs_0000032065|obs_0000032189|obs_0000032380,x,
Saft Orange,Innocent,"€ 1,69",,"1 l = 5,12","1 l = 5,12","ohne Fruchtfleisch, je 330-ml-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_126.jpg,"cat_getraenke,diet_gluten_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,BLS-F603100,ref_000216,obs_0000031164|obs_0000030841|obs_0000029441|obs_0000027142|obs_0000025618|obs_0000027674|obs_0000026144|obs_0000021042|obs_0000016953|obs_0000033872|obs_0000034438|obs_0000032918|obs_0000026785|obs_0000000709|obs_0000019142|obs_0000017106|obs_0000020223|obs_0000034047|obs_0000026383|obs_0000028431|obs_0000001318|obs_0000027982|obs_0000024985|obs_0000022436|obs_0000010200|obs_0000031736|obs_0000017915,obs_0000030841|obs_0000029441|obs_0000031164,,
Bio Käse,Andechser Natur,"€ 2,49",,"1 kg = 16,60","1 kg = 16,60","versch. Sorten, je 150-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_071.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte,tag_proteinreich",bamberg,,BLS-F110100,ref_000217,obs_0000000890|obs_0000020651|obs_0000021470|obs_0000021743|obs_0000008883|obs_0000025400|obs_0000034164|obs_0000017885|obs_0000010631|obs_0000029465|obs_0000022145|obs_0000030523|obs_0000006457,obs_0000000890|obs_0000029465|obs_0000030523,,
Cuja Mara Split,Langnese,"€ 2,59",,"1 l = 6,17","1 l = 6,17",je 420-ml-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_139.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000218,obs_0000030089|obs_0000028454,obs_0000030089|obs_0000028454,x,
Vanilla Chocolate Swirl oder Nuii Ice Cream Australian Macadamia,Milka,"€ 2,22",,"1 l = 8,22","1 l = 8,22",je 270-ml-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_138.jpg,"cat_tiefkuehl,tag_ultra_processed",bamberg,,,ref_000219,obs_0000029816|obs_0000016660|obs_0000018905,,,
Flutschfinger,Langnese,"€ 2,59",,"1 l = 5,06","1 l = 5,06",je 512-ml-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_137.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_tk_eis,tag_ultra_processed",bamberg,,,ref_000220,obs_0000030165,obs_0000030165,x,
Eis,Nutella,"€ 3,99",,"1 l = 8,49","1 l = 8,49",je 470-ml-Becher,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_135.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_eis,tag_ultra_processed",bamberg,,,ref_000221,obs_0000018692|obs_0000025743|obs_0000017710|obs_0000034392|obs_0000011490|obs_0000025829|obs_0000013168|obs_0000007041|obs_0000013833|obs_0000025236|obs_0000029345|obs_0000030502|obs_0000027306|obs_0000022962|obs_0000005945|obs_0000028855|obs_0000009795|obs_0000025807|obs_0000027474|obs_0000001749|obs_0000001750|obs_0000005210|obs_0000007392|obs_0000008928|obs_0000006504|obs_0000013034|obs_0000009324|obs_0000027503|obs_0000027646|obs_0000005767|obs_0000005768|obs_0000006667|obs_0000006159|obs_0000006670|obs_0000005399|obs_0000005017|obs_0000014373|obs_0000028456|obs_0000003118|obs_0000006319|obs_0000000434|obs_0000007599|obs_0000007600|obs_0000008369|obs_0000011056|obs_0000005948|obs_0000006847|obs_0000004163|obs_0000018370|obs_0000012333,obs_0000018692|obs_0000025743|obs_0000017710|obs_0000034392|obs_0000011490|obs_0000025829|obs_0000013168,,
Feinster Fleischsalat,Popp,"€ 1,29",,"1 kg = 6,45","1 kg = 6,45","versch. Sorten, je 200-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_125.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000222,obs_0000032301|obs_0000030156|obs_0000028421|obs_0000031785|obs_0000028813|obs_0000010665|obs_0000009137|obs_0000033969|obs_0000012215|obs_0000027847|obs_0000030455|obs_0000028926,obs_0000028421|obs_0000031785|obs_0000032301|obs_0000030156,x,
Bami Goreng,Frosta,"€ 3,29",,"1 kg = 7,31","1 kg = 7,31","tiefgefroren, je 450-g-Btl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_134.jpg,"cat_tiefkuehl,sub_nudeln,sub_tk_fertiggerichte,tag_ultra_processed",bamberg,,BLS-X891212,ref_000223,obs_0000032393,obs_0000032393,,
Cafeteria fein sahnig Mandel-Bienenstich,Coppenrath Wiese,"€ 3,49",,"1 kg = 6,58","1 kg = 6,58","tiefgefroren, je 530-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_132.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",bamberg,,,ref_000224,obs_0000028390|obs_0000013546|obs_0000012674|obs_0000030817|obs_0000031508|obs_0000032631|obs_0000014357|obs_0000035124,obs_0000030817|obs_0000028390|obs_0000031508|obs_0000032631,,
Filegro Ofen-Backfisch,Iglo,"€ 2,79",,"1 kg = 11,63","1 kg = 11,63","tiefgefroren, je 240-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_131.jpg,"cat_tiefkuehl,tag_ultra_processed",bamberg,,,ref_000225,obs_0000028673|obs_0000031419|obs_0000028553|obs_0000022503|obs_0000029702|obs_0000030852|obs_0000012825|obs_0000026657|obs_0000014388|obs_0000011343|obs_0000021644|obs_0000021821|obs_0000020825,obs_0000028673|obs_0000029702|obs_0000030852|obs_0000031419|obs_0000028553|obs_0000022503,,
Ristorante Pizza Salame,Dr. Oetker,"€ 1,99",,"1 kg = 6,22","1 kg = 6,22","tiefgefroren, je 320-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_130.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",bamberg,,,ref_000226,obs_0000026731|obs_0000016637|obs_0000028985|obs_0000031512|obs_0000019919|obs_0000012815|obs_0000011305|obs_0000017705|obs_0000034384|obs_0000000038|obs_0000006501|obs_0000031500|obs_0000003772|obs_0000010231|obs_0000030843|obs_0000029849|obs_0000010530|obs_0000023186|obs_0000013341|obs_0000025810|obs_0000005867,obs_0000026731|obs_0000030843|obs_0000016637|obs_0000028985|obs_0000031512|obs_0000029849|obs_0000019919|obs_0000010231,,x
Fruchtmix,Keine Marke,"€ 1,59",,"1 kg = 10,60","1 kg = 10,60",je 150-g-Schale,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_129.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,BLS-S361000,ref_000227,obs_0000029573|obs_0000031498|obs_0000031730|obs_0000028006|obs_0000009313|obs_0000009783|obs_0000008797,obs_0000029573|obs_0000031498|obs_0000031730,,
Karottini,Keine Marke,"€ 0,79",,"1 kg = 3,16","1 kg = 3,16",je 250-g-Btl.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_128.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000228,obs_0000028658|obs_0000028541|obs_0000030842,obs_0000028658|obs_0000028541|obs_0000030842,,
Salatschale Orzo oder Korea-Style Salat,Keine Marke,"€ 2,29",,"1 kg = 7,39","1 kg = 7,39",je 310-g-Schale,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_127.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000229,obs_0000029950|obs_0000025985,,,
Pizza Amore Napoli Salame,Gustavo Gusto,"€ 2,99",,"1 kg = 9,49","1 kg = 9,49","tiefgefroren, je 315-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_133.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_pizza,tag_ultra_processed",bamberg,,,ref_000230,obs_0000031510|obs_0000029161|obs_0000031503|obs_0000029021|obs_0000028255|obs_0000030325|obs_0000014967,obs_0000031510|obs_0000028255|obs_0000029161,x,
Mozzarella,REWE Bio,"€ 1,11",,"1 kg = 8,88","1 kg = 8,88","45% Fett i.Tr., je 200-g-Btl., 125 g Abtropfgewicht",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_106.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg,,BLS-X208312,ref_000231,obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000022241|obs_0000023806|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613|obs_0000018430|obs_0000012801|obs_0000018433|obs_0000025133|obs_0000031811|obs_0000018512|obs_0000022110|obs_0000033891|obs_0000022631|obs_0000030318|obs_0000011891|obs_0000009868|obs_0000032402|obs_0000020638|obs_0000023201|obs_0000018599|obs_0000028850|obs_0000034980|obs_0000009408|obs_0000011471|obs_0000031442|obs_0000034515|obs_0000008404|obs_0000021741|obs_0000023292|obs_0000027907|obs_0000031521|obs_0000028470|obs_0000019264|obs_0000025413|obs_0000007546|obs_0000034175,obs_0000022609|obs_0000033882|obs_0000001647|obs_0000018031|obs_0000023202|obs_0000024234|obs_0000022241|obs_0000023806|obs_0000011043|obs_0000000816|obs_0000024894|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000018366|obs_0000016326|obs_0000022485|obs_0000027613|obs_0000018430,,
Smoothie Mango Maracuja,Innocent,"€ 1,69",,"1 l = 6,76","1 l = 6,76","je 250-ml-Fl., zzgl. 0,25 € Pfand",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_123.jpg,"cat_getraenke,diet_vegetarian",bamberg,,,ref_000232,obs_0000028870|obs_0000031158|obs_0000030870|obs_0000031958|obs_0000029526|obs_0000002067|obs_0000004171|obs_0000024721|obs_0000009020|obs_0000003462|obs_0000005025|obs_0000000440|obs_0000017881|obs_0000004598|obs_0000022009|obs_0000029722|obs_0000024112|obs_0000014395|obs_0000013892|obs_0000009816|obs_0000031322|obs_0000001630|obs_0000026739|obs_0000012410|obs_0000009349|obs_0000028316|obs_0000027322|obs_0000029883|obs_0000010948|obs_0000004820|obs_0000034549|obs_0000021278|obs_0000004393|obs_0000000306|obs_0000026453|obs_0000003966|obs_0000033713|obs_0000034740|obs_0000016865|obs_0000020459|obs_0000025584,obs_0000030870|obs_0000028870|obs_0000031958|obs_0000029526|obs_0000031158,,
Speisequark,REWE Bio,"€ 0,89",,"1 kg = 3,56","1 kg = 3,56","versch. Sorten, je 250-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_104.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000233,obs_0000031203|obs_0000020497|obs_0000004694|obs_0000004267|obs_0000033978|obs_0000000224|obs_0000003840|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000024945|obs_0000019874|obs_0000033780|obs_0000016381|obs_0000019968|obs_0000001061|obs_0000004152|obs_0000002654|obs_0000026319|obs_0000001323|obs_0000034093|obs_0000003377|obs_0000013107|obs_0000005006|obs_0000004579|obs_0000024041|obs_0000003562|obs_0000007157|obs_0000032579,obs_0000020497|obs_0000004694|obs_0000004267|obs_0000033978|obs_0000000224|obs_0000003840|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000024945|obs_0000019874|obs_0000031203|obs_0000033780|obs_0000016381|obs_0000019968,,
Frischkäse,REWE Bio,"€ 0,99",,"1 kg = 5,66","1 kg = 5,66","Doppelrahmstufe, je 175-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_086.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_wurst,tag_whole_food",bamberg,,BLS-D3A6000,ref_000234,obs_0000000519|obs_0000016946|obs_0000026675|obs_0000017482|obs_0000022604|obs_0000017513|obs_0000018043|obs_0000022149|obs_0000028302|obs_0000025259|obs_0000020143|obs_0000018636|obs_0000022250|obs_0000018668|obs_0000027893|obs_0000019721|obs_0000022312|obs_0000024882|obs_0000010048|obs_0000024407|obs_0000009596|obs_0000002951|obs_0000003481|obs_0000019362|obs_0000023986|obs_0000020962|obs_0000017894|obs_0000018437|obs_0000018441|obs_0000009739|obs_0000002064|obs_0000019510|obs_0000009275|obs_0000024137|obs_0000022111|obs_0000022114|obs_0000008311|obs_0000000665|obs_0000023715|obs_0000031907|obs_0000003254|obs_0000002331|obs_0000002429|obs_0000002443|obs_0000026562|obs_0000022984|obs_0000013780|obs_0000001493|obs_0000028125|obs_0000000998,obs_0000000519|obs_0000016946|obs_0000026675|obs_0000017482|obs_0000022604|obs_0000017513|obs_0000018043|obs_0000022149|obs_0000030858|obs_0000028302|obs_0000025259|obs_0000020143|obs_0000018636|obs_0000022250|obs_0000018668|obs_0000027893|obs_0000019721|obs_0000022312|obs_0000024882|obs_0000010048|obs_0000024407|obs_0000009596|obs_0000002951|obs_0000003481|obs_0000019362|obs_0000023986|obs_0000020962|obs_0000017894,,
Bio-Frischkäse mit Joghurt,Andechser Natur,"€ 1,49",,"1 kg = 8,51","1 kg = 8,51","Natur, je 175-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_085.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte,tag_proteinreich",bamberg,,,ref_000235,obs_0000031543|obs_0000031907|obs_0000030191|obs_0000017910|obs_0000016386|obs_0000000488|obs_0000000671|obs_0000001493|obs_0000002441|obs_0000003781|obs_0000004230|obs_0000004657|obs_0000005084|obs_0000013780|obs_0000024882|obs_0000008703|obs_0000000519|obs_0000016946|obs_0000025171|obs_0000025259|obs_0000017127|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000017482|obs_0000017513|obs_0000025811|obs_0000009596|obs_0000009663|obs_0000017894|obs_0000018043|obs_0000034580|obs_0000010048|obs_0000026675|obs_0000026710|obs_0000018636|obs_0000018668|obs_0000002951|obs_0000019362|obs_0000027893|obs_0000019721|obs_0000019794|obs_0000003481|obs_0000028302|obs_0000020143|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000020962|obs_0000021506,obs_0000030191|obs_0000031543,,
Schulte Edelsalami,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99","mit Rind, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_084.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000236,obs_0000031533|obs_0000032356|obs_0000028305|obs_0000027186|obs_0000005598,obs_0000028305|obs_0000031533|obs_0000032356,,
Schiller Wacholder-Schinken,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","zart-saftig und edelrauchig, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_083.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",bamberg,,,ref_000237,obs_0000034378|obs_0000028387|obs_0000016624|obs_0000017657,,,
Räucherlachs,REWE Bio,"€ 3,99",,"1 kg = 39,90","1 kg = 39,90","in Scheiben, je 100-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_081.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000238,obs_0000002571|obs_0000031816|obs_0000021070|obs_0000028795|obs_0000025231|obs_0000016608|obs_0000020251|obs_0000005956|obs_0000017750|obs_0000003427|obs_0000001935|obs_0000001994|obs_0000008702|obs_0000024580|obs_0000022586|obs_0000007814|obs_0000011910|obs_0000017031|obs_0000009886|obs_0000009423|obs_0000023258|obs_0000011507|obs_0000001784|obs_0000027905|obs_0000016139|obs_0000032552|obs_0000025935|obs_0000025992|obs_0000001422|obs_0000018865|obs_0000003507|obs_0000018867|obs_0000016309|obs_0000018877|obs_0000017355|obs_0000006165|obs_0000029293|obs_0000007817|obs_0000025269|obs_0000030538|obs_0000018333,obs_0000002571|obs_0000031816|obs_0000021070|obs_0000029293|obs_0000028795|obs_0000025231|obs_0000016608|obs_0000020251|obs_0000005956|obs_0000030538|obs_0000017750|obs_0000003427|obs_0000001935|obs_0000001994|obs_0000008702,,
Höhenrainer Geflügel-Aufschnitt,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","versch. Sorten, je 100-g-",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_080.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_wurst,tag_ultra_processed",bamberg,,,ref_000239,obs_0000030548|obs_0000029548|obs_0000028930|obs_0000030265|obs_0000003644|obs_0000030888|obs_0000031962|obs_0000006531|obs_0000031187|obs_0000005611,obs_0000028930|obs_0000030548|obs_0000029548,,
Bio Lachsfilet,deutsche see,"€ 5,99",,"1 kg = 29,95","1 kg = 29,95","mit Haut, praktisch grätenfrei, je 200-g-Schale",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_087.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,tag_high_protein,tag_proteinreich,tag_whole_food",bamberg,,,ref_000240,obs_0000029555|obs_0000030540|obs_0000033948|obs_0000029559|obs_0000008391|obs_0000034280|obs_0000010175|obs_0000028347|obs_0000014208|obs_0000031809,obs_0000029555|obs_0000030540,x,
Geflügel-Nuggets,REWE Bio,"€ 3,99",,"1 kg = 19,95","1 kg = 19,95",je 200-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_079.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000241,,,,
Andechser Bio Milkis,Keine Marke,"€ 0,99",,"1 kg = 9,90","1 kg = 9,90","versch. Sorten, je 100-g-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_077.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_milchprodukte,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000242,,,,
Chocomel,Keine Marke,"€ 1,49",,"pro Einheit = 1,49","pro Einheit = 1,49","Kakaogetränk, je 1-l-Pckg.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_076.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000243,,,,
Pick Paprika Kolbasz Paare,Keine Marke,"€ 2,49",,"1 kg = 12,45","1 kg = 12,45",je 200-g-Pckg.,Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_075.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000244,,,,
Bio Jogurt griech Art,Andechser Natur,"€ 1,39",,"1 kg = 3,48","1 kg = 3,48","0,2% Fett oder Bio Joghurt Mango Vanille, je 400-g-Becher",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_074.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_proteinreich",bamberg,,,ref_000245,obs_0000026121,,,
Schlagsahne,REWE Bio,"€ 2,69",,"1 kg = 5,38","1 kg = 5,38","mind. 30% Fett, je 500-g-Fl.",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_105.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_whole_food",bamberg,,,ref_000246,obs_0000001048|obs_0000001651|obs_0000027295|obs_0000034973|obs_0000033987|obs_0000011466|obs_0000002266|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000016126|obs_0000001793|obs_0000019729|obs_0000001826|obs_0000017188|obs_0000001322|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000033692|obs_0000034786|obs_0000023025|obs_0000012796|obs_0000011795|obs_0000001053|obs_0000004149|obs_0000034369|obs_0000004166|obs_0000025188|obs_0000020585|obs_0000030316|obs_0000003727|obs_0000007167|obs_0000006438|obs_0000001324|obs_0000030521|obs_0000003401|obs_0000013680|obs_0000005003|obs_0000005020|obs_0000021404|obs_0000005544|obs_0000000427|obs_0000000436|obs_0000004576|obs_0000004593|obs_0000024616|obs_0000009836|obs_0000020624|obs_0000009377,obs_0000001048|obs_0000001651|obs_0000027295|obs_0000034973|obs_0000033987|obs_0000011466|obs_0000002266|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000016126|obs_0000001793|obs_0000019729|obs_0000001826|obs_0000017188|obs_0000001322|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000033692|obs_0000034786|obs_0000023025|obs_0000012796,,
Feinmarinaden,Lysell,"€ 1,69",,"1 kg = 13,52","1 kg = 13,52","versch. Sorten, je 125-g-Dose",Nein,2026-04-13 bis 2026-04-19,2026-04-13,2026-04-19,../images/rewe/bamberg_offer_073.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000247,obs_0000032564,obs_0000032564,x,
